CAWPE-A,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
0.6593779904306223,0.6408931419457732,0.6392344497607655,0.6514992025518341,0.6370653907496013,0.570334928229665
1.0,0.9994535519125682,0.9994535519125682,0.9453551912568308,0.9978142076502733,0.9939890710382513
1.0,0.9899999999999999,0.9899999999999999,0.9572222222222221,0.9922222222222222,0.9927777777777778
0.8652430868342754,0.8575328255944095,0.8706234815603416,0.8634305134714602,0.8699232932055795,0.8576147189692355
0.9462222222222223,0.9465185185185184,0.9468148148148149,0.9034074074074074,0.9457777777777777,0.8280740740740743
0.7191304347826086,0.6463768115942028,0.7165217391304348,0.6560869565217391,0.591449275362319,0.5531884057971015
0.8069999999999999,0.7546666666666667,0.7219999999999996,0.6893333333333335,0.604,0.47000000000000014
0.9425985090521831,0.8227902023429181,0.8782747603833866,0.8479233226837061,0.9586794462193822,0.7366347177848773
0.611111111111111,0.6074074074074075,0.6185185185185187,0.4444444444444446,0.6185185185185185,0.625925925925926
0.8981866430782838,0.8975379625534425,0.8950169541500812,0.8977443609022556,0.8924222320507151,0.8932035972283651
0.7813725490196077,0.746969696969697,0.7379679144385028,0.7810160427807488,0.7488413547237076,0.7798573975044562
0.7071759259259259,0.7023148148148147,0.6777777777777777,0.7240740740740741,0.665740740740741,0.6907407407407409
0.9650476190476188,0.9636190476190477,0.9584761904761904,0.9574285714285714,0.9533333333333331,0.9557142857142857
0.9734502923976607,0.9554385964912282,0.95953216374269,0.93906432748538,0.9590643274853803,0.9628070175438599
0.7886666666666667,0.7833333333333334,0.772,0.7620000000000003,0.7426666666666666,0.7389999999999998
0.678395061728395,0.6598765432098765,0.6660493827160496,0.6679012345679013,0.6246913580246914,0.4043209876543207
0.9796531791907512,0.9672447013487475,0.9771868978805396,0.9440462427745667,0.9293641618497112,0.6994219653179194
0.9409147869674186,0.938565162907268,0.9442042606516291,0.924906015037594,0.9337092731829574,0.7808270676691734
0.8662914321450909,0.8576297686053783,0.8691056910569107,0.8290494058786743,0.8421200750469044,0.41951219512195137
0.810300266058533,0.7874524895477003,0.7287509502090459,0.7074306347396427,0.4031428164196123,0.19087086659064992
0.9920783823222845,0.98597039816552,0.9898686679174485,0.9832186783406296,0.9709193245778611,0.9636439441317489
0.612691131498471,0.6125382262996942,0.614067278287462,0.6151376146788989,0.5981651376146788,0.603822629969419
0.8298412698412702,0.79968253968254,0.8092063492063496,0.757777777777778,0.7758730158730162,0.7936507936507939
0.9694949494949496,0.9582491582491582,0.9266666666666666,0.8282828282828283,0.86983164983165,0.17346801346801344
0.8777623178108688,0.8661041870195485,0.8738042373466751,0.8446885145603283,0.8315639894609078,0.8165309807868796
0.5444444444444445,0.5260162601626016,0.5187443541102078,0.5533423667570009,0.5325654923215899,0.42610659439927756
0.8665703275529866,0.8659922928709055,0.8605009633911366,0.8581888246628132,0.8270712909441235,0.8472061657032756
0.77265625,0.7697916666666667,0.77734375,0.73046875,0.71484375,0.727734375
0.9715579710144926,0.9722826086956524,0.9655797101449274,0.9427536231884057,0.9420289855072462,0.4967391304347826
0.806060606060606,0.8232323232323234,0.7873737373737376,0.837878787878788,0.7863636363636366,0.7883838383838384
