TRAINBALACC,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
AvgTRAINBALACCOverDsets:,0.824394829777371,0.8083001608594007,0.7993620458666525,0.7874029608789074,0.7387760297457941,0.7344017776140794,0.7190192572563782,0.7097554627065376,0.7119902597150969,0.6821646586653644
AvgTRAINBALACCRankOverDsets:,1.7727272727272727,2.243801652892562,3.34297520661157,4.475206611570248,5.119834710743802,6.037190082644628,7.37603305785124,8.012396694214877,8.020661157024794,8.599173553719009
StddevOfTRAINBALACCOverDsets:,0.1551543464524657,0.15794548275055875,0.16744933380592594,0.15743763875285838,0.19590983034074574,0.19373548368309265,0.19633198537316962,0.20067894018521715,0.2012744358049926,0.19774212999497578
AvgOfStddevsOfTRAINBALACCOverDsetFolds:,0.03366098653629871,0.03666063931937299,0.03439982973570371,0.0349153129145076,0.037777214151046054,0.03447926023317851,0.0340558569191134,0.03340476858076194,0.03442914999131023,0.035666757046154976
StddevsOfTRAINBALACCRanksOverDsets:,1.4008925726121901,1.2283384822585524,1.6671245927384977,2.0174770131584125,1.3118447465757743,1.6306508021546153,1.037386523383677,1.504801772545357,1.2389456105476615,2.239438019822854

flat,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0|121|0,77|2|42,108|4|9,106|2|13,115|2|4,115|2|4,116|2|3,117|2|2,116|2|3,116|1|4
SMM5-S,42|2|77,0|121|0,94|2|25,97|2|22,113|2|6,116|2|3,116|2|3,119|2|0,116|2|3,117|1|3
SMLR-S,9|4|108,25|2|94,0|121|0,91|2|28,107|2|12,110|2|9,113|2|6,115|2|4,114|2|5,112|1|8
NBC-S,13|2|106,22|2|97,28|2|91,0|121|0,74|2|45,89|2|30,106|4|11,111|4|6,107|4|10,107|1|13
ES-S,4|2|115,6|2|113,12|2|107,45|2|74,0|121|0,87|2|32,110|2|9,102|2|17,111|2|8,105|1|15
CAWPE-S,4|2|115,3|2|116,9|2|110,30|2|89,32|2|87,0|121|0,100|2|19,93|2|26,102|2|17,98|1|22
WMV-S,3|2|116,3|2|116,6|2|113,11|4|106,9|2|110,19|2|100,0|121|0,72|21|28,59|55|7,90|1|30
RC-S,2|2|117,0|2|119,4|2|115,6|4|111,17|2|102,26|2|93,28|21|72,0|121|0,47|21|53,82|1|38
MV-S,3|2|116,3|2|116,5|2|114,10|4|107,8|2|111,17|2|102,7|55|59,53|21|47,0|121|0,88|1|32
PB-S,4|1|116,3|1|117,8|1|112,13|1|107,15|1|105,22|1|98,30|1|90,38|1|82,32|1|88,0|121|0



p=0.01,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0|121|0,31|70|20,55|63|3,87|28|6,99|21|1,112|7|2,113|7|1,115|5|1,113|7|1,109|11|1
SMM5-S,20|70|31,0|121|0,41|66|14,70|41|10,87|33|1,95|25|1,97|24|0,108|13|0,97|24|0,100|21|0
SMLR-S,3|63|55,14|66|41,0|121|0,55|51|15,71|48|2,80|39|2,90|30|1,101|20|0,91|29|1,94|25|2
NBC-S,6|28|87,10|41|70,15|51|55,0|121|0,47|63|11,57|58|6,72|47|2,79|41|1,77|42|2,91|28|2
ES-S,1|21|99,1|33|87,2|48|71,11|63|47,0|121|0,17|103|1,36|85|0,57|64|0,43|78|0,68|52|1
CAWPE-S,2|7|112,1|25|95,2|39|80,6|58|57,1|103|17,0|121|0,32|86|3,49|70|2,40|79|2,66|52|3
WMV-S,1|7|113,0|24|97,1|30|90,2|47|72,0|85|36,3|86|32,0|121|0,26|94|1,9|112|0,60|58|3
RC-S,1|5|115,0|13|108,0|20|101,1|41|79,0|64|57,2|70|49,1|94|26,0|121|0,9|90|22,59|47|15
MV-S,1|7|113,0|24|97,1|29|91,2|42|77,0|78|43,2|79|40,0|112|9,22|90|9,0|121|0,58|58|5
PB-S,1|11|109,0|21|100,2|25|94,2|28|91,1|52|68,3|52|66,3|58|60,15|47|59,5|58|58,0|121|0



p=0.05,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0|121|0,34|65|22,72|45|4,94|19|8,110|9|2,113|6|2,115|5|1,117|3|1,115|5|1,113|7|1
SMM5-S,22|65|34,0|121|0,44|61|16,78|30|13,94|25|2,104|16|1,106|15|0,115|6|0,106|15|0,103|16|2
