SMLR-S,4|45|72,16|61|44,0|121|0,68|36|17,77|42|2,93|26|2,97|23|1,108|13|0,97|23|1,96|23|2
NBC-S,8|19|94,13|30|78,17|36|68,0|121|0,53|51|17,63|48|10,78|41|2,85|34|2,82|37|2,95|24|2
ES-S,2|9|110,2|25|94,2|42|77,17|51|53,0|121|0,20|100|1,48|73|0,67|51|3,57|64|0,73|47|1
CAWPE-S,2|6|113,1|16|104,2|26|93,10|48|63,1|100|20,0|121|0,39|78|4,59|58|4,53|65|3,72|44|5
WMV-S,1|5|115,0|15|106,1|23|97,2|41|78,0|73|48,4|78|39,0|121|0,30|85|6,14|106|1,63|54|4
RC-S,1|3|117,0|6|115,0|13|108,2|34|85,3|51|67,4|58|59,6|85|30,0|121|0,16|80|25,64|38|19
MV-S,1|5|115,0|15|106,1|23|97,2|37|82,0|64|57,3|65|53,1|106|14,25|80|16,0|121|0,62|52|7
PB-S,1|7|113,2|16|103,2|23|96,2|24|95,1|47|73,5|44|72,4|54|63,19|38|64,7|52|62,0|121|0



T TEST,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0.0,0.06385757,0.00846635,4.25E-6,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.20828536,1.82E-5,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,0.043519,1.0E-8,0.0,0.0,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,1.7E-7,1.0E-8,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.0,0.01412822,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-8,0.0
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.337E-5,3.6731E-4,1.0E-8
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34686806,4.99E-6
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-8
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0.0,0.00146354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,1.0E-8,0.0,0.0,0.0,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,0.00837999,8.0E-8,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.0,5.7E-7,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.334E-5,2.28E-6,5.0E-8
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58544094,6.334E-5
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6E-7
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,0.0,5.375E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,1.96E-6,1.0E-8,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,6.8E-7,0.0,0.0,0.0,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,1.81E-6,0.0,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.0,1.32E-6,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9E-6,0.0,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3331001,2.14E-6
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
SMLRE-S,true,false,false,false,false,false,false,false,false,false
SMM5-S,false,true,false,false,false,false,false,false,false,false
SMLR-S,false,false,true,false,false,false,false,false,false,false
NBC-S,false,false,false,true,false,false,false,false,false,false
ES-S,false,false,false,false,true,false,false,false,false,false
CAWPE-S,false,false,false,false,false,true,false,false,false,false
WMV-S,false,false,false,false,false,false,true,false,false,false
RC-S,false,false,false,false,false,false,false,true,true,false
MV-S,false,false,false,false,false,false,false,true,true,false
PB-S,false,false,false,false,false,false,false,false,false,true



cliques = [0 0 0 0 0 0 0 1 1 0 
]

