SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
0.8366379310344828,0.8395368492224475,0.8261747802569299,0.8133113590263691,0.817706220419202,0.8097701149425288,0.8059161595672751,0.8059161595672751,0.8059161595672751,0.807445909398242
0.5900361059623108,0.5660237102255175,0.5597196478220575,0.5266730383070745,0.5441583642261354,0.5380106966326845,0.5321063098548038,0.5105759576768613,0.5321063098548038,0.5464009885696633
0.9698989898989898,0.9760461760461763,0.9649350649350652,0.9524386724386724,0.9534199134199132,0.9539105339105339,0.9501875901875904,0.9489177489177487,0.947734487734488,0.8619336219336219
0.900545634920635,0.9031084656084656,0.8857969576719577,0.8838458994708996,0.8627810846560846,0.8543981481481481,0.8561177248677246,0.8558862433862432,0.8561177248677246,0.8366071428571425
0.988888888888889,0.9773333333333335,0.9786666666666668,0.9573333333333335,0.9591111111111111,0.9577777777777778,0.9564444444444447,0.9564444444444447,0.9564444444444447,0.9493333333333333
0.8149682267426637,0.7900298692268654,0.7796652341400776,0.7288376153814202,0.7309269548696331,0.7265099866445611,0.7272386313971108,0.7265837707036392,0.725774860982433,0.7253010030124234
0.9666666666666668,0.7285714285714285,0.5388888888888891,0.8293650793650794,0.6,0.6285714285714286,0.5920634920634918,0.6023809523809525,0.5833333333333333,0.6507936507936509
0.9403223011902315,0.9685412317838966,0.9395308977046983,0.9131063193913745,0.9345562319941118,0.9388512809690792,0.9038485456769638,0.8985273083093177,0.8849427610008475,0.8096867481243597
0.9607407407407407,0.8907407407407406,0.9368518518518517,0.8550000000000001,0.7862962962962964,0.792962962962963,0.7842592592592595,0.7762962962962964,0.7731481481481483,0.6807407407407405
0.9230385094117313,0.6841483187619201,0.9091460115984128,0.8503701266364102,0.481194551216537,0.4808700249882703,0.4752074425272553,0.49149419442325626,0.46410917176430705,0.5011387472185247
0.7840740740740741,0.8966666666666667,0.41851851851851857,0.8103703703703701,0.48166666666666663,0.5016666666666667,0.43648148148148136,0.48944444444444457,0.40277777777777773,0.37166666666666676
0.705625,0.6311805555555555,0.6828472222222222,0.6697222222222223,0.5025,0.49173611111111093,0.4600694444444445,0.43847222222222215,0.44076388888888884,0.5004861111111111
0.8324870340308356,0.8330182307307502,0.8334423196404009,0.8171020622428596,0.8279496755371459,0.8192407083579706,0.7972601606096302,0.7972031778555136,0.7972601606096302,0.7439911048834456
0.8351700537747051,0.8340055171450518,0.8289108876318176,0.8144685383057475,0.8273709756267897,0.8195928486626161,0.8140826873385012,0.8140826873385012,0.8140826873385012,0.8008677281933098
0.8876904170297197,0.8923564924823929,0.888010034225107,0.8835624685520702,0.8785175761421492,0.874185433565015,0.8615837270392819,0.8615837270392819,0.8615837270392819,0.7739841298000231
0.8660256410256412,0.8506410256410256,0.832692307692308,0.7967948717948719,0.808974358974359,0.796794871794872,0.7852564102564102,0.7858974358974359,0.7852564102564102,0.7589743589743587
0.9111108561453759,0.9282995415396349,0.9087333949431404,0.8711556529581306,0.8949433147315594,0.892918497359012,0.8555620818013829,0.8525918816300957,0.8542086339718264,0.8228186726738529
0.9140287769784171,0.9212230215827337,0.9105515587529978,0.8594724220623502,0.8931654676258991,0.8959232613908873,0.7675059952038371,0.7752997601918467,0.7675059952038371,0.6661870503597122
0.7226709707095099,0.6984171964581997,0.6908637655446586,0.6974487868184581,0.6598648004862581,0.6496353062934307,0.5353498266883511,0.5025520345637638,0.5353498266883511,0.500025462848882
0.9685054650515176,0.9706940963519912,0.9655840991367307,0.9482221177944865,0.9564205653021444,0.9552814327485379,0.8852112921191867,0.8852112921191867,0.8852112921191867,0.7632475285435812
0.9999744637385087,0.9999580302318267,0.9999744637385087,0.9999665423189904,0.999428476459386,0.9984393751674906,0.99777362800043,0.99777362800043,0.99777362800043,0.955434700639928
0.894160266628025,0.9010433270540503,0.8872470173404822,0.872168284789644,0.8800463700912912,0.8798229725160603,0.8690914360237646,0.8690914360237646,0.8690914360237646,0.7992851277592621
0.9744107188214378,0.9761587597249269,0.973408451631718,0.9694674456015578,0.9634411424378405,0.9324012690617973,0.9133100029163022,0.9133100029163022,0.9133100029163022,0.8588404406438442
0.7863112920578178,0.7919802999905571,0.7859343790746416,0.8556304176323823,0.7494187094397791,0.7187679072448615,0.6695998827483799,0.6534740780304171,0.669099575916901,0.6393022233573239
0.8076562935115567,0.7995614035087719,0.7939118629908104,0.775548245614035,0.7876392369813423,0.7727234753550544,0.7499530075187969,0.7465556251740463,0.7499530075187969,0.6761521860206072
0.9188967659768694,0.923518997033209,0.9067157696356664,0.921462193658576,0.8999857181769324,0.896251242297754,0.8947130752298713,0.8943287175070124,0.8956792331986133,0.8825664583287323
0.8184255518588929,0.811700596746937,0.8106648711449093,0.7971410276721589,0.8062836660329528,0.8054954847908746,0.7940724677862273,0.7940724677862273,0.7940724677862273,0.731279705323194
0.9309345314639577,0.9276952401798496,0.9261341916722365,0.9123315861680799,0.9129221827448866,0.9113462162341749,0.906109541137859,0.9047766924767662,0.9058860968119772,0.8712519657237706
0.9924508764215646,0.9922118497483446,0.9896456055172821,0.9846873965814189,0.9850810759145416,0.9840393129800314,0.9836618401692089,0.9836477074645186,0.9826688541866666,0.9781098006180386
0.562164154406234,0.5473493395914192,0.5339369527935734,0.5,0.5701830790985949,0.5663439841140896,0.5586631615368415,0.5056800403165147,0.5586631615368415,0.5723320395944278
0.8639513028208758,0.8743474311327526,0.8357632037546361,0.8261753642811898,0.7607535839763118,0.7393833642689294,0.7266659126829811,0.6843633198184051,0.713550212160788,0.6431452114170918
0.9060407153729072,0.9005136986301367,0.894558599695586,0.8763508371385085,0.8610159817351598,0.84412100456621,0.8187214611872144,0.8234684170471843,0.8187214611872144,0.7329052511415525
0.9931138540125881,0.9951587149551746,0.9924319093364313,0.9886541264660875,0.9908087232112127,0.9894413839179463,0.9882677043549394,0.9874474041247023,0.9870383551342296,0.9749516164287739
0.7371024875621891,0.725718407960199,0.725931343283582,0.7324457711442783,0.7224427860696518,0.7180437810945274,0.7208318407960199,0.7046288557213931,0.7208318407960199,0.7183074626865672
0.8547008547008548,0.7655128205128207,0.8082977207977209,0.7366168091168092,0.6138603988603989,0.6024715099715099,0.6107905982905982,0.6064957264957265,0.5988247863247861,0.5876709401709401
0.7178445737269266,0.6799683976154564,0.662382388852977,0.6112403935933347,0.5652158299217123,0.562120232708468,0.5359297565179918,0.5281584428643252,0.5336709042591395,0.5465165553400848
0.7432239057239057,0.7305134680134682,0.6851430976430978,0.6382996632996633,0.607996632996633,0.6038720538720539,0.6011784511784511,0.6020622895622897,0.5991582491582491,0.6011784511784513
0.7563311688311688,0.7290043290043289,0.7326298701298701,0.6723484848484849,0.6797619047619045,0.6678571428571428,0.6567099567099567,0.605952380952381,0.6567099567099567,0.6865800865800864
0.772689393939394,0.6617255892255892,0.7727567340067338,0.6693097643097644,0.408699494949495,0.40369107744107746,0.39535774410774405,0.40466750841750837,0.38308922558922553,0.3819570707070705
0.5982051282051282,0.5514102564102565,0.5420512820512822,0.5217948717948717,0.5003846153846154,0.4984615384615385,0.49782051282051293,0.49974358974358973,0.49782051282051293,0.496025641025641
0.8967499999999998,0.9245833333333333,0.9879166666666667,0.89375,0.7941666666666667,0.79075,0.7881666666666667,0.7939999999999999,0.7807499999999999,0.7013333333333333
0.16366666666666668,0.8930833333333333,0.9795833333333335,0.8475416666666667,0.616875,0.6123750000000001,0.6174583333333336,0.6267499999999999,0.608125,0.4973333333333334
0.9540416666666668,0.9231190476190478,0.9880833333333334,0.883261904761905,0.7968869047619049,0.7984345238095237,0.7975059523809525,0.7978333333333332,0.7917738095238096,0.7025654761904762
0.43113425925925913,0.39849537037037047,0.39201388888888894,0.3975694444444445,0.31851851851851853,0.321412037037037,0.3184027777777778,0.33125,0.3184027777777778,0.31273148148148144
0.8534046226677805,0.6366895015316071,0.7196649958228903,0.6345799220272904,0.3047067669172933,0.3024178501810081,0.30073990531885264,0.3184649122807018,0.29122737399053183,0.29004441659704816
0.9347789242867696,0.9432940133217381,0.9275569306390634,0.9245099609137579,0.9192045061387841,0.9204436592390339,0.8699473668215779,0.8699473668215779,0.8699473668215779,0.7601888389141879
0.9733333333333334,0.966031746031746,0.9615873015873017,0.9339682539682541,0.9460317460317461,0.9390476190476191,0.9317460317460319,0.9314285714285716,0.9317460317460319,0.9174603174603176
0.9676036380988912,0.9619162236354571,0.9497812366177344,0.934365912913205,0.9293751771617452,0.929897994918037,0.9283325762311347,0.9251714619573268,0.9236270520319394,0.9259095927968995
0.9812951576961239,0.9648399511563764,0.9734117340880623,0.9439813246334988,0.9274054264754745,0.9257925644761397,0.9243001675368827,0.9214732033934934,0.9190294653458905,0.8923647912295254
0.9359693018433884,0.938334821895161,0.9323469763719843,0.9249844545582191,0.9262753068707159,0.924499167566666,0.9198515027612295,0.9198515027612295,0.9198515027612295,0.8972465037272112
0.7332467532467534,0.7167532467532467,0.7003463203463202,0.6918181818181819,0.6843290043290042,0.6836363636363636,0.6867099567099568,0.6887445887445889,0.6867099567099568,0.6975324675324674
0.7794316328907525,0.788533659445609,0.7760715117633357,0.7799673887724203,0.7818075937572793,0.783851618914512,0.7889995341253203,0.7850978336827394,0.7889995341253203,0.7862799906825065
0.5465176715176714,0.5185031185031185,0.5090378840378841,0.5065161315161314,0.5115731115731116,0.5132228382228382,0.5056575806575807,0.5004504504504504,0.5056575806575807,0.498987448987449
0.6846190476190475,0.6722380952380952,0.6660158730158731,0.6966666666666668,0.6680793650793652,0.6609206349206347,0.6605873015873016,0.6079206349206348,0.6605873015873016,0.6736031746031745
0.8442777777777777,0.835166666666667,0.8347222222222224,0.8270555555555555,0.8292222222222221,0.8194444444444444,0.8248333333333335,0.8248333333333335,0.8248333333333335,0.8284444444444444
0.9797691197691197,0.9833766233766231,0.9764790764790764,0.9668398268398269,0.9677344877344877,0.968975468975469,0.9665223665223667,0.9659451659451658,0.966060606060606,0.9182683982683985
0.8902080900987492,0.9088146574417935,0.8853569255472885,0.8797990385945421,0.878168992110717,0.8750687795485678,0.8649778825578418,0.853338899993539,0.8631920322050927,0.8129682357311528
0.9664126052887122,0.95958855126922,0.9581160724819392,0.8550708208695138,0.8250674388596851,0.7592959282959283,0.7580564316714714,0.7040611274682801,0.740676157891746,0.5925338811273841
0.8412542568376044,0.8472980822787526,0.8195892398199678,0.8086331818754933,0.8021321270520683,0.8026376741760303,0.7839392047628013,0.7770665721415101,0.7785517443878904,0.701042795290819
0.7940398669619618,0.8204666148084555,0.7757061671736163,0.7907702683270305,0.7475539543220795,0.7514540323308235,0.7445221881972727,0.741196316255014,0.7526510239433352,0.6929949032433875
0.9986666666666666,0.992444444444444,0.9941111111111111,0.9886666666666666,0.9871111111111114,0.9866666666666666,0.9858888888888888,0.9858888888888887,0.9831111111111108,0.9775555555555557
0.69674358974359,0.6732492877492877,0.6041723646723647,0.5601353276353277,0.5290512820512823,0.5293917378917381,0.5136680911680911,0.5148433048433048,0.5092692307692307,0.5019957264957264
0.9830817637377496,0.9870220198202815,0.9815519152316838,0.9828368514344014,0.9098721396497951,0.7762036647614475,0.7617793881710503,0.7335698673761212,0.7618452479524187,0.7351248310181115
0.9974367117030423,0.9989427357994278,0.9974367117030423,0.9822289156626508,0.9803684386106728,0.9759036144578311,0.9761044176706826,0.9761044176706826,0.9761044176706826,0.9751004016064255
0.695307054857107,0.6905986703217066,0.688909789835208,0.7099325708163972,0.7049207549547845,0.7083221476510065,0.6966004978416359,0.6747821155118631,0.6966004978416359,0.6994196048775877
1.0,0.9916666666666667,0.95,0.9666666666666667,0.5833333333333334,0.6833333333333333,0.65,0.6083333333333333,0.525,0.5166666666666667
0.9785428374974567,0.9780648286523488,0.9777227735797428,0.9772356582729355,0.9775963647823455,0.976389225082499,0.9772356582729355,0.9772356582729355,0.9772356582729355,0.9774521669578395
0.8415396825396826,0.8300793650793651,0.825650793650794,0.8199841269841273,0.8199523809523811,0.813809523809524,0.8131428571428573,0.8134603174603176,0.8131428571428573,0.7726349206349208
0.8762222222222225,0.8637037037037038,0.8334814814814815,0.8195555555555558,0.815037037037037,0.8051851851851851,0.8042222222222222,0.7987407407407406,0.8046666666666665,0.7620740740740742
0.9903506229085103,0.991359683484385,0.9902839065924923,0.9696323447535575,0.9692577299410999,0.9543946500038961,0.8902494491038154,0.891786335795094,0.8733559761276969,0.6466022699353661
0.8708213293661013,0.8694726479029357,0.8685156710228991,0.8652454893940413,0.8673350341795459,0.8608194985024832,0.8652717763709982,0.8652576426465556,0.8652458874112152,0.8662668393798165
0.8681299397198071,0.8673951540366441,0.8652512667462784,0.8610186308612268,0.8633119400485243,0.8579346425372764,0.8610326860528356,0.8611007847568565,0.8609517553893586,0.8606555794344039
0.9916675789089582,0.9887055281882868,0.9876468710089399,0.9725415070242657,0.9732699324940703,0.9741552636380223,0.9722240467068054,0.9712716657544244,0.9715891260718847,0.967478562306148
0.3678581733669632,0.3724907703795466,0.31601072837212124,0.39645467565514897,0.2905630729548917,0.28920337675746743,0.2810381685652138,0.2629979249333542,0.280714652462455,0.2768408697330267
0.3390816530309503,0.3695646209290883,0.32396383424786107,0.37267861547026876,0.3058239107258679,0.31347445042754957,0.2671342922177885,0.22345288927576376,0.25267372015765716,0.2127315711339066
0.6908785944717335,0.6756971976647572,0.6259829666318721,0.594739759998393,0.5429502673784751,0.524886211949893,0.5033460332767469,0.5258775228293787,0.4825875931094353,0.557342272091513
0.9814285714285715,0.8776190476190476,0.9702380952380952,0.9302380952380953,0.8252380952380954,0.8283333333333334,0.8064285714285714,0.8135714285714287,0.8030952380952382,0.8180952380952379
