SMLRE-S,SMM5-S,SMLR-S,NBC-S,ES-S,CAWPE-S,WMV-S,RC-S,MV-S,PB-S
0.6664073453710022,0.6608347876058225,0.6589678281485153,0.6501401515797964,0.6542868407712815,0.6433270932439833,0.6489668367811003,0.645022223046777,0.6465324713378133,0.6227639698101936
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998
0.7728363403589673,0.771350877744615,0.7738341210635488,0.7988930416413459,0.7676945211130731,0.76287102424502,0.7562873233765728,0.7311799009786483,0.7562873233765728,0.7419533765457851
0.8661330309901734,0.8735601991992968,0.8466556759865032,0.8746582545830665,0.771370891152846,0.7812942674145683,0.7521558839378388,0.7284686391302934,0.7539821740498432,0.6507364732176764
0.7485797535797535,0.5219546610038412,0.6287332448971793,0.5420685125439223,0.35698729321680145,0.36157433641040193,0.33073988670709986,0.2892960955256037,0.3066565074269992,0.3164663915319654
0.8324912165129555,0.5188404577172693,0.9443738918980462,0.7276238227687504,0.33639393126108097,0.33538391157956376,0.3315179980155827,0.33918411164787976,0.32481245628588623,0.3071450007319572
0.8970679012345678,0.9156635802469135,0.8340277777777778,0.8814814814814815,0.727391975308642,0.6928240740740742,0.7473765432098765,0.6810185185185186,0.7503086419753087,0.8083333333333332
0.9666666666666667,0.7680555555555555,0.6166666666666667,0.7999999999999999,0.6319444444444445,0.6680555555555557,0.6472222222222223,0.6444444444444444,0.6416666666666668,0.6500000000000001
0.6455352564102562,0.6429275641025639,0.6194608974358972,0.5,0.6119544871794872,0.609176923076923,0.6003487179487178,0.5503153846153845,0.6003487179487178,0.6064801282051282
0.6391891714304488,0.5951560549313357,0.5939273276825022,0.5592279387607596,0.5997240291740586,0.5881115710624877,0.5821775412313557,0.5280011827321113,0.5821775412313557,0.5486884815033838
0.6592857142857144,0.6147619047619047,0.6111507936507936,0.6093492063492063,0.6151190476190478,0.6061666666666666,0.5966111111111111,0.581404761904762,0.5966111111111111,0.5984999999999998
0.976344007763222,0.9757684376516256,0.9684346191169335,0.9632290150412419,0.9650479136341582,0.9630040029112081,0.9615623483745754,0.9615623483745754,0.9615623483745754,0.9606368267831151
0.9766712599816266,0.9769150590064306,0.9730655077379691,0.9715073139707437,0.9688944244223023,0.9677001625326831,0.9691081902339056,0.9691081902339056,0.9691081902339056,0.9700692530563212
0.6720386473429951,0.6448599033816423,0.6331014492753622,0.6305507246376811,0.6523381642512077,0.6467053140096617,0.6283574879227053,0.5768599033816425,0.6283574879227053,0.6444154589371982
0.8733962642295975,0.8518646785313454,0.8772178130511463,0.7663441959275292,0.6571651034151034,0.6603609507776175,0.6338151354818022,0.6640732724066056,0.6255964405964405,0.6050849767516434
0.9503105798965591,0.9627705784448766,0.9286486565183925,0.9276133705031598,0.9043656991033326,0.8985996537905798,0.84048891741614,0.8207470510587155,0.8178862826122183,0.7010610787014532
0.8825300774860284,0.9013763508041449,0.8721349894739081,0.8790062504305032,0.8413671422913087,0.8351105362204,0.8210234080807582,0.8107353019621979,0.8169317663552417,0.7643049970956345
0.8448700568377701,0.8804094896693222,0.825067861422646,0.8344325980209334,0.7649443158569721,0.7641786690075139,0.751986387187659,0.7292284859691023,0.7426344450133141,0.6899852661810694
0.7588473303383232,0.8628629633596895,0.7526900514525462,0.7114096542988547,0.6940495132068291,0.7192752452037645,0.6086979873144797,0.4879388044544241,0.46101233071818165,0.24501198145716882
0.9923083551507418,0.993643591024952,0.991684188690987,0.9891150775316838,0.9913212287313006,0.9896495385605016,0.9855471324120261,0.9855471324120261,0.9855471324120261,0.9493071597767658
0.5785192147034252,0.5302944862155389,0.5177422723475354,0.5194548872180451,0.5143483709273181,0.5117376775271513,0.5145676691729324,0.4981829573934837,0.5145676691729324,0.5074143692564745
0.8519128787878788,0.8497537878787877,0.841641414141414,0.8174936868686868,0.8170265151515151,0.8217929292929291,0.7979987373737374,0.7979987373737374,0.7979987373737374,0.7499494949494949
0.9884848484848484,0.9861952861952862,0.9851851851851853,0.9554208754208754,0.9676094276094278,0.9703703703703703,0.9323232323232324,0.9311784511784513,0.916902356902357,0.7338047138047138
0.7618496822327594,0.7670336729476441,0.7596936845909669,0.7977285749894231,0.7202837929963797,0.677717322613884,0.6131584617290918,0.5014671035580077,0.6131584617290918,0.5000020039276982
0.5477515039133263,0.5244237329819673,0.5166886955841349,0.5218679555656538,0.5121176918656682,0.5067997814495985,0.5034181018650181,0.4921635520057835,0.49971488468339853,0.4730743865516603
0.8729579440851384,0.8720362956119037,0.8643830772564988,0.8606320364096774,0.8623527130456604,0.8592860646294586,0.8606320364096774,0.8606320364096774,0.8606320364096774,0.8622894067458281
0.7252564102564103,0.7143931623931625,0.7093632478632478,0.7115683760683762,0.7051965811965812,0.7021239316239314,0.6902094017094017,0.6878632478632482,0.6902094017094017,0.6725811965811969
0.9924537037037039,0.9854166666666669,0.9867592592592597,0.9725088183421516,0.9700485008818343,0.9688514109347444,0.9694907407407407,0.971033950617284,0.9712191358024691,0.963699464116131
0.8251082251082252,0.8203463203463204,0.8048701298701298,0.7692821067821068,0.7772907647907648,0.7746392496392497,0.771663059163059,0.7755050505050505,0.771663059163059,0.78015873015873
0.860637179431275,0.6956667639399946,0.8287715664471867,0.7438581606731761,0.6229754597282832,0.6095669687730255,0.5919323360581046,0.5829571650750738,0.5700631228427963,0.625297248282902
0.9352372306947472,0.9407661583151781,0.9292604696199468,0.8766557734204792,0.9037751149842654,0.8626555313483417,0.8422500605180345,0.8394323408375697,0.839960058097313,0.7968954248366015
0.9003337579508428,0.9056393549956465,0.889128200387132,0.8754450211260474,0.8825483466566235,0.8788348758240068,0.8754694221084519,0.8753512187987592,0.8754645974835664,0.8145471281230919
0.6255050505050506,0.5794191919191919,0.5651515151515151,0.5193181818181818,0.5358585858585857,0.5212121212121211,0.5214646464646464,0.5044191919191919,0.5214646464646464,0.5310606060606059
0.8019810744810741,0.6120070207570206,0.6746728734228733,0.6762006512006511,0.3415661884411884,0.3557463369963369,0.31112179487179487,0.3090822140822141,0.2925643569393569,0.2738308913308914
0.8278143274853803,0.742913185742133,0.7681631161236424,0.7322921888053469,0.6311330409356725,0.6322389306599833,0.6089261347813981,0.6076855332776385,0.5938269284321916,0.5365142021720969
0.6554464285714285,0.6125000000000002,0.5897916666666667,0.570565476190476,0.5858035714285713,0.5746130952380953,0.5729464285714286,0.5446130952380951,0.5729464285714286,0.5654166666666666
0.8804166666666668,0.8659027777777778,0.8183101851851852,0.764375,0.729976851851852,0.7396296296296295,0.6665509259259259,0.6524305555555556,0.5459259259259259,0.30849537037037045
0.7470552810103264,0.6543062862001168,0.5597167755991285,0.5521432240466196,0.32125050923711856,0.3116453229891775,0.3095748977097614,0.29366703863117055,0.29709495722408197,0.32323396567299006
0.8206242472902449,0.8109828716713501,0.7972032650876488,0.7798240331861366,0.7801351532182522,0.775903251706142,0.7707580623578214,0.7709353673223605,0.7707580623578214,0.7617456175565369
0.556388888888889,0.50775,0.46925000000000006,0.5236944444444444,0.27055555555555555,0.2686944444444445,0.2558888888888889,0.27472222222222226,0.24988888888888888,0.2311388888888889
0.6891936507936507,0.6256158730158728,0.4823174603174603,0.47384126984126984,0.2856761904761905,0.2926539682539683,0.2730349206349206,0.2883269841269841,0.2615873015873016,0.2813238095238095
0.7414275956284153,0.7030054644808744,0.6893101092896176,0.7527493169398907,0.704183743169399,0.6919057377049178,0.687141393442623,0.6466188524590165,0.687141393442623,0.6913763661202186
0.6766776677667766,0.8795379537953796,0.6722222222222223,0.6605060506050605,0.6508250825082509,0.644939493949395,0.5892189218921892,0.5818481848184818,0.5892189218921892,0.5498349834983499
