CAWPE(alpha=4),CAWPE(ConTie),CAWPE(RandTie)
0.9815460806494674,0.9812219412469487,0.9816246600713286
0.9369005641229577,0.933646266920006,0.9372238669671393
0.9314814814814816,0.9310185185185187,0.9245833333333333
0.878,0.8603333333333334,0.8859999999999999
0.8190000000000002,0.8089999999999997,0.8226666666666668
0.9348636212079047,0.9340937265755634,0.9336230254531962
0.9780793870487449,0.977153134800949,0.97795338476326
0.9635027104796406,0.9653273435569577,0.9609794542886433
0.9487850561042992,0.9472850864773105,0.9448645907437179
0.9998290598290598,0.9996581196581197,0.9996581196581197
0.6647552000000002,0.676362666666667,0.6565674666666668
0.9173006099456653,0.9221036491614616,0.9138971080435225
0.9287598837470364,0.9349583776424383,0.9243730872600089
0.9213939565369947,0.9262167240380595,0.9176564844681377
0.9917340172754849,0.9911254792343965,0.9913353456816096
0.9215344716380331,0.9217732056726017,0.9212623667413056
0.9001224232604208,0.9002700513097499,0.8999639931587012
0.9178199928584639,0.9180284795051405,0.9173051696714692
0.6741941391941391,0.6583333333333332,0.6304120879120879
0.927097800925926,0.927907986111111,0.9265480324074075
0.9887931318960188,0.9887369845080483,0.9887665028550291
0.9638314519436217,0.9603775010252298,0.9625076442698538
0.961838011882752,0.964299405200908,0.9599224003020261
0.9924210804483374,0.9923627610935338,0.9923414133274407
0.9801980883175898,0.9764963677353704,0.9794779200021134
0.9698549983756918,0.9702783201563886,0.9693967075435376
0.9598423526878449,0.9599147648108305,0.9596748030642902
0.9802220799234963,0.9801679855810973,0.9797146997969323
0.9119730182914066,0.9122822539194566,0.9115280468365283
0.8879104195501414,0.8905934023945786,0.8867350775465522
0.9862908961593168,0.9860360360360355,0.9860241820768133
0.9297022512708782,0.9271120793996608,0.9299201161946254
0.9611423072449028,0.9611549971976329,0.9611031798906521
0.7686979236186129,0.7672703904092829,0.7685847794655658
0.6140350877192984,0.6073886639676114,0.6164304993252363
0.6920552158139958,0.6901032119436052,0.6930119170019181
0.9506435465768791,0.9507289749345295,0.9502567994762432
0.9928886420760492,0.992773546700516,0.9928851161783306
0.7932391111111113,0.7922424888888892,0.7824757333333339
0.8248196248196243,0.8239538239538238,0.8220057720057719
0.9330131840760819,0.9324339593423309,0.9322052279920677
0.998564459108967,0.9986622039016261,0.9984295250811949
0.9997361111111112,0.9997638888888889,0.9997361111111112
0.9347553541440129,0.9347647955959116,0.9341341968464081
0.7625325348052618,0.762805449096358,0.7617457720730445
0.9214040160642559,0.9210682730923683,0.9213172690763041
0.8243036456736795,0.8254013737279122,0.8239899819829503
0.9485581017181219,0.9485141964610448,0.9482253460855395
0.9988046661666979,0.9988232648570908,0.9987810286410306
0.9989196978115592,0.9989193747361925,0.9989143740358917
0.9818630579297244,0.9804494641161307,0.9812325600325599
0.8698327346695706,0.8694532841766718,0.8692467292715932
0.9073571853955685,0.9069355368240964,0.9065270588055583
0.6102491459929886,0.6150978911805264,0.5980740054789323
0.9996554307116106,0.9996731070289125,0.9996731466619108
0.9447289730008982,0.9440005199974061,0.9447339558517552
0.9350994100939496,0.9352723763746286,0.9349337266040363
0.9556831789549125,0.9556246838729161,0.9557175583155569
0.7378755555555557,0.7455619555555558,0.7136604444444448
0.6315608888888893,0.6305827555555559,0.6306755555555557
0.5005720164609053,0.504074074074074,0.49237860082304535
0.9725431261770249,0.9725910546139364,0.9723275894538611
0.8497525333333336,0.8491580444444449,0.8349361777777784
0.975953548639833,0.9721894516389064,0.9762740976789391
0.9377953281769206,0.9342513900537261,0.9375965271953407
0.9916035819094787,0.9916099695986225,0.9915740899250197
0.9953304048892276,0.9952434003904583,0.9952805364570063
0.9946381770755842,0.9946470956057429,0.9945903698558584
0.9801911642044929,0.9801753158274882,0.9800008425781425
0.9984035555555553,0.998384,0.9983724444444443
0.606499485596708,0.5930812757201649,0.6082458847736628
0.7055424528301886,0.7038259958071279,0.7004192872117397
0.9850411522633744,0.9861213991769547,0.9827973251028808
0.9673721209878842,0.9659877285480853,0.964486993699834
0.989264062928547,0.989183420986233,0.9889557774295512
0.9962725937236213,0.9962758716409515,0.9962600781225608
0.9595945538864624,0.9598203186136073,0.9593227156386559
0.9476348657148164,0.9479029028453515,0.9472615940066927
0.948985819675458,0.9494274724029804,0.9485129070068388
0.9997104417709277,0.999698272777796,0.9997101318490049
0.9709647919524464,0.9710105166895289,0.9715592135345222
0.9208618239480708,0.9206438877798166,0.9206916696797783
0.764264673352264,0.7657946323172563,0.7602768107258993
0.704499540863177,0.7033287419651054,0.7030991735537189
0.9263272536564802,0.9246061552018697,0.9261733296821469
