NN,MLP1,SVML,C4.5,Logistic,CAWPE-S
0.366229 ,1398.939202,67.666906,16.447217,29.870825,15983.501532
0.386162 ,1387.976283,69.53974,15.806068,19.032151,16413.684836
0.577454 ,1501.390103,20.455375,14.148827,21.707783,15351.867827
0.371749 ,1739.582121,19.373133,25.761021,20.736521,18791.516377
0.366346 ,1328.407193,32.628619,13.093053,22.741779,19051.012839
0.360425 ,1331.179673,17.597477,17.03503,21.789301000000002,16412.142478
0.326973 ,1367.475807,14.771451,13.243044,21.021514,15770.182363
0.33593 ,1462.193675,34.20111,14.829238,35.427678,17046.095371
0.359702 ,1156.355937,25.951555,13.519984000000001,25.051889,15728.199922
0.303663 ,1443.132349,136.085349,4.479461,82.598712,14640.207439
0.278233 ,1183.544436,122.083949,5.015935,48.707784,15426.982178
0.306953 ,1113.4268,79.207983,9.788711,43.818645,15006.021308
0.285253 ,1147.170491,78.971567,10.79905,56.281055,13988.568985
0.31851 ,1091.512363,95.856574,4.788067,32.869568,13077.085809
0.304633 ,1505.916964,98.95599,24.683539,67.854632,13820.711718
0.380196 ,1170.451758,123.936299,10.092074,52.774492,14432.706211
0.284828 ,1194.975043,78.380254,17.661183,100.896218,14129.678023
0.311377 ,1173.359243,57.263037,21.294342,142.741293,13777.778359
0.352457 ,1204.194255,104.163731,8.06825,48.883107,14611.765306
0.3553 ,1326.558597,53.647365,10.84297,55.747692,14698.438394
0.326986 ,1366.219513,50.728496,13.985377,121.911449,13573.415178
0.292631 ,1304.135199,170.771653,6.070532,54.38969,15392.524195
0.274383 ,1187.745254,75.320321,6.440182,31.117367,15428.369967
0.276186 ,1301.053003,70.990877,13.083618,62.339204,16498.698834
0.310193 ,1337.593861,262.242187,14.925645,130.057807,13248.467715
0.633514 ,1344.15068,166.969682,5.855839,187.601689,15348.594923
0.334509 ,1155.199917,93.528376,18.817125,52.302364,14711.685928
0.321743 ,1199.451097,68.044088,7.38753,94.159809,15392.226974
0.61897 ,1154.16145,146.634834,4.4484580000000005,102.00412,14910.154105
0.282909 ,1213.257267,253.752169,4.972277,45.381623,15251.637093
0.402332 ,1151.018177,247.906471,6.262941,50.17194,16321.168826
0.621521 ,1201.887143,47.906314,12.785538,62.260819,14676.166877
0.292292 ,1475.552196,129.746439,10.913158,161.897733,16068.375557
0.290315 ,1110.764851,68.710256,9.829282,60.77681,15431.890326
0.347263 ,1157.688397,127.09204,12.130406,47.525908,15623.467114
0.329609 ,1151.988706,211.827548,7.479753,72.858307,15022.83424
0.287183 ,1171.295895,122.123539,9.616347,103.442449,13229.467554
0.299905 ,1140.359393,136.076502,10.779927,161.844511,15308.644791
0.292503 ,1365.332619,66.477826,4.993384,68.303421,13099.172143
0.191436 ,57.215495,9.290267,1.8707129999999998,3.821223,1134.542462
0.193722 ,56.702788,13.615744,7.993701,6.428097,1149.87352
0.182961 ,58.48251,9.636206,1.433387,9.625259,1020.437233
0.411299 ,63.597234,20.071974,15.281091,7.773525,1052.383665
0.21747 ,56.547839,31.897242,1.583296,5.822589,1097.770398
0.204476 ,62.452333,19.067575,4.130737,4.352218,916.797465
0.203826 ,58.847981,10.83194,1.9698449999999998,11.443127,1042.686467
0.227924 ,77.431723,15.270537000000001,1.56033,9.253811,995.398023
0.196837 ,58.757447,27.261027,3.760602,3.128586,1153.19187
0.30945 ,68.386183,28.763804,1.6868919999999998,4.989452,1079.641798
0.213736 ,61.600813,10.106119,1.936632,4.607395,1161.420439
0.221451 ,85.760502,25.184015,1.355151,9.242516,946.475457
0.271491 ,70.505398,21.571094,1.231117,5.563879,1271.363189
0.636355 ,59.134844,25.828593,1.891575,4.080702,1195.174657
0.224176 ,61.05044,9.027952,6.6735679999999995,5.799229,1210.59916
0.20446 ,58.773828,8.903553,1.431254,5.370814,1223.587361
0.270648 ,66.297268,10.337299,6.6237200000000005,3.024321,1231.782494
0.248837 ,59.866246,37.283698,1.4103029999999999,3.8058769999999997,1321.174947
0.228016 ,64.181659,16.717592,1.999879,7.131793,1167.986636
0.212633 ,59.605505,31.814944,3.266723,14.650625,1122.809383
0.226602 ,65.741546,8.859156,2.104411,2.673403,1111.726496
0.223666 ,61.045079,24.402607,2.105214,15.911684,987.547991
0.252101 ,58.999458,14.177991,1.998685,8.390865,1127.379688
0.54509 ,70.537102,21.350471,2.192129,8.723187,1264.641199
0.186594 ,59.728004,23.170934,10.600239,12.427482,1174.430283
0.221009 ,57.551556,11.935957,1.279653,43.794359,1177.039104
0.243633 ,58.057755,34.366485,2.982453,3.274417,1190.133779
0.20916 ,58.029599,19.377856,1.434626,5.192131,1138.892922
0.20773 ,61.673195,15.440975,14.575695,31.002254,1712.054907
0.208243 ,62.13622,12.028086,1.8268309999999999,3.698744,1665.525459
0.262398 ,263.078407,149.047167,25.972104,52.585898,5931.745997
0.286717 ,284.310441,194.316982,3.055378,44.119587,6541.055183
0.34053 ,295.239924,227.868878,5.057172,77.714066,5902.948373
0.30498 ,259.933807,111.513553,2.8548299999999998,53.468234,6351.054384
0.269514 ,261.259404,208.673095,2.767662,53.224024,6365.213919
0.286646 ,259.076399,127.441046,2.611441,312.874487,7337.40487
0.29639 ,272.051884,244.62082,3.718469,63.09981,5447.939706
0.294429 ,285.4778,162.457991,13.637675,60.078469,5353.130763
0.308518 ,275.831137,97.345932,8.204333,65.070399,5655.602306
0.287984 ,271.422872,224.601303,3.179618,57.323679,5248.379041
0.303891 ,265.02812,128.015258,2.775543,68.367041,4872.753809
0.267449 ,286.177579,162.235103,11.104051,52.614657,5378.16621
0.270202 ,256.212533,241.205247,16.705341,42.809736,6212.919871
0.284165 ,418.429498,170.47528,25.995369,141.062605,5611.475192
0.887009 ,281.52038,211.299864,11.136585,100.700286,5263.190293
0.279135 ,290.458727,175.28545,15.743276,56.73237,5106.642797
2.011381 ,270.325075,285.612251,3.052507,51.836956,4908.478779
0.288405 ,270.458242,136.353908,10.130541,82.844614,5472.534764
0.298763 ,267.47097,176.854861,10.549418,228.866429,5321.160717
0.279646 ,285.327317,160.075283,3.086985,53.488278,5406.143444
0.291471 ,314.100911,270.469715,3.084953,57.825767,5425.2413
0.296858 ,310.369817,151.281065,9.790581,61.690376,5405.22058
0.312996 ,260.243518,242.382542,14.207644,50.074968,5620.129482
0.291318 ,269.853175,110.586741,3.365939,48.708615,5403.641274
0.277855 ,276.815208,114.63091,14.735399,51.252081,5307.787865
0.339685 ,307.362148,164.971546,4.078676,58.350246,5581.909093
0.328798 ,271.233577,245.572371,3.14785,185.396568,5246.929295
0.342209 ,261.94871,276.894922,3.02437,57.25273,5241.733988
0.421759 ,265.56285,83.374255,3.547987,62.375125,5177.794751
0.333053 ,249.937976,143.095283,4.404927,64.832267,5856.346729
0.429841 ,327.716247,41.857105,3.799416,45.408542,4829.204822
0.42149 ,330.185651,96.088461,7.345556,25.538269,4901.169719
0.449476 ,315.293696,126.104555,6.964937,56.214461,4830.306198
0.432779 ,325.526425,120.769398,7.672916,27.083849,4474.962302
0.907141 ,311.957024,35.655535,4.250226,43.426021,4402.777489
0.405236 ,303.437958,92.107845,3.861865,41.975837,4571.347768
0.55139 ,312.657356,121.683994,11.57126,34.960374,4642.590659
0.430486 ,313.694835,38.251037,9.547457,53.789776,4391.946299
0.442287 ,303.993315,140.668491,8.412888,51.060862,5087.068426
0.424636 ,311.268539,39.36226,4.159893,47.80073,5387.716594
0.454376 ,306.146009,100.10418,17.819866,35.013263,5495.175609
0.431635 ,304.739768,54.420786,2.9680530000000003,66.437077,5170.745194
0.43431 ,336.800032,162.955987,4.612275,27.917035,4709.343084
0.421467 ,334.684556,59.873472,4.318238,78.219977,5144.792363
0.415155 ,360.034661,50.242281,7.160795,38.725107,5448.937102
0.486539 ,308.077416,45.701112,18.078297,47.941608,5825.487231
0.446999 ,351.014487,34.44211,16.553831,31.973843,5180.209462
0.433563 ,329.893563,30.400824,12.99825,68.703545,5035.236857
0.422776 ,299.347788,48.717685,20.779127,50.725165,4847.870892
0.422762 ,316.254225,142.133234,6.720864,42.563901,5184.917075
0.413849 ,326.876248,48.148489,16.576256,28.253304,4552.317885
0.426197 ,349.106201,24.008204,5.6726980000000005,47.454411,4645.854079
0.40764 ,330.005447,51.344755,5.177652,98.446855,4698.629497
0.485236 ,324.052973,116.976276,3.970229,40.47196,5337.636506
0.439505 ,305.727621,117.940324,3.935505,61.468423,5140.70832
0.430158 ,314.406428,124.70882,5.41714,55.716027,4988.926551
0.419258 ,322.756877,49.848001,5.358225,22.830656,5558.202543
0.500683 ,305.615723,102.478372,16.517168,60.050144,5881.464969
0.437062 ,353.768194,88.477738,3.554865,45.350226,5772.9414
0.423186 ,313.004437,52.526261,10.239827,76.230848,6039.303568
1.373188 ,280.780686,90.785364,2.8708650000000002,39.329671,6353.941209
0.415567 ,320.92177,81.202674,2.901339,35.726249,5943.46055
0.457801 ,324.615161,87.989471,5.834613,42.313153,5923.367507
0.488057 ,315.826459,59.058214,4.217451,36.024726,4901.105963
0.428058 ,313.440492,154.779936,8.461072,29.938954,4871.138171
0.435387 ,319.778442,30.058966,3.115083,35.078288,5113.990403
0.415141 ,316.017159,50.628631,4.097818,48.392461,4913.110619
0.455458 ,334.865165,158.57611,4.088755,80.833489,4834.934301
0.440923 ,330.834706,60.439543,5.020187,109.663385,4824.520893
0.433132 ,351.123834,54.581387,5.7909880000000005,42.94047,5076.140469
0.417959 ,315.250985,44.467884,4.888831,36.617701,5100.436583
0.411746 ,313.265094,92.815536,7.513848,62.476873,5271.668659
0.47068 ,335.139976,66.577575,18.997363,44.224608,5407.003406
0.410753 ,351.6561,57.393606,6.505604,28.057663,4869.256623
0.757727 ,372.433741,79.938323,4.63814,67.28692,5048.945587
0.447451 ,322.948642,64.215423,5.108595,52.093616,4816.997707
0.481678 ,323.075212,103.060507,17.56307,25.725017,6930.644899
0.403512 ,344.542769,108.728774,3.965572,56.127613,7304.870637
0.797891 ,351.577141,68.813967,3.866258,28.434461,6464.555431
0.44955 ,346.839221,49.577241,7.844269,74.05169,7038.337292
0.441313 ,333.351026,69.717506,21.651957,40.687497,5958.831987
0.401348 ,422.497872,55.808308,8.27207,26.156813,6118.080411
0.44098 ,321.142363,46.294311,10.118151,27.526474,6765.993726
0.694156 ,305.823134,42.619984,2.949537,46.625003,7002.5233
0.420981 ,307.103249,77.236644,3.3625030000000002,66.094025,6912.797079
0.409339 ,313.018328,55.590218,13.368931,45.72701,5153.696461
0.444609 ,298.89294,50.230565,3.143347,54.288725,4949.05577
5.515898 ,297.674083,33.859808,20.033279,74.611167,5528.699514
0.751683 ,306.14501,75.269915,28.15349,42.05837,5254.344967
0.421298 ,315.064821,85.551247,8.291225,73.581708,4506.668874
0.201688 ,43.555984,16.203325,1.140873,6.386449,630.291135
0.178194 ,39.17274,10.439324,6.355712,12.50635,743.868544
0.173627 ,38.286029,16.72445,1.7326679999999999,4.888731,815.094834
0.200504 ,38.666358,37.290815,14.180665,2.504445,804.464173
4.225407 ,40.585895,23.793106,1.132451,3.469656,891.109124
0.183718 ,42.12462,18.454814,5.847612,8.888684,1074.908629
0.171556 ,36.825293,26.426707,2.9830550000000002,2.71697,1122.862514
0.172278 ,37.593047,22.402015,1.180556,10.653177,1172.822896
0.18616 ,43.843714,24.300721,4.322707,3.2833740000000002,1368.50088
0.401024 ,41.937064,13.697319,1.094489,2.991356,1109.495226
0.182263 ,39.760513,15.565384,1.987959,3.755315,1285.413284
0.208496 ,46.686092,13.860669,0.990996,3.363255,704.910755
0.195533 ,39.280677,19.193867,1.50044,4.997583,699.993555
0.192597 ,37.131463,11.683771,1.5698720000000002,4.220988,796.759307
0.200116 ,64.923208,7.700711,1.2504629999999999,3.215217,720.007276
0.260286 ,42.10953,9.868041,2.783104,2.510369,1003.113087
0.233429 ,42.44521,7.051486,1.099434,6.465541,1101.699521
0.180024 ,34.4857,9.329658,1.573398,6.959059,1159.224353
0.269915 ,40.128622,9.217002,1.055622,2.761627,965.656262
0.18361 ,38.983666,7.1054829999999995,7.493253,2.492597,1001.992254
0.168325 ,62.99438,8.819799,1.078424,11.116779,842.537348
0.1851 ,40.691584,9.713322,0.966553,3.98409,819.875514
0.182995 ,42.577371,10.460359,1.629237,2.199217,702.733115
0.203639 ,38.529073,8.150742,1.5164659999999999,4.705843,696.846485
0.197897 ,47.511642,8.724677,2.209406,3.261086,1295.769532
0.196451 ,37.272143,16.360017,1.496173,22.788987,1740.959137
1.252383 ,37.851098,7.675193,1.579783,5.008011,1443.527849
0.188679 ,36.584891,9.117414,5.107009,2.6441,1336.16712
0.186665 ,37.566933,13.089371,4.421657,2.589996,1559.443712
0.175245 ,40.418717,9.733251,3.660035,2.908529,1661.725829
0.220628 ,531.430454,125.098203,4.433525,302.111076,10724.222288
0.213605 ,570.365136,131.70473,9.216026,50.789341,10090.081153
0.234582 ,552.393315,152.063502,9.447489000000001,87.313673,8236.310748
0.236015 ,555.636242,121.067061,5.912461,52.264355,8925.103059
0.285861 ,520.023934,159.038337,4.150364,64.855443,7975.975441
0.225198 ,543.445858,99.698206,4.435268,86.107999,8719.698733
0.297846 ,557.676999,131.031665,3.614433,49.228544,8506.466124
0.246186 ,535.010078,210.419733,4.028025,73.52911,8619.847233
0.226188 ,554.580957,235.987421,7.54887,57.81749,9243.123358
0.249473 ,597.066529,209.399677,4.682891,49.322607,10286.004703
0.21903 ,568.097683,129.145654,4.8900310000000005,52.284755,9757.405957
0.228148 ,546.715247,170.007232,4.168898,66.12335,9032.887269
0.219707 ,548.089653,173.498322,9.410529,137.740197,7295.148204
0.237168 ,540.320154,172.388181,3.871059,56.382385,7071.622168
0.25207 ,557.918304,159.483812,5.310362,96.492303,8168.255221
0.262461 ,569.235307,179.559395,3.865193,82.681077,8836.391631
0.227311 ,477.868506,138.284796,3.3200979999999998,52.009224,8197.093646
0.230762 ,557.215082,140.703304,4.337411,44.345239,10381.258348
0.241579 ,577.626375,150.877896,3.983664,60.441215,10593.03103
0.259918 ,576.839764,156.986537,5.345081,43.124532,9807.88312
0.2519 ,533.359817,183.688122,4.234705,41.436181,9723.314757
0.281567 ,603.5255,222.207735,10.469872,61.321553,9418.408556
0.228437 ,615.90458,120.708859,10.081741,63.263031,10722.434151
0.247037 ,607.539638,123.118858,7.039587,59.944219,10445.788722
0.424075 ,582.579797,166.740964,4.605332,59.002866,11047.16166
0.255113 ,562.246863,129.645023,3.465859,67.106981,11112.044361
0.240147 ,592.478845,186.196724,5.035333,79.296879,8736.401694
0.214328 ,549.453798,91.885031,4.026379,90.214701,9375.919369
0.219634 ,537.781711,100.074407,4.00181,60.220868,9486.161578
0.237307 ,557.48838,111.993378,5.131506,219.150399,9231.348769
0.22494 ,151.123721,110.219047,3.538486,39.868209,3898.204887
0.256151 ,147.302065,80.413409,5.685655,60.297243,2975.608209
0.251986 ,153.696293,65.740478,3.379342,64.738349,3181.979713
0.253016 ,153.422224,73.765955,3.152949,36.090585,3162.86254
0.222024 ,163.296583,101.530667,5.2295300000000005,48.80779,3030.802299
0.234116 ,147.456316,76.847443,6.121242,36.408125,2828.55376
0.254148 ,145.220045,56.133653,19.631375,35.518661,5358.417995
0.222211 ,149.699332,133.959194,3.907722,29.54419,4952.177106
0.306305 ,150.611643,45.278727,3.384897,77.409422,4584.704211
4.113504 ,161.12946,47.210496,3.5288969999999997,72.278543,4384.523642
0.242253 ,146.479864,136.735647,12.209511,33.372978,5242.742124
0.271939 ,144.729318,95.71273,21.669457,22.346062,5023.735827
0.243829 ,150.118534,49.511966,2.861338,71.893048,5407.461271
0.352005 ,158.620863,110.263679,3.550086,42.830934,4774.931106
0.251103 ,154.849692,76.269081,3.658616,79.608712,4765.452799
0.230084 ,181.806379,95.780153,4.064274,36.853482,2995.11589
0.258406 ,142.908535,77.54043,4.299441,34.323674,4582.559512
0.224689 ,166.051751,55.351442,3.66138,25.328126,4547.731137
0.367512 ,150.398826,126.61532,6.410255,45.980688,4654.507337
0.228553 ,162.694414,72.493682,3.498841,42.992533,3485.944495
0.237019 ,170.008628,57.042104,8.29721,32.500519,3293.941691
0.2545 ,148.649163,70.014397,4.796114,33.576567,3381.276702
0.228767 ,173.102612,98.867005,8.154533,28.652751,2816.579351
0.225926 ,148.537464,86.401025,13.549451,43.786339,4500.665849
0.225925 ,156.243299,72.35893,2.781696,21.078693,4131.729692
1.372896 ,164.886245,63.796335,14.436172,41.706611,4382.26974
0.221202 ,147.860826,192.901075,7.449336,45.048894,3325.990552
0.219328 ,135.588968,138.531761,3.75062,31.419117,2850.874031
0.226505 ,142.274694,115.749573,4.38147,44.981092,3032.545447
0.22288 ,147.329561,58.150868,6.8474129999999995,20.745611,3047.711045
0.268831 ,47.214974,12.977095,1.648203,3.22375,1140.882736
0.251369 ,47.057746,13.80045,6.766826,3.236961,1153.485513
0.272027 ,46.201381,8.724929,2.156128,4.893593,1172.38378
0.257523 ,47.919614,12.34201,1.6727539999999999,2.829114,1069.724949
0.263429 ,46.056045,9.464252,2.078289,3.232402,2632.111518
0.273038 ,45.656382,9.236796,3.711189,7.242228,2567.547815
0.259287 ,49.702752,12.317941,1.270756,3.378588,2659.701603
0.263518 ,46.257874,8.822199,1.651117,29.182546,2590.839806
0.285242 ,52.815475,25.015746,1.3955009999999999,8.201323,2691.225543
0.254169 ,47.361457,7.899973,1.197423,3.342437,2478.098892
0.295063 ,49.723909,17.728222,1.209633,7.35262,2681.368947
0.33347 ,49.092975,20.335369,4.388154,25.259268,2559.885699
0.268409 ,47.936407,9.183454,3.043597,4.040834,2479.865559
0.283318 ,48.234344,14.314884,1.609456,3.248412,2478.828986
0.26953 ,83.794232,9.355126,1.454253,11.113698,2652.309716
0.259493 ,61.220295,12.846677,1.4657339999999999,4.961018,2385.76391
0.245741 ,55.794848,26.385335,6.583858,6.179503,2690.14124
0.267638 ,47.234161,31.117457,0.950093,2.391713,1055.893236
0.378398 ,51.964779,11.656711,1.4321519999999999,14.662821,1434.810521
0.295234 ,46.370665,12.01474,4.701014,9.992366,1533.108081
0.329373 ,48.544561,12.851531,11.946849,32.025847,1612.546823
0.263792 ,51.292384,11.601306,1.5449060000000001,2.746823,1155.823286
0.535034 ,52.875556,19.209713,1.273271,3.239072,1124.267194
0.258944 ,53.723926,8.244026999999999,8.79128,2.84471,1158.326343
0.252424 ,46.884177,9.678225,1.671211,2.944184,1216.427243
0.252816 ,65.156919,23.84539,6.525846,4.055727,1173.427422
0.244749 ,45.149651,9.651719,1.8179159999999999,3.056981,1580.601903
0.242266 ,50.098539,20.369124,1.2141359999999999,2.793484,1730.092958
0.319882 ,49.052532,23.725306,1.800054,3.873497,1465.228465
0.291863 ,47.693274,11.696352,12.485806,5.552854,1054.325618
0.205393 ,42.343799,28.40113,9.65547,2.816039,897.910288
0.25936 ,43.649817,13.160451,1.530521,2.8032820000000003,953.239921
0.204554 ,35.679352,14.612717,1.359239,2.847317,943.661905
0.203274 ,39.992316,23.986961,1.40587,2.768346,1072.261524
0.20288 ,37.691108,18.193927,10.454972,2.726643,1099.848125
0.260372 ,48.232155,11.201038,22.048495,2.558554,1080.346418
0.212421 ,41.117023,14.780825,1.517075,4.806147,1149.460578
7.264952 ,38.906952,19.667791,2.76856,2.855171,1235.171313
0.220854 ,47.846265,16.046147,12.125962,3.418632,1072.087675
0.207864 ,37.62629,30.114248,1.920258,5.719693,1069.216497
0.201179 ,37.784605,23.838564,1.267054,4.14579,1088.252057
0.205767 ,38.101549,14.530111,20.511437,11.301438,1051.931704
0.258017 ,40.479753,21.074094,1.971061,15.677996,1121.051891
0.212948 ,38.029155,20.920687,2.038647,8.534629,1056.065851
0.222725 ,37.203345,44.252345,1.022802,4.3401440000000004,985.4056
0.20117 ,42.68041,42.000334,1.128431,2.740186,996.504156
0.439451 ,41.016101,10.624722,2.415804,4.293649,1969.204478
0.202861 ,40.160027,61.705568,11.318097,8.999719,1883.391899
0.205265 ,45.089087,47.496877,14.191187,2.650598,2110.333675
0.253124 ,38.525731,42.965342,1.313221,2.915911,2042.049911
0.212212 ,49.477313,27.819643,8.479023,3.542015,1027.590743
0.210931 ,41.754551,61.592232,7.138711,2.923171,1046.309455
0.213557 ,46.685412,34.304866,6.259584,3.7630559999999997,1133.86032
0.203883 ,38.808631,43.427389,4.709638,2.651769,1162.903429
0.208956 ,37.129834,38.156123,9.870027,9.104929,1059.935947
0.204765 ,50.329304,39.402784,1.9979689999999999,4.821012,1197.440515
0.209612 ,40.602033,32.867191,3.857879,19.779216,1144.47316
0.202054 ,39.160189,16.421417,1.5355029999999998,4.462554,1130.918253
0.263061 ,46.519211,11.5418,2.273939,2.811365,884.25001
0.210844 ,43.144878,19.181662,1.359199,9.061772,1059.780536
0.287124 ,294.064987,31.594699,10.963144,24.769991,4363.241371
0.335513 ,302.897909,90.634463,4.719509,28.084907,4882.294848
0.292286 ,274.948452,44.322066,4.15119,23.570016,4156.073571
0.302539 ,276.019682,52.082953,5.057136,58.027879,4504.122339
0.294238 ,318.312786,39.120938,4.043098,25.072743,4228.760959
0.286515 ,305.76921,42.585086,15.131824,29.513681,3949.424609
0.397033 ,266.775695,58.68214,4.734294,64.93962,4211.288434
0.290192 ,275.188012,81.885253,4.451462,47.186445,4789.411895
0.279834 ,278.386172,41.540886,3.743806,35.039616,4486.107684
0.302541 ,292.231144,89.13801,4.586812,51.479705,4575.112984
0.282082 ,285.456397,48.768232,4.55122,44.327006,4589.349676
0.28648 ,294.944796,114.767253,10.492043,28.68906,4994.71327
0.285667 ,298.25483,46.694572,8.760806,27.207262,5479.894251
0.298718 ,264.077442,96.226089,4.244718,49.036322,5517.754903
0.278843 ,306.504932,59.173796,3.664987,32.414115,5576.214964
0.300751 ,280.762365,55.131973,3.221464,162.113804,5316.800383
0.301688 ,294.120402,43.815887000000004,5.62099,28.634339,5218.352467
0.378351 ,280.185079,34.320547,3.9529009999999998,27.721378,3823.32579
0.294126 ,297.960964,43.490549,8.826008,29.985482,4441.279043
0.333747 ,290.396856,154.095415,14.81272,49.386752,4373.103848
0.475024 ,281.478309,107.757154,8.520838,29.679935,5262.247598
4.952722 ,291.164007,68.329959,23.89563,22.659649,5216.646935
0.610073 ,288.253292,76.837993,19.749662,26.013448,5839.663179
0.339143 ,286.96611,37.470932,3.765156,24.908816,5418.016971
0.422757 ,280.203553,51.542054,14.814918,24.500908,5669.810285
0.327162 ,265.824819,129.144923,8.380545,30.330885,4816.073149
0.395061 ,275.818112,105.832811,4.885759,32.1997,4378.285728
0.299161 ,291.088649,158.622534,19.58826,30.355723,4584.899842
0.278726 ,261.370991,102.304762,13.948356,44.992079,4435.069406
0.331902 ,286.495828,42.811578,17.518787,23.275245,4646.007038
0.894965 ,155.217562,9.912985,2.666174,7.151901,2851.03422
0.36151 ,161.281341,24.511908,4.21634,5.5295819999999996,3107.768283
0.325544 ,163.485354,16.141031,2.8975619999999997,7.38911,2785.942814
0.358579 ,173.74662,9.553655,4.300313,7.97699,2893.560018
0.292096 ,161.195497,11.19291,3.1374940000000002,5.217702,2751.90536
0.279168 ,202.903488,10.071381,4.937405,7.295565,2739.442114
0.29567 ,168.667163,30.132192,3.268431,17.360774,2458.455793
0.277665 ,193.935122,10.61176,3.451368,7.913563,2629.999591
0.471337 ,165.213921,9.21955,3.41911,7.323547,2544.764669
0.281982 ,172.999227,10.291974,12.657613,9.3903,2588.739396
0.405033 ,169.522952,18.184608,3.5105969999999997,5.244524,2393.336994
0.350733 ,177.403358,45.231054,3.403182,11.003774,2377.989147
0.293222 ,169.049644,10.210385,2.827073,5.569904,2456.351482
0.297397 ,235.125747,17.560347,3.067219,7.146817,2699.703217
0.323641 ,175.461208,16.113892,8.717222,11.772373,2337.062318
0.40246 ,174.502835,13.334961,8.178,28.451478,2530.911139
0.309101 ,176.28438,28.138955,3.118287,21.094546,2401.361242
0.29348 ,166.35389,13.433849,3.147747,24.669399,2498.216208
0.384172 ,156.525827,11.147609,4.174525,40.301416,3521.387147
3.132103 ,177.131126,21.841137,3.114459,20.739508999999998,3699.202092
0.29332 ,170.821599,18.490619,12.248911,8.040626,2955.723043
0.293163 ,173.954448,9.359431,3.15762,11.640335,3364.16123
0.344595 ,166.810935,27.258204,6.69138,9.384895,2402.712262
0.418539 ,178.897034,25.207661,2.772787,6.631489,2401.581296
0.315573 ,183.787214,31.98156,8.542289,16.94919,2509.35317
0.515103 ,168.507913,12.503428,4.005401,17.778068,3077.105279
0.332086 ,162.504237,27.8155,3.242382,5.209621,2932.417701
0.293626 ,180.51497,8.296949,5.747505,37.977736,2488.226835
0.279947 ,189.388233,23.18659,11.230934,6.644358,2477.629168
0.283814 ,163.586434,8.989202,3.145357,14.378349,2577.053555
0.225917 ,102.462721,31.468799,10.862822,14.590531,1941.720855
0.203101 ,100.732599,47.746438,2.173328,70.496135,2356.742237
0.230405 ,106.163725,41.584794,2.125865,51.804577,2129.381333
0.886292 ,98.040424,89.816139,12.005945,27.11503,2195.315783
0.224746 ,92.182913,35.787383,2.29946,27.550866,2217.793732
0.214598 ,105.093194,46.013395,27.183048,40.658224,2376.569455
0.224954 ,97.23439,99.581332,2.475211,81.887546,2043.126788
0.215292 ,95.168296,31.360214,16.691316,29.682117,2049.190797
0.58156 ,99.089948,100.101819,8.242599,38.65918,2089.693316
0.211349 ,97.736659,37.420525,2.102704,11.804035,2289.821957
0.271192 ,102.31761,86.141458,5.376215,21.232584,2227.423003
0.232421 ,98.012363,33.365796,2.028301,62.666303,2212.605927
0.21519 ,96.660797,87.188926,3.491066,14.590004,2298.91523
0.212119 ,96.024632,65.7669,3.711269,43.708195,1865.131863
0.262055 ,111.020581,70.861887,2.104235,39.362421,1958.227916
0.579795 ,98.454925,99.802507,1.7669329999999999,77.897454,1820.361688
0.217957 ,96.185577,38.583661,24.017143,66.105851,2455.61992
0.209438 ,109.684087,40.017436,9.871331,39.634486,1991.70353
0.220002 ,96.513673,51.270833,2.693307,12.638824,2318.820736
0.240261 ,105.593156,53.190953,2.644804,42.170327,2198.561013
0.444868 ,114.108496,43.303589,2.005344,19.116755,2175.137909
0.218963 ,104.343735,33.213102,2.763146,23.044145,2197.138351
0.237872 ,102.270601,79.197656,11.240562,27.531172,2206.700682
0.216984 ,101.652851,46.351511,2.621861,38.861609,3184.12752
0.221251 ,114.154777,39.501563,2.079956,13.038227,2542.476818
0.273842 ,94.495449,43.896428,6.382507,34.400806,2839.659363
0.274546 ,99.370939,34.678466,1.9378069999999998,17.58057,2953.518235
0.230306 ,97.815527,49.632844,1.9405130000000002,45.606104,2790.810398
0.244269 ,108.051933,68.600059,2.059479,33.156621,2873.425166
0.222976 ,96.673175,29.149384,3.722013,77.711807,2225.096798
0.284243 ,153.351092,43.132326,11.673345,19.974721,3081.005643
0.487445 ,154.966904,56.919051,10.348886,18.219079,3081.833889
0.274369 ,151.668394,53.079942,3.285761,18.415961,2757.064249
0.602102 ,143.68595,74.689162,3.070075,58.263747,2949.109869
0.534585 ,165.176345,36.644988,3.8927009999999997,29.277625,2822.688902
0.336121 ,171.847607,51.224996,3.878605,47.968461,3129.259472
0.248383 ,163.882523,39.17448,4.823006,25.244837,3034.054337
0.509122 ,161.388387,39.557329,4.0980550000000004,113.590031,2945.543382
0.266702 ,156.710137,84.86219,4.085199,50.516468,2667.790551
0.261521 ,160.469813,65.495838,8.619394,23.905292,2651.322538
0.261881 ,190.790841,42.860231,10.308945,42.929843,3540.88665
0.242828 ,148.50807,116.398201,13.380344000000001,24.872023,3832.702627
0.372474 ,156.709985,37.356793,11.096621,40.874033,3579.319333
0.253144 ,162.380049,40.13282,8.662416,39.193045,3268.832767
0.244818 ,186.317548,96.28213,3.566246,29.077713,3417.347875
0.258407 ,175.0093,108.132754,3.294582,42.541353,2917.992136
6.443262 ,176.547446,106.372362,4.063703,57.223604,2782.408445
