TRAINTrainTimesSTDDEVS:,CAWPE_alpha=9,CAWPE_alpha=15,CAWPE_alpha=4,CAWPE_alpha=10,CAWPE_alpha=14,CAWPE_alpha=5,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=3,CAWPE_alpha=13,CAWPE_alpha=2,CAWPE_alpha=12,CAWPE_pb,CAWPE_eq,CAWPE_alpha=11,CAWPE_alpha=6,CAWPE_alpha=1
led-display,2.080008841714188,3.6679725992032366,1.6473594335931288,2.1866890943621358,3.9626126293866673,3.35024445839919,3.224190177215137,2.65853645676602,2.6929025489109395,4.4870183121236895,2.683281572999748,3.8716476043686874,3.6765801200722317,3.559187560659599,11.03083452621911,13.820233376275258,10.263258876137769
lenses,0.9523111632886271,0.614947899858378,0.7760791522613609,0.5632418479750461,0.5632418479750462,0.534983080621924,0.4341724854553048,0.5632418479750462,0.454858826147342,0.5477225575051661,0.8030115728972386,0.5959634332684376,0.5208304597621877,1.0806553992619587,3.093188660905445,3.0295479728072023,2.9635719361422046
letter,58.14200807891207,30.51023947208016,45.74468124349503,32.708412218954585,41.72252347973743,34.407781130128846,93.76468467367671,56.69867926050005,70.91199013444472,86.76060337993607,64.32819049183666,66.73298999762403,81.17009952852875,79.37188042561957,58.26287041474628,73.58180216055734,50.17382428795079
libras,2.344227441791981,2.4080802674978767,1.6832508230603462,1.6626388110747186,1.3113124074319806,2.7759227522459597,2.578425073968404,1.736689941821219,3.376729016455823,2.618238418057665,2.882567501776646,3.16972024582322,1.3683617186633985,1.9404940714620365,8.230864258191943,7.852739473672823,6.750138355329613
low-res-spect,2.1291625896895083,2.9720924166878344,1.1547005383792517,2.6643668243529524,1.4994251772159113,1.6262925893598903,1.5196036990935669,1.8370390969378312,2.4980452127728734,1.9780403631273349,1.9145540580979454,1.4762487408386118,1.7250687142735843,1.6344003083137535,11.08255333872782,8.830198966790242,11.038907158970394
lung-cancer,0.571346463723366,0.9444331755018486,0.5560534167675354,0.661763578993857,0.7183954022841381,0.6686751354593717,1.4479474176011815,0.5306686305052323,0.7119666788018509,0.5683207771559353,0.8866830868758714,1.0854312136382616,0.7466399831028447,0.6149478998583783,2.223438364542525,2.285385854893463,2.208916101808212
lymphography,1.2847469449832052,0.8051557998728978,0.9498941259817921,1.4781939897267773,1.3493293353264109,1.1551981469084383,0.6686751354593718,0.6288102248298564,0.7119666788018509,0.7239737088005908,0.7119666788018508,0.9714309861845772,1.2635472781569874,0.6948083337796512,4.381386963523985,4.533400946081323,4.4700793276408755
magic,6.606858157448491,6.794521119356338,6.140500559924799,4.105085155990193,6.586297164934755,4.64671432551954,9.61679565243484,9.400415740378403,8.808303292720552,11.482370294769582,11.326958991715296,15.236827738746339,6.112075855580313,8.347964167815194,25.007699963636487,25.70676819505872,21.24917848310604
mammographic,1.0283342182227606,0.8944271909999157,1.441981395451268,0.6102571532587294,1.9561280074701641,1.50248835748162,1.2015315896469554,1.1919268665368752,1.1651056880677462,1.2484473115254693,1.3578211078487255,1.7356968854500257,1.3113124074319809,1.561019413458847,9.911157070834797,10.928240333265425,11.000574697631071
miniboone,21.315258147276975,96.07636450288882,27.89924400574241,65.93501677243746,58.307005552949846,55.78077986456313,86.3820436853885,115.93895044326153,82.46008438778959,80.14088887057292,100.01379215233095,75.04067862350301,72.00703190437837,93.79066933961188,102.19613776808126,83.23049976994024,79.4397118328859
molec-biol-promoter,0.461133037377414,0.6260623155792926,0.8051557998728978,0.507416263404925,0.6814453874610598,0.507416263404925,0.507416263404925,0.4806604651504226,0.5683207771559354,2.420221325492323,1.1472105098991157,0.7427813527082074,0.7302967433402214,3.5169540112491355,8.643647591044012,4.297018479840639,3.0552385763833056
molec-biol-splice,5.217234921860914,5.229887583680077,5.624658354886579,2.640315202360523,9.901584686823863,5.757953020692835,3.715299217541175,8.01930142857212,3.3952299195925675,3.6396602089730314,4.624398065831311,8.402312215974401,4.395530645459364,4.479326714595839,4.016632088371217,4.643745020572507,4.6515354034120175
monks-1,0.6746646676632054,0.7466399831028447,0.8339078479367936,1.0199166069132668,1.0221680811915896,1.1547005383792517,2.715642215697451,2.5008044682673103,1.061337261010465,1.1962585350828727,2.8599493605355297,0.889917986664224,1.0827805840074194,1.1591713250937241,10.784674098103237,10.674978801561767,10.57545412193053
monks-2,0.889917986664224,0.7849152527649013,1.354430787681929,1.1249521062602224,1.2905492014562292,1.1043279539543756,3.0931886609054455,1.0372377109252813,0.9948141396330239,1.0333518722845685,0.8136762043449725,0.7111590022187594,1.1043279539543756,1.0333518722845685,7.865901969456742,7.070742697825356,7.985907127163336
monks-3,1.2780193008453875,0.6789105539243626,0.8022955570857537,1.0372377109252813,0.9371024061116425,0.9714309861845772,0.6297235299224025,0.8087168778415269,0.9942362632324558,1.0063019815944516,2.8276142415206804,1.040004420857094,1.3429252681597994,1.0661996103898193,8.765462528203138,8.591696071167224,9.445305347284876
mushroom,5.225490132651365,12.776594981071632,2.0524725767134915,5.213267777463598,2.3183426501874487,6.201964835122169,4.4267992640437095,4.50848497630958,4.95601341458205,5.787521256881099,6.928949763678924,4.313038238941861,9.57631177053237,11.780609433331099,30.720860410603997,29.664193361965737,29.24413685219458
musk-1,0.6214554662658653,0.7497125886079554,0.6260623155792927,0.9071871393197365,0.7310832774866962,1.0333518722845685,0.8030115728972385,0.773854362727667,0.4982728791224397,0.8448627719625692,0.8683449709106095,0.8742813140471173,0.9071871393197364,0.8976341829703132,7.467631300578472,6.830963985084187,6.729673524557224
musk-2,4.648692808477046,2.9896372747346396,7.3036756609887545,8.333287356195006,1.8695995022599288,6.239381784878311,4.410019938965012,4.791755371492777,3.1484351157616253,4.246567241117622,7.023850992057041,5.066114609972746,4.994709845104278,4.15559448421539,32.722378015488204,28.132608804746845,28.063474850589255
nursery,14.54240726961676,5.52694548885563,16.495349396849342,23.067342691575348,3.457459036417605,22.346307776999037,15.377285831388773,10.505827611050139,10.779077221503075,13.039683022732316,9.8634935873212,15.133277634208097,16.295546250009753,18.001149388590296,15.69083486786394,14.31179884594863,14.262884878504462
oocytes_merluccius_nucleus_4d,1.489040422322492,1.3514572807192966,1.3256965204630415,1.3796551293211174,1.1566896880679616,1.5222487902147745,1.1626367179523598,1.4287684593190138,1.736689941821219,1.3064825110670781,1.501340397280293,1.36289077492212,1.470397553560683,1.8879533405494835,12.837131845665077,12.045125880258137,11.536249714325033
oocytes_merluccius_states_2f,2.3994731222432577,1.7488912743950584,0.571346463723366,1.3047217521658452,1.3256965204630418,1.5521583045227216,1.6120950886075682,1.5256428831468234,1.373392477244478,1.9956850003669555,2.211776214491083,1.4015590662158892,1.5789564428051406,1.9226418606016908,12.864278260843621,15.375603903661768,11.1415139605591
oocytes_trisopterus_nucleus_2f,0.8583598366625752,0.5713464637233656,1.2793676598989838,0.8976341829703132,1.7888543819998322,1.3683617186633978,1.2172137016162357,1.0742546199601597,1.8964576779190014,1.3217891045025336,1.749876842957024,0.9965457582448798,1.250746903290971,1.2798167972341818,10.445039520016792,13.661296954636432,13.356474171683582
oocytes_trisopterus_states_5b,1.3060425438846857,1.0742546199601601,1.4558640835892125,1.4656997857914034,1.0416609195243756,2.1485092399203194,2.0611346055192437,1.2484473115254695,1.6750364552560584,1.2905492014562296,1.3879613761229799,1.6832508230603462,1.8705214713316294,1.7300587990805003,10.614672127193382,10.899963091786084,11.294592338457994
optical,3.0340974154494083,5.276819836436231,4.821527396664008,13.146215748486222,5.7034976161537285,9.136827085777771,13.15028079766631,11.707940129201443,11.232956438303658,10.91497968890439,8.314230979568057,6.817489341358753,11.147135088876208,24.350151643418393,28.65773049704703,29.1393007907656,24.54086434884692
ozone,0.935260735665815,1.7952683659406268,0.9855274566525747,1.2058287558794356,2.0998084203800236,1.7888543819998322,2.242740523883952,2.771778963173229,2.5810984029124584,2.955804731235709,3.0189059447833544,1.9537761845488715,3.7091065318170386,2.4457328544635244,34.79001045682808,33.96822382587964,34.44510875641677
page-blocks,3.2393060133732137,9.106584708740774,3.050532269364936,2.8397830579274803,3.852003509147254,4.760469406005804,6.826587643220784,6.57581776742215,6.283439280792192,8.045917076952472,5.7977403446039455,8.608269213411875,8.302056247161573,10.826160313169058,29.07953817084936,28.96857195167791,27.09033419684134
parkinsons,0.5208304597621879,0.7302967433402217,0.4901325178535608,0.3790490217894516,0.6064784348631228,0.682288239221013,0.6914918072835209,0.8366600265340756,0.7768193328323317,0.6914918072835208,0.6746646676632054,0.7111590022187596,0.5466722735905342,0.6914918072835209,2.2996751394765385,2.251181043797682,2.0117471105438693
pendigits,6.911675944936661,21.599701998795762,7.756347048722736,11.223743305738216,7.6729859014387705,7.819883292776413,20.899760764181007,33.53186852676945,22.4706449630951,21.054090164233603,22.37714864787727,36.141182292106386,42.43238028383188,25.801274137655234,31.051403433217214,29.276250623580754,27.4695442639474
pima,0.9352607356658149,1.0288929437289251,1.0954451150103324,1.275768868916526,1.2415229801920011,1.2172137016162359,1.0063019815944516,0.9994251221140301,1.1788363637137234,1.142692927446732,1.4383899044561526,0.7588557629520364,1.2793676598989843,1.203443335628631,12.046127817780237,8.869487927268068,9.85579938965863
pittsburg-bridges-MATERIAL,0.4301830671520762,0.6477192523656045,1.2410599844719317,0.7302967433402213,0.507416263404925,1.1244411127720093,1.493664782593009,0.5920934999167599,0.571346463723366,0.5466722735905339,0.68144538746106,0.607425318241987,0.7302967433402213,0.5959634332684376,6.513028499084358,5.401149302982047,4.940566303805551
pittsburg-bridges-REL-L,0.6102571532587295,1.3429252681597994,0.4806604651504227,1.0333518722845685,0.571346463723366,0.5872202195147035,0.651258728182957,0.48423419811150226,0.6064784348631228,0.5959634332684376,1.2205143065174582,0.6643638388299199,0.6149478998583782,0.8550055454548938,7.122007336822051,6.814453874610599,6.760602571253306
pittsburg-bridges-SPAN,0.547722557505166,0.44977644510880344,0.607425318241987,0.68144538746106,0.66436383882992,0.6948083337796512,0.6149478998583782,0.6288102248298565,0.9613209303008453,0.6288102248298563,0.5632418479750461,0.68144538746106,0.5466722735905343,0.8742813140471172,3.4534673563838987,4.722652673642438,3.6402917654950455
pittsburg-bridges-T-OR-D,0.6288102248298564,0.6288102248298565,0.7648904962570576,0.48066046515042277,0.4341724854553048,0.4806604651504226,0.6102571532587293,0.49827287912243995,0.6149478998583783,0.5508613944197479,0.6102571532587293,0.48423419811150226,0.6149478998583782,1.0980651740387641,4.72326109825604,5.007580460558325,4.818069437383429
pittsburg-bridges-TYPE,1.311312407431981,0.8866830868758716,0.682288239221013,0.6477192523656046,0.8448627719625691,1.288766674084136,0.858359836662575,0.8583598366625749,0.6989318615762462,1.0482607379429238,1.2703515668696899,1.6135204603171505,0.7183954022841381,0.5477225575051661,5.249630528871073,6.477991032418303,4.125056600099324
planning,0.3457459036417604,0.68144538746106,0.6608945522512666,0.9371024061116422,1.5024883574816201,0.6686751354593718,0.5683207771559355,0.6149478998583782,0.6260623155792926,0.466091599699399,0.6260623155792928,0.6789105539243627,0.7849152527649012,0.7022132498578064,7.581056245214346,7.699902969981273,7.640184146544077
plant-margin,9.792091577965575,20.197444927742602,11.113003670237521,21.16549458244575,7.031619881714279,31.172195096374537,25.495751280033566,19.55775414321483,22.354741840572004,27.41297620412304,16.41361923987894,21.745154038036407,31.839125067398935,39.667308987362006,33.93069339142642,32.7034041603953,33.31716274434744
plant-shape,5.053734251527031,15.486590417474748,4.98226740608602,25.13698104570145,10.589519867986592,15.56008007543737,14.912040957469282,29.587509014027738,25.778209634379632,17.997956461265517,28.027511115158706,29.940342982855668,23.384861003177484,13.1361132480033,13.496870646241645,16.460471634700557,15.211006299508197
plant-texture,4.830577890751861,11.033126712653637,10.07677425123461,15.938855869753688,12.432807914694017,19.3864510098837,26.435455988753688,12.86199963002482,25.66324801833499,30.171559265403356,16.644214762417338,17.529253054356825,19.72850204915336,22.324693817004263,33.65970680307488,26.26119903417671,29.55485840217161
post-operative,0.773854362727667,0.8366600265340756,0.7588557629520365,0.49013251785356116,0.8366600265340756,0.9371024061116427,0.7239737088005909,0.8550055454548939,0.7701320979389588,0.7279320417946062,0.7738543627276671,0.8469010445797931,0.7760791522613609,0.6260623155792924,6.58882718533131,6.008518856638024,6.076523506992669
