CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
-0.0041163282002500525,-0.004169122335071226,-0.004189188022198464
0.0,0.0,0.0
0.0,0.0,0.0
-0.0013114095160415469,-0.0015050525252003825,-0.001530398197439912
-0.004519617470486111,-0.004753459772890604,-0.004901263147226139
-0.009758737369866743,-0.010935662585427833,-0.011616780297427317
-0.04851116316344884,-0.048441646525117295,-0.04814741445703064
-0.0030241286306581664,-0.003814185256377741,-0.00425168998566943
0.006666666666666654,0.001111111111111122,-0.04222222222222225
-0.00680919049022887,-0.006428995972103424,-0.0064304015620434305
-0.0045154083711150894,-0.0042499507194953875,-0.00435245416913073
0.030117907305681025,0.023621768655271137,0.017768448771787744
-7.718310536889354E-4,-8.782244838219359E-4,-8.793673134681379E-4
2.2986314013774268E-4,1.8035719291014106E-4,1.591770169231917E-4
0.012154430460208669,0.006901347571828294,0.0028255784388509174
-0.00599064035263052,-0.0066719718782435955,-0.007697552776106734
-8.243156868352753E-5,-4.165239188450428E-4,-4.578850018443529E-4
6.025830546025901E-4,-2.2856015358987773E-4,-3.2643471431573754E-4
-0.001028473225263741,-0.0012998613756013892,-0.0013552331407732524
-0.002778004740304951,-0.0027825121638389533,-0.003039576013144559
-2.6012675196654953E-4,-2.15121793113023E-4,-2.1564653895536078E-4
0.1006854155644979,0.09968362181217114,0.09875392550316836
-0.0038731336690521535,-0.0060411329033779,-0.006970985363842616
-4.55967078189338E-4,-4.6524504302283647E-4,-4.781144781145256E-4
-0.0031514198017398667,-0.005148273128246339,-0.005306498875131638
-0.0014961367515756274,-0.006009739854170119,-0.007218090604574819
-0.006377571438835009,-0.007288985157503528,-0.007495146804033248
-0.019130341880341902,-0.02143162393162394,-0.022961538461538495
2.4335984044913476E-5,-4.0833509767916146E-5,-4.6940658546901216E-5
0.013506821461367257,0.009113865932048056,0.006134395907123513
-0.0045155817752013565,-0.00453070733662733,-0.0046005229325636
-4.614213542237011E-4,-2.7679272384515026E-4,-2.1537809484774387E-4
-4.5631154553278744E-4,-8.172579172278649E-4,-9.452730876159165E-4
-0.04292929292929291,-0.05063131313131309,-0.05202020202020198
-0.0028265863952955644,-6.416971012660848E-5,3.362225455843563E-4
-0.014406963536560517,-0.014699991429628804,-0.01595391512026433
0.021402789126659036,0.017795892625883006,0.017470177068237547
-0.021157832863764624,-0.022329183355785875,-0.025046358191240688
0.012333335524195152,0.00773514662316452,0.006257638862865297
-0.017382577278201486,-0.020647664927070757,-0.021985815602836894
0.04825714598404063,0.03007151455256909,0.011177597055585686
0.006688997271589792,-0.004910312541680939,-0.018204425357792767
0.020126586462190326,0.019769081614666974,0.017537017451085102
