CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
-0.004069648939754308,-0.004079627175175985,-0.004084004496971871,-0.004093125863680506,-0.004096408526502445,-0.004106873310336223,-0.004118994099626261,-0.004128217358283067,-0.004138139562796272,-0.004149277481386282,-0.0032800353060974544,-0.004160414541924296,-0.004169122335071226,-0.004176473163602253,-0.004181268854619409,-0.004189188022198464,-0.004199845462654029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.666666666666669E-4,0.0,0.0,0.0,0.0,0.0,0.0
-0.0014219097449758912,-0.0014286138196434575,-0.0014360273530229358,-0.0014431050561455956,-0.0014503561953194614,-0.0014576592092708748,-0.001465618229150508,-0.0014732653461861256,-0.001480908531753718,-0.0014891377046060287,-0.0013114095160415469,-0.0014968225786711827,-0.0015050525252003825,-0.0015131078572721373,-0.0015219453677997375,-0.001530398197439912,-0.0015391806101917335
-0.004606163614287706,-0.004641849603711364,-0.004662702563920148,-0.004712287664002198,-0.004759867923740546,-0.004775561921310915,-0.004721576960147615,-0.00470931872250205,-0.0046874963225281546,-0.004711650417366157,-0.0027925720412745212,-0.004720720278534174,-0.004753459772890604,-0.0047614795108432365,-0.004817348032834638,-0.004901263147226139,-0.004887843779866922
-0.01083207397841533,-0.010823270432875487,-0.01079787754631936,-0.010841789902062523,-0.010755840173525832,-0.01080686847806079,-0.010866735072471616,-0.010853473345597704,-0.010832031862030921,-0.010819074078703868,-0.012276404750414919,-0.010865746087252666,-0.010935662585427833,-0.011036527498535646,-0.011293369526547737,-0.011616780297427317,-0.01200957236688435
-0.04981513473154089,-0.04968125343184902,-0.04946765174475122,-0.04931789651398892,-0.04919957279070696,-0.049057049687118284,-0.04893031971993336,-0.048899712615078035,-0.04878969432920318,-0.04863655481682192,-0.038902192929297925,-0.04846417487885466,-0.048441646525117295,-0.04832335301432728,-0.0482632853713257,-0.04814741445703064,-0.04807815760950972
-0.002557604242216538,-0.0026383889244017875,-0.0027225933434653184,-0.0027979083689946022,-0.0029112393355565664,-0.003027831093534927,-0.003143119131448069,-0.0032640245707990954,-0.003390308811058662,-0.003537823601394966,-0.002919281619066997,-0.003683873264659395,-0.003814185256377741,-0.003965882289410772,-0.004111318767548245,-0.00425168998566943,-0.00437120969253529
0.09833333333333331,0.08166666666666668,0.07666666666666666,0.075,0.07055555555555557,0.06055555555555554,0.05722222222222221,0.05611111111111112,0.04611111111111113,0.04111111111111112,-0.2616666666666666,0.024444444444444453,0.001111111111111122,-0.011111111111111105,-0.02666666666666667,-0.04222222222222225,-0.11333333333333334
-0.0064239014146812955,-0.006425670498088261,-0.006424041163183047,-0.006424328519504941,-0.006424358483155553,-0.0064229826112624806,-0.0064131555162629025,-0.00641529840849205,-0.00641757343550842,-0.006418548236569432,-0.00656681427449074,-0.006427359514691037,-0.006428995972103424,-0.006431730278027344,-0.0064359281363631045,-0.0064304015620434305,-0.006435382404955381
