ES-A,RC-A,PB-A,SMM5-A,SMLRE-A,SMLR-A,CAWPE-A,MV-A,NBC-A,WMV-A
0.008931060678858294 ,0.010821491552325258,-0.01053942439293698,0.015161788957266498,0.0170020452492059,0.015161788957266498,0.0019104120606759922,-1.257210377232365E-4,0.008914594934068987,0.0027709009290952658
0.00534122216838151 ,-0.0046062308473207025,-0.0010566269550833507,-0.007624738984633783,-4.5308224909912376E-4,-0.007624738984633783,0.0016523665640602037,0.002990131476015012,-0.004532578792318942,0.005811448577501377
-5.02118098471338E-4 ,-0.0038396035031957876,-0.004544642572264612,-0.0072292784508665164,0.004775811268872832,-0.0072292784508665164,-0.010719809558790261,-0.007972795116913955,-0.008859740994816567,-0.006414006192670962
-0.005747281275927385 ,-0.013137383706174455,-0.007340553933355531,0.031169052803082353,0.0012218845930065392,-0.008927305634283789,-0.005747701780365211,-0.010434478697668892,-0.00797142616551949,-0.011989769200199452
0.010444875493103245 ,0.017602410766983767,0.01853496038334701,0.0074747292543986266,0.013560045381737051,0.0074747292543986266,0.0052697485555874835,0.017256325963097452,0.017794813998248338,0.014294064089103387
-0.019593950032873786 ,-0.010469536110858324,-0.023956317424058793,-0.021095906450497748,-0.02120783046378527,-0.021095906450497748,-0.01737064460929405,-0.027853156746202923,-0.020585257437128912,-0.021749620349433618
0.007756712624101714 ,0.021148788576587307,0.011661404736198255,0.016107886027235563,0.02874976094864612,0.016107886027235563,0.010112473286515877,0.0072386701594854275,0.009630151043906299,0.005504408660325533
0.004040946452855576 ,-0.007492912630071458,0.013969244890712496,-0.0017873282138580748,0.009446947799132799,-0.0017873282138580748,0.0030001063748055223,-0.004637160290404396,-0.005579351175806657,-0.0035439820790347243
0.0023320274801329477 ,-0.008168038856631088,-0.012697217835513142,-0.0057134211996574535,0.02138832106741162,-0.0057134211996574535,-0.002146102480896084,-7.77039484631592E-4,-0.005873295430262937,-0.0021715697762884068
0.01698627720331003 ,-0.006386774570368181,0.006263762394058459,-0.00597243019818261,0.0018204059548091456,-0.00597243019818261,-0.0063927483601748936,-0.008446630115340525,-0.006615294619888301,-0.010957287993780596
0.004661684852059422 ,0.004334313972539139,0.011860310411129338,0.006875560887922738,0.015454103547697606,0.006875560887922738,-1.6110785403056216E-4,0.004266942482570202,0.002637500378986579,0.00524072315902957
5.772974819193699E-4 ,-0.008821125579337785,-0.010377639961038576,0.018489236165756484,0.017895899604066345,0.018489236165756484,-0.006449136838302727,-0.011043383762273429,-0.005001287435640989,-0.009531308144989703
-0.026210122357635868 ,-0.02828131332076045,-0.03846567425397396,-0.01934125551863497,-0.018163082831884836,-0.01934125551863497,-0.03382428176833119,-0.02778224065599566,-0.021572683010868454,-0.026872459879005883
-3.1260202865146525E-5 ,5.546634348585489E-4,-0.00954195059713936,0.008069056186961632,0.011652325664460284,0.008069056186961632,0.0069761316722553035,0.004626581115036221,0.007456460335654391,0.0038644737294729614
0.01515935059110296 ,0.003924307231489732,0.0073914770280304465,0.00715314783377452,0.03550056006446278,0.00715314783377452,0.005342417894211304,0.005790369941021112,0.008051322529415428,0.009187785776776924
