TRAINTrainTimes,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
AvgTRAINTrainTimesOverDsets:,20835.38399078205,79963.33137726923,631130.8894279873,647894.1448239874,648946.0963554742,672925.6712053077
AvgTRAINTrainTimesRankOverDsets:,1.0,2.0,3.1538461538461537,4.282051282051282,4.589743589743589,5.9743589743589745
StddevOfTRAINTrainTimesOverDsets:,87749.65212042976,314209.72964774235,2902650.915687168,2905782.4908150877,2922004.5086063268,2929599.940947786
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,1331.0465717435222,8240.5655239716,170224.11220677625,185582.03507700493,187953.76792189066,185418.3157995364
StddevsOfTRAINTrainTimesRanksOverDsets:,0.0,0.0,0.4315493225736374,0.6862835821988469,0.5485842409017251,0.16012815380508727

flat,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39,0|0|39
XGBoost,39|0|0,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39
CAWPE_noRetrain,39|0|0,39|0|0,0|39|0,5|0|34,1|0|38,0|0|39
CAWPE,39|0|0,39|0|0,34|0|5,0|39|0,16|0|23,0|0|39
CAWPE_retrain_foldWeight,39|0|0,39|0|0,38|0|1,23|0|16,0|39|0,1|0|38
CAWPE_retrain_noWeight,39|0|0,39|0|0,39|0|0,39|0|0,38|0|1,0|39|0



p=0.01,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39,0|0|39
XGBoost,39|0|0,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39
CAWPE_noRetrain,39|0|0,39|0|0,0|39|0,0|22|17,0|24|15,0|10|29
CAWPE,39|0|0,39|0|0,17|22|0,0|39|0,0|36|3,0|11|28
CAWPE_retrain_foldWeight,39|0|0,39|0|0,15|24|0,3|36|0,0|39|0,0|12|27
CAWPE_retrain_noWeight,39|0|0,39|0|0,29|10|0,28|11|0,27|12|0,0|39|0



p=0.05,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39,0|0|39
XGBoost,39|0|0,0|39|0,0|0|39,0|0|39,0|0|39,0|0|39
CAWPE_noRetrain,39|0|0,39|0|0,0|39|0,1|20|18,0|19|20,0|9|30
CAWPE,39|0|0,39|0|0,18|20|1,0|39|0,1|34|4,0|9|30
CAWPE_retrain_foldWeight,39|0|0,39|0|0,20|19|0,4|34|1,0|39|0,0|11|28
CAWPE_retrain_noWeight,39|0|0,39|0|0,30|9|0,30|9|0,28|11|0,0|39|0



T TEST,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0.0,0.11232105,0.1838415,0.17283683,0.17454005,0.16014197
XGBoost,0.0,0.0,0.19172361,0.17937399,0.18123975,0.16515738
CAWPE_noRetrain,0.0,0.0,0.0,2.4418E-4,2.6355E-4,2.4E-7
CAWPE,0.0,0.0,0.0,0.0,0.79339005,3.11E-6
CAWPE_retrain_foldWeight,0.0,0.0,0.0,0.0,0.0,1.6E-6
CAWPE_retrain_noWeight,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0.0,0.0,0.0,0.0,0.0,0.0
XGBoost,0.0,0.0,0.0,0.0,0.0,0.0
CAWPE_noRetrain,0.0,0.0,0.0,3.4E-7,0.0,0.0
CAWPE,0.0,0.0,0.0,0.0,0.19959087,0.0
CAWPE_retrain_foldWeight,0.0,0.0,0.0,0.0,0.0,0.0
CAWPE_retrain_noWeight,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,0.0,5.0E-8,5.0E-8,5.0E-8,5.0E-8,5.0E-8
XGBoost,0.0,0.0,5.0E-8,5.0E-8,5.0E-8,5.0E-8
CAWPE_noRetrain,0.0,0.0,0.0,1.8E-7,6.0E-8,5.0E-8
CAWPE,0.0,0.0,0.0,0.0,0.26425103,5.0E-8
CAWPE_retrain_foldWeight,0.0,0.0,0.0,0.0,0.0,2.6E-7
CAWPE_retrain_noWeight,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,RandF,XGBoost,CAWPE_noRetrain,CAWPE,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
RandF,true,false,false,false,false,false
XGBoost,false,true,false,false,false,false
CAWPE_noRetrain,false,false,true,false,false,false
CAWPE,false,false,false,true,true,false
CAWPE_retrain_foldWeight,false,false,false,true,true,false
CAWPE_retrain_noWeight,false,false,false,false,false,true



cliques = [0 0 0 1 1 0 
]

