RandF,AdaBoost,XGBoost,LogitBoost,Bagging,CAWPE-S
76567.822242 ,33797.534608,122872.428993,540804.066398,81136.711085,946613.34639
80861.755965 ,27269.428619,122883.365776,546351.776708,78623.784598,982459.569923
79184.889808 ,21575.505144,118634.411236,560613.060126,81056.313106,976403.339025
79960.05227 ,27988.629264,122343.150707,558917.905308,79205.349842,1036679.483286
78887.965217 ,41949.508278,122517.485341,589253.622222,79129.564243,929307.113186
81012.363327 ,20724.308339,119819.860783,591877.182315,78364.492941,927483.053714
77707.427948 ,29139.498338,122376.474059,624113.21181,77893.371982,925879.013275
76447.08369 ,29386.476678,119728.873605,636004.468911,91094.768807,934789.495371
82768.129395 ,21174.253526,119626.640064,558958.611887,87848.732295,907540.67856
83836.284287 ,23591.196739,118784.435492,530008.637584,91345.204588,971853.635426
79282.908279 ,26630.138651,119630.712269,575529.218304,87449.040796,968299.973809
81302.734366 ,27971.664105,120368.021631,527070.921922,87109.946588,979168.898446
79847.810064 ,25084.861387,113521.486786,538226.13946,89522.825449,976186.571501
79910.519627 ,23604.689793,117870.98315,565801.093627,90938.59288,962473.35857
80583.545088 ,25043.472522,117992.931816,462865.387158,86234.738924,968440.625206
81699.80354 ,21870.547933,119465.240899,461258.92364,89639.607029,971289.795976
80370.569411 ,24950.604044,121448.577861,469510.375408,87138.963415,940409.152381
83467.806036 ,29991.186155,121056.14503,468051.674651,87086.08233,992975.54692
82421.396476 ,33115.974752,120718.442284,463946.107063,87721.739113,1002506.532615
84291.163272 ,37122.743351,120768.987503,466676.215062,89117.542307,987280.666097
89297.156293 ,33848.862265,121748.403866,510810.317399,88679.262269,975872.300128
79608.637138 ,61088.130387,127032.512805,500970.19853,88164.915509,964057.102276
84436.087754 ,32522.883832,125413.728965,517775.366112,76612.935202,960247.452603
77265.776378 ,29096.182636,125956.108781,477112.808476,74761.423955,940006.64106
805.900712 ,27.129011,9764.407614,22426.532345,1186.470478,32443.859298
778.803052 ,11.914856,9816.607833,23647.263242,1098.888551,28325.055391
661.336165 ,20.458402,9953.304287,22839.000835,1040.880771,35008.227384
838.466771 ,19.451345,9714.746012,22575.460141,1137.746256,29972.917072
715.991127 ,20.295661,10056.639717,22509.948169,1208.793611,25283.235965
849.769285 ,21.03927,9814.780056,21737.233995,1109.675187,29018.091316
849.006471 ,20.76548,9715.377763,22806.567447,1107.493639,31348.232839
729.077788 ,31.244435,9670.167321,22646.829804,1191.595223,33028.954225
680.939987 ,24.019026,9264.776831,22651.880009,1187.508152,37064.778144
763.07287 ,19.63822,9016.940003,22822.377469,1166.024238,31023.364302
771.682544 ,13.607041,9155.995327,23898.413157,1215.178448,27084.269408
811.417289 ,21.442592,9023.093206,23689.215439,1200.584535,29476.38045
718.304683 ,50.806589,9089.871333,23758.934923,1160.478203,31625.930301
717.763739 ,16.198004,8635.602774,23721.350767,1178.68199,27422.709629
725.058153 ,43.242267,9068.843073,23130.708759,1338.399087,26680.812708
749.162134 ,15.362322,8892.980548,23723.359108,1351.135445,30373.043567
729.033208 ,18.380428,8805.213365,23452.97786,1293.545817,28150.381014
771.46443 ,24.480344,9244.505793,23595.222162,1236.668132,28108.697462
742.887754 ,20.78905,9608.934461,23958.846106,1316.831591,31411.330492
648.974421 ,22.927295,9995.947665,22968.719819,1218.798108,35341.369575
666.22869 ,11.831915,9067.669219,24110.587277,1209.412658,32179.648314
645.680588 ,18.957834,9102.587279,24375.686028,1267.72402,26214.106108
624.838192 ,20.076008,9213.907789,24474.54673,1227.003263,32371.726333
695.151646 ,12.149158,8848.380438,24562.329614,1416.569776,29309.889595
701.994827 ,12.153323,8710.784049,24086.525398,1192.178632,33927.814313
731.414991 ,20.331007,9385.390558,23821.844785,1111.005103,32725.87656
725.283621 ,19.207408,8896.784257,24294.468347,1157.996862,29890.543879
817.768361 ,21.003089,8990.388395,24098.792406,1274.518503,25350.474911
690.133937 ,24.320973,8937.392263,24010.495069,1101.142308,28209.922626
783.135883 ,32.981473,9830.255405,23622.143983,1097.901576,27391.198779
1429.506073 ,41.054541,39440.949778,23261.243759,10587.706977,962645.74891
1361.247447 ,34.972405,42688.432232,32494.3602,10860.511802,895983.559552
1293.829552 ,49.584598,44330.516475,24073.511714,10677.914426,955486.594868
1206.518043 ,72.77748,43662.42168,25886.605451,10775.340344,989591.661677
1251.212347 ,122.319918,45624.097642,34397.914307,10757.119623,857192.505011
1212.730827 ,45.925345,44962.674191,26544.574947,11638.540983,1084293.149004
1149.322957 ,59.846937,43246.236575,27686.334286,11004.544986,1101037.550274
1203.303895 ,83.224512,45464.539026,26672.801644,11637.918343,1037028.700973
1188.304241 ,67.220568,44723.000214,26693.60127,11568.527038,854741.375074
1231.51622 ,46.800327,43870.652441,26688.531253,11019.80044,914340.749718
1280.64858 ,43.807749,44614.248406,24773.725583,11731.407604,847061.52233
1189.283295 ,52.203384,44751.866328,25599.313091,11635.160993,828157.394912
1166.065339 ,82.233859,43933.845302,25990.388544,11525.277171,868270.119979
1197.495732 ,40.649958,44652.748672,25378.95203,11374.216188,973586.45838
1215.714185 ,61.809927,44814.00979,25348.269343,11810.108253,805810.264681
1207.035077 ,51.915638,44531.541304,24746.347735,12150.093175,971237.52221
1464.500989 ,49.002821,45879.832561,32632.352439,12278.132463,880267.687609
1431.29691 ,72.996491,44585.618423,24871.178409,11431.855643,932928.350825
1488.61496 ,43.553548,45633.973565,24770.262758,12103.675595,967291.135405
1359.037234 ,46.098414,44825.950522,25004.562894,11731.829007,921662.400238
1350.928719 ,40.404981,44885.909446,24660.647499,11997.388398,905375.323076
1338.1172 ,60.111755,45473.054111,24532.820407,12414.598171,954614.942129
1480.795253 ,74.573877,46368.546715,25757.153613,12370.358762,1003171.983486
1441.892985 ,42.667304,46868.015152,26526.993849,11942.589524,875259.977618
1398.81825 ,44.074845,40113.977181,24153.938839,12129.696172,955081.962321
1422.140774 ,43.684345,40035.809568,33619.82868,12241.682478,864495.435518
1487.045407 ,38.733027,39301.269856,24553.00222,11808.077205,905496.858101
1344.575388 ,45.800148,44138.779832,35768.888648,11059.209065,866875.312244
1541.595946 ,51.399119,44525.58324,24599.602981,11305.824849,856297.769884
1463.949829 ,50.200906,44702.134961,36232.469858,10999.927995,925538.529944
386.193351 ,18.790513,8615.540909,2480.276792,1716.380274,48887.41482
643.165924 ,9.715055,8768.878152,22898.731415,1183.138167,43450.827746
601.226345 ,9.167947,8894.795248,2456.274972,876.990392,48874.98822
398.986061 ,11.989526,8443.365782,25489.273249,791.507791,58965.079792
691.816198 ,11.109658,7619.397308,2594.508095,739.776729,43764.12881
322.219383 ,9.949292,8456.26609,2472.506829,1049.127483,50471.488881
328.35125 ,11.851466,8188.349579,2533.387507,944.401307,55425.658047
320.895255 ,9.020559,8261.387131,2569.025865,776.386559,49537.195948
283.25582 ,15.345685,8858.865485,2456.635079,957.23213,51278.395944
318.019987 ,9.745563,8596.949407,24413.884816,739.193378,49211.689455
411.939519 ,10.261523,8469.897941,27862.445434,827.364466,56047.154799
318.614195 ,9.683288,8854.551255,26179.018722,924.935075,53005.80526
575.43111 ,11.05533,8584.131045,2492.944642,831.987894,50035.939336
287.026324 ,14.074137,8436.139094,2483.674521,852.076512,56252.587449
276.96893 ,12.751081,8788.986598,2467.810571,797.479161,52232.074847
302.974485 ,15.558575,8408.876054,2466.208744,835.851144,56404.719486
315.971886 ,11.856508999999999,8849.182583,2423.332904,797.626597,58039.108965
319.346989 ,12.425755,7838.676906,2463.707015,952.500179,58898.891401
526.815164 ,8.870738,8191.956187,2545.053301,744.493926,54834.586579
259.039418 ,16.155981,8923.257731,2476.1825,895.899818,44930.18771
527.100435 ,36.590608,8365.067865,2485.630847,779.275425,54343.372574
324.843798 ,24.048549,7732.247579,2441.830726,744.522441,46954.81284
407.991958 ,17.16675,7760.573774,2425.711022,791.234684,45585.924611
467.592679 ,22.89007,8992.636206,26485.672112,780.332869,49825.48629
389.146097 ,45.948776,8388.774142,2177.12731,789.804302,49695.564455
310.221806 ,12.958697,8605.01895,25556.284626,799.208864,36772.45021
321.653554 ,62.108306,8609.345808,2434.081974,827.56436,48031.646486
358.157484 ,37.745806,7892.073905,2467.794237,782.553862,44212.534016
415.132917 ,14.716033,8071.205022,2525.096768,823.605794,61506.301471
314.866493 ,16.200488,8425.533991,24339.99462,761.800637,42246.7853
296.393848 ,32.329221,1925.022765,2814.32591,174.984639,2426.658298
303.927681 ,19.630521,1966.999074,3141.273472,173.3365,2358.179054
307.259944 ,14.898266,2015.423031,3028.958379,174.235572,2509.975005
274.321115 ,47.350085,1995.984198,3311.198344,177.837958,2538.756162
328.051913 ,34.678263,1990.672497,3420.292682,278.4211,2576.56058
281.0104 ,17.246455,2002.026904,3477.698635,177.555446,2513.196348
305.652307 ,39.02052,1970.135751,3301.189616,182.531348,2505.064976
279.814993 ,18.819084,1909.796108,3295.824592,173.76873,2675.997645
291.553082 ,34.217024,1904.57111,3477.796389,170.010734,2511.595594
329.006162 ,18.518234,1943.840999,3178.995711,175.375439,2494.314545
306.337033 ,46.036254,1908.484401,3531.126967,285.798636,2701.553919
304.796544 ,24.582268,1987.733046,3065.350541,190.499951,2658.855081
320.731635 ,13.892186,1954.912801,3405.016827,190.557534,2513.71683
284.265875 ,19.120904,1951.697157,3349.95554,171.570026,2735.573869
281.239369 ,32.114937,2007.158145,3361.342758,323.458385,2620.70939
321.473427 ,24.682791,1856.885688,3396.074015,185.372863,2693.815897
289.485594 ,52.969241,1890.704833,3522.58147,214.284714,2991.975339
342.399787 ,50.612045,1942.753288,3190.42375,194.204934,2473.324331
281.195513 ,56.185117,2073.928916,3397.288431,204.125697,2553.350928
295.474405 ,28.271866,2099.31803,3599.774978,226.653066,2642.493261
270.299022 ,80.951954,1940.458164,3374.182865,217.881846,2711.591647
304.878377 ,84.608351,1941.633629,3309.393964,185.091254,2524.145588
323.528635 ,50.796347,1975.434256,3842.010787,205.327893,2681.20836
265.251436 ,37.859499,1969.301011,3324.757639,206.362803,2746.674261
324.453512 ,25.531812,1962.85495,3398.596454,213.268957,2523.229464
284.094405 ,81.538808,1969.546536,3021.834091,175.917975,3006.720343
308.133154 ,44.541397,1899.812664,3140.488066,179.875159,2571.90832
355.161129 ,52.155775,1951.665707,3056.965258,184.822689,2488.285662
326.967609 ,69.195896,1990.794436,3135.085208,183.871522,2573.504528
288.701929 ,30.798525,1895.743472,3187.187721,173.298205,2770.451028
22.333886 ,48.03493,173.413873,266.337079,15.889451,179.879897
31.571929 ,37.979137,185.40404,240.835914,22.689967,226.608961
17.612225 ,26.013277,173.09195,258.320173,21.202265,248.436176
33.158383 ,47.399061,164.103389,194.469932,24.795339,256.702716
31.761956 ,17.934707,164.601703,172.904657,23.930194,237.900453
36.404856 ,25.530653,152.566663,239.907234,30.624012,226.889525
25.665717 ,18.492516,153.292229,134.687153,55.188532,181.059464
27.393125 ,50.598244,168.433986,77.001355,44.255833,172.084282
48.672441 ,17.654786,176.836822,172.935037,70.630103,182.403537
40.263844 ,54.171758,185.541309,138.659294,63.000688,166.411047
35.772374 ,65.501592,176.346885,142.293343,68.42176,171.330132
56.16363 ,35.480205,292.944909,322.730344,36.053639,218.705343
59.479259 ,101.237719,293.268946,546.853398,92.235887,268.354544
26.923292 ,133.919989,334.457207,236.220184,89.537917,240.922045
48.958065 ,105.900784,170.199163,119.987463,35.215071,260.68974
78.378199 ,64.189275,177.840872,297.659477,35.549559,199.43587
59.844896 ,71.695673,192.097807,334.699999,38.025401,173.545671
58.371594 ,112.284061,186.329803,145.93585,51.814131,172.407538
77.871359 ,73.561983,183.097705,309.1174,21.025495,187.113096
145.360376 ,98.489053,377.16225,152.976127,20.553907,178.113232
129.988952 ,106.177333,378.464068,202.602199,16.438849,172.490905
76.186974 ,20.809397,357.387024,99.989772,27.449395,184.006959
174.893889 ,61.705904,377.889524,483.697575,42.593979,257.485446
32.885841 ,12.989163,165.123396,138.861654,15.149194,248.180137
58.65437 ,58.557076,176.440177,95.311018,37.299137,172.633655
156.21635 ,29.470511,180.750321,97.529142,46.460655,175.445271
59.308158 ,51.710817,169.515962,99.754541,52.859859,187.888154
55.889541 ,29.058048,189.483871,92.501489,23.910864,173.205624
15.450465 ,11.576952,196.045423,90.119771,70.7267,175.661947
22.741602 ,33.525167,199.603044,139.275703,13.634043,184.272207
4701.262693 ,1957.583885,12148.300129,36146.500378,3933.956329,48017.565018
4677.883987 ,1902.163054,12364.803007,41410.401346,4025.229795,52656.127148
4744.081963 ,1972.036478,12286.93853,40917.199724,4385.952879,51164.082014
4658.600703 ,2185.36472,13452.328042,40817.369131,4296.923994,48768.835571
4706.452261 ,2096.23956,13431.108983,41711.702966,4384.713483,48652.327667
4658.122112 ,2102.109415,13351.068365,40320.85549,4124.991323,49815.298233
4775.471075 ,2155.356143,13489.694743,41547.821052,4134.126326,51835.309397
4729.80974 ,2149.520738,14080.405391,41303.368221,4959.767548,47673.609599
4521.495445 ,2118.085367,13628.870987,39813.050245,4724.54383,48470.098524
4804.21255 ,2184.170672,13463.182687,40285.280537,4655.848544,50779.083782
4668.208178 ,2187.651066,14118.101063,41994.649911,4825.270075,48837.357159
4664.239292 ,2125.97714,13743.215133,41547.15864,5073.648123,48627.057491
4824.330767 ,2170.832459,13643.158478,40941.646757,4882.834547,49884.040409
4727.828875 ,2124.012738,13665.512244,41601.22495,5199.547911,50979.205289
4865.494501 ,2066.770803,13359.09908,41599.602978,4559.04419,49558.850366
3961.629308 ,2028.575896,13565.60245,34668.810324,5139.968344,53549.279578
4029.976758 ,2008.746101,13891.503838,35582.351303,5099.662733,52060.079864
3995.653467 ,2022.748663,13954.092517,36058.48991,5126.00833,53000.820399
3974.181529 ,2022.845832,14016.471353,35269.350931,4884.302358,55154.889629
4688.795757 ,2024.589832,14025.98982,39942.679543,4416.214457,50653.194044
4731.074166 ,2088.857445,13952.026768,38097.152577,4376.092895,47323.377617
4715.247203 ,2127.335634,12795.282207,37634.060927,4162.091098,48228.771221
4879.245633 ,2054.841536,13064.927718,35040.381079,4381.860449,49268.941417
4789.060915 ,2069.101812,12541.397526,34493.59981,4441.386918,48624.813952
4379.81275 ,2105.589521,13171.244321,41513.424262,4292.123049,50493.907131
4439.854324 ,2046.243054,13229.549957,40642.258588,4260.960073,50590.128161
4457.087752 ,2068.317453,12728.161278,40911.38426,4266.518489,49029.568196
4448.883519 ,2088.771904,13194.709405,40947.664647,4494.515255,51040.507998
4457.365094 ,2118.158,13209.274361,38018.298347,4385.946666,51164.262692
4416.366497 ,2152.449743,12659.972338,37223.123546,4156.494548,51809.689737
398.613952 ,130.123042,1533.481395,2077.245726,276.545187,2402.40867
394.068388 ,129.033841,1424.707782,1900.802881,266.812867,2564.941091
553.002691 ,126.745748,1387.866335,2088.858748,261.437396,2286.488008
547.144383 ,143.646903,1413.642307,2063.505785,262.736749,2404.639609
526.889891 ,147.35352,1438.173495,2033.50172,249.933907,2268.140356
587.195432 ,118.346144,1396.587541,2068.869465,272.939083,2447.865268
484.656113 ,149.055708,1475.090585,2006.163162,350.738729,2442.416449
560.659398 ,180.696362,1455.234892,2223.540605,479.6226,2292.96609
552.226541 ,166.985687,2103.787265,2235.427936,289.929615,2541.80134
474.880498 ,230.270535,1629.566304,2057.772927,267.283856,2406.843909
482.403099 ,134.327451,1672.614146,2272.279088,244.058765,2387.63255
442.815425 ,233.505182,1668.62941,2091.814265,252.997202,2424.357487
484.364475 ,153.112829,1610.158068,2315.612879,236.98965,2490.34565
464.48051 ,152.780818,1564.553997,2055.753963,265.777602,2243.287282
553.610285 ,333.357218,1576.507745,1990.297002,346.485672,2559.189085
515.406247 ,227.756239,1638.189559,2185.460389,343.207026,2446.218137
509.614474 ,169.556294,1610.549073,2186.613513,353.08964,2342.641715
533.369923 ,182.107314,1694.117418,2086.713407,293.538224,2465.7611
575.82004 ,197.439528,1564.677804,2138.988962,241.518787,2362.970739
771.608387 ,160.935884,1535.065965,2194.820324,243.713063,2389.440765
462.376775 ,143.427882,1480.856774,1945.92556,309.795746,2359.69919
490.577536 ,122.970754,1484.113671,2252.033668,261.012638,2441.609186
520.589635 ,145.602391,1536.662641,2336.670808,283.783401,2604.571806
507.424967 ,162.538206,1504.892771,2248.70103,260.897736,2277.52534
498.73194 ,142.07779,1498.574932,2076.888105,273.484825,2438.925077
478.616675 ,163.481846,1485.001369,2190.72016,307.696268,2442.545622
495.133359 ,184.690043,1540.234928,2142.782249,268.434082,2412.729413
469.158015 ,130.559837,1523.409234,2228.405059,256.108786,2383.687807
486.10481 ,148.235156,1511.638794,2283.729149,296.023173,2505.283012
451.419872 ,165.723376,1434.659136,2200.719083,280.863713,2394.005858
201.405078 ,66.193633,931.184518,1276.785904,153.118069,1617.299803
216.40402 ,63.71069,1006.390582,1402.241876,166.058766,1608.454945
187.577049 ,66.796032,971.577938,1383.108083,139.189928,1682.72414
186.969328 ,66.583146,1047.571539,1358.072545,139.292016,1511.050981
204.764659 ,92.800091,1022.164853,1390.056729,167.392818,1728.444301
197.515496 ,69.732233,1052.220644,1397.758373,133.326867,1716.996049
222.476718 ,161.560153,1036.869373,1420.501537,144.703332,1708.257415
175.825836 ,212.753222,1055.092795,1327.727785,178.420577,1639.156548
231.336215 ,73.347436,1031.769475,1407.793202,211.01258,1631.951568
196.207117 ,216.452956,945.407873,1400.155053,173.418459,1614.050871
180.923554 ,154.871365,913.6128,1334.631937,152.850203,1628.346192
198.028568 ,126.442398,890.771838,1450.596798,146.531543,1725.574036
172.374204 ,135.173708,1054.368674,1331.525474,143.896469,1807.365904
200.664687 ,130.508423,1046.296597,1309.014195,170.804983,1520.503588
197.215552 ,83.067412,1011.42386,1288.247568,166.745401,1621.922952
174.516421 ,128.126443,1092.092814,1238.206631,151.291446,1593.911847
188.826425 ,80.214523,1008.53492,1332.137833,183.04654,1600.515576
169.689225 ,223.503737,1053.375755,1351.312617,211.547102,1617.072999
192.332947 ,93.701162,1049.581805,1269.728541,189.809063,1641.432615
203.575759 ,76.067305,1006.059053,1451.788913,162.726652,1631.34291
213.902482 ,63.226397,1076.113141,1448.653137,153.246906,1535.162861
333.982972 ,149.122404,1012.67987,1361.426136,168.596126,1773.684151
189.161982 ,160.492867,998.311575,1306.187106,153.413726,1852.569439
335.112533 ,60.693742,962.193402,1262.850457,196.512836,1559.507002
221.917954 ,70.38473,1039.993266,1379.377431,152.428009,1518.721791
198.497891 ,204.664314,1027.565474,1328.218898,131.643077,1600.418575
196.584349 ,95.924413,1014.824114,1296.900079,140.299951,1594.140155
207.461507 ,154.935008,1000.093083,1280.98803,160.644976,1607.099271
201.795208 ,79.826611,917.69711,1077.337942,145.900834,1842.904942
177.58864 ,73.249622,976.152278,1116.44782,139.563615,1733.134374
235.737263 ,158.117333,1059.642701,3391.75006,176.636654,3541.796032
217.297194 ,166.52646,1160.372175,3542.623088,177.663412,3715.822915
227.20382 ,156.695356,1289.491833,3456.10163,173.248042,3747.63694
223.510886 ,160.522089,1453.848257,3405.604333,221.489979,3258.057654
223.144612 ,153.909125,1174.871722,3347.935581,173.347984,3236.21096
196.666398 ,197.286063,1071.308853,3266.451708,174.065982,3566.225992
184.204606 ,164.259871,1196.400958,3337.920169,174.271733,3463.888624
200.102453 ,331.805048,1283.435101,3350.723846,163.454821,3532.916323
221.388371 ,200.277126,1308.08333,3158.920875,185.294852,3943.507858
209.827053 ,170.917203,1191.342994,3758.278799,182.27999,3707.749947
251.261349 ,171.586014,1248.165701,4031.165778,187.724272,3554.039982
212.946741 ,169.738891,1081.102845,3976.923187,204.36702,3644.554524
238.483285 ,168.935848,1197.692758,3726.714904,209.691415,3732.705308
262.649415 ,165.370815,1155.992889,3564.156002,178.401922,3262.362378
214.569858 ,168.653879,1017.029952,4070.511951,205.635386,3460.985081
233.602247 ,166.646894,1106.902803,3828.918081,164.958267,3417.107236
228.002647 ,193.539147,1187.92439,3731.678154,179.146701,3620.635173
216.702001 ,344.706423,1225.455429,4300.443913,195.849504,3712.902629
288.266983 ,184.128231,1120.619193,3713.143546,168.528381,3657.106478
217.699479 ,173.065603,1150.58568,3966.978895,200.838652,3662.550488
218.50098500000001 ,165.24127,1134.359182,4022.264489,253.696511,3447.750416
221.73276 ,243.51862,1351.285131,3812.556784,212.392239,3674.343887
208.145723 ,160.354395,1187.661862,3864.87933,240.805951,3832.090134
217.101241 ,206.206093,1254.49361,3388.493575,274.653666,3250.764416
208.302641 ,204.785275,1245.616035,3380.945862,294.424923,3270.528133
213.696358 ,236.323162,1342.714982,3352.728837,175.226111,3442.741913
197.899782 ,181.924979,1361.95623,3384.065124,181.577265,3651.524923
224.675858 ,170.26126,1370.205854,3476.11273,393.99867,3525.936387
218.839345 ,168.902395,1333.844624,3476.180399,188.468215,3430.861869
205.26671 ,183.260126,1159.039263,3360.294356,160.911688,3497.977719
436.375318 ,1112.691863,2034.851103,8674.823494,1042.64576,13785.119582
439.407828 ,1095.527631,2117.305311,9193.125112,1039.873717,13340.637637
397.048443 ,1112.36075,1880.131356,9127.345709,923.995084,13633.697756
430.589865 ,1120.228435,1734.310507,8980.462505,993.791856,13088.480828
436.482848 ,1181.528403,1715.623198,10064.583059,848.710788,13756.175912
