RandF,AdaBoost,XGBoost,LogitBoost,Bagging,CAWPE-S
158.707565 ,191.025271,543.458106,770.905204,143.235152,1231.782494
168.004734 ,73.25343,566.882303,795.818713,219.165036,1321.174947
88.035901 ,202.012182,562.363328,814.666108,131.978454,1167.986636
139.122337 ,81.132199,804.023939,783.314662,173.911471,1122.809383
119.629669 ,85.869624,557.998061,781.22984,82.670025,1111.726496
80.968561 ,91.422147,510.314827,793.438915,357.983923,987.547991
94.872581 ,70.72718,488.676868,772.180781,138.197516,1127.379688
131.427174 ,150.824578,545.005962,803.109519,99.212255,1264.641199
130.369929 ,70.514011,507.297166,750.525028,72.927337,1174.430283
185.570622 ,57.213533,473.728141,807.015019,112.812228,1177.039104
83.743185 ,92.455642,553.135755,810.869385,80.733673,1190.133779
73.580836 ,55.781588,483.624619,727.820441,100.739623,1138.892922
70.610151 ,140.429096,491.253923,691.592876,113.067747,1712.054907
90.39853600000001 ,84.287546,514.919141,729.255053,72.618236,1665.525459
243.120192 ,26.202448,1809.722368,5177.988649,212.229104,5931.745997
271.783365 ,42.107785,2070.148186,5170.101234,213.855237,6541.055183
287.563293 ,50.206781,2022.609387,5188.863925,201.848597,5902.948373
272.654126 ,13.95377,1928.829978,5837.388754,206.656631,6351.054384
288.268975 ,25.530337,1982.78625,5643.605335,208.228092,6365.213919
246.955346 ,20.716978,1864.937134,5877.908463,201.783796,7337.40487
254.307673 ,40.447296,1941.141573,5658.260408,241.57208,5447.939706
298.549066 ,20.234996,1946.83746,5641.567691,242.612202,5353.130763
271.91424 ,12.876459,1959.690524,5658.342745,220.305471,5655.602306
287.103713 ,35.457451,1955.597588,5947.685811,236.889743,5248.379041
284.303779 ,29.363539,1947.682625,5755.860773,245.21521,4872.753809
281.951045 ,48.110132,2078.177733,5726.18641,231.402865,5378.16621
278.901874 ,29.518164,1880.002898,5714.260524,226.995533,6212.919871
274.5991 ,22.990118,1882.15776,5646.907174,204.800949,5611.475192
252.989381 ,35.684386,1899.27037,5574.649958,215.508184,5263.190293
311.807328 ,60.139183,1907.495529,5507.989349,199.962959,5106.642797
286.466149 ,28.354963,1922.215812,5746.834843,207.361641,4908.478779
282.380573 ,13.78724,2068.978722,5712.977203,212.488776,5472.534764
296.449939 ,27.350382,2113.817831,5638.964215,215.208065,5321.160717
296.610985 ,31.821708,1992.138712,5664.773995,221.847251,5406.143444
284.394509 ,21.957041,2002.336568,5572.810661,207.476853,5425.2413
262.360258 ,37.16395,1956.214939,5605.922665,192.942116,5405.22058
300.461254 ,27.299433,1958.795669,5601.068205,223.652489,5620.129482
292.623895 ,34.609591,1981.157272,5604.916063,223.949449,5403.641274
259.0875 ,49.481249,1954.182363,5515.570646,210.347553,5307.787865
261.113432 ,47.81349,1887.166707,5296.932315,226.007857,5581.909093
276.41905 ,28.375739,1908.943965,5351.223286,219.890219,5246.929295
275.037564 ,27.912193,1856.25053,5317.882974,204.472734,5241.733988
240.381078 ,28.054808,1902.56496,5436.781737,200.598573,5177.794751
272.866494 ,22.530412,1876.618355,5344.773407,208.38424,5856.346729
201.587373 ,19.118402,2038.086818,5225.904674,234.128206,4829.204822
287.891356 ,23.368023,2278.803942,5175.844371,240.727314,4901.169719
356.022903 ,20.136559,2189.978464,4959.690082,245.180176,4830.306198
286.734396 ,58.457099,2208.204967,5715.308984,239.698236,4474.962302
279.285869 ,49.673166,2147.851903,6036.15164,253.895245,4402.777489
280.576424 ,65.300406,2152.974982,5803.172664,384.418329,4571.347768
276.638262 ,39.764256,2167.223295,5638.399799,497.107297,4642.590659
271.102276 ,15.317451,2125.72586,5620.253087,315.112702,4391.946299
302.346097 ,32.462554,2251.105642,5945.745507,275.753946,5087.068426
289.255708 ,60.446342,2184.618342,5974.208191,287.371257,5387.716594
284.204803 ,90.694288,2341.519438,5987.276343,285.480516,5495.175609
284.105459 ,79.47599,2309.273477,5492.496914,244.098078,5170.745194
292.694235 ,69.411182,2220.60068,5744.141129,278.141317,4709.343084
279.155842 ,22.808572,2452.834959,5533.735935,273.279841,5144.792363
266.641926 ,95.086352,2384.943801,5621.376889,447.7755,5448.937102
335.336921 ,57.714864,2355.981855,5664.758276,312.638682,5825.487231
273.692954 ,92.935888,2274.040444,5559.276866,249.710831,5180.209462
269.908859 ,63.877476,2374.606324,5550.363651,290.984206,5035.236857
292.716787 ,58.878467,2390.173925,5671.312009,278.976982,4847.870892
273.695599 ,17.816716,2372.541608,5561.326904,278.996795,5184.917075
264.728995 ,124.599784,2303.735957,5810.412259,247.708802,4552.317885
301.014237 ,22.570425,2324.878366,5818.486346,340.969594,4645.854079
311.481031 ,77.480777,2382.262872,5434.553156,247.815462,4698.629497
260.161305 ,110.677426,2241.659144,5450.377413,259.171374,5337.636506
270.927094 ,97.366197,2322.861819,5586.742209,301.662581,5140.70832
278.988604 ,88.043742,2223.396966,5846.960062,311.970594,4988.926551
272.963421 ,64.806742,2131.911178,5421.2314,326.124377,5558.202543
257.725421 ,92.729541,2261.398851,5631.011851,259.293633,5881.464969
247.373578 ,59.07217,2380.725813,5741.629647,248.410819,5772.9414
253.051082 ,69.985764,2191.567741,5604.603837,248.344513,6039.303568
299.758174 ,28.204224,2337.8263,5326.787148,277.365969,6353.941209
300.990167 ,30.967925,2304.595365,5223.724801,265.016476,5943.46055
288.894571 ,27.748631,2278.514966,5404.460243,269.648402,5923.367507
304.214439 ,73.488644,2399.600432,5701.588361,267.525688,4901.105963
324.33246 ,28.257443,2350.679293,5566.580548,256.157912,4871.138171
288.068348 ,41.474408,2274.214837,5526.628783,259.023375,5113.990403
335.356851 ,22.904216,2339.767938,5410.169544,268.129411,4913.110619
406.825409 ,19.921059,2416.988225,5344.003532,262.122381,4834.934301
462.456943 ,167.36444,2314.48015,5833.367271,271.93519,4824.520893
307.960637 ,143.017707,2300.364655,5850.884974,244.824139,5076.140469
280.83042 ,71.663315,2249.169696,5795.874361,256.726983,5100.436583
274.78945 ,38.415808,2192.787097,5503.534272,246.442999,5271.668659
348.073766 ,114.132802,2113.00595,5663.544389,249.403849,5407.003406
386.210329 ,35.448996,2109.897585,5523.656869,238.277848,4869.256623
419.328744 ,128.562026,2257.220222,5666.126315,257.347917,5048.945587
310.803591 ,88.527701,2358.072629,5690.7383,265.319486,4816.997707
322.122026 ,68.307641,2416.073107,5832.875889,303.105008,6930.644899
288.637284 ,74.725369,2352.470741,5804.097917,254.387635,7304.870637
311.586265 ,61.062919,2250.331283,5691.362535,260.440756,6464.555431
281.921598 ,46.28032,2244.119739,5515.454405,333.662814,7038.337292
333.474295 ,62.770952,2134.218747,5168.729835,264.37133,5958.831987
313.221141 ,43.305302,2311.751718,5559.133945,290.561007,6118.080411
324.234896 ,80.453686,2320.862499,5831.85756,269.300483,6765.993726
303.228938 ,35.054867,2265.687093,5745.900361,329.864485,7002.5233
277.003054 ,30.136697,2142.102364,5746.693976,298.665623,6912.797079
279.818754 ,75.742217,2251.549432,5861.935255,259.060814,5153.696461
246.99989 ,44.966251,2045.57311,5893.975593,255.645312,4949.05577
262.141772 ,75.104312,2097.060087,5591.189015,238.077433,5528.699514
263.402045 ,122.741956,2076.399682,5656.457458,241.035752,5254.344967
284.331672 ,113.068268,2230.868209,5613.671324,255.795968,4506.668874
48.11341 ,33.898641,451.398788,500.809236,52.859225,630.291135
46.740804 ,31.337115,405.169927,461.543417,38.912671,743.868544
37.35341 ,31.365319,374.183085,508.721225,41.769828,815.094834
43.01497 ,31.704894,408.856577,463.354542,53.511675,804.464173
65.401394 ,134.344381,384.154347,478.139896,48.674278,891.109124
47.419571 ,117.142681,390.682357,504.774278,54.219419,1074.908629
79.286721 ,238.270356,387.455123,541.083524,63.506006,1122.862514
48.89262 ,159.378177,397.072719,481.404652,58.83527,1172.822896
65.079955 ,157.45064,439.081442,467.350442,47.216614,1368.50088
44.163598 ,293.475764,397.058958,480.642799,64.478822,1109.495226
48.449462 ,111.922207,417.013901,481.812817,47.186394,1285.413284
47.550915 ,74.040557,470.280637,508.146534,41.061504,704.910755
51.129892 ,78.424477,425.35204,480.606342,63.33417,699.993555
48.946561 ,103.606198,446.22247,508.396332,57.921372,796.759307
46.512589 ,168.027362,449.934445,512.910216,44.832634,720.007276
55.44157 ,82.316711,425.430589,467.379738,52.220287,1003.113087
64.927883 ,145.849021,380.456715,475.545725,65.307874,1101.699521
48.357967 ,134.002513,377.511959,515.956446,56.677369,1159.224353
55.376747 ,120.802953,408.414462,502.961691,45.96508,965.656262
39.96178 ,87.430161,411.352333,497.38512,64.808162,1001.992254
42.458829 ,79.615104,379.505905,507.060566,59.389932,842.537348
47.115867 ,80.691494,419.405643,496.725501,64.482203,819.875514
48.578077 ,46.890336,430.706963,524.961032,70.934117,702.733115
84.966553 ,58.257564,432.767621,467.897924,35.50309,696.846485
42.928879 ,50.709526,352.976523,520.63921,38.939553,1295.769532
47.966703 ,57.908018,354.389254,522.667265,40.363245,1740.959137
47.122875 ,68.067186,407.19316,517.535903,45.624361,1443.527849
65.871164 ,65.832859,390.976745,497.396347,42.608806,1336.16712
96.846838 ,57.382771,356.378795,528.783931,46.954383,1559.443712
88.180821 ,71.060913,392.947585,458.867402,36.039737,1661.725829
218.276535 ,11.842629,2290.796154,7284.305885,425.357663,10724.222288
213.95922 ,11.201063,2282.525976,7392.929662,396.776198,10090.081153
200.603478 ,13.014188,2429.123181,7453.367965,417.533507,8236.310748
205.363021 ,9.62498,2582.091903,7390.643551,499.551589,8925.103059
257.607312 ,19.710079,2408.949354,7381.32026,370.973237,7975.975441
200.209021 ,10.454117,2358.270825,7258.465279,424.986229,8719.698733
207.074484 ,26.758433,2381.548931,7232.703358,351.588227,8506.466124
261.241358 ,14.188622,2327.139815,7386.176924,436.207539,8619.847233
250.196469 ,13.318482,2546.195663,7618.033572,350.529491,9243.123358
233.690875 ,9.794164,2520.122296,7422.268332,385.983169,10286.004703
229.490025 ,10.120442,2649.712054,7315.974651,370.280275,9757.405957
217.788452 ,10.848063,2378.005811,7553.112577,405.935204,9032.887269
356.454088 ,16.905229,2586.97411,7523.099331,377.856867,7295.148204
221.066273 ,11.162113,2571.02053,7589.986916,372.978965,7071.622168
209.997794 ,10.059889,2578.281975,7441.836939,357.888158,8168.255221
182.686317 ,20.559913,2518.914973,7394.668236,644.253115,8836.391631
196.368822 ,16.47987,2457.363215,7397.791396,437.619466,8197.093646
208.258717 ,39.335926,2531.754893,7375.48156,512.628362,10381.258348
222.35871 ,12.720798,2634.486141,7435.311081,415.33881,10593.03103
241.387146 ,16.941455,2432.424353,7571.812473,572.827125,9807.88312
212.233517 ,58.409162,2631.880217,7677.586328,650.007217,9723.314757
214.536123 ,58.926738,2492.747973,7246.613236,420.399874,9418.408556
214.650459 ,16.089587,2511.421488,6689.254201,504.12284,10722.434151
220.922978 ,25.485263,2580.868248,6721.8522,453.671063,10445.788722
220.210155 ,20.157676,2267.914794,6665.402749,522.11521,11047.16166
195.705657 ,8.947588,2559.581376,6795.464135,336.09216,11112.044361
217.879231 ,22.657973,2552.658334,6905.705556,372.837393,8736.401694
220.347144 ,37.182001,2751.565493,6923.609982,384.880753,9375.919369
223.04921 ,47.291918,2744.760059,6952.540355,380.394282,9486.161578
204.991843 ,24.133669,2552.64632,6835.890122,343.723625,9231.348769
242.601529 ,11.391032,1200.704244,3443.532078,236.821131,3898.204887
255.80894 ,32.647918,1255.155384,3739.503726,232.571676,2975.608209
239.713067 ,10.051568,1230.802387,3765.612129,219.717556,3181.979713
242.076632 ,26.823651,1247.392225,3728.36851,255.037193,3162.86254
230.275534 ,10.336828,1177.705481,4048.749875,243.521744,3030.802299
250.014975 ,29.305161,1239.534253,4182.30462,243.673894,2828.55376
251.579645 ,26.183981,1280.343198,4187.15594,242.677327,5358.417995
257.589062 ,22.289921,1291.116956,4006.645244,237.270875,4952.177106
246.913169 ,15.289281,1265.83964,4034.050858,294.560971,4584.704211
259.372494 ,14.738483,1302.809187,4100.664162,251.959333,4384.523642
242.600379 ,18.129453,1270.060046,4017.134363,227.033751,5242.742124
274.716663 ,10.58623,1286.035717,4060.354094,240.486785,5023.735827
247.164931 ,32.585639,1285.226723,4235.17698,225.874666,5407.461271
233.262533 ,17.151352,1169.836761,4212.808215,246.457909,4774.931106
243.015324 ,45.600665,1363.451674,4150.53574,236.431063,4765.452799
259.40666 ,19.535602,1387.025283,3975.982932,227.83089,2995.11589
273.270666 ,17.937103,1331.110233,3791.289676,252.626823,4582.559512
262.699496 ,15.543952,1396.150298,3980.167445,239.806004,4547.731137
254.771817 ,9.90174,1265.004978,3699.448047,274.501976,4654.507337
235.027009 ,24.106845,1294.712179,3659.369578,265.842234,3485.944495
232.619264 ,10.652789,1412.512445,3546.521286,238.534472,3293.941691
245.462352 ,25.153908,1337.452625,3489.869684,293.16078,3381.276702
258.590512 ,14.521049,1330.525868,3477.319577,241.262457,2816.579351
241.30869 ,10.525419,1311.673707,3487.163913,300.699833,4500.665849
226.150945 ,17.617226,1352.412297,3529.433171,229.314246,4131.729692
258.664532 ,21.781596,1351.143909,3681.759468,230.94407,4382.26974
221.562964 ,17.271139,1370.32595,3387.122364,238.244609,3325.990552
226.141235 ,29.325432,1375.216177,3616.647507,209.278305,2850.874031
212.099704 ,16.537108,1381.412069,3434.401317,209.518194,3032.545447
215.382951 ,10.571318,1398.359878,3568.541321,203.570556,3047.711045
194.539494 ,47.336996,694.021779,900.100566,192.813954,1140.882736
225.4596 ,52.352848,985.588142,865.867856,131.817579,1153.485513
218.474496 ,52.960355,774.856794,902.547799,221.030894,1172.38378
182.00636 ,133.26335,729.880166,812.699463,149.110266,1069.724949
195.0665 ,94.856416,745.252122,784.899209,179.646525,2632.111518
195.38444 ,63.098991,773.443333,822.788841,288.075965,2567.547815
206.221999 ,132.004191,720.656548,820.475632,154.46656,2659.701603
247.317251 ,57.863951,772.830525,833.335984,156.749673,2590.839806
200.048207 ,86.68208,770.143721,805.67016,142.42486,2691.225543
189.939277 ,90.396141,762.052181,814.736289,127.873472,2478.098892
192.241476 ,72.609748,739.197779,886.860525,101.780929,2681.368947
310.916069 ,159.810863,755.398791,805.284441,109.222004,2559.885699
196.247816 ,102.484847,783.038941,879.989869,162.337974,2479.865559
220.929321 ,114.254999,752.331941,921.517832,115.423163,2478.828986
238.746058 ,51.462217,750.308727,861.20884,263.302682,2652.309716
188.880283 ,70.982601,828.984752,821.155369,93.11026,2385.76391
197.01276 ,55.456933,851.52012,840.701327,119.693541,2690.14124
174.58568 ,63.290388,817.553572,887.28503,118.477386,1055.893236
207.737932 ,62.098312,782.159868,915.838116,171.030813,1434.810521
195.313971 ,58.156794,784.567655,969.326477,244.26224,1533.108081
211.009906 ,48.423964,818.77247,922.599143,120.75539,1612.546823
218.08697 ,50.270922,870.035429,884.16331,127.788397,1155.823286
179.091398 ,54.33645,834.442512,860.106883,108.214626,1124.267194
191.610069 ,52.57251,826.997847,839.13795,107.667489,1158.326343
227.016279 ,55.348389,814.324191,918.670588,167.680633,1216.427243
191.42397 ,177.83037,801.452562,829.126627,109.39458,1173.427422
188.497069 ,92.789364,806.668236,838.20624,86.937914,1580.601903
210.070648 ,124.139498,766.792471,841.455538,90.58865,1730.092958
220.211205 ,58.337493,795.585231,859.462999,90.923181,1465.228465
168.728994 ,124.44615,805.901492,845.737603,95.810413,1054.325618
75.330665 ,11.418889,734.753307,720.931406,49.956036,897.910288
115.973763 ,7.716675,719.676805,787.332668,91.776687,953.239921
167.714345 ,14.511852,737.350745,798.951909,81.068771,943.661905
190.784531 ,9.070895,685.014922,788.371369,54.810108,1072.261524
100.565448 ,8.730082,734.54369,806.302375,71.576176,1099.848125
223.827656 ,10.834809,868.910917,795.936794,75.769573,1080.346418
93.906016 ,17.34503,871.722071,815.558504,69.111455,1149.460578
122.365919 ,11.900167,674.013495,854.083593,73.646686,1235.171313
136.807901 ,19.117289,664.148179,845.140529,53.218083,1072.087675
171.650955 ,35.789232,678.307927,828.933529,75.242258,1069.216497
140.827581 ,34.458755,615.242566,869.526504,66.47566,1088.252057
114.913544 ,21.329813,628.996152,848.952264,75.059189,1051.931704
101.274889 ,37.017643,611.38734,855.660719,97.442445,1121.051891
105.659225 ,40.917661,634.522881,817.89435,119.303524,1056.065851
169.014088 ,21.126721,663.421166,840.100415,109.291421,985.4056
114.162687 ,24.546089,637.581848,845.470441,163.884271,996.504156
94.200872 ,19.369067,671.622214,937.850763,206.653251,1969.204478
113.433201 ,28.111865,616.293353,843.259084,96.493659,1883.391899
253.666645 ,18.808592,642.072914,867.471651,68.847063,2110.333675
92.640319 ,22.793435,593.302839,844.40585,153.878651,2042.049911
132.331488 ,37.576424,629.837279,817.418572,200.36002,1027.590743
229.99498 ,10.042586,658.034602,819.319656,71.015984,1046.309455
86.336856 ,20.264701,626.373021,883.150872,207.884142,1133.86032
127.189104 ,21.920968,636.264159,835.49814,147.976447,1162.903429
123.737963 ,10.486316,633.686756,830.513854,164.814796,1059.935947
172.267635 ,8.662317,629.584175,896.158375,207.912408,1197.440515
133.729071 ,26.624268,578.990881,833.118976,129.299095,1144.47316
128.286863 ,9.701413,637.229078,850.292019,51.580165,1130.918253
100.493398 ,10.996428,781.941804,875.219487,62.130553,884.25001
135.487538 ,21.034698,790.440884,780.931634,62.687401,1059.780536
261.82039 ,45.078889,2124.426582,5198.48199,381.317384,4363.241371
268.841532 ,12.066612,2118.296198,5175.615648,332.63339,4882.294848
270.64271 ,23.608385,2104.588088,5181.505729,400.403062,4156.073571
278.889922 ,21.797506,2056.82633,5183.494099,346.768373,4504.122339
253.224026 ,44.965884,2030.568234,5178.274107,357.534002,4228.760959
275.41488 ,38.838658,2163.784256,5253.52497,360.078461,3949.424609
272.204998 ,100.613984,2117.325057,5190.896359,340.790009,4211.288434
296.437308 ,94.944813,1985.696205,5525.103566,378.240872,4789.411895
304.081551 ,94.769677,1966.619115,5318.823481,378.626554,4486.107684
302.87728 ,57.104056,1982.270428,5408.165757,333.747223,4575.112984
288.859457 ,48.067544,1991.053106,5407.613566,360.422851,4589.349676
303.517199 ,49.317201,2016.878896,5470.332886,336.087356,4994.71327
300.66112 ,54.048923,1984.34984,5489.239599,396.736306,5479.894251
290.765355 ,126.844787,2079.762542,5680.199441,405.30761,5517.754903
298.328034 ,21.154091,1781.717988,5397.871587,374.149958,5576.214964
297.628605 ,95.4487,2181.545132,5479.642071,389.886679,5316.800383
296.646742 ,32.666998,2167.019438,5440.517142,327.489967,5218.352467
283.067098 ,44.000473,2200.529029,5531.970586,462.861616,3823.32579
264.7476 ,40.891198,2225.553008,5430.644245,412.175392,4441.279043
269.498481 ,30.505253,2266.562648,5286.326025,352.656344,4373.103848
240.842796 ,10.74651,2063.695245,5088.436565,418.864543,5262.247598
244.600765 ,30.091649,2244.97212,5343.678454,392.908416,5216.646935
287.082399 ,28.974964,2121.710778,5056.876756,339.52552,5839.663179
309.895858 ,20.099449,2156.418127,5115.505316,428.000259,5418.016971
275.828379 ,15.746426,2184.915091,5416.544445,322.321668,5669.810285
269.167927 ,23.095034,2014.36993,5059.060422,462.812871,4816.073149
298.955078 ,31.901627,2228.538004,4923.705042,396.832609,4378.285728
299.478004 ,19.109613,2231.813743,4903.732279,317.661153,4584.899842
279.981864 ,22.834008,2096.234231,5073.434457,418.658888,4435.069406
239.889319 ,10.833388,2239.844823,5211.263213,388.475947,4646.007038
187.855429 ,111.511955,1091.647373,1611.677864,205.391244,2851.03422
172.757267 ,106.211651,1093.905223,1599.724981,171.486789,3107.768283
188.15196 ,96.614851,1014.059893,1623.293565,194.080523,2785.942814
175.517578 ,135.729714,1169.398796,1571.778459,189.233074,2893.560018
182.779203 ,97.498683,1031.103781,1847.556242,170.153028,2751.90536
188.854974 ,90.32768,1041.91382,1841.74946,170.021306,2739.442114
189.784216 ,96.833757,1021.402801,1856.034497,182.504343,2458.455793
179.079312 ,112.002467,972.407169,1877.437864,163.706519,2629.999591
184.877557 ,97.207609,1025.567736,1919.19829,153.1296,2544.764669
171.963203 ,112.427743,1011.324134,1854.620904,211.24978,2588.739396
195.293659 ,85.482271,1064.694816,1801.604267,246.253616,2393.336994
180.361365 ,120.735744,970.419332,1942.294451,173.08335,2377.989147
212.55809 ,101.620578,1004.421156,1830.563347,316.812709,2456.351482
191.201182 ,108.032305,957.627856,1880.037077,183.588412,2699.703217
182.164392 ,88.507549,933.049834,1799.046382,214.724593,2337.062318
154.795639 ,129.341875,873.201389,1833.057344,156.698705,2530.911139
179.242288 ,115.084106,989.058365,1770.75186,239.898827,2401.361242
187.515844 ,102.667582,954.147382,1726.113111,198.417981,2498.216208
244.121021 ,164.810798,952.992563,1711.736476,232.269386,3521.387147
340.915118 ,98.239324,1018.798688,1739.163294,188.762735,3699.202092
221.201213 ,159.048515,1071.740617,1682.315703,226.398958,2955.723043
182.11109 ,112.034994,1007.07924,1788.372617,337.819467,3364.16123
169.471389 ,99.078799,1059.941839,1573.663604,202.448138,2402.712262
186.081613 ,116.591149,1122.601579,1845.853783,209.6642,2401.581296
198.647952 ,102.050362,1109.741038,1826.581861,202.342193,2509.35317
203.588224 ,97.380665,1120.093282,1775.795043,224.854391,3077.105279
192.286491 ,115.170928,1059.817609,1843.364235,211.633378,2932.417701
162.872441 ,114.340168,1087.602122,1847.667265,156.974947,2488.226835
189.535701 ,111.720963,1033.710338,1763.001215,316.445623,2477.629168
193.005491 ,146.106366,1019.319621,1744.683897,202.765588,2577.053555
112.092159 ,8.684371,963.858679,1850.347242,120.317695,1941.720855
119.555832 ,9.109501,997.173734,1969.870257,115.735674,2356.742237
125.67253 ,9.207025,1076.468628,2033.756453,118.4323,2129.381333
187.656904 ,9.210233,983.498083,2015.989083,113.613989,2195.315783
115.360263 ,13.223218,1020.690958,2024.097242,125.258595,2217.793732
123.656246 ,9.408349,948.64334,1907.783084,124.309417,2376.569455
112.49414 ,9.573655,951.298514,1997.207087,138.063919,2043.126788
112.286636 ,30.860434,948.263683,1977.681238,123.40994,2049.190797
111.249187 ,25.060035,925.507192,2022.040069,233.073574,2089.693316
116.02208 ,20.328151,969.853954,2029.682185,191.94746,2289.821957
182.336199 ,11.614815,966.0561,1966.737957,129.116876,2227.423003
151.650112 ,25.376769,1010.978159,1995.877001,120.815267,2212.605927
122.863478 ,32.529387,1074.243844,1964.490407,125.831786,2298.91523
146.826251 ,22.748596,1007.81938,2014.423439,127.533,1865.131863
132.254137 ,9.865644,922.597829,2015.649927,265.045353,1958.227916
130.165526 ,13.869982,977.588729,2053.928431,149.939292,1820.361688
119.007288 ,18.515604,953.120728,1997.234269,192.331101,2455.61992
142.294009 ,14.526084,997.829002,2028.3347,114.093661,1991.70353
253.678926 ,11.991755,964.757329,2020.426048,118.392426,2318.820736
107.186844 ,9.362504,1014.44482,1993.883705,111.674147,2198.561013
113.031091 ,15.945986,998.38577,2012.202132,115.582863,2175.137909
110.842179 ,43.915822,960.712978,1974.153317,121.156266,2197.138351
118.303105 ,47.424126,1066.606836,2156.413273,162.542479,2206.700682
128.426858 ,19.01876,1046.854538,1885.454003,151.786645,3184.12752
126.450466 ,31.234143,981.242891,2058.054587,105.727085,2542.476818
125.550384 ,37.22961,990.63662,1920.500202,124.312155,2839.659363
119.344474 ,28.620653,1005.471752,1930.809134,117.528985,2953.518235
127.398314 ,60.699716,968.280454,1821.84015,133.726931,2790.810398
127.099459 ,39.155851,1019.393309,1882.759635,258.297045,2873.425166
117.231842 ,16.464165,966.46934,1927.406413,227.588432,2225.096798
195.448691 ,10.839116,1538.168503,2890.699813,239.0265,3081.005643
210.381196 ,10.884082,1683.584879,2947.642194,229.069695,3081.833889
218.811805 ,9.490779,1625.446703,2877.492842,232.017002,2757.064249
211.887295 ,9.086938,1639.865041,3020.040452,230.204322,2949.109869
221.119841 ,8.46862,1737.400116,3033.496974,341.035284,2822.688902
211.450746 ,17.466202,1675.718524,2992.905953,237.845952,3129.259472
212.931478 ,14.493083,1724.376742,3122.4805,300.373322,3034.054337
209.268323 ,47.322626,1640.565151,2911.547855,241.303167,2945.543382
232.268194 ,36.571557,1684.453404,3283.376057,253.785821,2667.790551
220.635522 ,13.768358,1773.403255,3402.604738,241.500457,2651.322538
229.468245 ,11.001484,1664.526516,3420.212151,274.620112,3540.88665
241.041755 ,21.487972,1635.023853,3284.776624,240.319244,3832.702627
227.961675 ,21.339236,1686.000695,3363.964146,253.356135,3579.319333
223.36429 ,21.162654,1538.216008,3368.707138,225.766479,3268.832767
230.473119 ,13.874117,1596.152854,3400.287873,246.2147,3417.347875
238.407261 ,32.957716,1559.070231,3271.57116,231.532814,2917.992136
245.185054 ,19.347961,1621.942764,3423.244831,237.745613,2782.408445
229.013121 ,13.023509,1709.499364,3362.108713,231.672076,3147.896883
229.025193 ,13.495303,1703.962577,3342.515531,226.426965,3188.681459
243.559089 ,29.818774,1699.368662,3229.228234,235.230475,3173.991383
233.865045 ,10.944195,1600.6579,3166.395562,213.436999,3466.961845
245.865418 ,22.110002,1562.970698,3263.293248,236.360504,3426.506358
191.753582 ,35.490438,1519.728768,3254.017661,251.175797,2760.075234
228.101363 ,32.263942,1548.531184,3029.414078,288.666916,2826.418931
222.962107 ,28.343862,1515.121589,3230.002189,241.730401,2822.495372
229.596952 ,27.094116,1529.459579,2990.821362,292.237306,3038.179118
216.333743 ,48.819245,1566.999585,3040.440619,225.293947,3215.713483
206.921432 ,36.48804,1553.424817,3219.066978,301.380426,3723.826867
221.535224 ,35.720224,1598.004181,3269.939374,293.189438,3797.636957
196.811245 ,63.85243,1641.624575,2863.966662,246.952048,2819.157213
86.449135 ,85.109759,676.240221,1082.545653,159.165985,2417.66997
84.415187 ,82.521191,666.325064,1118.962955,99.769449,2662.767842
97.60899 ,78.9733,669.580571,1260.988684,123.786444,2447.419259
101.269413 ,113.396679,609.92875,1152.13558,105.19388,2480.089019
102.515453 ,173.954785,679.410442,1252.428272,99.492878,2610.048959
79.487982 ,101.490009,627.199114,1205.643312,101.878656,2454.728735
81.088684 ,105.02318,622.451689,1234.43962,101.886588,2127.632997
283.609987 ,96.757179,612.16063,1201.504964,134.542423,2265.921554
205.890437 ,91.06965,569.167174,1204.856761,91.94924,2744.46515
84.032119 ,87.752742,625.796884,1240.514207,103.647232,2584.786409
83.937257 ,196.242878,613.44986,1234.518172,105.477327,2452.010294
260.783192 ,86.132234,645.062064,1214.54986,118.302755,2656.539973
194.428856 ,126.077249,600.488873,1212.159758,203.271532,2627.468715
83.730059 ,110.557384,625.745094,1028.38342,147.946724,2498.265687
81.567172 ,84.790477,628.179211,1257.64371,107.091853,2172.028849
87.565577 ,229.415444,630.106901,1204.548962,105.407189,2177.985318
97.186027 ,215.772275,646.21515,1287.957136,173.726958,3107.705849
84.049399 ,103.535005,616.688785,1275.02145,99.228233,2729.637626
93.305164 ,106.673997,614.145223,1273.197558,96.244302,2762.895897
82.758777 ,187.119111,642.629263,1214.948826,93.462931,2309.162314
95.683254 ,104.410246,617.331624,1247.263022,97.724739,2306.420932
98.294172 ,93.043691,577.897085,1304.215409,92.370511,2226.578251
92.313809 ,124.423461,645.784904,1282.410616,103.969477,1981.264825
90.167119 ,93.170977,603.243839,1197.939859,141.607315,2150.359047
88.548643 ,99.664102,638.723957,1243.951028,101.59899,2334.424151
89.619357 ,93.284102,644.321676,1264.232906,117.205021,2222.313995
90.08717 ,101.561348,648.26793,1299.63892,109.160542,2178.745508
82.624189 ,94.214763,654.659435,1072.100122,90.858642,2313.832062
88.506202 ,103.547381,619.634669,1111.248659,101.73889,2290.393793
84.396008 ,151.849758,632.954901,1116.744976,101.512783,2272.842674
5742.899783 ,6928.650274,31149.440983,43830.429228,30932.71216,249702.080516
5745.310512 ,6971.592637,31079.426524,43224.946466,32818.392204,246057.956739
