CAWPE-S(ConTie),CAWPE-S(alpha=4),CAWPE-S(RandTie)
-0.0028511129706581652,-0.0030344203184596665,-0.003054809395487579
0.0,0.0,0.0
0.0,0.0,0.0
-0.001147291922228951,-0.001105465369792158,-0.0010926412916037465
-0.00594875281505145,-0.006860246440406037,-0.007463454268587992
-0.01110279429092483,-0.011118564281542447,-0.012957462970365641
-0.03784476779307252,-0.038251479534511766,-0.03893453060677059
-0.002019399292576307,-0.0024593981527951114,-0.00271010715114249
-0.06222222222222222,-0.0288888888888889,-0.06944444444444445
-0.002007166961394983,-0.004488763876612626,-0.004567896404365812
-0.008778500558512441,-0.008905972797161458,-0.009168802155200783
0.01188448662141988,0.00984758176814384,0.006694659166913623
-0.0012387972620207114,-0.0018590129159799073,-0.0018162069283545652
-2.842644122905987E-4,-8.478584335197178E-4,-6.851579670031619E-4
0.005933479532163906,-0.004550851767098722,-0.013568681667937761
-0.007610534561080581,-0.010845115523092785,-0.014243843014946545
-3.962470384009838E-4,-5.298823053328516E-4,-6.43170822575867E-4
-5.954170205777006E-4,-7.487903502590617E-4,-8.766131697487856E-4
-0.0016679505529421323,-0.001721174689409292,-0.0017731810238283852
-0.0039595862193733235,-0.004304346870177952,-0.0039595862193733235
-2.9408072047548695E-4,-2.977893140457451E-4,-2.9705773728724296E-4
0.09642883862107325,0.0994055189501832,0.09862602935911235
6.409944930351889E-4,-3.700267985983885E-4,-0.0017565965780253045
-8.751215862327226E-4,-9.069958847736685E-4,-0.001031350542461662
-0.004054588827235602,-0.0040249328181782805,-0.003978147595508452
-0.006958238418536492,-0.008888687928916545,-0.010003885322969008
-0.023531680805226454,-0.009448890564877506,-0.009852237456810024
-0.019925213675213636,-0.025591880341880282,-0.027117521367521356
-2.520484958205005E-4,-1.1358158810756969E-4,-1.1580778054965194E-4
-0.006014692378328394,-0.009978027023481233,-0.011847369801914953
-0.0087315150808007,-0.008438411884880008,-0.008591813306460099
-2.686983732290075E-4,3.52284001715227E-4,4.003142938630725E-4
-0.0018262975269523547,-0.0017725531968396547,-0.0018830041099013983
-0.0703282828282828,-0.07866161616161613,-0.07664141414141411
-0.011151022838747667,-0.010987285020572153,-0.011784323857249143
-0.024152933734594352,-0.023453978832736484,-0.025809249420946232
0.012016402773067314,0.005386408516029332,0.004983532345595668
-0.030583504075550445,-0.028995716577999563,-0.0346422633510269
8.568643772596289E-4,-0.0013653145687106034,-0.00292389233911019
-0.027438779606583693,-0.029138230964806604,-0.03054328917436102
0.017419625177003958,0.015719490805226676,0.0014166422705878718
-0.01541571392374309,-0.021458325979686787,-0.029811572648651214
0.019227591221576912,0.0046514190022925745,4.5390445972250576E-4
-0.04719871327066746,-0.03499874739949274,-0.02989648799863514
4.3103448275859656E-4,-0.0017325895875591967,-0.0023791413116971047
0.0014523984215258948,-0.0025153268752656182,-0.003445305949069999
-3.0585800282765624E-4,-2.8355707143582116E-4,-2.869094990306779E-4
-0.009216993090255607,-0.012418979391167317,-0.013604020762681523
-0.002373333333333309,-8.711111111111077E-4,-9.688888888888821E-4
-0.004724200818389442,-0.004355371113187004,-0.004346840245752778
-0.07985754985755002,-0.06492747992748003,-0.09422817922817933
-3.8161277712353743E-4,-3.8024516057413675E-4,-3.8048568731998317E-4
-0.0059038800705467,-0.00613095238095234,-0.006493606701939969
-0.005189978465372073,-0.005364863188175465,-0.005364237876546814
-0.025591140159767663,-0.020090380933518233,-0.038097511058295404
-0.020598497100937488,-0.02286761540917178,-0.024549394213018754
-0.002525277852358095,-0.002375882417910565,-0.002328908181461664
-0.01127913292373094,-0.011363582270355681,-0.011433012426343325
5.401505115313713E-4,7.168682647736365E-4,7.583915643099089E-4
0.004883009607606033,-0.00391386162991099,-0.008404626044702023
-6.177872304733285E-4,-7.450236009101218E-4,-9.445128174336996E-4
-0.023632317167849172,-0.025840622466056833,-0.02924796853165044
-0.011515272648287455,-0.01291101676001403,-0.015394411979104876
-0.006192564745196886,-0.0071515594541915325,-0.009062587023113734
-8.091337607337341E-9,-3.7948373382704998E-6,-4.628245111926166E-6
-0.0077890572309250485,-0.008835745827606349,-0.00953331047580623
-0.001789081796173823,-0.0019063219470013806,-0.0019520465105016852
-2.896255866291645E-4,-4.3756668028111325E-4,-5.202755399073962E-4
-0.0022680124722684733,-0.003510363307695367,-0.00472279904153072
-0.0026417311160483255,-0.0031470365961725516,-0.003247376168586387
-0.010728744974516705,-0.010883813384537462,-0.011622200625810904
-0.0013664929409316665,-0.0016068649727039549,-0.001893699394752509
-1.0319238675317033E-4,-1.0603840097238582E-4,-1.0991903068355477E-4
-0.023622260655159114,-0.02488351259675221,-0.025320475269701905
-6.212070285492717E-4,-6.133713430609533E-4,-6.201832786087436E-4
-0.007936618124973002,-0.010779186720966238,-0.01366366366366237
-6.486929235883787E-5,-6.188892219431234E-5,-6.922394814404079E-5
-0.0015582089552239127,-0.0050189054726368105,-0.005739303482587051
-0.009218148416036132,-0.007829658019984094,-0.00854025656390907
-0.017561764324927974,-0.01674790394546865,-0.02216727166760074
-0.046713721061547156,-0.05340203274985881,-0.05966403162055337
-0.02900432900432901,-0.04264069264069264,-0.04491341991341992
-0.026853509211479592,-0.02835323443163196,-0.029794532120007922
-0.022287968441814545,-0.020749506903353022,-0.02270216962524652
-0.0017755155723906736,-0.001831439393939427,-0.0019305029461279802
-0.004210542929293063,-0.004230902777777871,-0.00422401094276101
-0.0037417339572115792,-0.0036839835926475253,-0.003796211370572511
-0.007973322973322988,-1.985668652335552E-4,-0.002694034360701016
-0.009859437836399513,-0.01160992614526909,-0.013338667828940587
0.0021157396151843164,0.0018876293913580144,0.0017429943209622842
-0.002095238095238076,-0.0018775510204081414,-0.0020453514739228887
-7.636412642606098E-4,-6.669478190982107E-4,-7.145381871662766E-4
-0.0013051300956056593,-0.001295309147467209,-0.0013190680639302399
-7.611941907979832E-4,-8.983454101155863E-4,-9.662250260105328E-4
0.0017155571701024626,-0.0035928717746900873,-0.006309145400054646
-0.011622741339722487,-0.014279058933146963,-0.014883448138165122
-0.0016170016170016159,-0.008672775339441979,-0.010510510510510489
-0.013949841269841327,-0.011926984126984145,-0.012043174603174589
-0.00622222222222207,-0.005399999999999868,-0.006288888888888796
-3.066742460681208E-4,-3.170230442957352E-4,-3.236112933082236E-4
-5.48322385713255E-4,-5.680405232436292E-4,-5.739809338038674E-4
-2.1305390258223127E-5,-2.176522226536119E-5,-2.244493992273888E-5
-0.002622654989741646,-0.0034354279715101336,-0.004341845579132212
-0.002688899633101072,-0.003075959773568863,-0.003297441871271989
-8.0000000000043E-6,-3.555555555549243E-6,-3.999999999963292E-6
-0.014240376571681486,-0.02475674016975232,-0.029629657430223767
6.571263410010908E-4,5.910734869782663E-4,5.754077089502152E-4
-2.8677008352897176E-4,-2.078601947726688E-4,-2.1106791382779304E-4
0.06038567928193636,0.062236973255970794,0.06138749157843355
-0.11296296296296295,-0.075,-0.08333333333333331
5.350918393349039E-5,-4.555982353034634E-6,-1.8668838684336255E-5
-0.00913015873015871,-0.01053333333333331,-0.011149206349206317
-0.004157895545314871,-0.004493927291346596,-0.005001223758320543
2.679933577016088E-4,3.415575044879215E-4,6.166558747204361E-4
-7.622469161713534E-4,-0.0010215321108645425,-0.0010672744996303367
-4.000988935666324E-4,-4.992448149659785E-4,-6.587115024397498E-4
-0.0032406324583143407,-0.002137747516548897,-0.00223477068048441
-0.006340818372476564,-0.007354291322794952,-0.008050458174184016
-0.0077387318193883415,-0.007519047327834001,-0.00766346648850816
-0.002775154365143358,-0.0030407688217516677,-0.0032912782227898915
-0.007413991856850643,-0.00619827790177497,-0.006133530321653114
