CAWPE-A,WMV-A,MV-A,PB-A,ES-A,RC-A,SMM5-A,SMLR-A,NBC-A,SMLRE-A
-0.24057886025231315,-0.28138310271774103,-0.2821683886471972,-0.20262896466037755,-0.28358223490792006,-0.28173886645130986,-0.370021086730308,-0.370293358756305,-0.7092565228659607,-0.370483949174503
-0.5533990393126315,-0.6382483458703528,-0.6395020830033015,-0.5027163125147482,-0.6546433253928182,-0.6381730649144189,-1.0943703703703704,-1.1435555555555554,-1.0313820169166132,-1.483753086419753
-0.33619619496575354,-0.27193148869841904,-0.280742596974957,-0.1853105080744891,-0.22738068483268212,-0.2720679945722086,-0.1920053323578276,-0.18686216599141856,-0.4910938535062604,-0.18816752163369602
-0.22769997258264554,-0.1391596743216727,-0.1566195330602856,-0.10595598468106464,-0.1085902141373225,-0.14030445233660654,-0.102705035971223,-0.09235491606714626,-0.10504228091099979,-0.09474340527577936
-0.759016051653725,-1.0792151482210657,-1.0845984412201375,-0.9879379506280819,-1.0961444107971683,-1.1904508356279422,-1.4890365448504963,-1.47359468438538,-0.8390292464561615,-1.6022768549280155
-0.15416258811838143,-0.1346731672045695,-0.13640137822247944,-0.11173119437566657,-0.12630757874405799,-0.134974190945096,-0.1606064981949458,-0.167797833935018,-0.27243348285315866,-0.15501323706377856
-5.736896261064203E-4,-3.693837451235218E-5,-3.698501008060949E-5,-7.570213312918624E-4,-3.269068988988247E-5,-3.695124695806105E-5,-0.0,-0.0,-0.0,-0.0
-0.4235897430351212,-0.46865760961140157,-0.4689634825004018,-0.5649447175780121,-0.479854065495169,-0.4685506206237473,-0.7343821478382143,-0.7019693165969313,-0.8564118392200464,-0.7454951185495114
-0.06761006823952899,-0.05286510903593623,-0.05296270231293849,-0.06081711502437262,-0.04871776358499718,-0.05384619219944566,-0.0678084848484848,-0.0622416161616161,-0.08918307194166679,-0.06418666666666663
-0.06799387533164065,-0.022910603367366632,-0.02331957650714347,-0.01564665872701497,-0.013821996239624375,-0.02269069821386777,-0.004130250727771769,-0.025285851688471854,-0.008863307024438953,-0.03610497190410629
-0.5479560645346221,-0.7170630577864421,-0.717984635619926,-0.7944793198780838,-0.7262239352025752,-0.7279050865502339,-1.064734374999999,-1.0379322916666651,-0.9944366866444473,-1.0859166666666649
-0.2585522505367146,-0.33646696236271717,-0.33646044407711834,-0.3366368140619144,-0.34426857724067284,-0.33700130576780496,-0.2924575754305832,-0.2865356311493214,-0.85545815909196,-0.32070227841324267
-0.5411528920560731,-0.6911129718073694,-0.6915299867203933,-0.7350298919647257,-0.7060086803741221,-0.6897938289257765,-1.1056980306345716,-1.0921371261852646,-1.0234387281369246,-1.1066666666666654
-0.2830724483891208,-0.2963058997580607,-0.29637561025662984,-0.40235565821760966,-0.301717896394098,-0.297783677433456,-0.2866170006278427,-0.2749895725508465,-0.6852802050570137,-0.30395424237651164
-0.161300911311235,-0.07425660915307128,-0.07430998359040754,-0.11078777635298055,-0.07487538099552887,-0.07426521265736251,-0.09411519761271477,-0.19200280481825674,-0.12732478456153706,-0.2416072611918444
-0.1647485443078418,-0.16517373028364568,-0.16517641363716035,-0.19815505895343677,-0.1685161379478667,-0.1729320863792563,-0.2115660625164169,-0.2101707381140003,-0.1948305830557383,-0.21278697136853136
-0.12595925634906038,-0.13125012151599286,-0.13134779042712189,-0.17008833914066862,-0.13350344802095535,-0.13370005377687794,-0.1381260826127739,-0.13422276096227292,-0.2629578300712328,-0.15649619694324
-0.3383266063991847,-0.40896987160541626,-0.41046802962086304,-0.3861908467721839,-0.40881199529889733,-0.4141936611162977,-0.6775510204081632,-0.6165714285714283,-0.7043017587738984,-0.6143129251700681
-0.0745531191766172,-0.03703215398649749,-0.03702670535751145,-0.054036657075057025,-0.038299522370387765,-0.03707384863456334,-0.05232785045955193,-0.12061005035504474,-0.06138473918489429,-0.15240644446765755
-0.6995832204148187,-1.1575632390817427,-1.1576463507364987,-1.168894201945344,-1.1911154352049114,-1.1649001767495406,-1.5677777777777755,-1.534923611111109,-1.3410337610708176,-1.5977499999999976
-0.6741216979587003,-0.851012782998922,-0.8512001105864011,-0.8907859285907732,-0.8695674174732099,-0.8825865776610001,-0.9296706913434342,-1.022697364271553,-1.2831071950568371,-1.0926649123157774
-1.259178012115899,-1.632159738470204,-1.6296582634408023,-1.6683872574818246,-1.672576279824085,-1.7521747172711444,-1.82216711656755,-1.8852441731819973,-1.979043767762349,-1.7793602342473087
-1.1568260992365296,-1.5834238168950634,-1.5806045598418235,-1.5481356611806634,-1.6553413620865718,-1.590945200505117,-1.6120879734118732,-1.8080867075528375,-1.844515429157047,-1.81765268167295
-0.5138307560236675,-0.6310291060041282,-0.6298578557204169,-0.6124261663798893,-0.6517495306426095,-0.663619529071351,-1.0068496732026142,-1.0068496732026146,-0.8710002953757564,-1.1500653594771242
-1.8810003059385956,-2.2939192208325516,-2.2958238074817654,-2.2908663869064996,-2.3462524249707695,-2.562659756347149,-2.2147862170256096,-2.4075575102951072,-2.65420100693328,-2.4337654225134306
-0.9568216291028458,-1.6929365916862873,-1.6956431194376516,-1.7328767289635671,-1.7163083202202676,-1.7460132765861587,-1.9919999999999984,-2.0041611721611705,-0.9403522991036144,-2.276571428571427
-1.2873960734030179,-0.803479919598143,-0.8123229758428357,-1.8061920922781085,-0.7961550723235197,-0.8312537915465188,-2.161978510755929,-4.488216210583066,-1.0548445817477237,-5.171890950724684
-1.8843465858924417,-1.828823970533018,-1.8383534082943513,-2.997988882192421,-1.839727511429309,-1.9018230964115466,-3.230776433323188,-5.200869223278484,-2.35970545516529,-5.6573974235187166
-1.3735785948007053,-0.9540018270475706,-0.9578261830660041,-1.7727800438164365,-0.9700185932222746,-0.9835433849198609,-2.184064347649014,-4.481773382802374,-1.3559192432630558,-5.204848568919615
-1.2141055678495618,-1.853073078071937,-1.8650388325478418,-1.9937385354586925,-1.8725862469033288,-1.839034294164932,-1.3190855493753462,-1.824032911079972,-1.0764858372628452,-2.3567729090898277
-2.822261425730805,-3.1198204900766173,-3.121932389711234,-3.3948528548081613,-3.168902231529765,-3.2364163636175274,-3.089236899285782,-3.3666635851610756,-3.794205013688809,-3.5611568524156456
-0.12419758214509334,-0.09130002000329923,-0.0913791410068626,-0.08994767679127234,-0.0917136263702233,-0.09136776568163324,-0.13333837837837817,-0.1366284684684683,-0.17923978261394333,-0.1311848648648647
-0.24838757839741005,-0.2989068347286719,-0.299514800784044,-0.31479523679126814,-0.3002993045721727,-0.29961585551096714,-0.3143204035984849,-0.3102332991674456,-0.7341353154493612,-0.41029550367026413
-0.44111842351173386,-0.3122375851181937,-0.3135107069693549,-0.40242981856057525,-0.3155663974556073,-0.3125908806227994,-0.37587738150746913,-0.5783328743266316,-0.6299262585722096,-0.6740866833706901
-0.380683639092258,-0.36306210482245876,-0.3635035630491689,-0.47984349549209704,-0.36702714617892707,-0.3649615962494286,-0.46400242875850534,-1.13001203723248,-0.6395494880613236,-1.3463186613730056
-0.21822852462371445,-0.22726019555879157,-0.22896839976649666,-0.22617952628304128,-0.22553277030798954,-0.2290603359514904,-0.3138681732580032,-0.30771200927133086,-0.4976179151191783,-0.30675010864841323
-0.9543553709183904,-1.531143421017567,-1.5328465041153687,-1.6526120729042624,-1.5945056036879732,-1.53068051203415,-2.261593984962403,-2.1966917293233057,-1.3796432477569551,-2.299869674185461
-0.521674009304123,-0.6651416776904288,-0.6653310364909768,-0.6966332576155537,-0.6719403988544458,-0.6670037638280906,-1.090149253731343,-0.9910447761194028,-1.013027518554209,-1.015820895522388
-0.9177696468944458,-1.5905019560518388,-1.5891362095732098,-1.503057057147535,-1.6567837947038155,-1.7182120210889202,-2.262732367149755,-2.2434859903381605,-0.9628699957724256,-2.5604096618357466
-0.7308352107226547,-1.0592042618507873,-1.0589796238681264,-1.0444455359469633,-1.1017113357383501,-1.0760215551499712,-1.6781493333333302,-1.6794773333333304,-1.076158072512073,-1.7325973333333309
-0.5905545914101451,-0.8446724622313184,-0.8444934395074442,-0.8481861920084334,-0.8787159542150984,-0.8441017560285229,-1.2886518518518513,-1.265698765432098,-1.4195375850514262,-1.2886518518518513
-0.12859487503028352,-0.11513438067582568,-0.11582412186021304,-0.10425108961268821,-0.10788064800051855,-0.11420669684963233,-0.12056305613425601,-0.1871649239983276,-0.22032396844331273,-0.24454863533446478
-0.3452642030350787,-0.41161933958895486,-0.41185970260011906,-0.39968225078733066,-0.4179785911082125,-0.4149527657692013,-0.37483517765675256,-0.3924866590101137,-0.8329027899314551,-0.4349145437291942
-0.019078828938381618,-0.013279484657448519,-0.013823784485230856,-0.0013022023491472154,-0.005905970273373999,-0.013579373336493885,-0.0022228803145849076,-0.0078078213238550725,-0.002152534051243929,-0.013858507328740005
-0.6198293248557729,-0.8103818885561265,-0.812444364844574,-0.913660337725641,-0.8213240764010997,-0.8183714204756585,-0.6484411832379401,-0.6170954874315312,-0.8141319767687686,-0.6898971428699773
-0.8323605827521131,-1.0575577085172463,-1.0582790500589856,-0.9639084423791496,-1.0805816888406292,-1.0605830621688612,-0.9319939426281966,-0.9199265349960133,-1.6094971689031607,-1.0246736222115314
-0.1540161086384259,-0.05731378954214579,-0.057437595730967565,-0.1688264113370878,-0.05420915097567692,-0.057573075741754604,-0.10356426027346707,-0.24665153712729498,-0.09675214098461299,-0.3440723320682017
-1.4435786756300952,-2.055936766102575,-2.048509291955029,-2.264562240314155,-2.1115813555325444,-2.070915277989676,-2.295243299370908,-2.170984969531138,-1.9894192670697244,-2.5794074004690306
-0.047994750329940834,-0.037329386097236475,-0.03774209750709764,-0.024523585530461443,-0.028113663980768585,-0.03617300245023552,-0.02495216696875158,-0.02790051177304042,-0.044810988692737676,-0.03009514068674018
-0.12136879165498486,-0.05125409366089723,-0.05166240015646459,-0.06424628528861671,-0.04427020729700315,-0.05194443663158209,-0.06330410577592203,-0.06006958942240778,-0.0882781574745773,-0.06191788448155878
-0.7037958025949382,-1.252486140143745,-1.2524984372925727,-0.6950427769056954,-1.2576273238588016,-1.2660880194399993,-1.4070045413260723,-1.403386012715718,-1.1760348571894788,-1.470931880108998
-0.9520240742532395,-1.762331373109002,-1.1060621140303033,-0.9977946229002377,-1.2276780932886766,-2.064113500813931,-3.5044444444444425,-4.24222222222222,-1.7847720507465743,-3.430666666666666
-0.13391094736369727,-0.1128534684651184,-0.11287638429931773,-0.11878693176098747,-0.11513004750020395,-0.11285516473198093,-0.1618286949473113,-0.15764243898045546,-0.20178115224693885,-0.1600943889038996
-0.4585742123932329,-0.6546293576409978,-0.6552523866774354,-0.7066412335787937,-0.671631872775815,-0.6562799752640959,-1.0009978494623655,-0.9781505376344085,-1.1341894508688242,-1.0081376344086013
-0.5200197701619603,-0.7207043813862332,-0.7210560225922819,-0.757968586049124,-0.7417857028988863,-0.7202589125418686,-0.6603151000108295,-0.6342951500219643,-1.0810281711986391,-0.6827819146011118
-0.1279390262329443,-0.09898719642170249,-0.10384894087770448,-0.023227520436449333,-0.05399787951882276,-0.09880067897193706,-0.029203626318969052,-0.03828172083071743,-0.06576112576444146,-0.04627693125241391
-0.4511332552985609,-0.6568267897115022,-0.6568698824321789,-0.5850692532684632,-0.6884932688446365,-0.6570373453196126,-0.46059336875146306,-0.4449811892097454,-1.687458117510418,-0.47955396315737475
-0.4635177935950063,-0.6298630052239201,-0.6297850085288345,-0.5689447215956128,-0.6472201088327111,-0.6300880779361319,-0.47829033398484466,-0.46450874246615037,-1.6548958836199836,-0.4854867794175897
-0.12874534108356725,-0.07166902279627703,-0.07172170530191842,-0.1153926645994344,-0.0768208274799651,-0.072273154152371,-0.11961597342104587,-0.17530936404385492,-0.12824839941470448,-0.28234361528287144
-1.2578501005545948,-1.7362735663840343,-1.7377429237920623,-1.6757760910303268,-1.7549763294929035,-1.7599180586526315,-1.3933044363822416,-1.3349353175377578,-2.005787844815966,-1.4969540605921383
-1.308596006880284,-1.8029100779384366,-1.8077410837377812,-1.504394348375879,-1.8269639685054928,-1.8436221329460312,-1.3928556418345137,-1.3313844269194657,-1.959015673270855,-1.4118523320560794
-1.5086290689510926,-2.0011883910403396,-2.0010770857956395,-2.121632855777648,-2.039944494527833,-2.0124956531290175,-1.7968622310925249,-1.750314882202636,-2.815915769976521,-1.9564118888065238
-0.2790499215743632,-0.2978764375330718,-0.29807592494465246,-0.34465952806357636,-0.30717843979464565,-0.3814627506251094,-0.4275615117628258,-0.7337601541251237,-0.45051697547433756,-0.6506214316239718
