SMM5-S,ES-S,CAWPE-S,SMLRE-S,WMV-S,RC-S,SMLR-S,MV-S,PB-S,NBC-S
1.2444043278758918,1.0622099263635159,1.0699356505735074,1.2232194471688105,1.5645643407230323,1.5776231244785779,1.2524905526144758,1.564493756242718,1.1281828998166918,1.9238047919895527
0.0,0.008377425272566203,0.00929225595693815,0.0,0.001757772121125136,0.0017965778845026213,0.0,0.0018188027959737984,1.4602788882570286E-6,1.6496065026134825E-7
0.0,0.009777400531797343,0.01048898943975505,0.0,0.0027865441181122576,0.0028615830656654423,0.0,0.0028615830656654423,0.0043272090853742375,5.205583304407439E-7
0.9269262353261909,0.45454103398268225,0.45869787178711896,0.9265365001364554,0.7056683679483692,0.71456950092531,0.9335426699426247,0.7059934256121622,0.5040949649921609,1.0588432344007095
0.19171717053803017,0.34134834710438633,0.35816762547744996,0.3054618707247665,0.3531676115040947,0.3556818808806425,0.2967731119973148,0.3568932869102131,0.7214719277822647,1.1029478194270774
0.8751503757215874,1.8111435034909178,1.7873939722620114,1.292242828014556,1.5468008660905155,1.5100096360104767,1.3157732257900292,1.5620659724459536,3.934516921927184,1.6227583661968092
0.9498501404383278,1.85009771307551,1.8127657272215145,1.2422405342927474,1.570241177645522,1.5482930557359653,0.9915753117467667,1.5785813890217173,7.249805695429647,0.7711970840104876
0.1897923998694417,0.3936609141155088,0.41896903940760627,0.27620292494614646,0.42561383871224795,0.4329992789362643,0.36040269822619464,0.42987254641871725,0.395450490670125,0.9375169603591164
1.3912380952380954,1.4502648221970162,1.1614706399332206,0.1897142857142857,1.6970645906316777,1.670585604063613,2.1817142857142864,1.7810224430931447,9.30158326884527,0.5926989954540705
0.6768294985250765,0.3772395331743112,0.3809369507831305,0.6697781710914478,0.5048914015850071,0.5405678116792055,0.6884837758112122,0.5048672914158242,0.3956253850856205,1.896352628878181
