TRAINNLL,SMM5-S,ES-S,CAWPE-S,SMLRE-S,WMV-S,RC-S,SMLR-S,MV-S,PB-S,NBC-S
AvgTRAINNLLOverDsets:,0.6950638997288352,0.730105158674713,0.7267469570493856,0.8156540728982439,0.89951467081018,0.9041136976990147,0.8942668149463512,0.9174912315634662,1.1992358512973165,1.0535509118187651
AvgTRAINNLLRankOverDsets:,3.6115702479338845,3.6611570247933884,4.231404958677686,4.809917355371901,5.586776859504132,5.880165289256198,5.958677685950414,6.764462809917355,7.1652892561983474,7.330578512396694
StddevOfTRAINNLLOverDsets:,0.5599422110956904,0.6083586347962076,0.5924851079516064,0.7589589330935353,0.7248591030027679,0.7230975183107589,0.7279860379388646,0.7444645981762346,1.4053418602308572,0.7610355098823048
AvgOfStddevsOfTRAINNLLOverDsetFolds:,0.10599550101877783,0.08892764912502037,0.0847344097395912,0.09918664941666418,0.12531614092082025,0.12725656351748657,0.10704847786621367,0.12714747461433723,0.3361168588999267,0.1082680746498779
StddevsOfTRAINNLLRanksOverDsets:,3.205131044711606,2.241850868546882,2.3265150281716536,2.868112182797763,1.71108845226074,1.9311317853662362,3.1744991579115696,1.7500885455757293,2.9364011630963516,2.9194418123791697

flat,SMM5-S,ES-S,CAWPE-S,SMLRE-S,WMV-S,RC-S,SMLR-S,MV-S,PB-S,NBC-S
SMM5-S,0|121|0,45|0|76,45|0|76,47|2|72,37|0|84,39|0|82,2|2|117,37|0|84,34|0|87,28|0|93
ES-S,76|0|45,0|121|0,41|0|80,56|0|65,22|0|99,23|0|98,54|0|67,18|0|103,8|0|113,24|0|97
CAWPE-S,76|0|45,80|0|41,0|121|0,57|0|64,30|0|91,32|0|89,55|0|66,29|0|92,9|0|112,23|0|98
SMLRE-S,72|2|47,65|0|56,64|0|57,0|121|0,54|0|67,52|0|69,27|4|90,54|0|67,41|0|80,29|0|92
WMV-S,84|0|37,99|0|22,91|0|30,67|0|54,0|121|0,55|0|66,65|0|56,8|0|113,45|0|76,41|0|80
RC-S,82|0|39,98|0|23,89|0|32,69|0|52,66|0|55,0|121|0,62|0|59,35|1|85,47|0|74,42|0|79
SMLR-S,117|2|2,67|0|54,66|0|55,90|4|27,56|0|65,59|0|62,0|121|0,56|0|65,45|0|76,41|0|80
MV-S,84|0|37,103|0|18,92|0|29,67|0|54,113|0|8,85|1|35,65|0|56,0|121|0,46|0|75,42|0|79
PB-S,87|0|34,113|0|8,112|0|9,80|0|41,76|0|45,74|0|47,76|0|45,75|0|46,0|121|0,53|0|68
NBC-S,93|0|28,97|0|24,98|0|23,92|0|29,80|0|41,79|0|42,80|0|41,79|0|42,68|0|53,0|121|0



p=0.01,SMM5-S,ES-S,CAWPE-S,SMLRE-S,WMV-S,RC-S,SMLR-S,MV-S,PB-S,NBC-S
SMM5-S,0|121|0,41|8|72,40|8|73,12|58|51,35|10|76,35|10|76,1|56|64,34|10|77,33|8|80,23|16|82
ES-S,72|8|41,0|121|0,1|100|20,53|11|57,9|37|75,11|37|73,46|17|58,7|34|80,2|22|97,21|6|94
CAWPE-S,73|8|40,20|100|1,0|121|0,54|10|57,19|31|71,20|31|70,50|12|59,17|29|75,3|23|95,22|7|92
SMLRE-S,51|58|12,57|11|53,57|10|54,0|121|0,46|14|61,47|14|60,13|67|41,45|14|62,37|12|72,27|12|82
WMV-S,76|10|35,75|37|9,71|31|19,61|14|46,0|121|0,2|109|10,58|12|51,0|111|10,36|16|69,35|11|75
RC-S,76|10|35,73|37|11,70|31|20,60|14|47,10|109|2,0|121|0,58|12|51,8|103|10,38|15|68,37|7|77
SMLR-S,64|56|1,58|17|46,59|12|50,41|67|13,51|12|58,51|12|58,0|121|0,50|12|59,40|12|69,33|18|70
MV-S,77|10|34,80|34|7,75|29|17,62|14|45,10|111|0,10|103|8,59|12|50,0|121|0,38|16|67,37|9|75
