CAWPE-S,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
0.6507814992025516,0.6421212121212121,0.6392025518341308,0.6514992025518341,0.642822966507177,0.570334928229665
1.0,1.0,0.9994535519125682,0.9453551912568308,0.910382513661202,0.9939890710382513
1.0,0.9899999999999999,0.9899999999999999,0.9572222222222221,0.9622222222222221,0.9927777777777778
0.857339011273988,0.8574604864466462,0.8706152922228589,0.8634305134714602,0.869732208664319,0.8576147189692355
0.9225185185185185,0.9458518518518518,0.9461481481481483,0.9034074074074074,0.9501481481481482,0.8280740740740743
0.6885507246376811,0.6491304347826088,0.7136231884057971,0.6560869565217391,0.487536231884058,0.5531884057971015
0.7713333333333332,0.7530000000000001,0.7176666666666663,0.6893333333333335,0.6240000000000002,0.47000000000000014
0.90234291799787,0.8233226837060705,0.8800851970181042,0.8479233226837061,0.9464323748668797,0.7366347177848773
0.6296296296296298,0.6111111111111112,0.6185185185185187,0.4444444444444446,0.5814814814814816,0.625925925925926
0.8936311366651924,0.8969777384638066,0.8946778711484593,0.8977443609022556,0.8969924812030076,0.8932035972283651
0.7797682709447414,0.7483065953654191,0.7399286987522283,0.7810160427807488,0.772103386809269,0.7798573975044562
0.712037037037037,0.6997685185185187,0.6775462962962961,0.7240740740740741,0.7050925925925926,0.6907407407407409
0.963333333333333,0.9632380952380953,0.958666666666667,0.9574285714285714,0.9527619047619044,0.9557142857142857
0.9705263157894738,0.9550877192982454,0.960233918128655,0.93906432748538,0.9556725146198831,0.9628070175438599
0.7819999999999999,0.7806666666666667,0.7713333333333332,0.7620000000000003,0.7386666666666668,0.7389999999999998
0.6932098765432096,0.6574074074074076,0.6679012345679014,0.6679012345679013,0.6185185185185186,0.4043209876543207
0.9617726396917148,0.9681695568400771,0.9786512524084778,0.9440462427745667,0.9291329479768786,0.6994219653179194
0.9254072681704264,0.9390037593984961,0.944110275689223,0.924906015037594,0.9346804511278197,0.7808270676691734
0.8451844903064415,0.8581926203877424,0.8673233270794246,0.8290494058786743,0.8448717948717949,0.41951219512195137
0.7442061003420756,0.7872386925123529,0.7287390725959709,0.7074306347396427,0.402988407449639,0.19087086659064992
