CAWPE-S,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
0.9895768188451112,0.985782780904732,0.9897852824682094,0.9832186783406296,0.9697936210131333,0.9636439441317489
0.61131498470948,0.6122324159021407,0.612691131498471,0.6151376146788989,0.6140672782874615,0.603822629969419
0.8158730158730163,0.800634920634921,0.8044444444444447,0.757777777777778,0.7847619047619051,0.7936507936507939
0.9758249158249159,0.9585185185185187,0.9264646464646462,0.8282828282828283,0.9011447811447811,0.17346801346801344
0.8331507741496196,0.8660360973780553,0.8735377996190926,0.8446885145603283,0.8313972191795693,0.8165309807868796
0.5425474254742547,0.5256097560975609,0.5158084914182475,0.5533423667570009,0.5401987353206866,0.42610659439927756
0.8613680154142581,0.8670520231213874,0.8608863198458575,0.8581888246628132,0.7824662813102117,0.8472061657032756
0.7489583333333333,0.7694010416666667,0.7734375,0.73046875,0.71484375,0.727734375
0.9735507246376813,0.9722826086956524,0.9641304347826085,0.9427536231884057,0.9523550724637677,0.4967391304347826
0.809090909090909,0.8232323232323233,0.7868686868686869,0.837878787878788,0.7080808080808081,0.7883838383838384
0.8570588235294118,0.8356862745098039,0.8331372549019608,0.8250980392156865,0.8072549019607842,0.6449019607843136
0.9092640692640691,0.95991341991342,0.9514285714285714,0.9394805194805194,0.9535064935064933,0.8112554112554111
0.9067532467532465,0.9154112554112552,0.9155844155844154,0.9053679653679654,0.9051082251082253,0.7324675324675325
0.8519999999999999,0.8706666666666667,0.8333333333333334,0.8799999999999998,0.8633333333333332,0.8046666666666671
0.5520408163265306,0.6428571428571428,0.6244897959183672,0.6139455782312925,0.5748299319727891,0.3598639455782312
0.6984709480122324,0.7556574923547401,0.7348623853211009,0.6703363914373088,0.6926605504587156,0.43944954128440367
0.7389610389610389,0.6904761904761906,0.6716450216450217,0.7329004329004328,0.7233766233766231,0.7086580086580087
0.7308641975308643,0.7559670781893006,0.7851851851851853,0.6386831275720163,0.8135802469135801,0.4337448559670782
0.5684095860566447,0.5653594771241829,0.5566448801742918,0.5758169934640522,0.5470588235294117,0.5141612200435729
0.8244897959183671,0.8199546485260771,0.8090702947845805,0.8231292517006803,0.7671201814058956,0.799546485260771
0.33709677419354833,0.3924731182795698,0.3661290322580644,0.39408602150537625,0.3403225806451612,0.3634408602150537
0.3303630363036304,0.33630363036303634,0.31914191419141924,0.33465346534653473,0.27029702970297037,0.2775577557755777
0.8012820512820513,0.8290598290598292,0.8072649572649574,0.8055555555555558,0.6675213675213674,0.8128205128205129
0.6445544554455445,0.528932893289329,0.5432343234323433,0.5315731573157315,0.5048404840484049,0.5039053905390539
0.8259057971014493,0.8543478260869563,0.832608695652174,0.8413043478260869,0.7983695652173911,0.7971014492753624
0.7087899543378995,0.6948630136986301,0.6876712328767121,0.7047945205479456,0.6978310502283106,0.6960045662100457
0.955988455988456,0.9626551226551224,0.9649062049062049,0.9394516594516595,0.9550649350649347,0.2696392496392496
0.8965909090909091,0.9373106060606062,0.9236742424242426,0.922727272727273,0.9134469696969697,0.9202651515151515
0.9524444444444448,0.9488888888888891,0.9471111111111113,0.9488888888888888,0.7413333333333333,0.9426666666666667
0.718584656084656,0.7048941798941798,0.7013227513227513,0.7082671957671957,0.7214947089947088,0.20072751322751328
0.7769230769230772,0.730769230769231,0.6846153846153847,0.6153846153846153,0.6871794871794873,0.6487179487179489
0.9430665201025945,0.950627893807668,0.952509909729856,0.8850038306518769,0.8672795709669898,0.07072715765630726
0.8050000000000003,0.731111111111111,0.6770370370370369,0.6416666666666665,0.6542592592592592,0.125
0.8950062421972531,0.8852684144818975,0.8808988764044943,0.8488139825218475,0.5961298377028714,0.6098626716604245
0.4725490196078431,0.5137254901960784,0.5235294117647059,0.47058823529411764,0.4431372549019608,0.4803921568627451
0.8155555555555556,0.8111111111111111,0.8093333333333332,0.7577777777777778,0.7942222222222223,0.6515555555555554
0.8560462670872765,0.8769470732562215,0.8817069751139152,0.868391167192429,0.8538100245355766,0.8431931300385561
0.8291060291060292,0.7984060984060987,0.7963963963963964,0.8328482328482328,0.8076923076923077,0.8272349272349273
0.8985135751592782,0.9353661474430929,0.9438746482555012,0.9305655077678513,0.9259022342503036,0.9186249032542454
0.7814814814814813,0.8771604938271605,0.8487654320987655,0.8222222222222223,0.787037037037037,0.8222222222222221
0.89156223893066,0.949770258980785,0.9599624060150375,0.9163951545530495,0.9529866332497912,0.6278822055137845
0.9392086330935252,0.9485611510791366,0.9776978417266188,0.8952038369304558,0.7075539568345324,0.7225419664268585
0.7328903654485048,0.6913621262458473,0.6999999999999998,0.6537098560354374,0.6473975636766334,0.5704318936877076
0.9642599277978336,0.9723225030084233,0.9730445246690731,0.9433212996389888,0.9720818291215401,0.9660649819494581
0.9997209913014935,1.0,1.0,0.9995158378467094,0.9999015263417036,1.0
0.8856345885634592,0.8663877266387731,0.8523012552301255,0.7933054393305438,0.8574616457461649,0.860251046025105
0.9771313131313129,0.9707272727272727,0.9833333333333332,0.9519595959595961,0.9824040404040402,0.9512626262626264
0.9762808641975307,0.9949691358024692,0.9993467078189299,0.985756172839506,0.9255864197530865,0.6625000000000001
0.8223958333333333,0.7873046875,0.8049479166666667,0.7738932291666667,0.7729817708333333,0.7595052083333333
0.9215494791666666,0.9188151041666667,0.9223307291666667,0.9092447916666667,0.9073567708333333,0.8403645833333333
0.8191830780452228,0.8008752735229759,0.8140773158278628,0.7874544128373449,0.7672501823486507,0.7741794310722102
0.9293216630196937,0.9123267687819109,0.9185266229029909,0.8967177242888404,0.9047410649161198,0.796790663749088
0.9844895055140517,0.9795920787382901,0.9772915925530654,0.9385509308668328,0.967650895292304,0.1976995138147753
0.9682689781980561,0.9703441029682163,0.969109535066982,0.9708431836091408,0.9691620698712897,0.9672182821118992
0.9674336498660824,0.9724251278305333,0.9716581446311177,0.9677745312880447,0.9680058436815191,0.9306428049671294
0.9034013605442174,0.8874149659863947,0.9047619047619045,0.8506802721088434,0.8846938775510204,0.8857142857142858
0.9894586894586895,0.9881736073225433,0.9896466024125599,0.9704309874522643,0.9789416257501364,0.20435230647996602
0.7671006944444443,0.7625868055555555,0.7353298611111111,0.7643229166666666,0.7461805555555554,0.7487847222222221
0.8265432098765431,0.825925925925926,0.811111111111111,0.8611111111111109,0.5716049382716049,0.8314814814814814
0.6496855345911949,0.6641509433962265,0.6635220125786163,0.6786163522012579,0.47484276729559766,0.6761006289308175
0.6789855072463767,0.6572463768115944,0.6492753623188405,0.6528985507246378,0.6173913043478262,0.5521739130434783
0.8614379084967324,0.8450980392156867,0.8575163398692814,0.8627450980392161,0.8470588235294122,0.835947712418301
0.5413580246913582,0.5345679012345678,0.5234567901234567,0.5518518518518518,0.49629629629629624,0.46111111111111114
0.7091575091575092,0.6681318681318682,0.6102564102564101,0.7139194139194138,0.6703296703296703,0.5706959706959706
0.812375,0.8361250000000001,0.7005833333333336,0.7739583333333334,0.7086666666666666,0.019750000000000007
0.6275833333333332,0.59225,0.50075,0.5391666666666667,0.47395833333333337,0.019083333333333338
0.8127083333333335,0.801083333333333,0.7087916666666666,0.7477916666666665,0.7232083333333332,0.019958333333333342
0.68,0.611851851851852,0.5755555555555555,0.711111111111111,0.6792592592592593,0.7066666666666667
0.4335329341317366,0.44331337325349324,0.4325349301397206,0.47305389221556904,0.4455089820359282,0.27045908183632733
0.9180630630630631,0.9592252252252252,0.9765945945945945,0.9493153153153152,0.9788108108108108,0.9739819819819819
0.9492063492063493,0.9184126984126986,0.9209523809523811,0.8904761904761908,0.8812698412698414,0.8939682539682541
0.9286249999999999,0.9280833333333333,0.9118750000000002,0.7987083333333335,0.8917499999999999,0.19704166666666662
0.9202137998056367,0.9159378036929056,0.9083576287657921,0.8297376093294461,0.9087463556851312,0.26239067055393583
0.9353034912356949,0.9502245400550485,0.9512820512820515,0.9282485875706215,0.9431841228451396,0.9420541793423152
0.693984962406015,0.6701754385964911,0.6325814536340852,0.7182957393483709,0.6634085213032581,0.6714285714285714
0.8499999999999999,0.8669154228855723,0.8614427860696519,0.854726368159204,0.7945273631840796,0.8236318407960199
0.6683091787439615,0.6641545893719808,0.6341062801932366,0.673816425120773,0.5842512077294687,0.6634782608695654
0.7531333333333333,0.7554000000000001,0.7477999999999998,0.7515333333333332,0.7375999999999999,0.7455333333333333
0.8187654320987654,0.8155555555555555,0.8074074074074072,0.8101234567901233,0.785432098765432,0.7817283950617282
0.9693506493506493,0.9740548340548341,0.9762481962481961,0.9532467532467531,0.9679365079365078,0.28528138528138525
0.9027234130682407,0.9097338718028373,0.9111628870249562,0.8849021435228331,0.8873149011080045,0.43763073418245824
0.9982242603958349,0.9997011700342504,0.9997379491069581,0.9992069512447418,0.9984736684826336,0.9383801117164334
0.8036949685534592,0.7490566037735851,0.761556603773585,0.71375786163522,0.7531446540880503,0.403380503144654
0.7448216735253771,0.766735253772291,0.7723593964334704,0.7400205761316874,0.732681755829904,0.4933127572016461
0.9897777777777775,0.9796666666666667,0.9626666666666664,0.9353333333333332,0.9646666666666663,0.33011111111111113
0.5263157894736843,0.5618421052631579,0.5421052631578948,0.49561403508771923,0.5052631578947367,0.37017543859649127
0.9694444444444447,0.9941018518518516,0.9949814814814814,0.9925462962962964,0.993833333333333,0.9378981481481481
0.9846207376478772,0.9805845511482256,0.9879610299234514,0.9498260264439805,0.982393876130828,0.9825330549756432
0.7820466242809568,0.788041174689676,0.7887677868604298,0.7805631244323342,0.7698455949137147,0.7783832879200727
0.6666666666666669,0.6499999999999999,0.5,0.5,0.5,0.5777777777777776
0.9762856885526433,0.9687471854453751,0.9714581644600556,0.9627127803296405,0.9689183103665676,0.9704674412320994
0.8520430107526883,0.8430107526881717,0.8281720430107525,0.8391397849462366,0.8210752688172043,0.8101075268817202
0.8494623655913978,0.8419354838709675,0.8283870967741934,0.8335483870967741,0.7982795698924731,0.7731182795698925
0.960705997312813,0.992952241358251,0.9953218517161352,0.9906559179186515,0.9957127152803223,0.6987663368755344
0.8605491136878582,0.8474743435958949,0.8490737038517924,0.8285219245635079,0.8429294948687193,0.7242436358789817
0.858789817406371,0.8524190323870454,0.8533386645341863,0.8304811408769825,0.8405304544848726,0.6838064774090363
0.98,0.9777777777777775,0.9785185185185181,0.9455555555555553,0.9533333333333331,0.9033333333333331
0.6095297544735749,0.6538077403245944,0.640449438202247,0.6163961714523513,0.5950062421972535,0.5480233042030793
0.6124847001223989,0.6420916632666939,0.6202366381068953,0.5933224534203726,0.546171630626955,0.44772201822385427
0.5978076062639821,0.5938702460850112,0.5688590604026846,0.5987024608501118,0.5825950782997762,0.4050111856823265
0.944230769230769,0.9416666666666667,0.9435897435897437,0.8544871794871797,0.9205128205128205,0.592948717948718
