CAWPE(RandTie)_VS_CAWPE(RandTie)
Wins(0):
Draws(85):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Losses(0):

CAWPE(RandTie)_VS_CAWPE(ConTie)
Wins(60):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,ChlorineConcentration,CinCECGtorso,Computers,DiatomSizeReduction,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECGFiveDays,ElectricDevices,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Worms
Draws(0):
Losses(25):,CBF,Coffee,CricketX,CricketY,CricketZ,DistalPhalanxOutlineAgeGroup,ECG5000,FaceAll,FaceFour,FacesUCR,FiftyWords,InlineSkate,Meat,MedicalImages,MoteStrain,Plane,ProximalPhalanxOutlineAgeGroup,ShapesAll,SmallKitchenAppliances,SwedishLeaf,Symbols,Wine,WordSynonyms,WormsTwoClass,Yoga

CAWPE(RandTie)_VS_CAWPE(alpha=4)
Wins(77):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketY,CricketZ,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceFour,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,Symbols,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Draws(0):
Losses(8):,CBF,CricketX,DiatomSizeReduction,FaceAll,FacesUCR,ItalyPowerDemand,SwedishLeaf,SyntheticControl

