CAWPE-S(ConTie),CAWPE-S(alpha=4),CAWPE-S(RandTie)
0.0041193949623040535,0.004571672949408219,0.004727721922254376
0.002808269190366567,0.0025941078603552766,0.00275215585355522
0.003209465524260673,0.0029308380430159973,0.0031371638870065924
0.0016993529799213352,0.0016365158718206429,0.001622163617839049
0.019770859791960093,0.024216341581786063,0.026110802403753453
-0.01712908089474888,-0.009231798794504345,0.004059003684852443
0.6539317314280504,0.651384821709794,0.6459966232503542
0.0024856153475379043,0.010929011809608603,0.011955093128507111
-0.0859286827193254,-0.27816174778068475,-0.03912813147210383
-0.001159294859825453,0.0022727391080908784,0.0024140578382034557
0.0015028782219003501,0.0021871476776747427,0.0025857266259289744
-0.031907058190872514,-0.024600227918735573,-0.019555788486000862
-0.004880880956253151,0.0013638671515024774,0.001718926677506639
-0.012102575671238791,-0.010625166594460726,-0.009953471307549856
-0.04890485622185417,-0.02124463561415541,-0.001745678073785286
0.01852642352973643,0.02048141119312132,0.05164966945596479
0.004718952422675318,0.005441217541768686,0.005802983539013198
0.0010687394595059417,0.001750045371538426,0.0023005651575634927
0.027886584556637544,0.02914137550834253,0.02996393599269585
0.046342519424039226,0.06606868356505147,0.046342519424039226
0.004158903161129619,0.00496271015037402,0.0053417404177454565
0.011568434713803751,0.01597216396641472,0.01723906143167301
-0.009803721625995137,-0.002880624736957971,0.0037193391123659936
0.028873875657081556,0.028042904184900155,0.028706651927772435
0.004381512990059503,0.003460680263141051,0.0031567440915171384
0.011121535545421227,0.013688990812292379,0.015272116004202307
0.002079950179643379,0.012108265470303001,0.013614530165793106
0.029877955238600273,0.03903157168974239,0.041727241987005066
1.3291182429739414E-4,-7.841337397201646E-4,-3.0505477985720564E-5
-0.04349947786012915,-0.046112125920094615,-0.039684178201966853
0.06073020393060114,0.012298165757826917,0.014675376756225688
-0.011106054062791967,-0.012207004645803914,-0.012246787949109102
-0.006246061546485656,-0.006156882707799612,-0.005613674541408266
0.17422441370575487,0.045701390749966916,0.05353046017628258
0.05884165985257098,0.05536921533226953,0.06160971911150467
0.09441348164448765,0.09116559711181275,0.0990641600677285
-0.029128567296085532,-0.027488891693941326,-0.025771507279419313
0.0622918115865966,0.07514971699235161,0.0734346213282493
-0.028116543141010687,-0.023075866388188586,-0.015215218502866217
0.048318282685440535,0.05556760509484371,0.05919902459421375
-0.19828434520729984,-0.16515094257307428,-0.10150130286911331
0.07722691241176345,0.0955259835324573,0.11688264157438706
-0.06194818066471627,-0.024843476835695547,-0.012133956698402885
0.004048304163386836,0.0024318062943007018,0.0020259633164114127
-0.013829600297133874,-0.005226718967477206,-0.0032141143398945137
-0.0035024765519542406,-0.004522492913308163,-0.0037991942561430127
0.0010642627443828822,7.860110896788397E-4,9.658984261500386E-4
0.02509747520457374,0.036475781981015046,0.04063682307130761
-0.0031637511171753517,-0.01688458433120677,-0.014692355735973444
-0.014778055939356253,-0.01827938782787862,-0.01769143108363117
0.16060690685734186,0.09233783289566277,0.1853335954998938
0.01981880126717768,0.0188926615600405,0.01780842687681845
0.03434600395014035,0.03703347316030818,0.04479290897296538
0.09996462772669185,0.08564107497995298,0.08563950235133337
0.264602757598238,0.20717890063921282,0.2875626605610367
0.2172135512540542,0.1571697932574238,0.1665401707151249
0.004388934447311136,0.004214459909428933,0.004136588766591779
0.013949559540490234,0.014730585012103425,0.015004134207036158
8.587166457954635E-4,7.509884468578624E-4,6.756358537279091E-4
-0.05870638454019579,-0.025021674270213946,-0.002595426196946732
0.0019496224742985826,0.0013541703357944357,0.0012396144293374916
0.06377744436553627,0.047990134909223325,0.034670582724165934
0.005856914133462902,0.004871266166773843,0.006983103081657864
0.03585633164502452,0.036755437347693175,0.03694059005186859
0.0016006796450466873,0.0015899593898847306,0.0016320757940119703
0.031528255837234315,0.03513267945453565,0.03755287027115812
0.0083049504838394,0.008219768115130964,0.008202673138463097
0.011160586932959933,0.011739688943856956,0.011757272064126094
-0.003456003867035858,4.4250300159973295E-4,0.00220480181634957
0.007875138925093238,0.01237650661152422,0.012863249090261765
0.01743101403904072,0.017683809928568724,0.01914164326215533
-0.0030468313999885855,-7.543184573999292E-4,5.706735557714569E-4
0.004128766573041014,0.004427164174744769,0.004777680977985524
0.0022874180379358973,0.003176816763014844,0.0033697967876245897
9.181493358306758E-5,1.2988686003971572E-4,1.4713677232692883E-4
0.012213859209608043,0.020756766040976354,0.028041039090131167
0.002110725673353588,0.0022242097494460846,0.002276881453356341
-0.003452895025146019,0.0022857774914482746,0.0033529481028139758
-0.038969967594040096,-0.06574508430410486,-0.05675507077361063
-0.0449504588929887,-0.04834569110342384,-0.016576275430896452
0.14366183955146053,0.15681011170558137,0.1770344797209744
0.06871900689777218,-0.024879503881471008,-0.01622965917075907
0.02459729261837233,0.02910358737140035,0.053255410620041625
0.022404872575643865,0.018558800170745172,0.024469253272615624
0.12228715799939029,0.1244367811868005,0.13103034686159687
0.10567725532978497,0.1022820664408451,0.10473509989937192
0.09095254140814359,0.08941709921973115,0.0968316759394356
0.133590852658,0.09198457221209733,0.1034694361325286
0.009984137023406925,0.038777533909426995,0.06822099213167294
-0.011913476971515586,-0.006237575136271713,-0.004306107499679548
0.0023668412879182875,0.0034106076361933775,0.006482733180149888
0.005802928652868796,0.00539148303523585,0.00772448700554681
0.034848599160842264,0.03218256925206331,0.03362253432850939
0.00484970693300082,0.005905792164560603,0.006257395040897288
-0.0012081346808790509,0.0026468495319328417,0.007254334007243313
-0.008212649065690018,-0.0025036818409891267,0.001412448223565843
