ES-A,RC-A,PB-A,SMM5-A,SMLRE-A,SMLR-A,CAWPE-A,MV-A,NBC-A,WMV-A
-0.6790646523117565 ,-8.70173773652283E-4,0.036350278195504515,-0.050527852669572715,-0.0708903463718682,-0.05052785266957671,-0.010349168063032765,0.002943742681771333,0.007669688799382346,0.002163217423924113
-0.5490633563305765 ,0.05990624057542204,-0.0013906330970665515,0.02179504482536565,-0.024726176932308386,0.02179504482536343,0.0051133192341141775,0.052058174200436236,0.05358631704983474,0.0523566968610345
-0.5859917754979362 ,0.05269080336512588,0.009960666107780236,-0.016457810194692613,-0.0798886350562169,-0.016457810194689726,0.020186550552628857,0.05157513260052293,0.012279772278793288,0.05140546689308634
-0.5700936987692007 ,0.043877018222509,0.025055994206962362,-0.03183260530424814,-0.0521700275930046,0.010186582905171493,0.011893760657143648,0.04238725927620135,0.03585291344189567,0.04238074806504488
-0.6535552164844782 ,-0.09869879636961354,-0.05775259829398105,-0.08000972589118738,-0.08970624864102783,-0.08000972589118849,-0.03419716113057425,-0.09700487908183897,-0.0720185903365207,-0.09711343769371261
-0.4648560966194166 ,0.0999735305325915,0.08200376071265492,0.10033203766827303,0.04460387721942882,0.1003320376682737,0.06761893143015874,0.10828654012942596,0.14184322956942763,0.10790356751218178
-0.7044084849010657 ,-0.1202982238682826,-0.04510154591828308,-0.11244473808946176,-0.14895432503185635,-0.11244473808942934,-0.056644430381846744,-0.11820717344713905,-0.19694717417631935,-0.11869545203794685
-0.5087767336733819 ,0.017577309821880327,-0.0013572679547078081,5.926969791638648E-4,-0.02558577939171003,5.926969791634207E-4,0.014922299639200665,0.020846211942757042,-0.013735588232666185,0.02079025733884521
-0.6106104850733709 ,0.03982928075635894,2.2180839847307787E-4,-0.01546875650941848,-0.10106202502383765,-0.01546875650942603,0.0032425573860359602,0.039204546411914176,0.04184889415088322,0.03864963911713426
-0.5614677564287207 ,0.04394333636284409,-0.018928482595706564,-0.008269029794053528,-0.036488091321828175,-0.008269029794053973,4.669015903122631E-4,0.0400512893516598,0.0656378790252703,0.03935077692672695
-0.6515579190547389 ,0.005379905337358659,-0.03414933179309143,0.008515872819824466,0.008316361570565922,0.008515872819815584,-0.0034103286389741694,-0.0018124703941482245,0.08275030225276336,-0.0017695518198781457
-0.6033675133326624 ,-0.06592454916612978,0.01814929497788409,-0.0682463172017449,-0.09247593457806724,-0.06824631720172025,0.006932545093219833,-0.0567152296354454,-0.10819843053241307,-0.05777499361148952
-0.5574436477578624 ,0.16364138157009656,0.09430651264080936,0.012928409958361309,-0.04463698169637054,0.012928409958365972,0.03568609942021084,0.17725829133449134,0.05452730789623583,0.17690991242491583
-0.6459353418803444 ,0.03174877889830485,0.0034899386654150266,-0.014227950408838508,-0.06039150913045099,-0.014227950408878254,-0.019528596249439145,0.028397922277265675,0.017810860938568318,0.028083016342042688
-0.5893301642237823 ,-0.040562652169695124,-0.024616130232660405,-0.016440818329131357,-0.06483163323579033,-0.016440818329142903,-0.0060955404600750995,-0.042926263178032276,-0.024347218848835617,-0.04321984033559634
-0.6182177592575344 ,0.036542004726196176,0.014983627384027809,0.028243017812436655,-0.012603727003961396,0.02824301781243288,0.010422132034629161,0.038677261350477776,0.03772696998920155,0.03799574600397282
