CAWPE(ConTie),CAWPE(alpha=4),CAWPE(RandTie)
0.9782990899635504,0.9786628287819032,0.9784744870870982
0.9177469135802468,0.9179012345679011,0.9148533950617282
0.8994907407407408,0.8969907407407406,0.8851851851851852
0.8783333333333334,0.8639999999999998,0.8503333333333334
0.846,0.8446666666666666,0.8296666666666664
0.9474975790175126,0.9459941249226963,0.9424453660956984
0.9775824915824917,0.9781015712682379,0.9767856341189672
0.9561021879543065,0.9524390795579231,0.9473184717881715
0.940007054673721,0.9394323192239858,0.9313269400352735
0.9991496598639455,0.9989795918367347,0.9989795918367347
0.6925866666666669,0.6724757333333335,0.6596672000000001
0.9197017563825624,0.9146667950007106,0.9106315404161213
0.92761074806984,0.9222668519129259,0.9178928887077238
0.9153247178737705,0.9098500188862186,0.9056182910800153
0.9264457070707071,0.926830808080808,0.9266540404040403
0.9208625962095461,0.9207701189274349,0.9202780706384354
0.9047781908893081,0.9043269459936185,0.9035178035178095
0.9582874563399281,0.9579940818433452,0.9577379947129046
0.6623519679554166,0.6753396029258103,0.6311890456287014
0.9386940938133075,0.9370889823905244,0.9360448807854131
0.988217516723619,0.9883572929096169,0.9883228242682326
0.9476190476190476,0.948148148148148,0.9433862433862433
0.9645690365021333,0.9623636807987915,0.9605606580504137
0.9893622939560439,0.9894370421245422,0.9892783882783882
0.9782331262183237,0.9818504594820385,0.9803345168476749
0.9630228414192453,0.9626708605769836,0.9619735991485574
0.9507448068761164,0.9508588692220962,0.9507813093311054
0.9755640558824613,0.9757169641468836,0.9749695573797665
0.9021463825689342,0.9018680363281467,0.9015523927405636
0.8893245463205368,0.8858324352578612,0.8844488339145824
0.9853632478632477,0.9847222222222223,0.9842948717948719
0.9163742690058487,0.9156545209176798,0.9138101664417461
0.960286807876818,0.9602253243041894,0.9600450590877271
0.767336356336131,0.7675786259769289,0.7657381619529577
0.6311452991452992,0.6228376068376068,0.6165128205128204
0.682303190354477,0.6824451866423318,0.6796456370067107
0.9498068181818183,0.9493189393939395,0.9486462121212121
0.9908793820558528,0.9908793820558528,0.990909090909091
0.7986552888888893,0.7995932444444447,0.7912167111111112
0.8228750000000001,0.8210000000000002,0.8107916666666668
0.9297962783470534,0.9291883657430341,0.9279284541459834
0.9974191087371068,0.9971901118158163,0.9969517717165353
0.9998194444444445,0.9998472222222222,0.9998194444444445
0.9148424422651193,0.9144104844787242,0.913196141536917
0.8831398760014315,0.8825040763889119,0.8819975894332833
0.9163692212928718,0.9159064384360995,0.9153670654217704
0.8737403333180123,0.8731508230592694,0.8725998826738286
0.9493333333333335,0.9496666666666665,0.9436666666666665
0.998276313333154,0.9982406985889459,0.9982052050753037
0.9984519818235083,0.9984507592513266,0.9984412867520077
0.958774779468897,0.9626689885278119,0.9610360345536814
0.8857387288707484,0.885105763088014,0.8836847822529265
0.9032374749099519,0.9022636736157769,0.9008190945124244
0.5688046458216506,0.5644680197708536,0.555166476648573
0.9992682520301569,0.9992996492044111,0.9992647634552397
0.9409338965355222,0.9412654904891441,0.9410425718543968
0.9302388570074384,0.9302193895688451,0.9295718856330366
0.9648004757416881,0.9648155080668529,0.9647303653553052
0.7360689777777781,0.7304682666666669,0.7094744888888892
0.6467104000000004,0.6419516444444446,0.6384000000000002
0.764,0.7496666666666668,0.6569999999999999
0.9640341807909606,0.9639622410546141,0.9638456685499062
0.8469824000000004,0.8458478222222229,0.8353500444444449
0.9555555555555555,0.9611111111111108,0.9535714285714282
0.934280303030303,0.9346590909090909,0.9285984848484847
0.9894537416967463,0.9894129975189148,0.9893339705126771
0.993706201855839,0.993881201276371,0.9938035525268634
0.9937943155940865,0.9937834064455282,0.9936706882932239
0.9665436720142602,0.9667957219251335,0.9657789661319074
0.9983377777777778,0.9983724444444445,0.9983222222222221
0.6549166666666667,0.5944166666666668,0.5638333333333334
0.7712962962962966,0.7434156378600824,0.7155349794238685
0.981344676309178,0.9783108598840576,0.9753335280371601
0.941919191919192,0.9391414141414142,0.9340909090909091
0.9868739951299937,0.9870457277824555,0.9865959349260576
0.9959440907085378,0.9959408021983486,0.9959299174809753
0.9531903901619138,0.9528806675429119,0.9525671504849199
0.9475900158649166,0.9473907531617123,0.9470137433784813
0.948801946176298,0.948279493357661,0.9477635010413704
0.9995950877753789,0.9995928044357664,0.9995920433225621
0.9474074074074074,0.9488477366255142,0.9467078189300407
0.91429393698146,0.9146449767953437,0.9147877230147539
0.7604964506993006,0.7568741719443387,0.7499715526423057
0.7199999999999993,0.7175898078529656,0.7125438596491228
0.9186735927634219,0.9183093756064055,0.9174615258310558
