TRAINTESTDIFFSBALACC,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,RC-A,WMV-A,MV-A,CAWPE-A,PB-A
AvgTRAINTESTDIFFSBALACCOverDsets:,0.121459163321752,0.0823889497235768,0.07565495461273052,0.04409244988449891,-0.00508695426505711,4.779648444646627E-4,-0.0071222624147991714,-0.016177874725408475,-0.00985763067826691,-0.01885933456778577
AvgTRAINTESTDIFFSBALACCRankOverDsets:,1.6322314049586777,2.115702479338843,3.6487603305785123,4.6652892561983474,5.012396694214876,6.921487603305785,7.285123966942149,7.81404958677686,7.929752066115703,7.975206611570248
StddevOfTRAINTESTDIFFSBALACCOverDsets:,0.17375296559700376,0.11367533092951583,0.14034615472281622,0.1009314780529587,0.04191734282630694,0.023482557973037284,0.04075354121413262,0.05565839053302049,0.039671603400883104,0.058719959013115865
AvgOfStddevsOfTRAINTESTDIFFSBALACCOverDsetFolds:,0.053709736885578924,0.05010539835757838,0.04585850522848675,0.04728209059984589,0.05000173220686604,0.04118179644401834,0.04700554519687525,0.04716706499047275,0.048174070537489386,0.04732657855397816
StddevsOfTRAINTESTDIFFSBALACCRanksOverDsets:,1.132417390366957,1.1560715278089277,1.5951026979727332,2.1039530549183527,1.9983981188247542,1.6098761138449063,1.1633759178231253,1.284737702485346,1.9443355603778543,2.204022118451308

flat,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,RC-A,WMV-A,MV-A,CAWPE-A,PB-A
SMLRE-A,0|121|0,77|1|43,115|2|4,112|2|7,111|1|9,118|2|1,118|2|1,118|2|1,118|2|1,118|1|2
SMM5-A,43|1|77,0|121|0,98|1|22,106|1|14,111|0|10,119|1|1,119|1|1,119|1|1,120|1|0,115|1|5
SMLR-A,4|2|115,22|1|98,0|121|0,88|2|31,90|1|30,112|2|7,111|2|8,112|2|7,113|2|6,109|1|11
NBC-A,7|2|112,14|1|106,31|2|88,0|121|0,71|1|49,101|8|12,100|8|13,101|8|12,100|2|19,104|1|16
ES-A,9|1|111,10|0|111,30|1|90,49|1|71,0|121|0,87|1|33,101|1|19,103|1|17,105|1|15,106|0|15
RC-A,1|2|118,1|1|119,7|2|112,12|8|101,33|1|87,0|121|0,52|28|41,66|28|27,81|2|38,83|1|37
WMV-A,1|2|118,1|1|119,8|2|111,13|8|100,19|1|101,41|28|52,0|121|0,48|58|15,71|2|48,75|1|45
MV-A,1|2|118,1|1|119,7|2|112,12|8|101,17|1|103,27|28|66,15|58|48,0|121|0,64|2|55,69|1|51
CAWPE-A,1|2|118,0|1|120,6|2|113,19|2|100,15|1|105,38|2|81,48|2|71,55|2|64,0|121|0,61|1|59
PB-A,2|1|118,5|1|115,11|1|109,16|1|104,15|0|106,37|1|83,45|1|75,51|1|69,59|1|61,0|121|0



p=0.01,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,RC-A,WMV-A,MV-A,CAWPE-A,PB-A
SMLRE-A,0|121|0,27|85|9,52|69|0,71|47|3,72|47|2,88|33|0,86|35|0,86|35|0,92|29|0,87|33|1
SMM5-A,9|85|27,0|121|0,33|78|10,61|56|4,64|56|1,83|38|0,80|41|0,80|41|0,84|37|0,88|32|1
SMLR-A,0|69|52,10|78|33,0|121|0,33|82|6,36|82|3,56|65|0,54|67|0,54|67|0,57|64|0,52|68|1
NBC-A,3|47|71,4|56|61,6|82|33,0|121|0,32|81|8,39|77|5,40|76|5,40|76|5,42|74|5,41|76|4
ES-A,2|47|72,1|56|64,3|82|36,8|81|32,0|121|0,10|105|6,15|105|1,14|106|1,16|104|1,11|108|2
RC-A,0|33|88,0|38|83,0|65|56,5|77|39,6|105|10,0|121|0,8|113|0,11|110|0,9|112|0,8|111|2
WMV-A,0|35|86,0|41|80,0|67|54,5|76|40,1|105|15,0|113|8,0|121|0,1|120|0,1|120|0,2|114|5
MV-A,0|35|86,0|41|80,0|67|54,5|76|40,1|106|14,0|110|11,0|120|1,0|121|0,1|119|1,0|117|4
CAWPE-A,0|29|92,0|37|84,0|64|57,5|74|42,1|104|16,0|112|9,0|120|1,1|119|1,0|121|0,2|113|6
