TRAINTESTDIFFSBALACCSTDDEVS:,Logistic_cvFold9,C4.5_cvFold9,SVML_cvFold1,NN_cvFold9,MLP_cvFold9,C4.5_cvFold4,SVML_cvFold9,Logistic_cvFold4,NN_cvFold1,Logistic_cvFold1,C4.5_cvFold3,Logistic_cvFold5,C4.5_cvFold1,SVML_cvFold4,SVML_cvFold5,MLP_cvFold5,MLP_cvFold1,C4.5_cvFold6,C4.5_cvFold5,MLP_cvFold4,MLP_cvFold3,C4.5_cvFold7,SVML_cvFold3,NN_cvFold7,NN_cvFold5,Logistic_cvFold2,C4.5_cvFold0,NN_cvFold0,NN_cvFold8,MLP_cvFold0,NN_cvFold4,NN_cvFold6,Logistic_cvFold7,SVML_cvFold7,Logistic_cvFold6,Logistic_cvFold3,Logistic_cvFold8,MLP_cvFold7,MLP_cvFold8,NN_cvFold3,Logistic_cvFold0,SVML_cvFold2,SVML_cvFold0,C4.5_cvFold2,SVML_cvFold6,C4.5_cvFold8,MLP_cvFold6,SVML_cvFold8,MLP_cvFold2,NN_cvFold2,Logistic,MLP,SVML,NN,C4.5
image-segmentation,0.021191703098795523,0.02461260153472702,0.0358935985670487,0.021964166116660733,0.025920957426373056,0.0239804081034194,0.02862541032691489,0.027981429999979983,0.023717223209696388,0.027112737578561974,0.021346729936223333,0.028502032396650633,0.024290376342197228,0.029309926954845213,0.028493306792784754,0.030566219571100256,0.02754612204129005,0.026969414229480668,0.022696162689922857,0.032830642655879635,0.023943713057523054,0.025493228159368025,0.02910050145370981,0.021091513904250632,0.025627738650420128,0.025150982740715703,0.027960100616793906,0.025995756600968076,0.023497308507314824,0.027066067619258533,0.02874409160545639,0.02132746245342083,0.02388490682644976,0.03193819869400159,0.024278965882511782,0.024943803523576592,0.025740012507092538,0.02679452546685745,0.030825233370564656,0.022518776141176367,0.030489350646824825,0.03530466799565109,0.03465766070061459,0.025956375639478783,0.026186517110160186,0.02097626055956765,0.024906662297949234,0.04345162475008859,0.022778111111492243,0.02474501128373802,0.011395169228807046,0.016679576303644004,0.0142859103033743,0.013379998971826705,0.01253733782247104
ionosphere,0.12286562683067902,0.08423237444339525,0.0856944298371241,0.09459436514769935,0.09394665725824415,0.08403418457313988,0.08760153558429312,0.11023545488754519,0.1031255700506384,0.09093769766276553,0.08300628809097407,0.10903829639408956,0.0938551377743198,0.10460580706345489,0.08007555873445384,0.09581438118711987,0.09497417943241668,0.0902478369934974,0.0793799478080009,0.08579597179892487,0.109815811231364,0.09122232132494669,0.1074572799001185,0.11452996084437868,0.10618092691119739,0.08319298934342524,0.06821227975258515,0.10705927026115786,0.11679946945639612,0.09286157571219908,0.0923932579183339,0.13267185494498118,0.11321089900060148,0.0879347038963627,0.11943036595862783,0.10132900819343726,0.10264703819464607,0.12120986699677301,0.09251615347665774,0.0817421977220054,0.08700945498203284,0.11596013215444141,0.07161577034833136,0.08064358556101278,0.11572973522596136,0.08858706481335948,0.10890330800981086,0.08717086787705274,0.08718197246285675,0.11853583253512247,0.05375111762579607,0.05552707504040885,0.03985647620130936,0.04905652184395978,0.03711166037467281
iris,0.08935195475083245,0.09793218969732584,0.09219216608498504,0.07991300080019707,0.07330368222876484,0.08647163436900565,0.07807056731517882,0.07928529907284534,0.0781643013817748,0.07909391808811769,0.09003226957237959,0.060587399503299735,0.07194991399200414,0.08256045168363116,0.06307934552147497,0.06241549985239957,0.058825407360735896,0.09885913711468465,0.0927732388516597,0.08054761488145182,0.10426437563013928,0.07551381162216218,0.06931872656169948,0.09084754576536863,0.07569624794270813,0.12466419204260654,0.10723729868396367,0.08113222489765734,0.08047781954090673,0.0749960880678854,0.07792265288446525,0.06586680661753518,0.049928627930718616,0.08200900870123658,0.08024755935162768,0.0809777416085144,0.07190820820508258,0.08444273037179507,0.07565169302523764,0.10136250728344781,0.07981961357298613,0.0900607303418593,0.0947456244990459,0.10467567675356691,0.07241873255805945,0.08713545154768142,0.07334780614953987,0.0870181170164441,0.09790784336576833,0.09574978033513881,0.04441991660347899,0.044566881162492494,0.035697036520520614,0.04428169435174723,0.041155717749156995
libras,0.10922229173079386,0.11936519096913731,0.11895389182734332,0.10057818518605316,0.09792095200897642,0.1285466069908739,0.10256899507766305,0.07254911774512984,0.11068308361204723,0.11823821418835596,0.160792722789313,0.10789338245762214,0.12162938190170512,0.10649561236682202,0.12374945621127761,0.09880009502416712,0.09607007517641421,0.10171458298981152,0.11600417020048191,0.10580581343911988,0.10440082238959462,0.1413195983992559,0.08473198340016973,0.13549493022802298,0.07359776620643832,0.12783690119754368,0.12370515672780212,0.1074262875906222,0.10188186020260213,0.11146956865785129,0.09785843648658638,0.10193616619309724,0.13559294859337134,0.1324230581360218,0.10531986188649578,0.12713341890006885,0.12914834940637818,0.11296489959188286,0.12064890653905873,0.09042592716827925,0.12361062680175476,0.10776507146861783,0.11673643234232976,0.1098441495626045,0.07888376217759654,0.11775114761952814,0.08710718349370207,0.12388569599972456,0.08070218302041136,0.10537037598170246,0.053013689325056006,0.04542695926192807,0.05017211754859809,0.046872152957388176,0.06193855242897839
magic,0.017848582487310295,0.013173005808730293,0.017055903467821893,0.01606325385679392,0.013416882669250627,0.01197184793688617,0.016451108172836904,0.015070990033020313,0.011973087621799149,0.01626391582841214,0.014049136467322313,0.015298256990487586,0.016150578714827998,0.0173078943888912,0.014362321720637372,0.013568636336353135,0.010714578120444001,0.015391607048539403,0.013876172798734621,0.010441290225183517,0.013835494605696795,0.015425062012901869,0.014088179084560722,0.013981617347576605,0.014006965230014214,0.012604865780385978,0.012832402103349154,0.013529398152008525,0.01496754407367748,0.015728948786830562,0.014119670150223017,0.013784973517327982,0.015258685183812041,0.01449859123318909,0.012192161873389654,0.014048493428988352,0.01628549053690864,0.012666284968768373,0.01543774103662186,0.013750473510080338,0.01833801618466011,0.01293665381330585,0.01953167862258214,0.01308255449177488,0.011931822984024084,0.013707873852282516,0.013643990472666019,0.015377369505696141,0.012218094881205512,0.01631264672592797,0.005746467605700758,0.008560960938049592,0.005620806750011694,0.005900335461566894,0.006893933218039091
miniboone,0.004618217622263526,0.004825266682037164,0.0059997719989884415,0.006357185980832709,0.004448714343058572,0.005573677563209292,0.005856248546932212,0.006390124106136081,0.004789744376080225,0.006484822014138402,0.00545137785124219,0.006318579632306265,0.004617196761686591,0.005874530039766395,0.0062152436045850015,0.00552115143127249,0.0045430322191658086,0.004495480060751459,0.0038085856321446667,0.004438601311526691,0.004842559186122221,0.005910687550917909,0.006687417877783073,0.0063681006010732925,0.00654390892258621,0.00590272210508001,0.004458879069372499,0.007151217491981948,0.004897427861399078,0.005350261753472275,0.004629874296714227,0.006846852457558607,0.0062212712824943,0.007440978561267347,0.005795735932756836,0.006343419370314612,0.005837258878500215,0.004860358219985727,0.004689695048422187,0.006539211978515229,0.006069558253672313,0.005998024595899371,0.00531072276102028,0.0047500728112627455,0.0067278808778085735,0.004342435804481619,0.005230463989634466,0.005156659427384979,0.00514435905474146,0.005430137584840927,0.009765933412402845,0.05223234498571719,0.0028956351771747472,0.0028019311169450974,0.00221401798472355
oocytes_merluccius_nucleus_4d,0.06280815292382905,0.06829471973329448,0.058648734548907774,0.07608713051515444,0.06371475280955953,0.05457071316321657,0.08046887392043868,0.06839596393677762,0.07317458283771384,0.061102651971256736,0.06803048729312083,0.05825748093541111,0.08839689788074911,0.07134535462150914,0.06828267946428423,0.04392324595172667,0.055500093222222636,0.09021448015861974,0.06123058870193241,0.0730343284492251,0.06685788651368604,0.061153766292115525,0.06742642916980306,0.05174325324270596,0.056182686646729,0.07381529306364107,0.0731572994196747,0.07216050636874002,0.07996142611247216,0.0796611551071441,0.07712537611854456,0.08521405448421289,0.07007500605690858,0.0718789359167315,0.06742590064394369,0.05369203326894354,0.07111511294413274,0.0646842160224871,0.06958971408718372,0.0771712144289816,0.0680290471575068,0.059174221708879954,0.07956802580523975,0.07348894633974096,0.0614403383303597,0.0841089689509677,0.06813341234779212,0.0676563018896679,0.07609166321860732,0.08654155327911671,0.029448196160542055,0.03394707154176833,0.030667859084965984,0.03762032745034012,0.03977914988362479
oocytes_trisopterus_states_5b,NaN,NaN,NaN,NaN,NaN,0.14295958997848537,NaN,0.11560366884221132,NaN,NaN,0.17016585473582782,0.1410672156681351,NaN,0.13821239798209956,0.13421879548688356,0.15227167851859544,NaN,0.1342707410276112,0.1196480245487046,0.14397344145925428,0.15982632539707017,0.18853932754919245,0.1487874211922942,0.1692459592588878,0.15746872953261956,0.16143166679304916,NaN,NaN,0.164032270337079,NaN,0.1598339069899217,0.16012297315825416,0.1449888292984516,0.16271197015068367,0.10597059501126861,0.15638893084664415,0.13279142658478446,0.14312421218536134,0.15262853898335224,0.16891648899113162,NaN,0.1365113518013091,NaN,0.11553537759275494,0.15707475945641522,0.15945371264019226,0.1366364186747415,0.11750006109157801,0.1589818978300791,0.1832098683415159,0.07828725664651011,0.059411807634902274,0.08131849531471547,0.09997807957129333,0.08584306541919477
optical,0.017494115079357435,0.016273599511948497,0.0076905380847324826,0.009261497523233287,0.011474553746868187,0.016944431699826564,0.009242744456671875,0.01330521481243845,0.007489452240622953,0.017452585470901748,0.014841394103258342,0.014767047625810173,0.017971224245804992,0.009761330790548133,0.008848442094314884,0.010571393800725219,0.008618874322425028,0.01823094690270267,0.01965668138889468,0.007918770915707828,0.008793732301656455,0.025777782644302732,0.0066541513169919774,0.008002538369972336,0.008281785108983227,0.01521925920802604,0.019953069316699507,0.007617433249286579,0.00913032120028977,0.011005381042662563,0.007375256422033399,0.007137189573902982,0.016258848856526058,0.008227601194277852,0.015249551999758314,0.016058502264600972,0.016625509911959893,0.008765595256933937,0.008750575831779722,0.008081612482535135,0.018940916079540723,0.008270720959246356,0.010099022911243686,0.018282255712825456,0.008453872564444607,0.019661139217035852,0.009970817089557427,0.009231756298301414,0.009962691041735664,0.007829092723619119,0.009511438922793958,0.004015825681483362,0.004134635758265124,0.003224366756804049,0.0068177560176365705
ozone,0.12803652501947727,0.14879538109158422,0.11259891579459762,0.07418152288391448,0.12215330092796409,0.11222132254507114,0.1400009325907137,0.1255247821112324,0.06764957203935396,0.11149736637672343,0.1058626361512949,0.10543705454327278,0.09662266477222928,0.09889112270045583,0.08102470003749215,0.12958280624990998,0.10317028281480331,0.0716445989890197,0.10263453281482378,0.12120879423941744,0.12298996229483322,0.12023208464364481,0.12267783655504236,0.11073133951749331,0.09394051289395881,0.10642477684002269,0.11598768638163165,0.104325894716992,0.10930378165975728,0.12383820214615321,0.07689368212343044,0.0838767034429833,0.09822609116306573,0.09147806714829372,0.09878830743036826,0.10660329607744266,0.12189764316117395,0.15356732232206166,0.14040700990486196,0.0712449203177817,0.13318744670593818,0.09210563896519794,0.11231688626756185,0.09735370331939415,0.06769630736160849,0.09962098527137646,0.12412637872176299,0.11791232705040113,0.1160291984064948,0.06596664328221236,0.04737353763532784,0.0536053130458276,0.04490324821220182,0.031485634024303155,0.05122924278060116
page-blocks,0.13681197211786011,0.07782787422088848,0.0855226594371513,0.08746809299591414,0.11359283137678072,0.09845294871593345,0.11271512022065143,0.11601590595851677,0.12098119550350034,0.07337420511239927,0.09087980514620536,0.14028884619631837,0.08426980784181783,0.11220280341114165,0.11916224642263176,0.0907464579144028,0.07313279546406316,0.09232948064948361,0.08015085926281933,0.11542693350392215,0.09238743509243082,0.08840617168862626,0.11077677561331796,0.13798736778022389,0.10163952257607715,0.09312769439836632,0.08366748055545807,0.10193767277855659,0.13802088945162932,0.08078723750519791,0.10492308558056733,0.11909285489559804,0.1355732632737769,0.12170925043865481,0.11852725003350971,0.07679771597254735,0.13353543531592063,0.12059224167069196,0.11520127767710611,0.0963794556339863,0.08621945387866203,0.1078356571249473,0.08682102987716825,0.10261763243693085,0.0953092829274428,0.07709731713774731,0.11290624108568917,0.14217180330523202,0.08998683066532319,0.12423342650618191,0.047228575793020734,0.07756977468038825,0.037953378648530836,0.06455606515882392,0.0395886813443253
parkinsons,0.20477655296116004,0.17341153646078541,0.1579785452883804,0.12685534296561166,0.1751026831639717,0.19203789213139583,0.1715261246485891,0.18491844489507633,0.10942566161974944,0.2043597645839085,0.14666440185069457,0.22586720855488035,0.14997913898738907,0.17157018538091942,0.22357189075224337,0.1771140787867433,0.14576037643857437,0.19213433597192733,0.23114057803240692,0.14703394904718453,0.10886600500300771,0.18656461423834356,0.09259225752167054,0.18550832237737397,0.1240049050111176,0.20638910328135127,0.17841178954954454,0.13775863707327307,0.11253164140406366,0.1453804729602876,0.14374043961855584,0.1341152652276706,0.20116793754258344,0.1663505300391659,0.21771439466064574,0.1531456976557606,0.218839573970333,0.20161827265365012,0.1558780196644286,0.12778722293371075,0.16560487450979328,0.18869191388763087,0.168274318245792,0.1459829204093834,0.19395980784573016,0.16383407716494067,0.15219209778131765,0.1810009099624594,0.16027390520920573,0.1381807476703101,0.11665609016473757,0.08419731371866498,0.080451203948471,0.06047653142235225,0.08031977682019542
pendigits,0.008463326909443056,0.009558556532239486,0.006050966280676071,0.00336886704811498,0.009808369605876579,0.009564590887994068,0.0059694658060806234,0.008786304038245742,0.0027089882480875642,0.007650315671822697,0.008384031347956523,0.009625842721780707,0.00807895143388334,0.006000876544929788,0.008299521864130143,0.009001276627952233,0.008812020305477784,0.010576973356913728,0.010074371317400382,0.0096044916157448,0.009194820390745225,0.008031109645629524,0.005446346424432801,0.004225225551588478,0.004454101464235048,0.010018989258499348,0.01119052131522841,0.004445792372062899,0.004723040048022631,0.008538000575668857,0.004606556937683977,0.004630374708297122,0.009870410193823486,0.0068740398655059605,0.009024854016870169,0.010944577845230763,0.009636578224540863,0.009370168057531719,0.01210550888200472,0.003934040194479089,0.008069561699264599,0.0062135731678329914,0.006409628766050232,0.010371219492967583,0.006316178815442953,0.008972066258864295,0.009657230491939645,0.007399912185347154,0.008480798827190553,0.004451961668237123,0.003937774219559645,0.004337327847944218,0.0025256056308338736,0.0014995832202428705,0.004944389792190089
planning,0.0891945755737035,0.032442935693564386,0.03564987730913878,0.08765081239460445,0.1260690304548248,0.06910851354502363,0.059479331296269033,0.1304716978133953,0.11636779107716287,0.08409931921968589,0.03738846635615129,0.1077772618334936,0.02368626581313902,0.028403085448040426,0.07026964202986674,0.16167853525836676,0.16756339745916102,7.022084070579025E-4,0.0355670876127234,0.18644840638496557,0.17168646374480206,0.06434626531460766,0.03105215675797254,0.08210859514687735,0.0637055195634527,0.13818696824977975,0.02563654122715589,0.08813674774056997,0.10880107927285212,0.14115855447417835,0.08572715060387853,0.08410442632702846,0.1243049247366462,0.05843911959424379,0.1293717916079503,0.13259289379242004,0.09336515045688334,0.1586669839190072,0.1660174676266255,0.09669314827270935,0.10955919766935555,0.12053590163710441,0.061125199014436325,0.026182342034587615,0.07736767332041317,0.03095459442064451,0.1776014844766465,0.07118468596684617,0.1599456009082259,0.11146175599602647,0.05849922002141269,0.07455050183838853,0.03134301433128736,0.031251742792999714,0.011951066658958946
post-operative,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1461003473720545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10784301186724803,NaN,0.06950787333163971,NaN,NaN,NaN,NaN,0.1372864636550746,0.10655780484164083,0.1408474611346415,0.06954016391709188,0.05279670566183771,0.03518233618817845,0.016722779635401915
ringnorm,0.020940031927617016,0.016949987101313072,0.02100096578779265,0.015231311635717597,0.013033789288901896,0.017716365549418574,0.022793591802570585,0.017044470226030454,0.013140473275458068,0.020616599583176864,0.01682635307286713,0.02127375279915072,0.01858013578622493,0.01780902524259689,0.01981383548674953,0.016101310669376787,0.016044626943358224,0.015561648712641672,0.01745657143499771,0.012092102339659036,0.015108490760181004,0.02122079867465142,0.029405031979522905,0.014629998867003037,0.01795982095948868,0.018970632198151635,0.0190159287476416,0.015143380057947246,0.019039553104244378,0.013402496413915865,0.016266845035242186,0.015389446942140377,0.021631058037232774,0.022034566521556366,0.026500271351109713,0.02985800006756188,0.019897881065011225,0.015710168827282527,0.016647807696179615,0.01777254847419323,0.02157282487947754,0.02105671709220173,0.020967742383150148,0.016447654981485597,0.0257341286275748,0.01690443310719638,0.01863089866580742,0.021813601698636338,0.013828829447645775,0.014953791133268836,0.007308267129304848,0.00992278857639351,0.007702252794736988,0.005636692894164844,0.010259466538455773
seeds,0.08962320816164998,0.1046590922913834,0.062259572221072035,0.08035024837472496,0.1068023232786698,0.11559939501748687,0.09203124336882224,0.07166375056373468,0.06014000822624919,0.0643185578805584,0.09294107409947798,0.07478083090965063,0.07586498943391155,0.08656839955288859,0.08309638252885673,0.07629893681879017,0.048937096969852274,0.09387944481693321,0.11669144351508896,0.08637430697162504,0.10307875918238082,0.09965441962442219,0.10638118448388562,0.07389692470879809,0.08490473739752015,0.07607855403016882,0.12500067042388624,0.09689982812480444,0.08532098828854286,0.09847149472790494,0.0792581883721385,0.081093034738587,0.08989885561836845,0.06989986201423196,0.06909787893695717,0.08858524927172767,0.08241199704438665,0.07277241405306349,0.07191337432558648,0.08904872966722631,0.08729022499909975,0.07664223621195636,0.12043150214711984,0.07190608494597969,0.08283119056760804,0.08244403904536202,0.0799357380336368,0.09465968383987365,0.07634360277589969,0.07374641969342276,0.03130675834455162,0.04655516543271194,0.03566553870812825,0.03006322561435159,0.04942286879432774
