CAWPE(RandTie),CAWPE(ConTie),CAWPE(alpha=4)
1.50499954126312,1.4828820415797324,1.4855063568197013
0.8321882543943223,0.8316508480716037,0.8248077787325961
1.3057201964137424,1.2310125175029933,1.2385254152552962
0.6991538460472049,0.670864254839286,0.6729404415581132
0.7270912793865872,0.706470640203028,0.7011447198841166
0.8279222369133069,0.7839782312615626,0.799275337334534
0.5695003808613653,0.5741534144804186,0.5705228246047994
0.6599809509696164,0.5598961352697048,0.6114649359412304
1.0099600233294221,0.9572547728354909,0.9673040267848602
0.30385269350323874,0.307920868378431,0.3038392489676254
0.9754069933815824,0.9488045506851709,0.9543858222157404
1.90529950164186,1.9805733065885425,1.9066818327087922
1.895998075285372,1.9546956534841242,1.8876035242899323
1.945427453152729,2.0208080449272874,1.9446925280835203
0.9774051909852194,0.9741227036523284,0.9907773375319578
0.5814054163325425,0.5847811827288792,0.5791667556359932
0.5514795840310236,0.5474897504577944,0.5489847087120572
0.7482940123838535,0.7472735980126098,0.7444858960079226
0.6699379627241709,0.6665149734780474,0.6447258651598787
0.4274940195780423,0.42073192356891576,0.4238483069167099
0.2856686806433318,0.28913401071821976,0.28477947150740024
0.48583930604309644,0.4793334310211146,0.4699525617584952
0.9663984368928229,0.8759146067181018,0.9366366651623268
0.7865817217709591,0.7916361419186083,0.7888882649701041
0.7336349670805428,0.7340821340459922,0.7243276802777371
1.3553991553935458,1.3907206106587986,1.3622067116306271
2.1088553883691197,2.109509960338779,2.105371223860763
0.7653301433149141,0.7435030281090749,0.7423039095164451
0.6226642977098489,0.6135310536279981,0.6182132623526778
0.6643409193293353,0.6437915211696054,0.6586916025451385
0.34253807377232887,0.32887590962503604,0.32653745518242616
0.5586411553191792,0.5566833455222789,0.552806638094966
0.33916608545341526,0.33807344180937865,0.33833784042209664
1.9016403356579314,1.8916826651296827,1.8885930220513518
0.9790634725204898,0.9622136816592253,0.9578409229736512
2.6237771905586764,2.62670045698864,2.5993002731166563
1.4095021538418524,1.4067924867812056,1.4060238890315702
0.23348416753321746,0.23275514267943334,0.2367984879801982
1.2531448566213317,1.2360909459142984,1.2284838748175426
0.6818675534389023,0.6704969872419811,0.6683066600385047
1.2514433171816441,1.2281281068966554,1.2364707388807497
0.6148135716606826,0.5992773190286402,0.6059758655753491
0.24183252015988088,0.27212529754550513,0.1698625682812029
1.0587754229499653,1.0595583870367884,1.0571420914679233
0.8296670764432521,0.8259211905137797,0.8233005197017039
0.5183592469207617,0.5130349230017378,0.5160957514523515
1.3627321556555594,1.3346309438037518,1.3484272548711695
0.48249450696630775,0.4872110428269119,0.48172927816029026
0.5484235061367587,0.5101511822383222,0.5332567126950915
0.4382745287585809,0.42993376585393,0.43339164223234067
0.7355126282713549,0.7147723841781723,0.6715795940353365
1.50885896455705,1.5046761784951055,1.5035971605668272
0.5587431440093197,0.5583923914712361,0.5542196731074934
4.879653366356509,4.860741349139654,4.804381113359984
0.25309044268799374,0.25347345355192774,0.24979850131644374
0.5787126081679829,0.5933029647418882,0.5760165367918784
0.45382394265984777,0.4453710415066126,0.4480141012222462
0.6058188653798102,0.6044936227484432,0.603885875493015
1.397245729806439,1.3244973125645154,1.3402190397726979
1.5878551909302965,1.5564093468177582,1.570449905573742
0.9330920070786031,0.8818432200254215,0.8648584868085935
1.7710575741563248,1.7760279098124458,1.7643330346025292
1.1314656040343423,1.1368149878560567,1.1083962819361803
0.4904597021930578,0.45420276430046375,0.4725108477726379
0.5045315631643774,0.49568321691245454,0.4951069480659697
0.1921609257737594,0.1908834655214615,0.19146334178069233
0.14795397568080154,0.1431061896498766,0.14486744189116604
0.69509388433439,0.709731135514189,0.7003961882907735
0.8019541898572499,0.8054883149583029,0.7805462181180781
0.37038451480819595,0.37029388950657516,0.37069368051845036
1.0474166311059778,0.9792037101103894,0.9878940345386206
0.8922120558950478,0.8364372161303378,0.8554339766318173
0.4783554504762092,0.40918071208737516,0.43560840596646755
0.5415212093404974,0.5091387457025611,0.5150436358129785
0.5633772664051111,0.5519863054414628,0.5496015715569913
0.32142846563806543,0.32053244444954493,0.32092257596378254
0.9741274748820968,0.971122002469982,0.9718655551077293
1.1378042469368126,1.1330635201068135,1.1339001020614383
1.0925476855863632,1.085737398620851,1.0881878408568124
0.026567361777940657,0.026479558061767033,0.026545390479129006
0.478435651029452,0.48502102037397177,0.43506112948791525
2.204025046977471,2.207387013635478,2.202315089201565
1.7021155205937122,1.655421106613932,1.6667379425969977
0.8948324232335997,0.9726046696529013,0.8855178045849018
0.5269735251749558,0.527504700467198,0.5255446289096608
