CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(47):,adult,annealing,arrhythmia,balance-scale,breast-cancer,car,cardiotocography-3clases,cardiotocography-10clases,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,glass,haberman-survival,heart-cleveland,heart-switzerland,heart-va,hill-valley,image-segmentation,letter,lung-cancer,lymphography,magic,miniboone,molec-biol-promoter,molec-biol-splice,monks-2,monks-3,nursery,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,spambase,spect,statlog-australian-credit,statlog-shuttle,statlog-vehicle,steel-plates,thyroid,tic-tac-toe,trains,wall-following
Draws(74):,abalone,acute-inflammation,acute-nephritis,audiology-std,balloons,bank,blood,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,chess-krvk,chess-krvkp,congressional-voting,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,hayes-roth,heart-hungarian,hepatitis,horse-colic,ilpd-indian-liver,ionosphere,iris,led-display,lenses,libras,low-res-spect,mammographic,monks-1,mushroom,musk-1,musk-2,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,ringnorm,seeds,semeion,soybean,spectf,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,synthetic-control,teaching,titanic,twonorm,vertebral-column-2clases,vertebral-column-3clases,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(69):,adult,annealing,arrhythmia,balance-scale,balloons,breast-cancer,breast-cancer-wisc-prog,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,cylinder-bands,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-switzerland,heart-va,hepatitis,hill-valley,ilpd-indian-liver,image-segmentation,ionosphere,lenses,letter,libras,lung-cancer,lymphography,magic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,musk-1,nursery,parkinsons,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,spambase,spect,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,thyroid,tic-tac-toe,titanic,trains,vertebral-column-2clases,wall-following
