CAWPE-S(ConTie),CAWPE-S(RandTie),CAWPE-S(alpha=4)
0.019433047433528805 ,0.014943041947346303,0.0145431051239856
0.007005379044583648 ,-0.0013358826619130904,6.720168088014677E-5
-0.01510075264207944 ,-0.022976071324195102,-0.02585214568529204
0.0029781977538212434 ,-0.007078537324901046,-0.009464941450676778
0.006970428308500587 ,0.004706977216150321,0.0058981296702727
-0.021818796262624063 ,-0.027928537731828462,-0.02497436770221062
0.008422973484732643 ,-0.0023374107233836705,2.7375688217579075E-4
0.002243170432580377 ,-0.010350874635799423,-0.008533970905875599
0.0025848218938888667 ,0.004251801546539591,0.0022399118798370754
-4.359872273115295E-4 ,-0.007331063436671337,-0.004621383993139494
0.005418664105958482 ,3.8438501489546084E-5,0.003042578463571255
0.0039510483697027254 ,-2.7033058850278735E-4,1.4755694187384982E-4
-0.012933913607860337 ,-0.009297457922564867,-0.007235195034901887
0.001337529121107628 ,-0.001158436373905003,-0.0015820359037809206
0.0022488194333859512 ,-0.0045568457319815625,-0.0025562365324802716
0.01684165853084585 ,0.02254164324985153,0.018512367116598094
-0.0064542959599691585 ,-0.005941556312395013,-0.008233930930538369
0.03152967066541568 ,0.029696358922907118,0.02641761026856626
0.0030067213525515335 ,0.006461149600085925,0.005377335903719915
-0.012482267268853042 ,-0.026945401186313722,-0.027451119275684333
-0.007809810072530343 ,-0.0182803162378381,-0.013027702236568572
0.014279256468284207 ,4.677119221799808E-4,0.0036182157525916914
2.1154486127106242E-4 ,1.1260297229831462E-4,-0.002975100287749055
-0.011169824272014073 ,-0.009198285385612848,-0.011659160984334838
0.018963303290107758 ,0.01853394445085299,0.020055383564873797
-4.0719909491859774E-4 ,-0.0017903616815025947,-0.0038190268661271176
-0.023687336025723038 ,-0.03558193639887408,-0.030831998880612277
-0.016077031590154278 ,-0.013157916548557247,-0.018479443693682374
-0.003178029258782855 ,-0.007114518216501886,-1.6806970618232775E-4
0.020398067661748787 ,0.006796775700311342,0.014652416620224762
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
