MLP,NN,CAWPE,SVML,C4.5,Logistic
0.8549107142857143 ,0.8660714285714286,0.9084821428571429,0.8415178571428571,0.90625,0.8459821428571429
0.859375 ,0.8727678571428571,0.9174107142857143,0.8616071428571429,0.921875,0.8705357142857143
0.8459821428571429 ,0.8772321428571429,0.9151785714285714,0.8526785714285714,0.8995535714285714,0.8258928571428571
0.8794642857142857 ,0.8772321428571429,0.9174107142857143,0.8638392857142857,0.9308035714285714,0.8705357142857143
0.875 ,0.8705357142857143,0.9263392857142857,0.8459821428571429,0.921875,0.8526785714285714
0.8638392857142857 ,0.875,0.9196428571428571,0.8616071428571429,0.9375,0.8772321428571429
0.8727678571428571 ,0.8727678571428571,0.9241071428571429,0.8526785714285714,0.9397321428571429,0.8392857142857143
0.859375 ,0.8794642857142857,0.9285714285714286,0.8415178571428571,0.953125,0.84375
0.8571428571428571 ,0.890625,0.9196428571428571,0.8169642857142857,0.9330357142857143,0.8526785714285714
0.8883928571428571 ,0.8727678571428571,0.9352678571428571,0.8616071428571429,0.953125,0.8772321428571429
0.8861607142857143 ,0.9040178571428571,0.9441964285714286,0.8415178571428571,0.9486607142857143,0.8571428571428571
0.8325892857142857 ,0.8683035714285714,0.9040178571428571,0.8482142857142857,0.8950892857142857,0.8482142857142857
0.8348214285714286 ,0.8459821428571429,0.9017857142857143,0.8058035714285714,0.9107142857142857,0.84375
0.8727678571428571 ,0.8839285714285714,0.9084821428571429,0.8616071428571429,0.9084821428571429,0.859375
0.8616071428571429 ,0.8839285714285714,0.9196428571428571,0.8459821428571429,0.9241071428571429,0.84375
0.6936936936936937 ,0.6171171171171171,0.7432432432432432,0.6306306306306306,0.7477477477477478,0.5900900900900901
0.6306306306306306 ,0.5765765765765766,0.6846846846846847,0.5765765765765766,0.6486486486486487,0.481981981981982
0.6261261261261262 ,0.5405405405405406,0.6666666666666666,0.545045045045045,0.6171171171171171,0.5630630630630631
0.6891891891891891 ,0.536036036036036,0.7117117117117117,0.5945945945945946,0.6891891891891891,0.5495495495495496
0.6081081081081081 ,0.5585585585585585,0.6711711711711712,0.5180180180180181,0.6486486486486487,0.4954954954954955
0.6396396396396397 ,0.5675675675675675,0.6666666666666666,0.46396396396396394,0.6081081081081081,0.5135135135135135
0.6621621621621622 ,0.5495495495495496,0.6891891891891891,0.5540540540540541,0.6396396396396397,0.5495495495495496
0.6486486486486487 ,0.5675675675675675,0.7162162162162162,0.5945945945945946,0.6351351351351351,0.545045045045045
0.6396396396396397 ,0.5900900900900901,0.6621621621621622,0.4954954954954955,0.6216216216216216,0.4864864864864865
0.6486486486486487 ,0.5855855855855856,0.7027027027027027,0.5765765765765766,0.6846846846846847,0.5540540540540541
0.6486486486486487 ,0.5495495495495496,0.6891891891891891,0.5990990990990991,0.6666666666666666,0.49099099099099097
0.6306306306306306 ,0.5675675675675675,0.7522522522522522,0.527027027027027,0.7477477477477478,0.4954954954954955
0.6486486486486487 ,0.5990990990990991,0.6891891891891891,0.5630630630630631,0.6531531531531531,0.5225225225225225
0.6351351351351351 ,0.5855855855855856,0.6396396396396397,0.4954954954954955,0.5945945945945946,0.5045045045045045
0.6396396396396397 ,0.5855855855855856,0.6801801801801802,0.44144144144144143,0.6441441441441441,0.5
0.6711711711711712 ,0.5765765765765766,0.6711711711711712,0.5765765765765766,0.6126126126126126,0.5315315315315315
0.6486486486486487 ,0.5405405405405406,0.6801801801801802,0.4864864864864865,0.5720720720720721,0.5
0.6711711711711712 ,0.545045045045045,0.7342342342342343,0.5720720720720721,0.7117117117117117,0.5630630630630631
0.6846846846846847 ,0.545045045045045,0.7027027027027027,0.536036036036036,0.6351351351351351,0.5135135135135135
0.6576576576576577 ,0.5675675675675675,0.6936936936936937,0.5675675675675675,0.6711711711711712,0.5495495495495496
0.6261261261261262 ,0.5630630630630631,0.6846846846846847,0.545045045045045,0.6801801801801802,0.509009009009009
0.6756756756756757 ,0.5900900900900901,0.6891891891891891,0.5720720720720721,0.6261261261261262,0.5945945945945946
0.6531531531531531 ,0.5630630630630631,0.6891891891891891,0.5630630630630631,0.6486486486486487,0.5900900900900901
0.6171171171171171 ,0.6081081081081081,0.6756756756756757,0.481981981981982,0.6711711711711712,0.4954954954954955
0.5945945945945946 ,0.5765765765765766,0.6486486486486487,0.5180180180180181,0.6216216216216216,0.4864864864864865
0.6171171171171171 ,0.5495495495495496,0.6711711711711712,0.5720720720720721,0.6441441441441441,0.509009009009009
0.6576576576576577 ,0.5585585585585585,0.6981981981981982,0.5675675675675675,0.6711711711711712,0.5855855855855856
0.6801801801801802 ,0.5630630630630631,0.6936936936936937,0.5225225225225225,0.6531531531531531,0.5630630630630631
0.6576576576576577 ,0.581081081081081,0.6846846846846847,0.5630630630630631,0.6621621621621622,0.5315315315315315
0.6756756756756757 ,0.5675675675675675,0.6891891891891891,0.536036036036036,0.6486486486486487,0.5630630630630631
0.6145833333333334 ,0.59375,0.6666666666666666,0.6354166666666666,0.6979166666666666,0.53125
0.7291666666666666 ,0.6770833333333334,0.75,0.71875,0.6979166666666666,0.6875
0.6875 ,0.625,0.6875,0.6354166666666666,0.65625,0.5729166666666666
0.6875 ,0.6354166666666666,0.75,0.7083333333333334,0.6770833333333334,0.6041666666666666
0.6979166666666666 ,0.6041666666666666,0.6875,0.6770833333333334,0.6770833333333334,0.59375
0.625 ,0.5729166666666666,0.6875,0.625,0.6979166666666666,0.5520833333333334
0.6979166666666666 ,0.4791666666666667,0.71875,0.65625,0.6041666666666666,0.6770833333333334
0.6458333333333334 ,0.59375,0.6875,0.65625,0.6770833333333334,0.6041666666666666
0.6875 ,0.5,0.7291666666666666,0.71875,0.6458333333333334,0.5729166666666666
0.6458333333333334 ,0.6041666666666666,0.6875,0.65625,0.65625,0.5729166666666666
0.6770833333333334 ,0.6875,0.7291666666666666,0.6875,0.6979166666666666,0.6145833333333334
0.6875 ,0.59375,0.71875,0.6875,0.5729166666666666,0.65625
0.65625 ,0.5625,0.65625,0.625,0.59375,0.6041666666666666
0.71875 ,0.5,0.75,0.7291666666666666,0.75,0.6770833333333334
0.6354166666666666 ,0.59375,0.6979166666666666,0.6875,0.6875,0.6354166666666666
0.6770833333333334 ,0.5208333333333334,0.7083333333333334,0.7083333333333334,0.6979166666666666,0.6666666666666666
0.6458333333333334 ,0.59375,0.6979166666666666,0.6875,0.6666666666666666,0.5833333333333334
0.71875 ,0.6770833333333334,0.71875,0.71875,0.6354166666666666,0.6354166666666666
0.7083333333333334 ,0.6145833333333334,0.7083333333333334,0.71875,0.7083333333333334,0.6354166666666666
0.7083333333333334 ,0.5520833333333334,0.7083333333333334,0.625,0.65625,0.5625
0.6458333333333334 ,0.6041666666666666,0.7291666666666666,0.6354166666666666,0.7604166666666666,0.59375
0.71875 ,0.6354166666666666,0.7395833333333334,0.71875,0.75,0.6458333333333334
0.6770833333333334 ,0.6145833333333334,0.7291666666666666,0.7083333333333334,0.6875,0.6145833333333334
0.6979166666666666 ,0.65625,0.7395833333333334,0.7083333333333334,0.6458333333333334,0.625
0.7083333333333334 ,0.6770833333333334,0.7395833333333334,0.6770833333333334,0.65625,0.6041666666666666
0.625 ,0.5416666666666666,0.6875,0.6145833333333334,0.6666666666666666,0.53125
0.6458333333333334 ,0.5833333333333334,0.625,0.625,0.6458333333333334,0.625
0.7395833333333334 ,0.6979166666666666,0.7604166666666666,0.75,0.71875,0.7083333333333334
0.6875 ,0.5104166666666666,0.6979166666666666,0.6770833333333334,0.6354166666666666,0.6041666666666666
0.6458333333333334 ,0.5625,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.5416666666666666
0.8974358974358975 ,0.8878205128205128,0.8942307692307693,0.9230769230769231,0.7884615384615384,0.8974358974358975
0.8942307692307693 ,0.8814102564102564,0.9038461538461539,0.8846153846153846,0.8108974358974359,0.8814102564102564
0.8814102564102564 ,0.8782051282051282,0.9006410256410257,0.9134615384615384,0.7596153846153846,0.8878205128205128
0.8942307692307693 ,0.8782051282051282,0.8974358974358975,0.907051282051282,0.7467948717948718,0.8942307692307693
0.8942307692307693 ,0.8653846153846154,0.8846153846153846,0.8814102564102564,0.7660256410256411,0.8653846153846154
0.9134615384615384 ,0.8782051282051282,0.8974358974358975,0.907051282051282,0.8076923076923077,0.9006410256410257
0.9038461538461539 ,0.8846153846153846,0.9102564102564102,0.9198717948717948,0.7756410256410257,0.9038461538461539
0.9038461538461539 ,0.8717948717948718,0.9102564102564102,0.9134615384615384,0.7948717948717948,0.8717948717948718
0.9198717948717948 ,0.9006410256410257,0.9198717948717948,0.9423076923076923,0.7660256410256411,0.9455128205128205
0.907051282051282 ,0.8589743589743589,0.9038461538461539,0.8653846153846154,0.8076923076923077,0.8653846153846154
0.8878205128205128 ,0.8814102564102564,0.8878205128205128,0.907051282051282,0.75,0.8782051282051282
0.9262820512820513 ,0.875,0.9102564102564102,0.8814102564102564,0.7884615384615384,0.875
0.8717948717948718 ,0.8782051282051282,0.8974358974358975,0.8525641025641025,0.8044871794871795,0.8525641025641025
0.9134615384615384 ,0.8878205128205128,0.9166666666666666,0.9134615384615384,0.7756410256410257,0.907051282051282
0.8974358974358975 ,0.8878205128205128,0.8974358974358975,0.9102564102564102,0.7788461538461539,0.8942307692307693
0.9134615384615384 ,0.8974358974358975,0.9134615384615384,0.8942307692307693,0.7788461538461539,0.8942307692307693
0.9294871794871795 ,0.8782051282051282,0.9262820512820513,0.9006410256410257,0.7660256410256411,0.9006410256410257
0.8717948717948718 ,0.8910256410256411,0.8846153846153846,0.8974358974358975,0.7692307692307693,0.8942307692307693
0.8717948717948718 ,0.8621794871794872,0.8878205128205128,0.875,0.7660256410256411,0.8589743589743589
0.8942307692307693 ,0.8878205128205128,0.907051282051282,0.8814102564102564,0.7884615384615384,0.8782051282051282
0.9102564102564102 ,0.8878205128205128,0.9134615384615384,0.8974358974358975,0.8365384615384616,0.9102564102564102
0.8942307692307693 ,0.8846153846153846,0.8942307692307693,0.8717948717948718,0.7628205128205128,0.8621794871794872
0.8814102564102564 ,0.8878205128205128,0.8974358974358975,0.9166666666666666,0.7467948717948718,0.8846153846153846
0.9102564102564102 ,0.8878205128205128,0.9038461538461539,0.8846153846153846,0.7884615384615384,0.8942307692307693
0.8942307692307693 ,0.8653846153846154,0.8974358974358975,0.9038461538461539,0.7628205128205128,0.907051282051282
0.8846153846153846 ,0.8846153846153846,0.8814102564102564,0.907051282051282,0.7788461538461539,0.8846153846153846
0.8878205128205128 ,0.8717948717948718,0.8910256410256411,0.8685897435897436,0.7564102564102564,0.8621794871794872
0.907051282051282 ,0.8974358974358975,0.8974358974358975,0.9198717948717948,0.7916666666666666,0.8974358974358975
0.9166666666666666 ,0.8685897435897436,0.9038461538461539,0.8942307692307693,0.7756410256410257,0.8942307692307693
0.9038461538461539 ,0.8846153846153846,0.8846153846153846,0.8910256410256411,0.7980769230769231,0.8685897435897436
0.42857142857142855 ,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.7142857142857143 ,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.8571428571428571
0.2857142857142857 ,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857
0.5714285714285714 ,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855
1.0 ,0.8571428571428571,1.0,1.0,1.0,1.0
0.8571428571428571 ,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571
1.0 ,0.42857142857142855,1.0,1.0,1.0,1.0
0.2857142857142857 ,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857
1.0 ,1.0,1.0,1.0,1.0,1.0
0.8571428571428571 ,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143
0.7142857142857143 ,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714
0.7142857142857143 ,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.5714285714285714
0.5714285714285714 ,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714
0.8571428571428571 ,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143
0.7142857142857143 ,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714
0.42857142857142855 ,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855
0.42857142857142855 ,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855
0.42857142857142855 ,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.42857142857142855
0.2857142857142857 ,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
0.7142857142857143 ,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714
0.7142857142857143 ,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714
1.0 ,0.7142857142857143,1.0,1.0,1.0,1.0
0.7142857142857143 ,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.5714285714285714
1.0 ,0.8571428571428571,1.0,1.0,1.0,1.0
0.42857142857142855 ,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855
0.5714285714285714 ,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.5714285714285714
0.42857142857142855 ,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855
0.42857142857142855 ,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855
1.0 ,1.0,1.0,1.0,1.0,1.0
0.42857142857142855 ,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857
0.8597345132743363 ,0.8867256637168142,0.8951327433628319,0.897787610619469,0.8853982300884956,0.9008849557522124
0.8783185840707964 ,0.8752212389380531,0.8907079646017699,0.8946902654867257,0.8747787610619469,0.8964601769911504
0.8725663716814159 ,0.8380530973451328,0.8915929203539823,0.8929203539823009,0.8765486725663717,0.8920353982300885
0.8716814159292036 ,0.8752212389380531,0.8884955752212389,0.8924778761061947,0.8778761061946903,0.8960176991150443
0.8761061946902655 ,0.8845132743362832,0.8902654867256637,0.893362831858407,0.881858407079646,0.8915929203539823
0.8836283185840708 ,0.8269911504424778,0.8911504424778761,0.8893805309734514,0.879646017699115,0.8938053097345132
0.8699115044247787 ,0.868141592920354,0.8929203539823009,0.8915929203539823,0.8929203539823009,0.8955752212389381
0.8805309734513275 ,0.8823008849557522,0.8960176991150443,0.8991150442477877,0.8889380530973451,0.8995575221238938
0.8823008849557522 ,0.8694690265486725,0.8938053097345132,0.8946902654867257,0.8823008849557522,0.8946902654867257
0.868141592920354 ,0.8840707964601769,0.8982300884955752,0.9017699115044248,0.8920353982300885,0.9022123893805309
0.8743362831858407 ,0.8668141592920354,0.8907079646017699,0.8880530973451327,0.8805309734513275,0.8889380530973451
0.8659292035398231 ,0.8676991150442478,0.8880530973451327,0.8884955752212389,0.8747787610619469,0.8902654867256637
0.8672566371681416 ,0.8734513274336283,0.8946902654867257,0.8929203539823009,0.8938053097345132,0.893362831858407
0.863716814159292 ,0.8827433628318584,0.893362831858407,0.8920353982300885,0.8960176991150443,0.8907079646017699
0.8814159292035398 ,0.8442477876106195,0.8986725663716815,0.8982300884955752,0.8951327433628319,0.8973451327433628
0.8774336283185841 ,0.8805309734513275,0.9008849557522124,0.9022123893805309,0.8858407079646018,0.9022123893805309
0.8752212389380531 ,0.8654867256637168,0.8955752212389381,0.8924778761061947,0.8867256637168142,0.8929203539823009
0.863716814159292 ,0.8730088495575221,0.8973451327433628,0.8969026548672566,0.8814159292035398,0.8986725663716815
0.8778761061946903 ,0.8792035398230088,0.8986725663716815,0.8898230088495576,0.8907079646017699,0.8924778761061947
0.8761061946902655 ,0.8685840707964602,0.893362831858407,0.8955752212389381,0.8783185840707964,0.8955752212389381
0.868141592920354 ,0.8721238938053097,0.8969026548672566,0.8955752212389381,0.8845132743362832,0.8946902654867257
0.8650442477876106 ,0.8380530973451328,0.8902654867256637,0.8884955752212389,0.8792035398230088,0.8902654867256637
