CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(85):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(25):,BeetleFly,BirdChicken,ChlorineConcentration,Computers,CricketX,CricketY,CricketZ,ElectricDevices,FordB,Haptics,Herring,Mallat,NonInvasiveFetalECGThorax1,OliveOil,PhalangesOutlinesCorrect,Phoneme,RefrigerationDevices,ScreenType,ShapeletSim,SmallKitchenAppliances,SonyAIBORobotSurface1,ToeSegmentation1,ToeSegmentation2,Trace,WormsTwoClass
Draws(60):,Adiac,ArrowHead,Beef,Car,CBF,CinCECGtorso,Coffee,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,GunPoint,Ham,HandOutlines,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax2,OSULeaf,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,ShapesAll,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(42):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Computers,CricketX,CricketY,CricketZ,ElectricDevices,FordB,Ham,Haptics,Herring,InlineSkate,LargeKitchenAppliances,Lightning7,Mallat,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,NonInvasiveFetalECGThorax1,OliveOil,PhalangesOutlinesCorrect,Phoneme,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SwedishLeaf,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,UWaveGestureLibraryZ,WormsTwoClass
Draws(43):,Coffee,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,GunPoint,HandOutlines,InsectWingbeatSound,ItalyPowerDemand,Lightning2,Meat,MedicalImages,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax2,OSULeaf,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,SonyAIBORobotSurface2,StarlightCurves,Strawberry,Symbols,SyntheticControl,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,Wafer,Wine,WordSynonyms,Worms,Yoga
Losses(0):

