CAWPE(alpha=4),CAWPE(ConTie),CAWPE(RandTie)
0.9620934115536859 ,0.9625956225934786,0.9609581073502775
0.9699507368676225 ,0.9694469083936129,0.9683832998603492
0.9778585345727018 ,0.9788451655698628,0.9763495273153575
0.9638004294763665 ,0.9641857324707966,0.961782311291861
0.9705861717924456 ,0.9708483640191863,0.9694576990099469
0.9675248672926345 ,0.9685521693088658,0.965374166565609
0.9715305027854387 ,0.9723860235491344,0.9701727331051869
0.9714661711668763 ,0.972219731938694,0.9696020857801965
0.9703832892327813 ,0.9710741493292543,0.9687974415112597
0.9704652943273429 ,0.9710717955290235,0.9694388619748557
0.9752789620728283 ,0.9756360204695319,0.9742863131055525
0.9685508066013451 ,0.9685508066013451,0.967032629298354
0.9704186032947056 ,0.9713324577554765,0.9697824348856748
0.9733687190485493 ,0.973721202049685,0.9722443713424848
0.9682912970658066 ,0.9699701038067003,0.9663949754155203
0.969693410861685 ,0.970146744349482,0.9681076573088535
0.9572124421755488 ,0.9572124421755488,0.9555147263195856
0.9762154253768458 ,0.9765047927554776,0.974392089932796
0.9755891474102035 ,0.9756469060147531,0.9749318351533787
0.969740325711564 ,0.9704861146850492,0.9684443431320758
0.9680889483433149 ,0.9688536771027192,0.9667676350281367
0.9676032809674023 ,0.9679011831891069,0.9661149820815036
0.9630526894977008 ,0.9643463098733789,0.9609543765352767
0.9645750176339458 ,0.9654105388685998,0.9629324464224585
0.9803762285283271 ,0.9803947602482388,0.9791853650296921
0.9692609261773656 ,0.9700470896189334,0.968041356741943
0.9768245273405198 ,0.9768382165423231,0.9752817649234787
0.967553553301265 ,0.9698704991939213,0.9655033094309745
0.9715890602835885 ,0.9732060275574212,0.9702340486672667
0.9703567653665911 ,0.9704494231740702,0.9696129238428001
0.9398148148148149 ,0.9409722222222223,0.9409722222222223
0.9895833333333334 ,0.9953703703703702,0.9791666666666665
0.8449074074074074 ,0.8402777777777778,0.8402777777777778
0.8888888888888888 ,0.8946759259259258,0.8946759259259258
0.9895833333333333 ,0.9895833333333333,0.9872685185185185
0.9293981481481481 ,0.9282407407407407,0.9259259259259259
0.9479166666666666 ,0.9490740740740741,0.9328703703703703
0.9421296296296297 ,0.9444444444444444,0.9386574074074073
0.9074074074074074 ,0.9050925925925926,0.9039351851851851
0.9641203703703705 ,0.96875,0.9675925925925926
0.9293981481481481 ,0.9293981481481481,0.9293981481481481
0.9282407407407408 ,0.9247685185185186,0.9247685185185186
0.9733796296296295 ,0.9780092592592591,0.9548611111111112
0.8773148148148149 ,0.892361111111111,0.8356481481481481
0.886574074074074 ,0.8738425925925926,0.8738425925925926
0.8912037037037037 ,0.8912037037037037,0.8923611111111112
0.886574074074074 ,0.8877314814814814,0.8888888888888888
0.9421296296296295 ,0.9201388888888888,0.9374999999999999
0.9340277777777778 ,0.943287037037037,0.9212962962962963
0.9537037037037036 ,0.9525462962962963,0.9479166666666666
0.9317129629629629 ,0.9375,0.9155092592592592
0.900462962962963 ,0.8958333333333333,0.8958333333333333
0.943287037037037 ,0.9421296296296295,0.943287037037037
0.9502314814814815 ,0.9548611111111112,0.9421296296296295
0.9247685185185184 ,0.9155092592592592,0.9155092592592592
0.986111111111111 ,0.9837962962962963,0.9756944444444443
0.9178240740740741 ,0.9189814814814815,0.9131944444444444
0.9074074074074073 ,0.9097222222222223,0.9085648148148149
0.9641203703703703 ,0.9629629629629629,0.9629629629629629
0.9212962962962963 ,0.9201388888888887,0.9027777777777777
0.9027777777777779 ,0.9111111111111112,0.8805555555555554
0.9388888888888888 ,0.9388888888888888,0.9347222222222221
0.9097222222222222 ,0.9,0.9
0.9097222222222223 ,0.888888888888889,0.888888888888889
0.8763888888888889 ,0.875,0.8694444444444445
0.8722222222222222 ,0.8694444444444445,0.8694444444444445
0.9013888888888889 ,0.9083333333333334,0.9083333333333334
0.8625 ,0.85,0.8458333333333333
0.8236111111111112 ,0.8194444444444445,0.8222222222222223
0.8972222222222224 ,0.8916666666666668,0.8833333333333333
0.9 ,0.9013888888888889,0.8930555555555556
0.9486111111111111 ,0.95,0.9444444444444444
0.8847222222222223 ,0.8847222222222223,0.888888888888889
0.826388888888889 ,0.826388888888889,0.8194444444444445
0.8486111111111111 ,0.8458333333333333,0.8458333333333333
