RC-S,ES-S,SMLRE-S,SMLR-S,WMV-S,MV-S,SMM5-S,PB-S,CAWPE-S,NBC-S
1.565112926275612 ,1.0499934540563194,1.2358844412310321,1.2712452670380443,1.5530933064223222,1.5529593329085316,1.2712452670380512,1.1160019716756389,1.0592625194022982,1.9433850040272127
1.5815168534042474 ,1.0590589015465106,1.218228793155338,1.2420699784808351,1.5718070720315385,1.571425032307184,1.2428558911598915,1.1338539422894471,1.067068058987526,2.004423477566825
1.584550371159594 ,1.068470566014775,1.2130384513203918,1.2343327789277196,1.5751234193362296,1.5751767509814647,1.2343327789277199,1.1251120084022221,1.076294880988514,1.92078469914704
1.612339556732798 ,1.0675097112929635,1.229726389006697,1.2563254159111852,1.6008086667761001,1.601257156318684,1.2417859901250758,1.1266232104423122,1.076362439320531,1.9489734648798125
1.5584711077302036 ,1.0512885691810219,1.1878568147502684,1.2056068155495852,1.5448954479160077,1.54463676529534,1.181416636650254,1.117165759013668,1.0523673639669877,1.904104189550583
1.5767710332314324 ,1.0852467505978858,1.246706786719744,1.2827459586589283,1.5606457137703809,1.5609047913831626,1.282745958658934,1.1621955609271963,1.0987810452464932,1.927661848064294
1.527322448511983 ,1.0304755812838267,1.1626883671693975,1.1937058915045957,1.5114578657921558,1.5111669044885494,1.1937058915046217,1.0949077598081702,1.0377410203664201,1.8769131027726398
1.6103544761609485 ,1.0590460067430778,1.221374888569483,1.242022880030426,1.6033547279900293,1.6038317938214857,1.2450114625214477,1.1160870457146361,1.0689023912668454,1.969014677913141
1.496940458315038 ,1.0473331254284932,1.195817893463139,1.2177360180870722,1.487356181701008,1.487955849978749,1.2177360180870718,1.1316254688636196,1.0599740717832653,1.9033834044046172
1.5523350976398826 ,1.056609525569107,1.2507197894684439,1.2946786921675622,1.5392174564340382,1.5385904142531304,1.2811915786302666,1.1175395198045153,1.0604893639495094,1.9089797738661496
1.530460734087178 ,1.073461696499946,1.25022968637915,1.2699262141656034,1.522752268311247,1.5226359728575882,1.2699262141656062,1.1361573204499897,1.072460796558012,1.9461040059102135
1.5640280597228235 ,1.0659803547288893,1.2234023283888584,1.2464998996491494,1.5495186718924798,1.5490954932434795,1.2464998996491605,1.1249810994099971,1.0697030548163935,1.9562643261432728
1.5726675973189723 ,1.0708874640773771,1.233132617968088,1.2617130799509881,1.5601343430901873,1.5606494847816363,1.2305621650848946,1.1410314718735095,1.0832492505334408,1.8505440026158986
1.520154082353071 ,1.0560360132695166,1.215290745695667,1.2331878921245303,1.5048870491740125,1.504744170815886,1.2169863100651857,1.1192131596448867,1.0637093051264017,1.8340555212332375
1.5882572435164273 ,1.0594432316732294,1.2074829257083923,1.2292129199986142,1.5791138712920536,1.578611352023046,1.2234804443214986,1.1261893669164658,1.071109307452755,1.934723233385127
1.5876783497903006 ,1.053403271947356,1.247144207904258,1.2726997474695907,1.5733056709880557,1.5730398489161226,1.2726997474695945,1.1228098559985609,1.0613845111973041,1.9635342452612667
1.5942041526414101 ,1.0660750367945946,1.2555621944161686,1.2843594932172322,1.5803922452191361,1.5802556114537845,1.2843594932172488,1.1286519648786617,1.073083884590035,2.0054661055066494
1.5402794142691196 ,1.047279601235521,1.197852616212742,1.2375148066710242,1.5260074080600803,1.526037856807204,1.2375148066710273,1.1174928894264127,1.0521272722158936,1.8815792994077265
1.5889058068814206 ,1.066828236767314,1.2262465071854889,1.259123003942719,1.5780834247559856,1.5781433761725738,1.2571834444178633,1.13328013243922,1.074255111570112,1.9108954954375892
