CAWPE-S,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
0.8335611514618024,0.8336680262776153,0.8260597495684057,0.8345757857739722,0.8353237675421875
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.9990857142857144
0.9663112085549551,0.9827237888020676,0.9820964447860533,0.9053266600519689,0.8924528187440126
0.8501399909824782,0.8356021389558832,0.8810236097402864,0.824551539602995,0.8024062768299233
0.9686171989061974,0.9742069446861465,0.9410880708748275,0.9224060541387124,0.8973279199467941
0.9860071354603173,0.9364816293929706,0.977503279434036,0.9993509792615838,0.9900457755428258
0.75,0.7,0.6900000000000001,0.24,0.6600000000000001
0.862595402298853,0.8876747126436799,0.892607662835251,0.8443524904214585,0.8267206896551752
0.7411630199093245,0.7153794598856698,0.6527183126355218,0.6936566134437222,0.7497733096786918
0.6771816716555377,0.6980428275385678,0.6025328114206768,0.6921943357126411,0.6929311535804744
0.9937781948103502,0.9893897289689271,0.9886101988523583,0.9928037821646395,0.994333970911978
0.9906187414356488,0.9885843786233792,0.9879519342257825,0.9804574681142615,0.9908506377147676
0.750657894736842,0.6970394736842104,0.689035087719298,0.7311403508771929,0.7176535087719298
0.9233268315537103,0.9281200835492847,0.9140287900289048,0.90991025968253,0.8945183552657732
0.9947300206440246,0.9977040991675489,0.999012933627203,0.9935269188604673,0.9964235239561455
0.9801695539257906,0.9811644667833388,0.9823895264737581,0.9661115198653093,0.9668422532160005
0.9844546254129961,0.986420906976061,0.9844146814245507,0.9760672307524058,0.9744183369483228
0.9989519390538322,0.9984475028999619,0.9993983760228244,0.9916249177038653,0.9983311910211032
0.47290334044065274,0.4693674484719249,0.4565565031982931,0.43098791755508054,0.45884861407249355
0.9005830903790093,0.8493440233236156,0.8945335276967933,0.8591107871720121,0.8526239067055398
0.9986657687991023,0.9976628507295174,0.9964489337822672,0.9995061728395063,0.9907815937149271
0.8898698657964669,0.9209390854759769,0.9581455550417962,0.928958264472174,0.894006299740543
0.7258555930969717,0.7401479282109709,0.7298389543831844,0.7159779500298825,0.7259122773427948
0.9235254329004345,0.9132643398268417,0.9288690476190492,0.9124864718614738,0.9040787337662353
0.7928461538461524,0.843487179487178,0.8455128205128191,0.750641025641024,0.7639102564102549
0.9984484496560452,0.9980369312628371,0.9970183040697996,0.9981154862820162,0.9964123330491617
0.849586776859504,0.8605371900826444,0.8239669421487601,0.822107438016529,0.8578512396694213
0.970561955856655,0.9651730527511976,0.9647399940946582,0.9660010990313566,0.9495387763469193
0.9823638113356863,0.9938996148344413,0.9891208983599015,0.9775916453470803,0.9591661724503325
0.9825347561519319,0.9896982521269649,0.9864544076967535,0.9783486033737621,0.9709628801728817
0.6878787878787879,0.6189393939393941,0.6378787878787879,0.581060606060606,0.6303030303030305
0.8140095862403882,0.8955287494742267,0.8768964060957561,0.725004852849097,0.7561522809186024
0.8931930167395953,0.9216175277880403,0.898520671535192,0.8399145513075986,0.8293410715223543
0.6835311892941938,0.6761061946902653,0.635829915821282,0.6484783077919274,0.6753723289445284
0.8615821333281648,0.8966367715177238,0.9188351712954885,0.8200312033645366,0.7799081503446581
0.8030783466402953,0.7999048638097859,0.7875047511012226,0.7935717363615378,0.7893638822299203
0.902047370533922,0.8865114411882777,0.8748293857888398,0.906784423926134,0.8980730630268967
0.5618103427920792,0.5847202155138234,0.5881805640215239,0.5538089935670715,0.5459554379029471
0.5993127288756273,0.5868090555630905,0.5632768660427686,0.5829029228265291,0.5852314412948144
0.8028225806451607,0.8294354838709672,0.8497983870967737,0.7707661290322576,0.7881048387096768
0.7829755252753022,0.522554433661188,0.5527845853892324,0.7158557439902425,0.511771177117711
0.8747971602434067,0.9101673427991874,0.8921653144016215,0.8481490872210941,0.8150608519269766
0.7263049450549447,0.7295673076923074,0.6984317765567766,0.6692307692307693,0.7174450549450547
0.9962543180725001,0.9976836765927676,0.9983002317547772,0.9919454283090655,0.9806447155538074
0.9663716814159293,0.9789577187807279,0.9701362550920077,0.943980896193286,0.8874561033853073
0.9979733333333334,0.97584,0.9870933333333334,0.9852799999999998,0.9654933333333334
0.9553681675747487,0.9414258356482621,0.9561334293676638,0.9564330704986593,0.9393259812459316
