TRAINTrainTimes,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AvgTRAINTrainTimesOverDsets:,7651.77738807025,10340.860505933884,22333.8296888595,52808.1680601653,255949.91472273137,526527.6648161364
AvgTRAINTrainTimesRankOverDsets:,1.2314049586776858,2.2231404958677685,2.56198347107438,4.041322314049586,5.206611570247934,5.735537190082645
StddevOfTRAINTrainTimesOverDsets:,57791.82176351733,55619.112642562366,136054.92334706063,199520.71900467962,936913.0180095911,2122373.512641435
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,1085.4023788150594,777.7975225817856,1696.790208051545,2031.776042365765,44591.68557251532,85463.34360128733
StddevsOfTRAINTrainTimesRanksOverDsets:,0.512515537626461,0.7128300791654947,0.5757974467853411,0.23793186051458867,0.5464637129139324,0.44288062803503275

flat,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0|121|0,20|0|101,8|0|113,0|0|121,0|0|121,0|0|121
RandF,101|0|20,0|121|0,46|0|75,0|0|121,1|0|120,0|0|121
Bagging,113|0|8,75|0|46,0|121|0,1|0|120,0|0|121,0|0|121
XGBoost,121|0|0,121|0|0,120|0|1,0|121|0,6|0|115,0|0|121
LogitBoost,121|0|0,120|0|1,121|0|0,115|0|6,0|121|0,32|0|89
CAWPE-S,121|0|0,121|0|0,121|0|0,121|0|0,89|0|32,0|121|0



p=0.01,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0|121|0,15|10|96,4|10|107,0|0|121,0|0|121,0|0|121
RandF,96|10|15,0|121|0,28|27|66,0|0|121,0|1|120,0|0|121
Bagging,107|10|4,66|27|28,0|121|0,0|1|120,0|1|120,0|0|121
XGBoost,121|0|0,121|0|0,120|1|0,0|121|0,3|3|115,0|2|119
LogitBoost,121|0|0,120|1|0,120|1|0,115|3|3,0|121|0,27|10|84
CAWPE-S,121|0|0,121|0|0,121|0|0,119|2|0,84|10|27,0|121|0



p=0.05,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0|121|0,16|7|98,4|8|109,0|0|121,0|0|121,0|0|121
RandF,98|7|16,0|121|0,34|21|66,0|0|121,0|1|120,0|0|121
Bagging,109|8|4,66|21|34,0|121|0,0|1|120,0|0|121,0|0|121
XGBoost,121|0|0,121|0|0,120|1|0,0|121|0,3|3|115,0|2|119
LogitBoost,121|0|0,120|1|0,121|0|0,115|3|3,0|121|0,27|9|85
CAWPE-S,121|0|0,121|0|0,121|0|0,119|2|0,85|9|27,0|121|0



T TEST,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0.0,0.00165157,0.04280408,0.00127089,0.00260027,0.0068745
RandF,0.0,0.0,0.10717302,0.00230307,0.00288065,0.00718805
Bagging,0.0,0.0,0.0,3.5598E-4,0.00211315,0.00659919
XGBoost,0.0,0.0,0.0,0.0,0.00327528,0.008529
LogitBoost,0.0,0.0,0.0,0.0,0.0,0.02239865
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0.0,0.0,0.0,0.0,0.0,0.0
RandF,0.0,0.0,0.00837999,0.0,0.0,0.0
Bagging,0.0,0.0,0.0,0.0,0.0,0.0
XGBoost,0.0,0.0,0.0,0.0,0.0,0.0
LogitBoost,0.0,0.0,0.0,0.0,0.0,2.2E-7
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,0.0,0.0,0.0,0.0,0.0,0.0
RandF,0.0,0.0,1.227E-5,0.0,0.0,0.0
Bagging,0.0,0.0,0.0,0.0,0.0,0.0
XGBoost,0.0,0.0,0.0,0.0,0.0,0.0
LogitBoost,0.0,0.0,0.0,0.0,0.0,4.914E-5
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AdaBoost,true,false,false,false,false,false
RandF,false,true,false,false,false,false
Bagging,false,false,true,false,false,false
XGBoost,false,false,false,true,false,false
LogitBoost,false,false,false,false,true,false
CAWPE-S,false,false,false,false,false,true



cliques = []

