CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
0.008519712210306785 ,0.0019104120606759922,-0.003893239408081839
0.003164464106159004 ,0.0016523665640602037,0.0012344441254135141
-0.008701040074712063 ,-0.010719809558790261,-0.008357067329373136
-0.001992560990616732 ,-0.005747701780365211,-0.006238746837276987
0.006810239248092986 ,0.0052697485555874835,0.006202913520754527
-0.011125123159692607 ,-0.01737064460929405,-0.01834292368659629
0.0150663501824716 ,0.010112473286515877,0.010113110084795984
0.00446832263874708 ,0.0030001063748055223,0.001991533505415699
-0.0031393986139567343 ,-0.002146102480896084,-0.0031393986139567343
-0.007876489473997217 ,-0.0063927483601748936,-0.007813751462333873
0.003494003968887771 ,-1.6110785403056216E-4,8.715375212617893E-4
-0.003976581111603483 ,-0.006449136838302727,-0.008003717098292507
-0.0338431864437323 ,-0.03382428176833119,-0.03145196539617934
0.008414219870397255 ,0.0069761316722553035,0.008414219870397255
0.00718679891876417 ,0.005342417894211304,0.004455067530560686
0.0023296415743467858 ,0.0019531047401820656,-0.0018629289794458437
0.002903374334685127 ,-0.001012139795068201,-0.001024494447159685
0.023591952010606376 ,0.023486555801604525,0.023591952010606376
-0.0020674277722396717 ,-0.0026578797950163047,-0.0035373560230554935
-0.011585635546998319 ,-0.013324080761767942,-0.010876196613417544
-0.029238184539766898 ,-0.029787625849179267,-0.030156424731203058
-0.0045252874233792095 ,-0.008469829687959285,-0.00651568568186589
0.00393274895372242 ,0.00529460398645909,0.0038975999459420763
0.0057159104217499035 ,0.0033843428558001376,0.004449788453718573
0.015781491787418278 ,0.008596997926304417,0.005790972358462598
-0.02740474007480387 ,-0.030931661347594286,-0.03238304244296464
-0.014324075005871295 ,-0.01583541078598405,-0.014828361440566207
-0.023015811180471246 ,-0.02511054525668055,-0.026127415854680702
0.007357847300252018 ,0.006464456174019695,0.009341357610159418
0.00927106237807973 ,0.0031409697814834825,2.3546380351624485E-4
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,-0.020000000000000018
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,-0.040000000000000036,-0.040000000000000036
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.008230876080795646 ,0.008039896309993688,0.00832821559181185
-0.0032484560975972743 ,-0.0017456935165303111,-0.0019024308763860853
-0.0019832054230830565 ,0.006256955200712788,0.00645484684841402
-0.004796363753842181 ,-0.008694849500662127,-0.008352717754305239
-0.00896701879127515 ,-0.00445070747451104,-0.004680581676966389
-0.00633528233284697 ,-0.01568096197677893,-0.015695469178738763
-0.002799633341498353 ,0.00286483895248002,0.0016447132136563347
0.005103241409277315 ,0.00914158346681826,0.009334738396164832
0.0031074021466304114 ,-1.4840757362122314E-4,7.64634426996258E-5
-0.004141351007961758 ,-0.007692753161103072,-0.008976366747531772
-0.007796698184550865 ,-0.012405359447571263,-0.013307407137444605
-0.004941012039754278 ,-0.0049246253014433305,-0.004655543989687372
-0.0021801092279920553 ,5.560868693903487E-4,7.433734267969783E-5
0.004434255221231753 ,0.007753487701405382,0.007667800976687511
-0.0023224413012162826 ,-0.0029478394878844627,-0.0016424004931667735
0.0013710522509969847 ,-0.0019525737962290401,-9.721118877540347E-4
-6.602690337693673E-4 ,-0.0020512319913111865,-0.0020955066529437794
-0.002569858585852458 ,-0.0024421408089196905,-0.0023076769888963344
0.00477693150583014 ,0.006330969473763437,0.006379822680545377
-0.002210317456880939 ,-0.006028585826696742,-0.00654683643338394
-0.0036226447269231965 ,-0.005066950572506279,-0.005079478412822747
-0.0014630353194543533 ,-0.002275259484006975,-0.002072461354692523
0.004213546491164788 ,0.002818159667317799,0.002480594720831175
-0.005180149557425406 ,-0.012808703329677096,-0.012804020836222896
-0.006133680371928629 ,-0.007853623508999763,-0.0080345082180443
-0.003998358636096766 ,-0.006911886301471659,-0.006425485015648658
-2.478541955945879E-4 ,0.0019117474343824936,0.001740561443737132
-0.007798673379203258 ,-0.0023198326298667915,-0.002642935751527853
0.006969259425122165 ,0.005272756101218912,0.005138037558694686
0.001800731182166726 ,0.004121187068491072,0.004089415307860111
-0.023324675324675415 ,-0.024494265967950235,-0.032072735952435094
-0.005605069460000833 ,-0.021487422401177292,-0.057849967419184356
-0.12342876672199976 ,-0.11026312789868742,-0.10684792322032477
0.07282788330643264 ,0.0363247206378563,0.07282788330643264
