CAWPE,MLP,SVML,NN,C4.5,Logistic
0.648027471649896,0.6520843315764255,0.6270883245487942,0.6280146941383165,0.6060214023318957,0.6495927168183994
1.0,1.0,1.0,0.9994350282485875,0.994915254237288,1.0
1.0,1.0,0.9983333333333334,1.0,0.9927777777777778,1.0
0.8566216216216216,0.845884520884521,0.8422467922467921,0.8337496587496585,0.8565356265356265,0.8420597870597871
0.9186011904761904,0.8648065476190474,0.8472470238095238,0.8741071428571431,0.9258184523809524,0.8523809523809525
0.6890390390390391,0.6492492492492494,0.5451951951951951,0.5690690690690692,0.6525525525525524,0.530930930930931
0.7086805555555556,0.6781249999999999,0.6774305555555553,0.5954861111111113,0.6722222222222222,0.611111111111111
0.9005341880341879,0.8992521367521368,0.8975427350427352,0.8810897435897436,0.7795940170940171,0.8870726495726495
0.6809523809523809,0.6523809523809522,0.6428571428571427,0.5857142857142856,0.5714285714285714,0.6095238095238094
0.893967551622419,0.8739085545722712,0.8939675516224189,0.8677876106194689,0.8845870206489674,0.8950737463126844
0.7818181818181816,0.7758467023172905,0.768716577540107,0.7690730837789663,0.7713903743315509,0.7751336898395722
0.7239436619718309,0.6603286384976527,0.7204225352112676,0.7084507042253521,0.7157276995305165,0.7124413145539904
0.9660936007640881,0.9539637058261702,0.9655205348615089,0.965425023877746,0.9429799426934095,0.9620821394460362
0.9720657276995305,0.9588028169014086,0.9730046948356812,0.9644366197183097,0.9292253521126759,0.9379107981220657
0.7823129251700681,0.7336734693877551,0.7656462585034014,0.7102040816326529,0.7112244897959185,0.706122448979592
0.6807692307692307,0.6038461538461538,0.6269230769230769,0.6294871794871796,0.6249999999999999,0.5884615384615385
0.9606411741985321,0.9317110853611433,0.8397837002703749,0.932213209733488,0.9524526844341445,0.8281962147547315
0.83625786163522,0.783616352201258,0.7845597484276728,0.733930817610063,0.8056603773584905,0.7995597484276729
0.924105461393597,0.9048650345260516,0.8880728185812929,0.8962962962962966,0.9174199623352166,0.8880414312617703
0.7287412055523864,0.4452890283323825,0.2843815364137669,0.6350232934017873,0.710990682639285,0.27779520821448944
0.9896263828010855,0.9877687330411188,0.9497182216656231,0.9283656856606136,0.9902943018159048,0.9686286787726986
0.6030721966205839,0.5798771121351766,0.5938556067588326,0.6000000000000001,0.6035330261136714,0.5929339477726574
0.824271844660194,0.7857605177993529,0.7514563106796115,0.8213592233009709,0.7090614886731389,0.6938511326860841
0.9704377104377104,0.8880808080808079,0.7338047138047138,0.9834343434343434,0.7892255892255892,0.7694276094276097
0.8314030828744546,0.8237738567509425,0.753775633055046,0.8184725758383169,0.8285353385832988,0.754364773915961
0.53578231292517,0.5247619047619047,0.500045351473923,0.46063492063492056,0.5044897959183674,0.5119727891156463
0.857267441860465,0.821027131782946,0.8557170542635659,0.860658914728682,0.8359496124031011,0.8573643410852713
0.731640625,0.6997395833333333,0.7026041666666667,0.692578125,0.691015625,0.6930989583333333
0.9717948717948715,0.9681318681318677,0.9657509157509154,0.952380952380952,0.9474358974358973,0.9613553113553109
