CAWPE,MLP,SVML,NN,C4.5,Logistic
0.8292307692307695,0.7912820512820516,0.8343589743589747,0.7825641025641027,0.7948717948717952,0.8035897435897439
0.8596385542168675,0.8301204819277109,0.8508032128514055,0.8429718875502009,0.8086345381526104,0.8275100401606427
0.914012184508268,0.8975630983463884,0.8632724107919929,0.8610095735422105,0.9514360313315927,0.884160139251523
0.9053959965187119,0.899303742384682,0.8564838990426457,0.8624891209747607,0.9069625761531768,0.8899912967798085
0.852,0.8133333333333336,0.8206666666666667,0.7973333333333333,0.8666666666666666,0.7993333333333335
0.5579861111111112,0.44826388888888885,0.4190972222222222,0.41979166666666673,0.5461805555555556,0.3444444444444445
0.6904761904761904,0.621904761904762,0.5866666666666666,0.6384126984126984,0.6419047619047619,0.6187301587301588
0.749122807017544,0.7421052631578946,0.749561403508772,0.7434210526315789,0.7256578947368418,0.7521929824561404
0.7274261603375526,0.5527426160337552,0.36244725738396627,0.7084388185654008,0.6940928270042195,0.37004219409282707
0.5757777777777779,0.5337777777777777,0.5762222222222223,0.5484444444444444,0.5277777777777778,0.5668888888888888
0.8061224489795921,0.7718820861678003,0.7938775510204082,0.8113378684807256,0.7757369614512473,0.8031746031746031
0.37868852459016394,0.3502732240437158,0.31366120218579224,0.36666666666666664,0.3344262295081967,0.3344262295081967
0.32929292929292925,0.28518518518518526,0.30336700336700334,0.29764309764309765,0.2811447811447812,0.3006734006734007
0.804761904761905,0.7930735930735932,0.7995670995670995,0.806060606060606,0.7688311688311689,0.765800865800866
0.6451045104510452,0.5211771177117712,0.5498349834983499,0.514961496149615,0.4949394939493951,0.6687568756875689
0.8284420289855073,0.7739130434782608,0.8219202898550724,0.7378623188405798,0.8230072463768114,0.7954710144927539
0.7143184421534937,0.7079037800687284,0.7071019473081329,0.6879725085910653,0.6996563573883161,0.7084765177548682
0.9539105339105339,0.9168253968253969,0.861183261183261,0.9374603174603178,0.9315728715728715,0.9268975468975469
0.8885714285714286,0.8668571428571429,0.8681904761904763,0.803047619047619,0.8826666666666666,0.8207619047619044
0.957777777777778,0.9573333333333334,0.9493333333333333,0.956,0.9431111111111111,0.9493333333333334
0.7254704301075269,0.7057795698924731,0.7243951612903224,0.7350806451612902,0.6991935483870969,0.7211693548387096
0.7242424242424241,0.6484848484848484,0.712121212121212,0.6272727272727272,0.49090909090909085,0.6818181818181818
0.9392374662263585,0.8131125120917974,0.810153774308683,0.9386904166249709,0.8387804796691019,0.7719903932752928
0.7931481481481482,0.7214814814814814,0.6807407407407405,0.7725925925925925,0.5468518518518518,0.6066666666666667
0.8893939393939395,0.8945707070707073,0.8791666666666668,0.832323232323232,0.814141414141414,0.7795454545454548
0.5044444444444445,0.41111111111111126,0.38,0.37555555555555553,0.4066666666666667,0.42666666666666664
0.7968036529680365,0.7721461187214612,0.7977168949771689,0.7712328767123287,0.7488584474885844,0.7369863013698629
0.854384858044164,0.8517315106905011,0.7895793901156679,0.8312407991587801,0.8432422011917282,0.7904100946372239
0.820625,0.8102777777777778,0.7999305555555555,0.7966666666666666,0.8234027777777779,0.8195833333333336
0.903147729544371,0.8644359356819569,0.8488956548927946,0.8856601723280693,0.898747776701368,0.8703567016756112
0.796794871794872,0.760897435897436,0.7589743589743587,0.7666666666666668,0.7391025641025643,0.7724358974358976
0.8919698870765372,0.823379339188624,0.8291300710999582,0.7264742785445419,0.9130280217482224,0.8327478042659975
0.8962829736211031,0.885851318944844,0.6661870503597122,0.7316546762589929,0.8179856115107912,0.6605515587529975
0.7248888888888889,0.6847777777777776,0.6558888888888885,0.7215555555555554,0.6635555555555556,0.647222222222222
0.9549939831528275,0.9061371841155234,0.7637785800240676,0.8040914560770158,0.9637785800240671,0.7608904933814684
0.9983998030526833,0.9972919743968487,0.9553504021007715,0.9998604956507468,0.9997456097160675,0.9486295749220418
0.8772151898734176,0.8735583684950774,0.8012658227848101,0.7566807313642755,0.7703234880450069,0.7572433192686359
0.9749140893470787,0.9870931877905804,0.945047503537497,0.9177178087729935,0.947705680210228,0.9425308267636948
0.9719701646090535,0.9435699588477368,0.906764403292181,0.9390329218106996,0.9870061728395062,0.904974279835391
0.8216339869281046,0.8019607843137255,0.7539869281045752,0.7279084967320257,0.7252287581699345,0.8123529411764707
0.9201307189542481,0.9042483660130717,0.910718954248366,0.8973856209150327,0.8802614379084965,0.9076470588235294
0.8142857142857147,0.7942857142857147,0.7431501831501833,0.7080586080586081,0.7139926739926741,0.7906959706959711
0.9321611721611723,0.9186813186813189,0.9000732600732603,0.8846886446886449,0.8722344322344324,0.9117216117216119
0.984063130414145,0.9787231517740598,0.9780230212412483,0.9830663344013288,0.8803844784620861,0.9310074759700963
0.9693764798737171,0.9640094711917918,0.9619310707708499,0.9652459878979215,0.9582215206524601,0.945645882662457
0.9673735527117613,0.959024984765387,0.9497745277269958,0.9547227300426571,0.9672882388787325,0.9633881779402802
0.8962199312714779,0.8680412371134023,0.8316151202749145,0.9116838487972511,0.8343642611683852,0.7680412371134022
0.989398628557558,0.9416530129255417,0.9748407063535408,0.9911038291158447,0.949717822683415,0.9511802900661449
0.7630208333333334,0.7364583333333333,0.7650173611111108,0.7360243055555556,0.7243055555555554,0.7664062500000001
0.8435897435897435,0.8307692307692307,0.8314102564102566,0.8512820512820514,0.8243589743589743,0.7833333333333332
0.684,0.6233333333333332,0.6613333333333333,0.6626666666666667,0.6613333333333333,0.6106666666666667
0.6594202898550725,0.6101449275362317,0.6463768115942028,0.6376811594202897,0.5971014492753625,0.6014492753623188
0.870588235294118,0.8431372549019611,0.8633986928104579,0.8333333333333337,0.8457516339869284,0.8535947712418304
0.5503267973856208,0.5143790849673203,0.5209150326797386,0.4888888888888889,0.5169934640522876,0.4745098039215687
0.7007326007326008,0.5879120879120878,0.695970695970696,0.6402930402930402,0.7032967032967032,0.652014652014652
0.791,0.7821666666666667,0.7013333333333333,0.7046250000000002,0.37691666666666657,0.696875
0.6122916666666668,0.5656666666666667,0.4973333333333334,0.5783333333333333,0.37758333333333327,0.4755
0.7984981226533167,0.778055903212349,0.7025448477263246,0.7392574050896956,0.4162286191072175,0.7411347517730499
0.6540740740740741,0.568148148148148,0.6214814814814814,0.5955555555555556,0.6688888888888889,0.577037037037037
0.43190184049079744,0.3713701431492843,0.3881390593047034,0.4096114519427402,0.41165644171779137,0.3194274028629857
0.922864864864865,0.9146036036036036,0.7606756756756755,0.6246396396396395,0.8987477477477477,0.761783783783784
0.9380952380952382,0.9368253968253969,0.9174603174603176,0.9146031746031748,0.8888888888888892,0.930793650793651
0.9303488860865909,0.9174022698612863,0.9261454392601933,0.889449348465742,0.7025220680958385,0.8570828079024805
0.9140196078431372,0.8961764705882354,0.8928431372549019,0.8464705882352941,0.8437254901960787,0.8494117647058825
0.9316811594202897,0.9028985507246378,0.9070289855072465,0.8847536231884059,0.9156956521739132,0.9224927536231886
0.6977272727272728,0.6611111111111111,0.7073232323232326,0.6861111111111113,0.6691919191919192,0.6588383838383838
0.8563909774436088,0.7959899749373434,0.8448621553884712,0.8456140350877192,0.8050125313283208,0.7568922305764411
0.6644444444444445,0.5840579710144926,0.6731400966183578,0.6730434782608696,0.6285990338164251,0.658550724637681
0.7492666666666667,0.6970666666666666,0.7570000000000001,0.7101999999999999,0.7103999999999999,0.7548666666666665
0.8244444444444444,0.777283950617284,0.8325925925925926,0.8143209876543208,0.7565432098765431,0.8227160493827161
0.968975468975469,0.9541125541125539,0.9182683982683983,0.955007215007215,0.9475324675324674,0.9488600288600288
0.900269485903814,0.883478441127695,0.8572346600331676,0.8955327529021561,0.8478130182421227,0.8518864013266997
0.9981791847713635,0.996821619881831,0.9638722210727176,0.9989700439110744,0.9993976596087085,0.9679253741637353
0.8000789889415482,0.7898894154818324,0.697788309636651,0.6685624012638232,0.6908372827804108,0.7789889415481833
0.7448572411420711,0.6932920536635708,0.70374957000344,0.6852425180598554,0.7186446508427932,0.699346405228758
0.9866666666666666,0.9872222222222222,0.9775555555555556,0.9584444444444443,0.8681111111111111,0.7402222222222221
0.5257777777777776,0.49066666666666664,0.49866666666666665,0.5004444444444444,0.48933333333333323,0.4711111111111111
0.9682962962962962,0.958898148148148,0.9645833333333332,0.9354259259259259,0.9941296296296294,0.9594166666666669
0.9832985386221292,0.9820459290187891,0.9827418232428669,0.9981210855949897,0.9100208768267224,0.982602644398051
0.7821818181818181,0.7772727272727273,0.7761818181818183,0.7836969696969699,0.7814848484848489,0.7763939393939394
0.65,0.575,0.5166666666666667,0.6166666666666667,0.0,0.6083333333333333
0.9763900153194556,0.970622690817338,0.9774533657745337,0.9755249166441383,0.839389024060557,0.9769847706587366
0.8404301075268819,0.8341935483870967,0.8111827956989248,0.7946236559139787,0.8025806451612904,0.8380645161290321
0.846021505376344,0.8443010752688171,0.7950537634408601,0.766021505376344,0.7974193548387097,0.8498924731182794
0.9623273438454958,0.8616795012834619,0.7104388216599438,0.8536853685368537,0.9917247280283584,0.7042782055983375
0.861077764439109,0.8340936374549821,0.8664665866346539,0.847752434307056,0.7552487661731357,0.8665732959850606
0.8576497265572894,0.836761371215153,0.8604108309990663,0.84203014539149,0.7412164865946379,0.8629851940776309
0.9708333333333332,0.9640151515151512,0.9655303030303027,0.9515151515151515,0.8772727272727273,0.9571969696969694
0.6062238930659983,0.5822472848788639,0.5834168755221386,0.5731829573934836,0.5497076023391813,0.5891395154553049
0.604427189756164,0.5375153248876176,0.5270126685737639,0.5692548699087318,0.5277346410570767,0.532352540525814
0.6015787099684258,0.5729815065403698,0.5899864682002707,0.5719440685611187,0.5335137573297248,0.5848443843031124
0.9312925170068026,0.9210884353741494,0.9272108843537412,0.9272108843537414,0.8598639455782314,0.8952380952380953
