CAWPE(alpha=4),CAWPE(ConTie),CAWPE(RandTie)
0.6589445376171201 ,0.6620945635175235,0.654117895669556
0.6517524297638672 ,0.652761002633257,0.6512913878090493
0.6540157255506119 ,0.6573163917800139,0.6544767675054298
0.6484516633258555 ,0.6503220639732817,0.6480037377851149
0.6689814954751343 ,0.6714859159968865,0.6684903254545168
0.6442258513673137 ,0.6480269087937657,0.6447602658678084
0.6553857350009883 ,0.6587558785384219,0.6558467769558062
0.654273761728732 ,0.6547780481634269,0.6532651888593421
0.6565032346292516 ,0.6569773929981467,0.6569773929981467
0.6507501164600155 ,0.6512242748289108,0.6503192025709974
0.6556044219368764 ,0.6569875478013301,0.655169612810213
0.6531880212846302 ,0.6545803683255161,0.6526404903700583
0.6282894271144915 ,0.6334473775772423,0.6288802025089405
0.6505877904180819 ,0.6510619487869771,0.6510619487869771
0.6554028468613206 ,0.6573203872262688,0.655002061038102
0.6556583182943277 ,0.657442229982,0.6532666195604843
0.6561519528514483 ,0.658600012479246,0.6566431228720658
0.6643919828163228 ,0.665874714054608,0.665874714054608
0.6539603984920185 ,0.6544384520985586,0.6526205171074416
0.6417686707716935 ,0.6501083061103995,0.641367884948475
0.6381969521587042 ,0.6401276089377298,0.6391924086140166
0.6513228463673814 ,0.6531801306007302,0.6513660908472584
0.658537191602534 ,0.6603288937654962,0.656636662889308
0.6477380113403147 ,0.6501126984224358,0.6492207425785997
0.6529794891519254 ,0.6602240626614875,0.6525748080910618
0.6408914624602966 ,0.6423912053503039,0.6403439315457247
0.6393924527798204 ,0.6398967392145153,0.6393924527798204
0.6436807849892449 ,0.6461288446170426,0.643223638272072
0.6569744313872526 ,0.6588448320346788,0.6584139181456607
0.6549457001441478 ,0.659281172071094,0.6544846581893299
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,0.98
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
0.96 ,1.0,0.96
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
0.7777196541270639 ,0.8009841245154068,0.7772600492525659
0.7731193721308034 ,0.7962273135618787,0.772691509731351
0.7759950441387153 ,0.7935883212971573,0.7751172318100118
0.7703472604659445 ,0.7918837490052897,0.769802083111556
0.7705432705948296 ,0.7895367221005778,0.7699125207605506
0.7714914451795664 ,0.7932501310442318,0.7712029852648492
0.7737432446591408 ,0.791829919000445,0.7724596574607838
0.7771254742404541 ,0.7985570804094151,0.7768100993233145
0.7703376055206976 ,0.7944854435163546,0.7699366581236677
0.7682970263938658 ,0.7916636015132874,0.7668961242405725
0.7654972719205974 ,0.7884111194714625,0.7638934823324774
0.7673419745031874 ,0.7904939574092175,0.7670804295908926
0.7704335607518221 ,0.7887231225279528,0.7696364934303855
0.775371899416365 ,0.7965826302873367,0.7746555771021955
0.773046232235465 ,0.7935358133196437,0.7729558322829511
0.775680397027563 ,0.7966468430434153,0.7754995971225352
0.7718392903777388 ,0.7947545935405782,0.7712499379637523
0.7716384527762302 ,0.7917319139360024,0.7710125304145746
0.7746321675450656 ,0.7952438910568038,0.7737716152735374
0.7702161908991252 ,0.7921135514425386,0.7697296710222047
0.7707517133082669 ,0.7923537366310216,0.7702748483765933
0.770810370785735 ,0.7933336536908041,0.7704729083387966
0.7715950055226195 ,0.7935807161852286,0.7706585357164477
0.7688559583601374 ,0.7913489544021349,0.7680319760362785
0.767246019272063 ,0.7916691567918979,0.7664220369482041
0.7679319211385178 ,0.7911377340493925,0.7677069461738921
0.7724334702643487 ,0.793927833577414,0.772059437869741
0.7703272227694637 ,0.7909521066717413,0.7693955804359154
0.7794006832771585 ,0.798854467463392,0.7784642134709868
0.7757293995597843 ,0.7962852432333597,0.7755265121249575
0.8205817574238626 ,0.8217513480671375,0.8135880827610151
0.8325263374887436 ,0.8425263374887436,0.8302814395295599
0.7634114507046837 ,0.7741384847399885,0.7634114507046837
0.8553904241122285 ,0.9018935867808049,0.9018935867808049
0.7417100109581313 ,0.7568669509271013,0.7780709349130401
0.7800568520869273 ,0.822301750046111,0.7804994086948974
0.6730032874393777 ,0.7985270535646475,0.7589216547863165
0.7881308248977422 ,0.7941914309583483,0.7781308248977423
0.7546339875663184 ,0.7758515335958945,0.7511371502348945
0.8637902114593844 ,0.8678718441124456,0.845626946153262
0.8376697154140762 ,0.8458329807201987,0.8213431848018313
0.8322762534040729 ,0.8727323720556803,0.879949006715924
0.771372587312437 ,0.7936174852716207,0.771372587312437
0.8319534767655069 ,0.8319534767655069,0.8313686814438694
0.7483967494493811 ,0.7696142954789571,0.7282545107357137
0.7781652182404063 ,0.7944917488526512,0.78166205557183
0.8637303214746824 ,0.8779541928414109,0.8549822608469224
0.7432054161377469 ,0.7677775607850796,0.733647972745717
0.8541728780826526 ,0.8809899206891687,0.8419279801234689
0.8149478675042584 ,0.8291717388709869,0.8032877648667123
0.7010842040165348 ,0.7036479727457171,0.7071448100771409
0.8033291019757185 ,0.8074107346287798,0.7931868632620512
0.7176353220714123 ,0.7600568520869273,0.7600568520869273
0.7676353220714123 ,0.8188049127146872,0.8188049127146872
0.8191237834846857 ,0.8232054161377469,0.7961518514901973
0.7444986926189934 ,0.7561587952565396,0.7404170599659322
0.7384311427920451 ,0.7743151167963198,0.7384311427920451
0.7689216547863165 ,0.7790638934999837,0.7572615521487702
