CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_pb,CAWPE_alpha=14,CAWPE_alpha=15,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=1,CAWPE_eq,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10
0.6574864080886279 ,0.6550383484608301,0.6545641900919348,0.6346775989934142,0.6554692623498483,0.6563179737138073,0.6551549654863837,0.6580810787207217,0.6514233853679636,0.6532243087073581,0.6495529847205375,0.6499406541296787,0.6485011673712706,0.6494363676949838,0.6580640670689996,0.6585683535036945,0.6570122497197327
0.6489952990027824 ,0.6517615507316897,0.6522055810347852,0.6318093775627824,0.6516711665342906,0.6535284507676394,0.6446860599039906,0.646142558314121,0.6432033286657056,0.6446860599039906,0.6410996939671719,0.6421515113164388,0.6400609930319824,0.6410263214214952,0.6471078867036338,0.646142558314121,0.6471511311835109
0.6418904133188148 ,0.6432001666375918,0.6461393962860073,0.6209113251362631,0.6466174498925475,0.6470916082614426,0.6371633767450822,0.6395983199588027,0.6350636372841936,0.6385032581296588,0.6341546697886351,0.6351802543097473,0.6331893413991223,0.6306810256397252,0.6376414303516225,0.6404941710402838,0.6419205413846146
0.649439229097268 ,0.649439229097268,0.6489349426625731,0.6156459788243908,0.6523050862000067,0.6537013284785377,0.6426294647143692,0.6431337511490641,0.6372630823275235,0.6411336170620069,0.6353795652660199,0.637754252348141,0.633349303113163,0.6328751447442676,0.6459694801860031,0.6483310508540469,0.6493226120717143
0.648257081025369 ,0.6472917526358563,0.6473349971157333,0.6288895238939824,0.6449301819678125,0.647321880701656,0.6458561611150934,0.6473087642875787,0.6439687488159448,0.6434644623812499,0.643046664906309,0.6449904380994118,0.6441849712153299,0.6417932724814864,0.6497135794354995,0.6502309822842717,0.6501877378043946
0.6376840775484984 ,0.6371797911138035,0.6372230355936805,0.6106318118420994,0.638257841291225,0.6392664141606148,0.6323701608179619,0.631909118863144,0.6325130106716702,0.6334088617531514,0.629534431781023,0.6310604074991849,0.6256600018088944,0.622807261120233,0.6342274450513108,0.6341973169855111,0.6366755046791086
0.6563848862767263 ,0.6562983973169723,0.6562551528370952,0.630682656758087,0.6566297058321591,0.6566428222462363,0.6476444651148019,0.6491009635249322,0.6453130225125577,0.6463347117960249,0.6435330060625306,0.6435159944108083,0.643132220239312,0.6435932621941299,0.6496484944395041,0.6520533095874249,0.6543978686037463
0.6513752118150808 ,0.6553492471610407,0.6538495042710334,0.623031971486519,0.6534317067960925,0.6543367790540059,0.6454612985136631,0.6430263552999427,0.643173100391296,0.645965584948358,0.6362821729874304,0.6406516682178215,0.6333337221625828,0.6313598209036801,0.6440611609974871,0.6464659761454079,0.64799195186357
0.6562342459477278 ,0.6557430759271102,0.6579749131555229,0.6166924702348705,0.6579919248072453,0.657431277478596,0.6512871919455748,0.6507697890968026,0.6514038089711286,0.6518347228601468,0.6510161395619875,0.649429907712226,0.6496762581774107,0.6463794871856539,0.6526270733301516,0.6554326743012907,0.6563508629732815
0.6588209635344172 ,0.6578687515589818,0.6587607074028179,0.6262762768219667,0.6592047377059135,0.6577351228817058,0.6545025032591932,0.6548469281884575,0.6520845716971951,0.6520714552831178,0.6474046748409846,0.6487576726396386,0.6469003884062897,0.6473444187093852,0.656860178689592,0.6563991367347741,0.6592518774234355
0.6521345728170016 ,0.6540783460101044,0.6555912053141891,0.6335539400082227,0.6550567908136946,0.6545223763132001,0.65672951162321,0.656686267143333,0.6533894961515762,0.6529284541967583,0.6509977974177327,0.6505066273971151,0.6496409043814336,0.6501583072302058,0.6527384646255278,0.6511692444274888,0.6521214564029242
0.6599314058969217 ,0.6603623197859398,0.6575134743349236,0.6290162957227194,0.6570393159660284,0.6565952856629328,0.6535578813418282,0.6550576242318357,0.6507051406531669,0.6526790419120695,0.648213836545492,0.6491922813490821,0.6477095501107971,0.6477396781765968,0.6564839945761664,0.6579536094003741,0.6580007491178961
0.6407243432718873 ,0.640667982377933,0.640667982377933,0.6106449282561766,0.6416162991157234,0.6430426694600541,0.6391002930896459,0.638552762175074,0.6366784662900028,0.6381480811142105,0.6319120804740382,0.6332781946867695,0.6304594773015529,0.6255633580459573,0.6404231628225002,0.6418757659949855,0.6418325215151085
0.6444551901807761 ,0.6459379214190611,0.6469163662226514,0.6193877137459941,0.6478816946121642,0.648847023001677,0.6415762166639601,0.642080503098655,0.6387064643235765,0.6401629627337068,0.637711007868264,0.6372800939792458,0.6367456794787512,0.6372499659134461,0.6415329721840831,0.642037258618778,0.643476745377186
0.6517430081702154 ,0.6517298917561379,0.6507082024726709,0.6252191335339127,0.6525786031200971,0.651139116361689,0.6476145374662218,0.6475712929863447,0.6446923194695288,0.6471705071631263,0.6441277769032344,0.645166477838424,0.642287504321608,0.6417832178869131,0.6489111743709214,0.6502772885836526,0.6507514469525479
0.6529414704022258 ,0.6544412132922331,0.6558938164647184,0.6290663970511355,0.6578978457894208,0.657350314874849,0.6485496375813251,0.6495450940366375,0.6475148318837806,0.6476878098032887,0.6473287375501952,0.646984312620931,0.646350292746605,0.6471990041105641,0.6482353407178606,0.6510448369266449,0.6515622397754172
0.6536474321210863 ,0.6550567908136946,0.6550266627478948,0.6287413481014869,0.6535871759894869,0.6535570479236873,0.6487211847996909,0.6492385876484632,0.6473380589352372,0.6463596141316472,0.6449424649637487,0.6482863756730276,0.6434164892455867,0.6419167463555793,0.6492254712343858,0.6511259999476118,0.6530566567266374
0.662184747297703 ,0.6642018930364825,0.6651239769461182,0.6318666720834878,0.666089305335631,0.666089305335631,0.6610595574027593,0.6635076170305573,0.6547633006309876,0.6571549993648311,0.6566939574100132,0.6551810981059286,0.6546636952571564,0.6546204507772794,0.6625422886410445,0.6621677356459806,0.6612194189081902
