CAWPE-S(ConTie),CAWPE-S(alpha=4),CAWPE-S(RandTie)
0.0012089686309731693,-0.0028873420066888645,-0.003469376479774296
0.0,0.0,0.0
0.0,0.0,0.0
0.005040515399064708,0.004977341894413974,0.00496634749666605
-0.021623611868990013,-0.039948594642535376,-0.04204020742800045
0.012849974249906582,-0.00987238738904225,-0.01866423423031547
-0.21949747068104558,-0.24287388783161734,-0.24718574635241303
-0.005777777777777759,-0.004064814814814807,-0.0036203703703703662
0.08694444444444444,0.03388888888888886,0.014444444444444404
0.00726548040082523,0.0031072551331172,0.003132500736811076
0.007875681713647427,0.0032649977002431256,0.0025980682042184176
0.035893678570514856,0.017053918182515945,0.010533529598807056
0.004957274210946275,0.0028550741636291233,0.002513483384860889
0.005950859623004701,0.002221964296500341,0.002345630468502328
0.03810481820493262,-0.004098779557589623,-0.014733663869819476
0.012818863235529917,-0.01779962321628991,-0.030838744588744582
0.00609899727797456,-0.0011057914901497878,5.125597070784045E-4
0.004055221071939437,-2.2750274082761573E-4,5.813282194838084E-4
-0.004607890619284153,-0.01032051714291083,-0.012622328241276574
-0.019642925335768925,-0.0165564745786319,-0.019642925335768925
0.0011321849196787878,-5.000528859063398E-6,-2.7995128645302847E-4
0.003736954326113782,-0.005613068741505519,-0.006800739410715865
0.03266736239950523,0.012141568748711595,0.007977607709750553
-0.0021548821548821318,-0.0055218855218855094,-0.005589225589225577
-0.0040588795903442,-0.0031274459781486428,-0.002598503042111988
0.0049332504118252095,-0.006429985042549587,-0.007688242698577822
0.00479536969542167,-0.004618607087713178,-0.005120987309594086
-9.615384615384507E-4,-0.019418803418803417,-0.020585470085470105
4.650822097058878E-4,-0.002078895715992479,-0.003209122717187222
0.036742424242424236,0.02160894660894662,0.01634199134199134
-0.006237486385771584,-0.014094890201333414,-0.011414313697227492
0.004144117120815031,0.0124484807342153,0.013886994411291062
0.002813377842314861,-0.002082820201771914,-7.454085262643498E-4
0.026641414141414143,-0.0015151515151515082,0.003787878787878792
-0.0023113807488807482,-0.009794337606837615,-0.01139219576719577
0.012846351991088805,-0.0034201243850366845,-0.013995405179615717
0.0185887666635832,0.005953479438397418,0.005079630600351512
0.006872895622895622,-0.009191919191919199,-0.02545244107744109
0.019069000680669756,-0.0013737762494338047,-0.005768068745113204
-0.006336143449752448,-0.020363307908470508,-0.019871537535126486
0.061083333333333316,0.034722222222222224,0.017694444444444443
0.032570940170940185,0.005138705738705748,-0.018225885225885217
0.057813326282390214,0.015729662436100796,0.009885642517186636
0.005335533553355332,4.950495049504844E-4,0.0024752475247524553
0.017816091954022988,0.003735632183908037,0.005679513184584169
0.012560314518145837,0.005730476852464805,0.0034482251349721347
-2.597402597402228E-4,-0.001991341991341933,-0.0021933621933621435
9.838694573207814E-4,-0.008445416022849669,-0.0077575560706091805
0.010666666666666673,0.004888888888888895,0.003111111111111116
0.009193380453406364,0.006418950229995272,0.006070037995855967
-0.08141534391534384,-0.12744708994708992,-0.16038359788359782
-0.0036651932600648843,-0.0038208308598975246,-0.004227645844067418
-1.851851851851734E-4,-0.012592592592592567,-0.017407407407407347
-0.07857225099092555,-0.10528705554079092,-0.1100998271662037
0.05544973544973545,0.01341269841269842,-0.032777777777777774
-0.12503289186117666,-0.1226587223533526,-0.14942679648570684
0.0017221133048911116,0.0016922623472549211,0.0014890899235970646
-0.0037635873437312562,-0.008822812801329875,-0.009526548657323516
0.011417191440067158,0.01621267803591645,0.017606155252004336
0.04938271604938274,0.014696106362773024,0.012013295346628669
7.765612699116908E-4,-6.381820559104523E-4,-0.002332549767635887
-0.03956834532374101,-0.043045563549160656,-0.030215827338129487
5.145503297393346E-4,-0.008558280055495578,-0.01306919506367536
-9.746588693958873E-5,-0.009932818156502347,-0.016325536062378184
1.455388895577651E-4,-0.0012859805600759166,-0.0014693545442893954
0.002011798632759358,-0.00743130098821303,-0.006414125228970898
-0.006583916301486159,-0.007239385235144073,-0.006631635661349737
-0.004880761160130513,-0.007201195525875962,-0.0065754910567590455
0.0059818134913152765,-0.0022266399404299014,-0.0038373514913422335
0.005793993607613656,7.980057692486108E-4,5.303628851182185E-4
-0.0012303641081911694,-0.008015597534974635,-0.009834488195206851
0.011909001022393787,0.007341508002224462,0.008254578797186437
1.7185372545356348E-4,-4.3399789927284216E-4,-5.045748091683344E-4
0.01954422403244498,0.017027337922443528,0.015184885767745222
-0.006643073590902545,-0.007504674894972067,-0.008234795569109391
0.013971162943765655,-0.012372989427783965,-0.01770023448105643
1.410918756960459E-4,-2.263182890645717E-5,-4.4711250894743005E-6
0.010708457711442779,0.0010706467661691587,-7.820895522388071E-4
0.06680911680911678,0.017008547008547,0.005890313390313378
0.0748889394314231,0.039949450815463874,0.01828988005458593
-0.0037457912457912338,-0.029461279461279445,-0.0371212121212121
0.08863636363636361,0.04734848484848487,0.041071428571428564
0.00739057239057241,-0.030467171717171712,-0.03222162097162095
0.003333333333333331,-0.004487179487179486,-0.0050000000000000044
-0.015291666666666667,-0.02141666666666666,-0.023374999999999993
-0.014458333333333325,-0.015291666666666667,-0.01670833333333333
-0.009672619047619006,-0.01414880952380948,-0.014071428571428516
0.018750000000000003,-0.00590277777777777,-0.018634259259259246
0.008159426343636854,-0.009399610136452225,-0.017763714842662207
0.007727773206287451,0.005479866221569748,0.0037032188486701683
-0.0028571428571428654,-0.010158730158730155,-0.013333333333333324
0.004309127860991387,0.0017424648071623916,0.0014537478266380855
-0.00947489328527967,-0.012556790588191513,-0.01270631318940495
-0.003140419511518618,-0.004655984692425234,-0.004689513474705231
0.02498501498501499,0.007455322455322448,0.005166500166500177
0.02275922598249641,0.010502562310738395,0.003781488136834055
0.01187918687918688,-0.002288827288827285,-0.0019173019173019169
0.0013809523809523937,-0.004857142857142864,-0.007349206349206339
0.01749999999999999,0.00422222222222222,1.1111111111110628E-4
0.001154401154401156,-3.4632034632035754E-4,-3.1746031746034223E-4
-0.0026462886762483244,-0.0029183530270747863,-0.004058491645221548
-0.01865240327569156,-0.028131722900288224,-0.02985971728514538
0.005104735835651545,-0.0033349038633211665,-0.006337112445401068
-0.0012679682352871387,-0.0036881808554440785,-0.005164075913076134
3.33333333333341E-4,-0.0030000000000000213,-0.002111111111111119
0.033876068376068366,2.635327635327441E-4,-0.016183760683760685
-0.002821561185278661,-0.0038539404839733134,-0.004998188617534719
-0.0014056224899598384,-0.0019076305220883587,-0.001907630522088355
-0.0011272084155133182,-0.0011161802780082016,-0.001067026293699665
0.04722222222222225,0.022222222222222265,-0.0027777777777777493
8.701044737530417E-4,1.220544172122473E-4,2.2085650670192007E-4
0.002698412698412711,-0.009301587301587304,-0.012619047619047618
0.011333333333333332,-3.703703703704061E-4,-0.0048148148148148195
-2.388316215511832E-4,0.0022830803552813307,0.0017885136968811258
0.0030713889773710218,5.002849190153702E-4,6.625790520463267E-5
0.001891749279514495,-0.0011562155519545389,-0.0016426176948033907
-0.002979231283828987,-0.0072644894483975,-0.008555464331326404
-0.0015714827835157559,-0.007528074241626705,-0.008179416854346139
-0.010433499578384518,-0.011363862257198487,-0.010925703579838719
-0.016898969788279487,-0.03187853871448019,-0.044631631814439944
-0.021507936507936493,-0.04896825396825395,-0.05269841269841268
