SMLRE-S_VS_SMLRE-S
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

SMLRE-S_VS_ES-S
Wins(55):,arrhythmia,audiology-std,balance-scale,balloons,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,chess-krvkp,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,contrac,dermatology,ecoli,flags,glass,hayes-roth,heart-cleveland,heart-switzerland,heart-va,ionosphere,iris,lenses,libras,low-res-spect,lung-cancer,lymphography,molec-biol-promoter,musk-1,oocytes_trisopterus_states_5b,parkinsons,pendigits,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,plant-margin,plant-texture,post-operative,primary-tumor,seeds,soybean,spect,spectf,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,trains,vertebral-column-3clases,wall-following,wine,wine-quality-red,yeast,zoo
Draws(2):,acute-inflammation,acute-nephritis
Losses(64):,abalone,adult,annealing,bank,blood,breast-cancer,breast-cancer-wisc,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,congressional-voting,connect-4,credit-approval,cylinder-bands,echocardiogram,energy-y1,energy-y2,fertility,haberman-survival,heart-hungarian,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,led-display,letter,magic,mammographic,miniboone,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,optical,ozone,page-blocks,pima,pittsburg-bridges-T-OR-D,planning,plant-shape,ringnorm,semeion,spambase,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,thyroid,tic-tac-toe,titanic,twonorm,vertebral-column-2clases,waveform,waveform-noise,wine-quality-white

SMLRE-S_VS_SMM5-S
Wins(77):,abalone,adult,arrhythmia,audiology-std,balloons,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-prog,breast-tissue,congressional-voting,conn-bench-sonar-mines-rocks,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-va,hepatitis,ilpd-indian-liver,ionosphere,iris,led-display,lenses,libras,low-res-spect,lymphography,mammographic,molec-biol-promoter,monks-2,musk-1,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,optical,ozone,parkinsons,pendigits,pima,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-texture,post-operative,primary-tumor,seeds,soybean,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-vehicle,synthetic-control,teaching,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,zoo
Draws(2):,acute-inflammation,acute-nephritis
