TRAINTESTDIFFSACC:,C4.5_cvFold4,Logistic_cvFold4,C4.5_cvFold1,Logistic_cvFold5,SVML_cvFold7,C4.5_cvFold7,SVML_cvFold1,Logistic_cvFold1,C4.5_cvFold6,C4.5_cvFold9,Logistic_cvFold9,SVML_cvFold4,MLP_cvFold4,Logistic_cvFold7,Logistic_cvFold8,MLP_cvFold7,MLP_cvFold1,MLP_cvFold5,C4.5_cvFold3,SVML_cvFold6,C4.5_cvFold0,MLP_cvFold9,Logistic_cvFold6,SVML_cvFold9,SVML_cvFold5,MLP_cvFold0,SVML_cvFold3,C4.5_cvFold5,NN_cvFold9,MLP_cvFold8,NN_cvFold1,Logistic_cvFold2,Logistic_cvFold0,C4.5_cvFold8,MLP_cvFold3,SVML_cvFold8,Logistic_cvFold3,SVML_cvFold0,NN_cvFold7,NN_cvFold4,NN_cvFold0,SVML_cvFold2,NN_cvFold8,MLP_cvFold6,MLP_cvFold2,SVML,C4.5_cvFold2,Logistic,NN_cvFold6,NN_cvFold2,NN_cvFold5,NN_cvFold3,MLP,C4.5,NN
page-blocks,-3.5287803092104073E-4,0.0037615145230059524,-0.0022875311689673494,0.0018719937638856524,0.0018907681069843159,1.9728668377316422E-4,-0.0019823729825702687,-0.004036370163811479,8.088575656143219E-4,-3.147489633976116E-4,-5.488708191410711E-4,-2.3815490376954963E-5,0.003362960514272421,0.0024201956634389028,0.001529328556355584,0.003154268019132885,-0.002536882907764741,-0.0011339078906646427,-8.761967728233196E-4,7.108385486763366E-5,-0.0013145617505451771,0.0010284415689821081,-4.844315655126478E-4,0.001097652449003809,0.0016827341151665473,-0.004677966583667881,-1.1374562568096843E-5,7.719777990048267E-4,0.0011946457892403931,0.003199397793992398,0.001519126149230728,-0.002576605012982991,3.936665013801743E-5,0.002517902517902515,-9.435555105312243E-4,0.0028417933823339275,-0.0010314417791237466,-0.0023595996864886263,0.005843770708635557,0.0026867072240913154,-0.0016328717749116224,4.6298024202937234E-4,0.0033670290427047166,0.0020371277128033954,-0.0031455997326977976,2.734618604968042E-4,7.260170014165013E-5,1.0597682024135654E-4,0.0014245311542608774,0.0018835564702599727,0.003341966855480368,-0.0012185000151068233,0.002389971373616817,-7.297791392855357E-4,6.443273156055418E-4
parkinsons,0.00564625850340138,-0.03217687074829931,0.006938775510204087,0.021360544217687082,-0.004686318972033295,0.025925925925925915,-0.028231292517006793,-0.020544217687074817,-0.0083673469387755,0.004459561602418719,0.011564625850340116,0.011632653061224482,0.04163265306122452,5.291005291005013E-4,0.012018140589569149,-0.008012093726379458,-0.013945578231292506,0.021700680272108863,0.007006802721088438,-0.020884353741496598,-0.05149659863945578,0.013076341647770195,-0.05108843537414966,0.03941798941798939,0.0326530612244898,-0.004217687074829934,-0.0012925170068027107,0.021564625850340167,0.01904761904761902,0.024263038548752818,-0.013809523809523798,-0.028979591836734698,-0.06387755102040817,0.0017006802721088196,-0.01857142857142856,0.028911564625850317,0.009319727891156475,-0.047346938775510196,-0.019312169312169336,0.0026530612244898017,0.0017687074829932036,-0.023673469387755098,-0.005177626606198064,-0.002925170068027198,-0.02074829931972788,-0.002054842555578958,-0.012040816326530606,-0.027536994179114947,-0.013945578231292515,0.007823129251700684,0.014013605442176872,0.0011564625850340202,-0.02277508941721019,0.002731608107160388,-0.006003226032681123
pendigits,0.0015740566839276308,0.0011524201618376788,9.365559578325596E-4,-5.05307969556316E-4,-0.0010564265534617793,1.898010269129798E-5,0.0017928989843883395,2.9977902318327384E-4,0.002466320254949476,4.5810614349156196E-4,-5.358152550339445E-4,0.0016153955463338273,7.909038603143996E-4,-2.378972033663329E-4,-0.0010148889465248056,-0.003186471062299456,-7.16493907983277E-4,-7.273056104587283E-4,9.661965364790581E-4,-6.432366739307619E-4,4.396612056186614E-4,4.017620690100661E-4,-5.780484678287068E-4,-7.949781231957627E-4,7.169708948572051E-4,-7.593667168141286E-6,0.0025868588128790484,6.57049418821291E-4,7.743086919926719E-4,0.0011362224825775499,3.7742399444527325E-4,-4.031807436062536E-4,0.0015421536698132473,-0.0019668752490517435,0.001982079205657857,-4.223321279476592E-5,5.577765256872109E-4,0.001683413513200745,5.010349621441165E-4,0.0011387067892125327,9.835066430811002E-4,4.591799059884235E-4,7.381371873872703E-4,7.786810716702545E-4,0.0013501407969493024,-1.730119442798254E-4,0.003348763135997168,-3.4422954348119667E-4,-0.0012843865302881693,-4.7712256222894506E-4,-4.215371498245579E-4,3.613175569924761E-4,-3.1825457764080484E-4,-0.0017400181361276893,-2.764218388746298E-4
planning,0.05962555962555962,0.07049247049247048,0.058119658119658114,-0.03211233211233212,-0.0395604395604396,-0.050101750101750143,0.044688644688644676,0.030402930402930392,-0.04578754578754584,-0.03996743996744002,-0.016076516076516095,0.04297924297924297,-0.002401302401302415,-0.022018722018722032,-0.04098494098494099,-0.05152625152625154,-0.013227513227513239,0.030850630850630827,0.0597069597069597,-0.041066341066341105,-0.009230769230769287,-0.029263329263329262,-0.004314204314204336,-0.05034595034595037,-0.03858363858363862,0.013479853479853466,0.044403744403744394,-0.054049654049654096,-0.09816849816849821,-0.008954008954008953,-0.01786731786731789,0.09890109890109891,-0.018388278388278403,-0.034391534391534445,0.05429385429385428,-0.05372405372405375,0.019332519332519324,-0.023333333333333376,-0.10553520553520551,-0.014082214082214096,-0.09853479853479855,0.047659747659747655,-0.08742368742368746,0.0010175010175010194,0.016849816849816828,-0.017216117216117214,0.06341066341066341,-0.0010989010989011024,-0.07037037037037042,0.018884818884818872,-0.08892958892958895,-0.011884411884411899,-0.008424908424908438,-0.008791208791208786,-0.0608058608058608
post-operative,-0.14666666666666667,-0.15629629629629627,0.08074074074074081,0.019259259259259285,-0.005925925925925913,-9.259259259259375E-4,0.05925925925925927,0.038518518518518535,0.027037037037037023,0.0324074074074074,0.004444444444444445,-0.11407407407407408,-0.057777777777777754,-0.025555555555555536,0.02833333333333333,0.05425925925925927,0.0503703703703704,0.018703703703703715,-0.10592592592592597,0.04574074074074074,0.046666666666666676,-0.007592592592592586,0.06388888888888888,0.024074074074074085,0.019814814814814816,0.06074074074074075,-0.12222222222222222,0.015555555555555545,-0.08666666666666668,0.05296296296296298,-0.01925925925925926,-0.11259259259259258,0.011851851851851862,0.01425925925925925,-0.06962962962962958,0.03277777777777779,-0.1325925925925926,0.017777777777777788,0.025740740740740727,-0.21925925925925924,-0.07703703703703697,-0.13555555555555557,-0.044814814814814835,0.10425925925925926,-0.11777777777777777,-0.042222222222222223,-0.15111111111111114,-0.04148148148148148,-0.07129629629629634,-0.22740740740740734,-0.04925925925925927,-0.16666666666666663,0.014814814814814808,-0.03333333333333335,-0.10444444444444446
ringnorm,6.846846846846925E-4,-0.01201801801801801,0.0040810810810810805,-0.003180180180180177,0.005531531531531534,0.0031711711711711757,9.909909909909439E-5,0.0011171171171171204,0.0011531531531531526,-0.004144144144144143,5.405405405405424E-4,-0.014369369369369367,-0.005306306306306304,0.005891891891891902,-0.009189189189189184,3.6936936936936927E-4,5.945945945946033E-4,-0.0011621621621621502,-5.49549549549544E-4,0.00587387387387388,-5.495495495495514E-4,0.001729729729729738,0.005450450450450454,-0.001369369369369374,-0.0026216216216216207,-0.0022612612612612753,-0.0025045045045044936,1.7117117117118792E-4,-0.16018018018018015,-0.00114414414414414,-0.16440540540540535,0.00417117117117118,-0.005108108108108101,-0.001189189189189203,0.002693693693693718,-0.008036036036036028,-0.0030720720720720704,-0.0038828828828828764,-0.16140540540540543,-0.1645855855855856,-0.162,0.0038558558558558645,-0.16203603603603606,7.74774774774789E-4,0.001765765765765781,-0.0022342342342342373,8.648648648648671E-4,-0.0015855855855855952,-0.16418018018018019,-0.16068468468468464,-0.16554954954954954,-0.15974774774774778,0.007819819819819825,-0.002333333333333328,-0.16606306306306307
seeds,-0.03463203463203463,0.009696969696969693,0.025656565656565666,0.019523809523809537,0.013968253968253973,0.004285714285714308,0.00888888888888888,0.009870129870129859,0.03650793650793652,0.0017460317460317731,-0.010476190476190462,-0.029379509379509398,-0.004588744588744594,-0.006666666666666646,0.01253968253968254,0.002380952380952406,0.0059451659451659426,0.0030158730158730235,-0.01867243867243866,0.026984126984127,-0.050562770562770566,-0.011587301587301565,0.0031746031746031967,-0.013650793650793632,-0.003968253968253946,-0.00874458874458874,-0.028253968253968257,-0.019841269841269833,-0.002857142857142847,0.013015873015873043,0.026378066378066375,-0.02406926406926407,-0.013708513708513692,-0.01015873015873013,-0.02738816738816739,6.3492063492064E-4,-0.008600288600288598,-0.04005772005772006,0.01968253968253969,-0.017633477633477647,-0.02542568542568542,-0.01838383838383838,0.01984126984126986,0.005714285714285735,-0.017344877344877347,-0.010476190476190465,-0.0063780663780663716,-0.0022222222222222105,0.0288888888888889,-0.03067821067821068,-0.024285714285714268,-0.027503607503607506,-0.0060317460317460365,-0.009841269841269821,-0.0060317460317460365
spambase,0.005614509129615974,2.1263596797863605E-4,-0.002109857717816462,0.004226517771101413,0.0019882344790229842,0.004281629285313874,7.126076249141929E-4,0.0034734740409021877,1.3736938571131673E-4,-4.7175456165876226E-4,-0.0018889707688528638,0.0024803960470872596,5.691287341987354E-4,0.0027340349816399917,0.0020675320749012536,0.0017090867864633468,-5.609407378014667E-4,-0.002706888624353624,0.0014119255018297029,8.140128110651383E-4,4.990898727081398E-4,8.977193280804042E-4,-1.7912816733746859E-4,9.879132576258462E-4,0.005103578154425599,-7.537365606636129E-4,0.0014951911267312692,0.0016732485560783216,3.1196266273643875E-4,-0.0011607429661961747,0.003109108201223165,-0.0016570615170467837,-0.0025119513255106455,-0.004080519496879116,6.132809301563791E-4,0.0026403768997726265,-9.469102910517835E-4,3.215993046501516E-4,0.004470709017503416,0.005703128444469633,-0.0022539664544086067,-0.0022150419792276795,0.0014564556053133855,-0.0023328231581731845,-0.002650013541686343,9.157203232368978E-4,0.002485308844925645,-2.2200807462413596E-4,3.1164773979806734E-4,0.00432634834256056,-0.0017619308555196444,-3.26134194962487E-4,-0.0102406641094924,-8.189067135271973E-4,-0.002469323356574645
statlog-landsat,-8.421786532731142E-4,-4.206069423460838E-4,0.005751178464821631,0.002063929425248771,4.764351847819315E-4,0.0031682988176703784,0.004070873186315475,0.001929312049252093,5.060490719530112E-4,-0.00666883448062953,-0.006296725342809791,0.0013802944087801584,-0.001206443110491103,-0.0011480704036295568,-0.010109852037019314,-6.757966474370066E-4,3.0525277901589655E-4,0.008224459198971952,0.001601001301151217,-0.004611830651147456,0.003287802688102533,-0.0024606624026540457,-0.002466081937561171,-0.005899066968999319,6.546276411343865E-4,-0.003525714620167401,-0.0039520136971411286,0.0042915157607811135,0.0015836655217899083,-0.001964194294197534,0.005281046735319576,0.0017844681262972303,-0.0016731338320543595,-0.0020218736299948267,-0.0035770081497217905,-0.006096396106064199,-0.004550909873248695,-7.118384179853406E-4,0.0013984335608570005,-0.0017477747612680136,0.0033451099418115933,-0.0028650732548783585,-0.004293336197944645,-0.0063957286322739336,-0.002573005646468914,-0.0028465933767014523,7.099410397761186E-4,-0.003524181670090054,-0.0013946592419038543,-0.0017891311744385333,0.002796574685630145,8.502183914477768E-4,-0.004033208452920226,5.20898536209909E-4,-0.0016817029329896113
statlog-shuttle,1.0800047876205291E-4,2.897414129980754E-4,1.4894731794142431E-5,-1.6658859040240558E-4,5.919235058699845E-4,-1.1958667931741829E-4,-4.1390724539798934E-5,8.357077236845311E-4,2.8271296390972587E-4,-1.2918744439634663E-5,-2.765927567000707E-4,-3.6784542009390037E-4,2.112648592605959E-4,-4.4362457761533874E-4,4.143259594638645E-4,-1.3355876368417174E-4,4.0552494596092964E-4,2.6299177147513325E-4,1.6891819589135066E-4,2.827240610437524E-4,-9.544962020060498E-5,1.0547618618874284E-4,-7.677258881075954E-4,2.747488076317491E-5,-3.0691502052574424E-4,2.445903453348867E-4,6.574298879110319E-4,2.5972525081503127E-4,1.6170097248471664E-4,1.2280201251242407E-4,1.056756291876626E-4,7.437616272203074E-4,2.207616280129591E-4,-8.997726102745555E-5,-6.91898378787951E-5,8.196121677548574E-4,7.943177917971574E-4,-5.574835504804716E-4,-1.3110629706869863E-4,7.234221658908672E-5,3.671169725114239E-5,6.240956826600197E-4,-9.930524074748259E-5,-5.973428705285944E-6,2.779348550674854E-4,0.026887769608661603,1.735187505895075E-4,1.3119904937549295E-4,-2.5358536509996938E-5,-1.1386372877971358E-4,-2.995750590330341E-5,4.4755534101078205E-5,-1.498533499002197E-4,4.3592073136381844E-5,-6.450543035041075E-5
statlog-vehicle,0.015053159628631333,-0.011399371069182403,0.004896153283603932,0.00757711889787361,-0.007947738843965253,2.7702905061397496E-4,-9.141436302469626E-6,0.006261883867193207,9.7708894878706E-4,-0.0026916741539382985,-0.0014749925127283754,-0.015277777777777772,-0.0026579814315663476,0.015019466906259346,-0.002339772386942207,0.014922132374962567,-0.003565160157964031,0.012312818209044625,0.0050950883498053325,-0.011601527403414188,-0.03343571741992101,-0.00852800239592693,0.0016921233902365922,-0.016835130278526504,0.006588799041629231,0.0025248647067427094,0.005514375561545385,0.010650643905360893,-0.006038484576220419,-0.008022611560347425,-0.00585234752084249,-0.011571578316861338,-0.005163083223636119,-0.010605720275531593,0.025935908954776873,-0.017958221024258758,0.0066973644803833355,-0.0074904929062454256,0.010313716681641206,-0.005510631925726258,-0.019220783969577312,-0.01795073375262056,0.009340371368673266,0.020837076969152428,-0.01766247379454928,-0.011171346388864042,-0.01641958670260555,-0.001278354049301041,0.016453279424977534,-0.021477238694219823,0.001040730757711894,-0.012660976340221616,-0.0016986348326328503,-0.005389132313928869,-0.009582252824227252
steel-plates,0.023214614003082883,0.01867831940378713,0.00444295956896185,0.0013982577461004102,4.836451571846645E-4,0.004596396702162261,-0.0013724491960459809,-0.00568247705513839,0.008032822819000751,0.0044581618655692695,0.011646947873799725,0.01976263204785541,0.006135010535545072,0.001985490645284449,-4.207147200656625E-5,-0.011840114264703801,-0.007748575226620284,0.008855514544708887,0.0376454824431151,0.004465232701200613,0.008955213327110993,0.005654149519890247,-0.0059561183940718375,0.006219993141289445,-0.008349596255285464,-0.005034434969524711,0.02907174069831572,-0.006991642272283738,7.373113854595308E-4,0.0092543096743173,3.125309349058673E-4,0.003733754755136953,-0.007980852177110299,0.01115707154271491,0.012188352919548017,-0.002301203456224462,0.02559324310947068,-0.008933293736653828,-0.010098213906919533,0.00969588335949541,0.001652807828829191,4.072801323660428E-4,-0.006313902677018391,-0.004145630930663399,-0.0072928598701794654,9.730662895437521E-4,-0.0038380495806994578,5.123860243686051E-4,-0.002370851187193305,-0.008792230565808279,-0.011748546943277767,0.024401100222024227,-0.002935655527101481,0.0027667358908042322,-0.0069385518989922065
synthetic-control,0.0137777777777778,0.007666666666666663,0.002111111111111138,-0.01200000000000001,-0.004777777777777773,-0.010333333333333309,0.006333333333333335,-0.010444444444444445,6.666666666666857E-4,0.005000000000000012,-0.027111111111111127,0.0010000000000000156,0.004000000000000007,-0.018777777777777782,-3.33333333333341E-4,-0.001111111111111111,0.0014444444444444593,-0.004111111111111098,-0.010999999999999973,-0.004222222222222212,-0.014444444444444423,-0.0069999999999999915,0.006666666666666669,0.002000000000000013,-0.0021111111111110897,-0.0053333333333333306,7.777777777777847E-4,-0.01099999999999997,-0.002666666666666658,-0.002555555555555548,-0.0027777777777777753,0.018222222222222244,-0.001444444444444452,-0.0044444444444444176,0.0018888888888888955,0.0018888888888888955,5.555555555555499E-4,-0.010999999999999987,-2.2222222222221996E-4,0.006222222222222222,-0.013000000000000001,0.002111111111111119,-0.006333333333333335,-0.004777777777777766,-0.0037777777777777727,-0.0021111111111111118,0.005333333333333353,-0.017333333333333346,-0.002555555555555548,-0.012222222222222212,-0.01499999999999998,-0.007666666666666655,-0.0028888888888888927,-0.0077777777777777906,-0.009999999999999998
twonorm,0.005010187166361179,2.460255445935237E-4,0.004379629562012707,1.8300386309034374E-4,4.7136030924197864E-4,0.0018481004646905793,-0.001258340209974899,-0.0011143080394633927,0.0015598413869151507,0.005120811363026711,0.0019093450413924073,-8.719338089778021E-5,6.765885042026761E-4,5.43291197168531E-4,-4.205827010474265E-4,0.0015503966544226182,4.333379583312258E-4,-1.8821307121765404E-4,0.003271358361874451,8.407029023078771E-4,3.165689331590486E-4,0.0026762707508188174,8.586430256249352E-4,0.0022450047070947184,-1.2324402219023866E-4,8.929166940515192E-4,-0.0016457689789221796,-7.914101618505735E-4,8.494005502065286E-4,-0.0014043927742927878,-0.0020515030025972953,-0.0010873369992526933,6.604496958455552E-4,1.0004600655775243E-4,-0.0015304361372991404,-6.637602206367295E-4,-0.001438739469001571,0.0011110218567662626,7.142457237026593E-4,-7.453062357142122E-4,-1.236578377891484E-4,3.897169257883378E-5,3.719228550355373E-4,-2.597301435451893E-5,-2.0615319453471577E-4,-2.117604245259752E-5,-0.003142905131556839,-1.0250305107156003E-4,-2.4972554288953027E-4,-0.0015019558872571262,-1.775999182105544E-4,-0.0016461584524270305,7.419041204215215E-5,-0.001780029348431648,-4.905746645172737E-4
vertebral-column-3clases,-0.017728494623655906,0.016263440860215046,-0.004717741935483869,0.00853046594982081,0.005232974910394276,-0.026164874551971338,0.006021505376344102,0.01639784946236558,-0.013906810035842288,-0.008315412186379918,0.0075268817204301305,0.006317204301075267,-0.006518817204301071,-0.015125448028673823,-0.027526881720430104,-0.0019354838709677172,0.03506720430107526,0.003655913978494644,0.026868279569892482,-0.007885304659498193,-0.006962365591397849,0.009892473118279585,0.002652329749103943,-0.016487455197132603,-0.01971326164874552,0.009274193548387096,0.011841397849462372,-0.013189964157706091,-0.003942652329749116,-0.011684587813620055,0.024543010752688173,0.005053763440860218,0.004193548387096779,-0.01419354838709677,0.02995967741935484,-0.028243727598566304,0.03192204301075269,0.01630376344086022,0.005591397849462354,0.021532258064516127,0.029139784946236556,0.0029435483870967802,-0.009103942652329758,-0.005806451612903218,-9.946236559139842E-4,-0.0019354838709677432,-0.008037634408602149,0.004946236559139779,-0.012903225806451627,-0.01178763440860215,-0.020931899641577063,0.05092741935483872,8.602150537634357E-4,-0.018279569892473105,0.0034408602150537574
wall-following,0.001444038637149688,-0.0013920935137498,-0.0011689218724762732,0.0062879549504687065,0.01153213667291761,9.765302236688218E-4,0.007775795720097663,0.003369721764738265,-7.902727946699958E-4,0.0011711536941636513,0.012034232894330336,0.006713896014005945,0.010981673348840811,0.009984713929543969,0.0025641440159794265,0.0051015239368008185,-9.598886110428991E-4,0.002909732261143024,8.700472606665362E-4,0.001708283166692844,1.7408998720835528E-4,0.008579733652346972,-0.0010376497001634455,0.015132087096472895,0.0072270386671266324,0.008379987749720257,-0.0035787550261716502,4.427192041703128E-4,0.004702846693825953,0.003646473246682336,0.0069041824996387184,0.0016969187727707354,0.006165899570076927,0.0011483413445994275,0.0053167466872120666,0.004635981362130792,4.5157806242451803E-4,0.010181065219540859,0.0033169515515990306,0.002985211523137521,0.010921585234520378,8.895546455092014E-4,-0.0034090092614546762,0.0031563932993027917,0.0018346784927950202,0.005162127710674243,5.526495815979378E-4,0.00414384624814829,0.0023504161650002428,0.0056716826595903155,-0.002264914760334317,-1.651416455373922E-4,0.00458899193937959,-1.4042404199705963E-4,-0.002721129569900919
waveform-noise,-0.005887511662001877,-0.001294735439157683,-0.005728695188591245,-9.08223377315757E-4,0.004037851526056232,-0.005929041716646677,0.001131014260962271,5.584432893509072E-4,0.002844408903105422,-0.011693742850918542,4.4019875316271274E-4,-0.0015623084099693559,0.0017209649473543752,0.007171797947487657,0.003611675329868032,0.004854111688657851,6.279621484739224E-4,0.004880980940956925,-0.002875543116086902,-0.004055817672930839,0.006443875783020125,-0.0031581477181550394,-0.0027080367852859053,-6.647943232346668E-5,-0.00136217512994804,0.009308383313341299,-0.005949140343862476,-0.006502305744368923,-0.001863511623463058,6.142076502732056E-4,-0.0023156070904971405,-0.006121711315473832,0.009051419432227108,-0.005021351459416246,-0.005878928428628564,-6.822337731574221E-4,-0.007348314007730261,0.009077489004398247,0.005484366253498585,-0.008568945755031332,0.00847143809143008,-0.004495748367319755,-0.0021160069305611096,-0.003411648673863806,-0.004012528322004546,-0.0010712428380655263,-0.0033293349326935914,-8.426081348173058E-4,-0.005848753831800646,-0.011035799013727855,0.0019111288817805993,-0.006649286951885917,0.0014421655640798263,-0.006591057054569127,-0.003858165950639865
wine-quality-white,0.01079942380869115,0.004421352384282969,0.004200368029708816,-0.004258486748432562,0.0011513088223163049,-0.008234734122127031,-0.0061799015811955255,-0.004830181766709144,0.010812413092531994,0.004009626939377925,2.596241525149664E-4,0.004785551919666268,0.005117500284487516,-0.006531403486477033,0.0046973689784252145,-0.00658920302408074,-0.0049510820239968886,0.002069736911492448,0.005370569280343714,-2.209843545741441E-4,-0.0033225921947726443,-0.002763453302209651,0.005156301606730002,-0.004130242367897143,0.0022011285134208563,-0.003971279250174173,-0.0026423755956891132,-7.12134711085588E-4,-6.187393123805637E-4,0.007526313559983318,0.0036745795829551692,-0.00876171602872076,0.0053738998659439265,0.006457607355534582,-0.0010601809063078634,0.00680557506359621,-0.0029113758926663383,0.00809237934259791,-0.009856632622348847,0.011784166951154185,6.272602880401546E-4,-0.001649528028265577,0.006858915620478312,3.1446279042011326E-4,-0.006079539935109088,4.1028098420084296E-4,0.001820165030516485,-0.001592787911558576,-0.00844730874806063,-0.006025973016705666,-0.010392925836185151,0.007062229216451987,-0.0014347635116753114,-0.0047690989130035446,-0.012616475120507979
yeast,-0.011084708869943767,-0.004485156297236836,0.029354253582441484,0.006907309994558312,0.0016337142511639016,-0.01471552089001755,0.00947638914081866,0.014743938569441914,-0.012958461817522242,3.6958720235356993E-4,-0.009892433575434402,4.226374025031602E-4,0.0024850353709413983,0.003849688614789274,-0.006600157204184057,-0.006470161436604401,0.02432734748170989,9.698288892919701E-4,0.006834754217304545,0.011904589152911286,0.008991474696172685,-6.883025343998168E-4,0.011826591692363499,-0.0060764303882810825,-0.005302013422818812,0.02697019166817822,-0.004493621137916441,-0.019174678033738447,0.006912445220802312,-0.008868734506318398,0.009435878831851967,-0.004661104057077211,0.013861176612854458,-0.019756938146199898,0.0018797992623495834,-0.004043170687465999,-0.011462603543140472,0.014285023278311871,-0.008940081020617935,0.011497067537335983,0.011855009371787904,0.0019021706270028324,-0.01671443255335873,-0.010386964145353417,0.015413870246085,0.001936772892808162,-0.0072876231936634655,-3.4577229644024615E-4,1.7897091722592905E-4,0.011523671322329026,0.008871757663703973,0.00718060342221414,-0.0012914241083997265,-0.0043385916635637345,0.0020559253843848565
