TRAINTESTDIFFSACCSTDDEVS:,C4.5_cvFold4,Logistic_cvFold4,C4.5_cvFold1,Logistic_cvFold5,SVML_cvFold7,C4.5_cvFold7,SVML_cvFold1,Logistic_cvFold1,C4.5_cvFold6,C4.5_cvFold9,Logistic_cvFold9,SVML_cvFold4,MLP_cvFold4,Logistic_cvFold7,Logistic_cvFold8,MLP_cvFold7,MLP_cvFold1,MLP_cvFold5,C4.5_cvFold3,SVML_cvFold6,C4.5_cvFold0,MLP_cvFold9,Logistic_cvFold6,SVML_cvFold9,SVML_cvFold5,MLP_cvFold0,SVML_cvFold3,C4.5_cvFold5,NN_cvFold9,MLP_cvFold8,NN_cvFold1,Logistic_cvFold2,Logistic_cvFold0,C4.5_cvFold8,MLP_cvFold3,SVML_cvFold8,Logistic_cvFold3,SVML_cvFold0,NN_cvFold7,NN_cvFold4,NN_cvFold0,SVML_cvFold2,NN_cvFold8,MLP_cvFold6,MLP_cvFold2,SVML,C4.5_cvFold2,Logistic,NN_cvFold6,NN_cvFold2,NN_cvFold5,NN_cvFold3,MLP,C4.5,NN
page-blocks,0.008872355238650407,0.011239243035820764,0.012766790474088059,0.010767987806526715,0.012397605134360374,0.011054957934468281,0.013608989354248006,0.015133875389960407,0.009754480145610577,0.010993664387011697,0.01258169252299233,0.012066205953103601,0.012125414779669667,0.011581035477120943,0.013178886442312876,0.011530136956619832,0.010332356673515704,0.01038483658397733,0.01061967575018538,0.01025452685277107,0.012334378547994917,0.01206671092748879,0.012562979686687114,0.010907870870474528,0.009411899567413295,0.01060338820853489,0.012565366436697017,0.010629139392609876,0.011820760993180504,0.011686266502079089,0.01549364796374287,0.010157445226580446,0.010773048186995818,0.010052796715491046,0.011902256701053056,0.01209100278962637,0.00855091838731637,0.012553789049648724,0.011593742398135404,0.013283392294085785,0.01123670046064135,0.012398263392768213,0.01301730691286593,0.008616778513216765,0.01291423038892112,0.005484787236320665,0.011342001322321948,0.004846831976524785,0.012574447294732533,0.015986496324713172,0.011322622079200855,0.011212893407675902,0.007987692284640377,0.004833075050869808,0.00688426341483166
parkinsons,0.13564872071175343,0.11967858660024663,0.10959196123057838,0.14044585411884844,0.10678111782509557,0.10822099792291218,0.11157059738113678,0.16413030299458645,0.09867546884788699,0.10515357781309691,0.13317961301269785,0.11367605307001782,0.09114777933652032,0.11262385897083442,0.1681840022512858,0.13719739535375297,0.1216477224928312,0.11418448735711069,0.1149131806544376,0.11495566594942686,0.14256095094697047,0.12372337262621265,0.12157379394439727,0.09857570554561636,0.1177200871937095,0.11136038587479435,0.0818461025967973,0.13550253419928457,0.08536069860787729,0.10310459310955075,0.09237186079522262,0.16251269177339167,0.13862034418480318,0.0978595057848317,0.08931537659489248,0.09687616724035372,0.13555234006281064,0.14254353836043038,0.10550646965057371,0.09958068891589095,0.08989300191912705,0.1239441903334933,0.08900379073136792,0.10473938146491223,0.11859533399764678,0.05614161391622709,0.1106934556237405,0.08475403114260802,0.11256378900832499,0.09605988233055485,0.09256918537975806,0.09066447596801348,0.06251605115745182,0.0517004954454996,0.04126667719737815
pendigits,0.009556638675319529,0.008668708024072238,0.007997644408917136,0.009523628260429441,0.006779281161408862,0.00800549904253409,0.006101053162820371,0.007674554947678021,0.010477980174134822,0.009583242592248168,0.00842457360276266,0.005973661763949305,0.009484140011763844,0.009716031957399828,0.009543082760801899,0.009224844418117589,0.008545485356515824,0.00880223964328047,0.00839039918597126,0.006337158762116313,0.011075310077759144,0.009614588749177595,0.008970355983985764,0.0060529171041761205,0.008220757541065717,0.008388822009254136,0.0054619550400932335,0.010079022244641874,0.0033805388521024517,0.011940128662567117,0.002715746269117789,0.00995509497900285,0.007967766647730546,0.009061149562401255,0.008995188001257145,0.0074661705025346374,0.010881513587715032,0.006429895712929402,0.004282862195276855,0.004643057083844621,0.004439678617356255,0.00609180183581711,0.0047713090940214795,0.009493379421171988,0.008222378081776586,0.0025116080758675777,0.010385612883580272,0.0039242517791707445,0.004618744887305299,0.004484427567396346,0.004442202744646004,0.003966911912580881,0.004202325797995598,0.004961418047918113,0.0015212340293863451
planning,0.03777433631160579,0.11588534383497481,0.015252322814538255,0.10151170477888016,0.042387296602490215,0.05024451444200692,0.04719951129027373,0.12377502652869186,0.010031548672255792,0.024545870279924765,0.08780740035566295,0.04938790031572432,0.14834293573431795,0.12025445314137789,0.09998166522223931,0.16021638488800666,0.13403966602126027,0.15736268457986965,0.03508502573222117,0.06310505681103096,0.02869010825293107,0.13241453364849412,0.11700133883563102,0.058613920641160194,0.06617113461242602,0.13068973715388643,0.06424344262443571,0.03090069597288249,0.11333428145170737,0.155635284994375,0.13266664862902913,0.11408765626289205,0.1227645623937931,0.03861555386414008,0.13168389135557207,0.07022907630550286,0.13420333398217427,0.06585803582375645,0.09623455853057516,0.12686656063938523,0.11808416895541678,0.09656615223867247,0.12406179638943765,0.15574251731505048,0.14832869757510808,0.026556667668216145,4.458466076558113E-4,0.05803010151315284,0.09525400866810414,0.1258506678295263,0.09048831406759801,0.13868832297622782,0.0717808860590616,0.031001129049980192,0.04886677724269287
post-operative,0.11665845619713497,0.19690956996227332,0.06325452738620148,0.17216185651571767,0.19322239591013884,0.12240567330671376,0.1748156806697608,0.19433731768933762,0.0626118978443185,0.08235160335930246,0.17422454842453608,0.19744932331467488,0.23507650267846172,0.19505159723866777,0.18398728138247794,0.20288827269975906,0.20845747684780552,0.22837499192710217,0.01907466303694612,0.19424282559325465,0.10280857983089482,0.21906513769587074,0.21093837458232828,0.14805632531147314,0.15963908936539573,0.17526318671520202,0.12993760168656412,0.08631819124892104,0.16885914236927124,0.22476861634262554,0.21312676248331283,0.1438902819007803,0.19131712440038437,0.07872552473399658,0.1843362405534575,0.1509255537529984,0.16777240694083842,0.14837275438691333,0.1298760201725665,0.19300084443936197,0.19545568098610785,0.13131940075594298,0.19362956416035543,0.23738806523279748,0.1644579056310874,0.08051557998728977,0.10719536915841132,0.06595619722021975,0.1976666964594003,0.1528147522888398,0.11940085040101871,0.130460754689912,0.09270236149874662,0.03947289999445068,0.06580542030750655
ringnorm,0.01769873369325881,0.017051304949925964,0.018547865762656168,0.021273843692358043,0.02192629392641721,0.02113620214225176,0.020983054442942496,0.020596105417419294,0.015532808698315108,0.016954212468791738,0.020930833618728915,0.0178289513481676,0.012086121057862234,0.021518205616824458,0.019899624697381785,0.015616026133474929,0.01600442622839942,0.01607881365831211,0.01689008129469999,0.02566168582751344,0.019028372417767767,0.013024052902464589,0.026426133126014117,0.02277359159887062,0.019846156497156573,0.01337835170591132,0.0293659805514722,0.017434868138403514,0.01506446243412538,0.016535636837652384,0.013060274364630847,0.01900959276733955,0.02159100231748227,0.01688875646576221,0.015055455842571104,0.021819104351324885,0.029840974899359014,0.020993975338067097,0.01446830172714253,0.016089671412891658,0.015061329832756282,0.021114382535652905,0.018834819513384705,0.018599992353233123,0.013801358116996015,0.007703130523373009,0.016394699651735418,0.007311171558485665,0.015223204911443283,0.014791692024918682,0.017770033142877395,0.017582678042782882,0.00987004889598348,0.010246325973559546,0.005580881182356808
seeds,0.11681088920708502,0.07194843097519306,0.08084146020484195,0.0710647549077661,0.06911902013864657,0.09385989662212849,0.0662982487499279,0.0673291460849182,0.08724534188548519,0.09750570803033075,0.08554444037132049,0.08486247705148074,0.08471743202024384,0.0912343997249602,0.07917475811664669,0.07248534085152039,0.051603942308727814,0.07464025677055136,0.0997611466923198,0.0810376575214268,0.13123561395149616,0.1003838386256006,0.06629421332247537,0.08777609019579721,0.08043477265473346,0.10286128179054646,0.1076942906118677,0.11059364215069352,0.07302110830568535,0.06818506979390578,0.06268159642165913,0.08227964400662788,0.0890485790195164,0.07442256491992225,0.10323256374851272,0.0876066719800586,0.08991370943319082,0.12429636168250302,0.07244199885827357,0.07845383677810808,0.09933030854734935,0.08027003862395142,0.07993745437322533,0.078230089027857,0.08070769609097689,0.03566553870812828,0.07669009447595036,0.03130675834455162,0.07543688619699371,0.07895475449640851,0.08224458848824587,0.09240131388457246,0.04655516543271187,0.049422868794327786,0.030063225614351603
spambase,0.019762242724165324,0.017474940495658085,0.017108112317961683,0.014370952959862772,0.019262642861343608,0.018160363220053346,0.017024146101405953,0.018061782473921012,0.020461519569012678,0.01767878117043908,0.0168453590573022,0.022372989618677765,0.0163379568967313,0.014289922063722121,0.01933351651484209,0.016201870760440946,0.019021567934895914,0.020294037493104166,0.021172372239732867,0.02401620283243906,0.021005095349621812,0.01742567763452612,0.018666359773334244,0.014741594146930631,0.019475974902730946,0.014731598270178933,0.02088837731238546,0.01890802754241294,0.02164512581365099,0.023010443925578127,0.02110527216970514,0.01779169647718379,0.015653929841667674,0.01634202088473452,0.01646195711866897,0.020515858499260225,0.016727121810185906,0.015229986421875171,0.020616890323885646,0.023042470577694433,0.017958227589796767,0.020550373283173905,0.0236513982973757,0.02191116870819546,0.02145450067247125,0.008931986465476148,0.021522093162756172,0.0064126990508001315,0.021247895054835653,0.023571904082310288,0.021113176779471547,0.022539509615259305,0.02193953729754314,0.008899057588983445,0.01080593623920207
statlog-landsat,0.01767354529311956,0.01983837187173271,0.022026593503126118,0.017380957772476488,0.012986476294213059,0.023970004540926446,0.017098248138598043,0.017706484736448654,0.018976676250028784,0.024052702166994247,0.020634883473301623,0.01379093462844396,0.018842768370228337,0.012457700156965368,0.021828711502685606,0.014649722959561092,0.020076332754675328,0.013361649301903936,0.021479318771792766,0.015282845676111823,0.023820092863009974,0.023396929163829492,0.018727098408295707,0.0213476354318079,0.01734659182893616,0.02358429334497565,0.019978793691106472,0.021652377706275993,0.0211283112895003,0.020701961918990135,0.017623756178804083,0.020917340645907674,0.0205351772226096,0.018998558212541674,0.017351601245916844,0.021175039191630086,0.02562247534338134,0.017157605118245833,0.012922418165762955,0.017750169512306794,0.02012158610177513,0.018397674825010184,0.015321384746012226,0.014256716770717884,0.01769974212876487,0.008649914758304497,0.025616235580273303,0.008953863261467762,0.01694786633382589,0.018460055635644908,0.019228414316006425,0.018514506150627975,0.007445000740921811,0.009748098992101136,0.008105955967928433
statlog-shuttle,5.121601520250974E-4,0.003400066229364369,3.361140135780918E-4,0.0033657398924017154,0.0034905098699891807,4.448979606743283E-4,0.0027762042833615937,0.0024415881459798976,3.132187357263961E-4,4.307591032408084E-4,0.0028948628930909183,0.0036362832064734986,6.102729600533859E-4,0.003646929376530911,0.003549571871379398,7.682661419837581E-4,5.091872744375674E-4,4.7379642306977915E-4,4.1511384159575527E-4,0.003313782390198675,4.5797653006126465E-4,5.65423146544068E-4,0.00309991583838622,0.003434104997653014,0.0036175412513020913,8.123139452237134E-4,0.002523228178306542,3.531363832672534E-4,5.201341374125235E-4,6.047185811128564E-4,4.4629467571777803E-4,0.0020023267959647386,0.0033467994172555427,4.0240101163793946E-4,5.509728071025854E-4,0.0035592994056131933,0.003305318758950878,0.0027838904060917312,5.714638769118656E-4,4.868433551767294E-4,5.203562838989678E-4,0.0031069163675506357,5.213039477698799E-4,6.639734197350846E-4,8.399704471121789E-4,0.14674834429634837,4.173917422259144E-4,0.001478787391132053,6.438937042396944E-4,7.282343393754882E-4,3.942791496216654E-4,5.692897600772526E-4,4.597194951181593E-4,1.9941069590623736E-4,2.6366011933543154E-4
statlog-vehicle,0.0660734598839961,0.06383972536740565,0.06364084412457072,0.04984646146190141,0.06348277310155585,0.07573856392704381,0.0618717526991246,0.05106051317558591,0.05065305547336134,0.07324863934657366,0.06676754359717552,0.07692782620253467,0.051895956537941254,0.054844336036247575,0.055698117892443465,0.04894989244476052,0.05546107645971508,0.04798747219941237,0.06413968494590731,0.06828698201262984,0.06549600457626654,0.05733252559494579,0.06735402917694008,0.061886452764625524,0.057557574846010894,0.06497927914113141,0.06184803243331197,0.05322946070895557,0.0606176877348433,0.0710525096146199,0.07556599980981596,0.0782184376303048,0.06526034497603507,0.05686730225031056,0.05397720548569805,0.05101069273990676,0.06178312508644485,0.07670747581267189,0.06562204631388265,0.0647041308376238,0.06996173119490283,0.07160607057949175,0.08506406943013069,0.06660644657817973,0.06663056546249185,0.02924661675152325,0.05704549568867373,0.02775019912370773,0.05366378493945742,0.07647923926898528,0.07767329650824939,0.061259114281181304,0.028217415658420536,0.026288213672215874,0.03280678529986979
steel-plates,0.03618568171158414,0.03802846186045701,0.03906191634283992,0.035588630823152924,0.04703731158319928,0.05278427877619595,0.03772176818459374,0.04046966223672039,0.04210452711617976,0.049278039952128795,0.04272952904730363,0.049948677445409165,0.04419652880823813,0.047439081203023294,0.0433748304389759,0.04771281785399961,0.04968543491912575,0.054005639068850704,0.052295350815355524,0.045856868523658535,0.05359324709320902,0.04428485379208537,0.04850940334960932,0.036708262877684444,0.045587614321052725,0.028886690258610844,0.049844842054638724,0.0583976721486917,0.034297823349938604,0.03221452784780967,0.04690300554937799,0.04595849447614745,0.0484341179168549,0.04234049540470383,0.04213484159181987,0.04727500042049544,0.04681439703278038,0.04176676192992824,0.05122095245913242,0.05042299105879331,0.04154346313585235,0.035453757855935526,0.04136671098361688,0.04650308513180047,0.03460789554121063,0.016586212792390777,0.048375698130742356,0.01589614234834586,0.04949834971179054,0.03023042398230277,0.04998185353936628,0.041014860639660755,0.02205600401766454,0.026781269845600107,0.01876375564452818
synthetic-control,0.06894794156631827,0.07979451579499598,0.05975994976925609,0.07869919452186792,0.03524064326059015,0.058997694610456244,0.023116397126108416,0.09478240186713834,0.05976582654819145,0.05964614686003649,0.08078035748751665,0.021640567835553917,0.015839230601694006,0.0765115038220637,0.07218192214853714,0.028356425117883877,0.01698959188560266,0.01995557006203126,0.05342771820690956,0.03551410419008215,0.0597718095839927,0.023689401416321212,0.08412725263560751,0.02742597141481003,0.031017030710968434,0.024378874090402715,0.02553163965051859,0.06413676717932203,0.03464544000889527,0.019878622749099642,0.03749925499472812,0.09289607481049973,0.06307985168322795,0.06909559890466896,0.02322113143417034,0.02134703822239644,0.07026541544684886,0.04022113205270994,0.03775230152922483,0.03300683005289186,0.042212289616129745,0.027030326849745753,0.04135955786538249,0.02272074909275412,0.01917320394928076,0.01368735001550697,0.05847749018415161,0.04680111993944384,0.03150969361682702,0.03142019426926356,0.030219503483753633,0.03617909898083607,0.010310628869684828,0.028084892290483686,0.013701805122009757
twonorm,0.018978233685204265,0.007841356754323516,0.014573679098591264,0.008238557653338382,0.009178319162591124,0.02716516124801869,0.0075608798306264,0.009425391631575044,0.016488909941645268,0.021183540269631405,0.007722475952244777,0.0068284080093105525,0.009329890035506171,0.0091001793412812,0.006671915335812435,0.010828535319684892,0.007926583694050362,0.009423106012704423,0.01966660508418021,0.00723415513639057,0.021848670670265434,0.010598668740192411,0.0077260324787130265,0.007145921588211328,0.009220322487224226,0.008348776170481255,0.006751185633816934,0.01894156705522563,0.008267246211982066,0.01049843571258612,0.008339356653537326,0.009569487027604856,0.008337871140222476,0.023870801833856533,0.010227136677889846,0.00734853429838436,0.0068011154331285815,0.00803179959951436,0.009647160895211634,0.007945556636150104,0.008696928109488336,0.008860756703634204,0.008163989119809988,0.009925372831348448,0.009505764260206648,0.0029320019208681322,0.018651408001848387,0.0030859092691723523,0.0070542761358473195,0.010447130045512905,0.00843532438108854,0.008594111698991762,0.004552958005892784,0.007700770944365375,0.0034521124050598904
vertebral-column-3clases,0.10109200286839554,0.10450524174035399,0.07465001632421936,0.06987845804169336,0.11874272528939789,0.097703417245477,0.09085489724298103,0.07607248462316332,0.08503463076338734,0.08340043387155555,0.06810848912946696,0.11869756781083504,0.10157698193428394,0.1082327345304776,0.10273707066933035,0.11396849005699883,0.07930734650580012,0.07606056384501085,0.10977064529707209,0.11617479883859369,0.09241448050762707,0.07557562344936725,0.08692642919404396,0.09388652331392885,0.0938334268397108,0.09417468278702364,0.07771090439488154,0.09039094351879329,0.1214363956210774,0.08540133010180334,0.08125104253115575,0.08984620156495945,0.09817628859007607,0.09774995245663236,0.0936659098154683,0.11682693561278325,0.09885032475194752,0.0886266349186887,0.13743102325267,0.09178452225317242,0.09823716519010944,0.08074848428377344,0.11245748950929679,0.09412880006348448,0.08373266151950932,0.038603859816756715,0.08343498530591036,0.040616135736141395,0.1214835540071635,0.09527944410580613,0.09941509798225553,0.10252091290112689,0.050961780908595385,0.04398869675414414,0.06270502034217074
wall-following,0.003857650178031786,0.025578589907670736,0.005075842098857481,0.02610121117750975,0.02642975107050946,0.005088002572144271,0.03365773964880985,0.033601129791612006,0.0058205148497067405,0.005219718018298622,0.030502341423266112,0.023901325956098025,0.019506463992277148,0.021922401687742933,0.025783926431643695,0.020271109926591577,0.023887942156546434,0.015952269355544953,0.00536611416528918,0.02383518393718738,0.006156569728047791,0.018591329834453954,0.026310410608928744,0.02681180107439348,0.03206736610157992,0.022923264019257764,0.025155241254211137,0.007381212504851118,0.02154808620001719,0.01853884328204764,0.019517774527814315,0.030715807934266703,0.027068310882654798,0.006137639965270081,0.0221353386184528,0.0269045837557996,0.02747894448684513,0.03220109147631466,0.02417627197033266,0.02309825636741128,0.029003130866429215,0.028485217880550317,0.025399133837730577,0.02353796193645877,0.02621311750310213,0.011675912409782286,0.005714551189087176,0.011157534786268202,0.022271620343107378,0.028737182156370254,0.020441596362508304,0.022056019105954304,0.015406182209882406,0.00313315380811516,0.013876529259484339
waveform-noise,0.024810881787925492,0.029879859635397313,0.025842930081073252,0.021283286977789296,0.024236496974027504,0.024448160418588626,0.019958675486026173,0.0230563148503893,0.029114991630284012,0.02388966800127077,0.02284864154038631,0.027409667650471106,0.02456745420792199,0.023864395470393013,0.02486600416499094,0.030652559593254792,0.02261371820125679,0.01972246258030886,0.023624142586603974,0.02224536156511694,0.02917071353446508,0.022305173868101272,0.023232867098987184,0.017603536521224192,0.022409419483495164,0.018651213467106978,0.026054734273446206,0.032182001802361936,0.02505587367693718,0.023074155239450174,0.02518772735058824,0.01915178661842282,0.02369073744701679,0.029031765031168055,0.024524964792167186,0.024785924664146555,0.026510369778706834,0.02133481482761391,0.02484978697085324,0.02083457506932819,0.017048873964815525,0.018856300504424675,0.027117991586752026,0.026107996834470567,0.026009836754864856,0.00980704512030352,0.03031674831535404,0.01028248996718255,0.020096186584669627,0.025079564776112253,0.022341937864639554,0.02233942613911604,0.01000168617175857,0.009707809937256263,0.009225567385363922
wine-quality-white,0.032635094324243004,0.02915831892229839,0.0367019275912255,0.024142725663559312,0.028715663147386147,0.033046050699465056,0.0328147165536499,0.03105006092008587,0.02816904837009748,0.023317250428936453,0.030998918195304193,0.026888164478592196,0.028976788003016347,0.03180049985204642,0.027974232966667876,0.032033127812534735,0.032016922389558354,0.03316742733621751,0.025730773246975445,0.02809893865610822,0.01964533983110578,0.02149999358704854,0.02695713896674789,0.02390544311018435,0.023078873904450167,0.03154537240270868,0.02713936382550011,0.029560073605777858,0.03413954298079036,0.02707017352261612,0.03372881459776051,0.03472353634170819,0.024951108194912218,0.034797526122654535,0.03500872110383366,0.028030835176224976,0.028539232316391126,0.02107069176591201,0.03460881903176668,0.03565260898041337,0.032349287807207104,0.030239790777501184,0.030804945645558322,0.030701446294842685,0.02766818503126455,0.0123405258557677,0.043345115546188896,0.01203744430766512,0.03153603254440448,0.037100280420166505,0.04228489074094545,0.02961875034729629,0.013908579074725655,0.013616664658569453,0.01845594216153709
yeast,0.06592878370029738,0.06703113383719603,0.05594287149731439,0.06921681290687252,0.05517830732103715,0.05526445808615179,0.05407817537451566,0.056443743821279625,0.06571616069254833,0.05117906859844399,0.06391380515275169,0.05858501043118237,0.05622819835452756,0.054626718313295984,0.05847367798845734,0.058553624292816325,0.05178030562598936,0.05815829049880522,0.07113116365846892,0.06293914667289238,0.05503111962776621,0.055461908786070824,0.06251226493048616,0.05875259165803949,0.0653864237135815,0.045336170735002526,0.059407628228458235,0.05904570308330275,0.06454597346239006,0.05863732553186476,0.05483063173609602,0.06549182430989241,0.05803719669137218,0.047671171618412146,0.06430257364427218,0.05982088767686843,0.06235652874245072,0.0525189973002668,0.05412721596859409,0.064263889587456,0.05949621421492767,0.07000009416621114,0.07409920674526291,0.05530083942404656,0.08010572769523996,0.027888700772775277,0.07329301412715213,0.029421654799622117,0.058871140199205606,0.06786900872039846,0.06693300561968335,0.05084094536509654,0.024268832630016342,0.030100084590299527,0.029185981475506568
