SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
-0.03270756369161206,-0.015507018328024924,-0.00809894611034787,-0.5779394622892118,0.011229754419963116,0.004571681628192407,0.010281175481335026,0.01590953366877791,0.007166913338896267,0.010355606810129732
0.0,0.0,0.0,0.008377425272566203,0.0017965778845026213,0.002594103397485782,0.001757772121125136,1.6496065026134825E-7,5.954483512828281E-7,0.0018188027959737984
0.0,0.0,0.0,0.009777400531797343,0.002503885182457262,0.002930839199045961,0.0024288462349040777,4.323912088794168E-7,0.004314472217905794,0.002503885182457262
0.0046073106079326095,0.0018341052795559421,0.007462687413255923,-0.25448165063032957,-0.006717960578488047,0.0016365139951933672,-0.004807943350492894,0.05640787664967902,0.0014582481496260107,-0.004810950499207819
-0.09374945099660884,-0.15407467412879433,-0.04140286578008663,0.028177923276311124,0.013480015232608203,0.024216528111422376,0.02111551252370351,0.6331324510559015,0.09484468855157555,0.021892360842805395
-1.0338223961400268,-0.9715782290018637,-0.6870308180297278,0.23284248084710038,-0.09750100488390662,-0.009231621213236344,-0.029030658045619957,-0.3973202965601926,1.0669496234542102,-0.024437688343134437
-1.4156523986094594,-0.9437811588476254,-1.5538174600952641,0.7432914620685271,0.055519404195157565,0.6513859651808868,0.46290801449257796,-0.7473187166181646,5.1161063082056,0.4673596605142026
-0.12149911808052077,-0.1918118321726203,-0.07098744125518722,-0.013278665078327931,0.023312544826669942,0.010928989257347674,0.02875547552775582,0.2984736931020037,0.008713798067954437,0.029387590790267124
-2.835174603174603,-2.0271322751322747,-0.9415449735449729,-0.3501598226189366,-0.3240802060681493,-0.27816009588711305,0.026754416493981425,-1.6518230553978208,5.735527569448324,0.1276969843537118
-0.03788156648779736,-0.028970295076577886,-0.007624730749309638,-0.1454987677126252,6.476720862556481E-4,0.00227272701018675,0.00510236920330375,1.3676454254534993,-4.1343012155887576E-4,0.0051841576122937496
-0.16511229946524045,-0.062139037433154985,-0.04438502673796787,-0.45721273147767916,-0.003452784085617925,0.002187168819064274,-0.004736865958377223,0.5077932620913456,-0.0017572119911094567,-0.004302170996823681
-0.4786896191966604,-0.24557955138236784,-0.24531977047469955,-0.591405073549225,-0.0757867851699944,-0.02460021033998491,-0.07219598160430853,0.18204351651609027,-0.02358405869350808,-0.06885432755091983
-0.06783327602674308,-0.06465868740619458,-0.04624897257470325,-0.0389142715397465,-0.004901211393040974,0.0013639414330085752,-0.004878631337187402,0.21278297270614088,-0.004093061382436853,-0.004669533874002479
-0.08496476402273288,-0.09352386129643357,-0.04372522856436867,0.0029402078030717573,-0.0068504223719527465,-0.010627980274904086,-0.006754954193190519,-0.033260990177508436,0.011072729982196265,-0.006505510911917798
-0.41457088435374084,-0.27246585034013565,-0.233980952380952,-0.17996032373056467,-0.01128624460766828,-0.021244551758810924,0.01724922376638923,0.4703636807245397,-0.027935616686917287,0.024729871799584878
-0.9392414796810937,-0.8585975641126747,-0.902743655841592,-0.20231825497395278,0.04270845678307072,0.02048165488651466,0.13027226487042867,-0.6702223585605264,0.06464835306330972,0.14316733587516906
-0.02974276417061982,-0.07431377689650986,-0.011584505778472571,0.03178318314380777,1.3839801597856361E-5,0.005441217679992765,5.011194778740689E-4,0.09323304360201208,0.008318597604421,7.559513551295471E-4
-0.045136887381732646,-0.10186723925833376,-0.019977497503845445,-0.024756813424207397,0.0042701026124587465,0.0017503348835160998,0.0054067161928199785,0.14739071622796177,0.013443913118185947,0.0056627812849673964
-0.20707466862970317,-0.35093316213279374,-0.059041997947565476,-0.008023934237731185,0.021725053741947067,0.029142124532887892,0.026761117858754804,0.20004269294728322,0.03725090756953377,0.027308694546458543
