CAWPE-S,105|15|1,97|24|0,74|45|2,62|46|13,10|109|2,0|121|0,3|116|2,27|48|46,3|105|13,3|115|3
WMV-S,95|26|0,92|29|0,65|55|1,58|50|13,4|117|0,2|116|3,0|121|0,24|52|45,5|103|13,0|121|0
NBC-S,93|27|1,87|34|0,68|51|2,70|28|23,45|55|21,46|48|27,45|52|24,0|121|0,41|53|27,44|52|25
PB-S,98|21|2,92|28|1,68|50|3,74|41|6,21|95|5,13|105|3,13|103|5,27|53|41,0|121|0,13|103|5
MV-S,95|26|0,93|28|0,64|56|1,59|49|13,5|116|0,3|115|3,0|121|0,25|52|44,5|103|13,0|121|0



p=0.05,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0|121|0,24|67|30,1|50|70,27|28|66,2|11|108,2|9|110,1|12|108,1|20|100,2|15|104,1|12|108
SMM5-S,30|67|24,0|121|0,6|65|50,27|22|72,1|19|101,1|17|103,1|18|102,0|24|97,2|19|100,1|17|103
SMLR-S,70|50|1,50|65|6,0|121|0,43|25|53,5|39|77,2|34|85,4|35|82,3|40|78,4|38|79,5|35|81
ES-S,66|28|27,72|22|27,53|25|43,0|121|0,19|43|59,14|42|65,15|44|62,23|25|73,9|31|81,15|43|63
RC-S,108|11|2,101|19|1,77|39|5,59|43|19,0|121|0,3|103|15,0|113|8,27|48|46,7|81|33,0|113|8
CAWPE-S,110|9|2,103|17|1,85|34|2,65|42|14,15|103|3,0|121|0,4|113|4,30|44|47,4|94|23,4|112|5
WMV-S,108|12|1,102|18|1,82|35|4,62|44|15,8|113|0,4|113|4,0|121|0,30|45|46,7|89|25,0|121|0
NBC-S,100|20|1,97|24|0,78|40|3,73|25|23,46|48|27,47|44|30,46|45|30,0|121|0,44|45|32,46|45|30
PB-S,104|15|2,100|19|2,79|38|4,81|31|9,33|81|7,23|94|4,25|89|7,32|45|44,0|121|0,21|93|7
MV-S,108|12|1,103|17|1,81|35|5,63|43|15,8|113|0,5|112|4,0|121|0,30|45|46,7|93|21,0|121|0



T TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0.0,0.00535132,1.0E-8,2.253E-5,0.0,0.0,0.0,0.0,8.0E-8,0.0
SMM5-S,0.0,0.0,4.88E-6,3.2447E-4,0.0,0.0,0.0,0.0,2.0E-7,0.0
SMLR-S,0.0,0.0,0.0,0.06129012,5.0E-8,3.0E-8,2.0E-8,2.0E-8,5.43E-6,2.0E-7
ES-S,0.0,0.0,0.0,0.0,1.0E-8,0.0,0.0,0.0024754,2.6E-7,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,2.1838E-4,2.454E-5,0.28575673,9.4901E-4,3.0561E-4
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.19900707,0.58179103,0.00188827,0.07207429
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6604653,0.00219005,0.13440351
NBC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812495,0.83158587
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247824
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0.0,0.00482965,0.0,1.9356E-4,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,1.45E-6,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,0.17268206,0.0,0.0,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,1.9356E-4,2.2E-7,1.45E-6,1.931E-5,0.0,1.45E-6
RC-S,0.0,0.0,0.0,0.0,0.0,0.23727787,0.0,0.17268206,0.00146354,0.0
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.08411872,0.31731051,3.9194E-4,0.01410628
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31731051,0.01410628,0.0
NBC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92756483,0.31731051
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03653622
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0.0,5.687E-5,0.0,3.322E-5,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,2.8309E-4,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,0.55103352,0.0,0.0,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56E-6,0.0,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.00585083,0.0,0.22657173,4.3E-7,0.0
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.21872331,0.31494717,4.0E-8,0.04243889
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38976385,1.1804E-4,0.0
NBC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607643,0.43091854
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6218E-4
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,true,false,false,false,false,false,false,false,false,false
SMM5-S,false,true,false,false,false,false,false,false,false,false
SMLR-S,false,false,true,true,false,false,false,false,false,false
ES-S,false,false,true,true,false,false,false,false,false,false
RC-S,false,false,false,false,true,false,false,true,false,false
CAWPE-S,false,false,false,false,false,true,true,true,false,true
WMV-S,false,false,false,false,false,true,true,true,false,false
NBC-S,false,false,false,false,true,true,true,true,true,true
PB-S,false,false,false,false,false,false,false,true,true,false
MV-S,false,false,false,false,false,true,false,true,false,true



cliques = [0 0 1 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 1 1 1 0 1 
0 0 0 0 0 0 0 1 1 1 
]

