TRAINTESTDIFFSNLL,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
AvgTRAINTESTDIFFSNLLOverDsets:,-0.43492001303922334,-0.3505955678088356,-0.24953182256026518,-0.15367224700233995,-0.008150524947024706,0.02074603487139666,0.02709576209546708,0.05451041177932031,0.24903971167731806,0.04051229570126916
AvgTRAINTESTDIFFSNLLRankOverDsets:,2.06198347107438,2.2231404958677685,3.871900826446281,4.6115702479338845,5.9958677685950414,6.7272727272727275,6.8347107438016526,7.231404958677686,7.619834710743802,7.822314049586777
StddevOfTRAINTESTDIFFSNLLOverDsets:,0.6460524507518803,0.5251102446283201,0.47269310525084474,0.26412799576361434,0.0714251331135827,0.0779921002128086,0.07964876897774581,0.657486255954576,0.8099907941548701,0.14044814356371688
AvgOfStddevsOfTRAINTESTDIFFSNLLOverDsetFolds:,0.22475747280969768,0.1957285101434722,0.18145265933199872,0.16633795147532093,0.18209290184539925,0.1306176020504054,0.19134094385870268,0.24218959348807945,0.40032151332601,0.19099986566802124
StddevsOfTRAINTESTDIFFSNLLRanksOverDsets:,1.5858360675233267,1.1796016510230962,1.855766828945914,3.1894929085630683,1.497909470685443,1.6227548592850778,1.2737549963135024,2.880278720825795,2.3638111823462404,1.5717022408472596

flat,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0|121|0,44|2|75,4|3|114,40|0|81,7|0|114,5|0|116,7|0|114,6|0|115,6|0|115,7|0|114
SMM5-S,75|2|44,0|121|0,12|2|107,34|0|87,5|0|116,4|0|117,4|0|117,3|0|118,4|0|117,5|0|116
SMLR-S,114|3|4,107|2|12,0|121|0,53|0|68,12|0|109,11|0|110,12|0|109,11|0|110,13|0|108,12|0|109
ES-S,81|0|40,87|0|34,68|0|53,0|121|0,40|0|81,32|0|89,34|0|87,37|0|84,24|0|97,34|0|87
RC-S,114|0|7,116|0|5,109|0|12,81|0|40,0|121|0,54|0|67,23|0|98,53|0|68,43|0|78,11|1|109
CAWPE-S,116|0|5,117|0|4,110|0|11,89|0|32,67|0|54,0|121|0,51|0|70,55|0|66,41|0|80,47|0|74
WMV-S,114|0|7,117|0|4,109|0|12,87|0|34,98|0|23,70|0|51,0|121|0,55|0|66,47|0|74,9|0|112
NBC-S,115|0|6,118|0|3,110|0|11,84|0|37,68|0|53,66|0|55,66|0|55,0|121|0,61|0|60,66|0|55
PB-S,115|0|6,117|0|4,108|0|13,97|0|24,78|0|43,80|0|41,74|0|47,60|0|61,0|121|0,72|0|49
MV-S,114|0|7,116|0|5,109|0|12,87|0|34,109|1|11,74|0|47,112|0|9,55|0|66,49|0|72,0|121|0



p=0.01,SMLRE-S,SMM5-S,SMLR-S,ES-S,RC-S,CAWPE-S,WMV-S,NBC-S,PB-S,MV-S
SMLRE-S,0|121|0,22|77|22,1|68|52,24|34|63,0|25|96,1|15|105,0|26|95,1|27|93,2|21|98,0|26|95
SMM5-S,22|77|22,0|121|0,5|74|42,25|27|69,0|31|90,0|24|97,0|29|92,0|34|87,1|28|92,0|28|93
SMLR-S,52|68|1,42|74|5,0|121|0,38|37|46,3|57|61,2|45|74,1|55|65,2|51|68,3|50|68,1|56|64
ES-S,63|34|24,69|27|25,46|37|38,0|121|0,17|48|56,13|46|62,13|50|58,23|28|70,6|41|74,13|49|59
RC-S,96|25|0,90|31|0,61|57|3,56|48|17,0|121|0,2|109|10,0|117|4,21|55|45,5|95|21,0|116|5
