TRAINBALACC,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
AvgTRAINBALACCOverDsets:,0.846488178005872,0.8210490360041269,0.8125419609978799,0.7955864959765396,0.748909131163346,0.7476309872685513,0.7453575572038136,0.73517294665539,0.7388472270249585,0.7200022260001062
AvgTRAINBALACCRankOverDsets:,1.615702479338843,2.0289256198347108,3.3512396694214877,4.31404958677686,5.289256198347108,6.723140495867769,7.25206611570248,8.012396694214877,8.016528925619834,8.396694214876034
StddevOfTRAINBALACCOverDsets:,0.1425667124460118,0.1532645335038569,0.1662890297179339,0.16375732625299813,0.20182869757056152,0.19796930407071547,0.20170355275378835,0.21009727018422705,0.20352322749568466,0.2197676400571997
AvgOfStddevsOfTRAINBALACCOverDsetFolds:,0.02981179667699372,0.035101020252853526,0.02919915365532586,0.0314944703376601,0.03383794216882039,0.030973967898378,0.029648210336736633,0.030689845629912352,0.028826641974070307,0.02908951529523827
StddevsOfTRAINBALACCRanksOverDsets:,0.8235095895477687,1.0047751005846142,1.184350433956616,1.921514410784889,1.3566995278304719,1.6506948198954738,1.0569688716288135,1.1244680407444434,1.6226699760702012,2.3786527658984307

flat,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0|121|0,70|4|47,113|4|4,108|4|9,118|2|1,118|2|1,119|2|0,119|2|0,119|2|0,119|1|1
SMM5-A,47|4|70,0|121|0,97|4|20,100|4|17,118|2|1,118|2|1,119|2|0,119|2|0,119|2|0,116|1|4
SMLR-A,4|4|113,20|4|97,0|121|0,84|4|33,108|2|11,112|2|7,116|2|3,117|2|2,117|2|2,115|1|5
NBC-A,9|4|108,17|4|100,33|4|84,0|121|0,82|2|37,99|2|20,106|8|7,107|8|6,107|9|5,107|1|13
ES-A,1|2|118,1|2|118,11|2|108,37|2|82,0|121|0,96|1|24,106|1|14,109|1|11,104|1|16,99|0|22
CAWPE-A,1|2|118,1|2|118,7|2|112,20|2|99,24|1|96,0|121|0,74|3|44,86|3|32,83|3|35,91|1|29
WMV-A,0|2|119,0|2|119,3|2|116,7|8|106,14|1|106,44|3|74,0|121|0,57|57|7,69|29|23,86|1|34
MV-A,0|2|119,0|2|119,2|2|117,6|8|107,11|1|109,32|3|86,7|57|57,0|121|0,48|29|44,82|1|38
RC-A,0|2|119,0|2|119,2|2|117,5|9|107,16|1|104,35|3|83,23|29|69,44|29|48,0|121|0,76|1|44
PB-A,1|1|119,4|1|116,5|1|115,13|1|107,22|0|99,29|1|91,34|1|86,38|1|82,44|1|76,0|121|0



p=0.01,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0|121|0,28|79|14,64|55|2,84|32|5,101|20|0,110|11|0,115|6|0,115|6|0,115|6|0,113|7|1
SMM5-A,14|79|28,0|121|0,43|65|13,73|42|6,93|27|1,104|16|1,107|14|0,110|11|0,114|7|0,110|10|1
SMLR-A,2|55|64,13|65|43,0|121|0,50|58|13,65|53|3,83|36|2,86|34|1,87|34|0,97|23|1,100|18|3
NBC-A,5|32|84,6|42|73,13|58|50,0|121|0,47|65|9,62|55|4,65|52|4,67|50|4,71|48|2,93|21|7
ES-A,0|20|101,1|27|93,3|53|65,9|65|47,0|121|0,20|100|1,34|86|1,41|80|0,53|64|4,63|52|6
CAWPE-A,0|11|110,1|16|104,2|36|83,4|55|62,1|100|20,0|121|0,13|105|3,21|99|1,31|86|4,50|58|13
WMV-A,0|6|115,0|14|107,1|34|86,4|52|65,1|86|34,3|105|13,0|121|0,6|115|0,19|100|2,48|58|15
MV-A,0|6|115,0|11|110,0|34|87,4|50|67,0|80|41,1|99|21,0|115|6,0|121|0,17|95|9,46|57|18
RC-A,0|6|115,0|7|114,1|23|97,2|48|71,4|64|53,4|86|31,2|100|19,9|95|17,0|121|0,49|48|24
PB-A,1|7|113,1|10|110,3|18|100,7|21|93,6|52|63,13|58|50,15|58|48,18|57|46,24|48|49,0|121|0



p=0.05,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0|121|0,31|71|19,83|36|2,93|23|5,111|10|0,116|4|1,117|4|0,117|4|0,117|4|0,113|7|1
SMM5-A,19|71|31,0|121|0,52|55|14,83|30|8,103|17|1,110|10|1,114|7|0,115|6|0,117|4|0,112|8|1
SMLR-A,2|36|83,14|55|52,0|121|0,62|43|16,77|41|3,93|26|2,97|23|1,99|21|1,103|17|1,104|14|3
NBC-A,5|23|93,8|30|83,16|43|62,0|121|0,57|51|13,71|42|8,73|43|5,76|40|5,80|39|2,98|15|8
ES-A,0|10|111,1|17|103,3|41|77,13|51|57,0|121|0,26|93|2,43|76|2,49|72|0,62|55|4,70|42|9
CAWPE-A,1|4|116,1|10|110,2|26|93,8|42|71,2|93|26,0|121|0,22|94|5,29|90|2,42|75|4,63|44|14
WMV-A,0|4|117,0|7|114,1|23|97,5|43|73,2|76|43,5|94|22,0|121|0,11|110|0,26|92|3,61|39|21
MV-A,0|4|117,0|6|115,1|21|99,5|40|76,0|72|49,2|90|29,0|110|11,0|121|0,22|88|11,56|44|21
RC-A,0|4|117,0|4|117,1|17|103,2|39|80,4|55|62,4|75|42,3|92|26,11|88|22,0|121|0,61|32|28
PB-A,1|7|113,1|8|112,3|14|104,8|15|98,9|42|70,14|44|63,21|39|61,21|44|56,28|32|61,0|121|0



T TEST,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0.0,1.5753E-4,1.58E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-A,0.0,0.0,0.2328083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,0.02214863,5.0E-8,1.0E-8,0.0,0.0,0.0,0.0
NBC-A,0.0,0.0,0.0,0.0,2.1E-7,0.0,0.0,2.0E-8,0.0,1.0E-8
ES-A,0.0,0.0,0.0,0.0,0.0,0.66822568,0.40123093,5.0E-8,0.01383132,5.0E-8
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.17441072,0.01096586,1.183E-5,2.1162E-4
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08473426,1.355E-4,0.00265678
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49950502,2.608E-5
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01894779
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0.0,0.03653622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,3.55E-6,0.0,0.0,0.0,0.0,0.0,0.0
NBC-A,0.0,0.0,0.0,0.0,4.297E-5,0.0,0.0,0.0,0.0,0.0
ES-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.00638602,9.1E-7,1.279E-5,2.0E-8
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48E-6,2.892E-5,2.28E-6
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71612957,6.334E-5
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00362481
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,0.0,1.3495E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-A,0.0,0.0,3.4E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,1.501E-5,0.0,0.0,0.0,0.0,0.0,0.0
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.00387453,7.0E-8,2.73E-6,0.0
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-8,1.657E-5,7.0E-8
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600455,4.04E-6
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00310947
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,SMLRE-A,SMM5-A,SMLR-A,NBC-A,ES-A,CAWPE-A,WMV-A,MV-A,RC-A,PB-A
SMLRE-A,true,false,false,false,false,false,false,false,false,false
SMM5-A,false,true,false,false,false,false,false,false,false,false
SMLR-A,false,false,true,false,false,false,false,false,false,false
NBC-A,false,false,false,true,false,false,false,false,false,false
ES-A,false,false,false,false,true,false,false,false,false,false
CAWPE-A,false,false,false,false,false,true,false,false,false,false
WMV-A,false,false,false,false,false,false,true,false,false,false
MV-A,false,false,false,false,false,false,false,true,true,false
RC-A,false,false,false,false,false,false,false,true,true,false
PB-A,false,false,false,false,false,false,false,false,false,true



cliques = [0 0 0 0 0 0 0 1 1 0 
]

