TRAINTESTDIFFSBALACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pittsburg-bridges-REL-L,0.09869369437590488,0.09909099847107353,0.10081201272617878,0.09872546835325553,0.09801009239665989,0.09783453196177831,0.09382487219323252,0.0937625225584977,0.083225906771082,0.08474570661064453,0.0960636807237551,0.08342703645365648,0.08042062602940575,0.08275669370187283,0.08131800621382068,0.08127350725739496,0.08271398566890581
pittsburg-bridges-SPAN,0.09970152793692463,0.09844492048756374,0.1010701395499944,0.10099507899443767,0.10033927111622669,0.10253314497609271,0.10233894578571325,0.10425574246460081,0.1042354133539364,0.10475645230599012,0.11149077584448586,0.09740087829447194,0.09875761184028167,0.0968545000687281,0.1024022404966666,0.10278161810955694,0.10094930975751802
pittsburg-bridges-T-OR-D,0.18347189000836633,0.18134912332733566,0.18237597833579866,0.18239899739192061,0.18239899739192061,0.1825330431151132,0.17791047324055784,0.17578213472537824,0.16615386833129073,0.16634383542953485,0.13900970427215345,0.17042161269588557,0.16800133835808237,0.16962145986273028,0.17033624759274552,0.17075903646222823,0.1697989492874257
pittsburg-bridges-TYPE,0.08691860541894735,0.08830162831992469,0.08974232165173684,0.08486654648352245,0.09025294454130986,0.08763134824055592,0.08724177640966026,0.0799288556620423,0.07944999199162764,0.07683358083375662,0.10576647751512369,0.07670863516719269,0.07733469609925002,0.07956863122497246,0.08260161122854243,0.08365282912261389,0.08174616829313708
planning,0.015645445882922847,0.01669894174828095,0.01630794671406249,0.015652508431556883,0.016014938955265158,0.015408910966362469,0.01766143078923547,0.018303924896006685,0.019603375252618453,0.020175722631856543,0.026753921046626203,0.01995710560348262,0.019974563842731045,0.02292500837464971,0.022674054910892222,0.02213253285112302,0.02494092864719897
plant-margin,0.017045672673630444,0.017157987985895604,0.01713499687236892,0.016908093348738495,0.01603969796846375,0.016434299708127247,0.015694872506283885,0.015905612397739573,0.016783141856479455,0.017050044662361027,0.019989041538032652,0.0169518524570071,0.016964508251932478,0.016689137151170364,0.017778419453817095,0.01731164024380805,0.017414043827146876
plant-shape,0.026432928567294213,0.026776802020345554,0.026882567098272147,0.026092370179981648,0.02627960837021652,0.026240111711722535,0.02674995971637314,0.02623405372245479,0.02730761467000582,0.02650918838752928,0.028847473444617838,0.02476763420318921,0.024099478043186413,0.023745991797286148,0.024531127598713585,0.02438794601682438,0.022303943069259785
plant-texture,0.019396772648414745,0.01898505317396548,0.018271750845457572,0.017947191877337274,0.01836542225104833,0.018305497215363068,0.017881289093578667,0.01752344300401578,0.01787632795353983,0.016934021487639672,0.025158143957090817,0.017122315107551054,0.017160402770180293,0.017782113517966467,0.01779024929653436,0.016484590719069398,0.017753893833375663
post-operative,0.046688898464772526,0.047028257456899064,0.042986751352321426,0.036985054416789176,0.03260656227725507,0.03365126819093927,0.03365950333488237,0.03377232776882056,0.03377725138699285,0.037601892283302525,0.052070826510281984,0.03958872439817876,0.039538460987963625,0.04238289277326071,0.040055038762535224,0.04167148891848151,0.04455331692270619
primary-tumor,0.03875667648431384,0.0418440192860674,0.0433263310134025,0.04379735048635712,0.04422470323934987,0.04425390493372975,0.04420856856993722,0.044291289685282544,0.04712455452113059,0.05083950111663284,0.0479759842124746,0.05063495088666863,0.04876009150416439,0.05028329584157427,0.055879349971053247,0.057818639093955494,0.05612284955322124
ringnorm,0.009364274248717358,0.009457255133930727,0.009413103300273002,0.009367739040181065,0.009403362901714528,0.009321480337520819,0.009485068288328137,0.009755120931902433,0.009515086464309451,0.009581539944657646,0.007567374313015092,0.009544265070921733,0.009390420506018968,0.009449435693498041,0.00921865448576121,0.008370593117873719,0.007861086987304918
seeds,0.03939358397326146,0.039709897520799745,0.03925572323905983,0.039540193516577345,0.03912670379188829,0.0388016066417162,0.037937549939543194,0.03866028673561337,0.038821753204960355,0.038902235123709196,0.03566553870812825,0.03862386375556912,0.03874110409104708,0.03704631468233694,0.03817178953361786,0.0383896668141506,0.037489714143514256
semeion,0.01777387861060121,0.017604182725591867,0.0176278631998825,0.017750789747200464,0.017661899457589073,0.017596634472803265,0.01743060263486849,0.017502704784285977,0.017842143168305118,0.01779042928382239,0.015780513452350934,0.01722645178365594,0.017479125629592952,0.01743645406879707,0.017070770192344813,0.017103712186767952,0.016838187647625794
soybean,0.022976964253438883,0.022898445712723387,0.0220595124196945,0.022074408561313805,0.02227831664101608,0.022166644320633692,0.022272655639573233,0.021784345558432294,0.021727615026214425,0.020868965406575065,0.030463869133981747,0.020983967015252698,0.020747129331448292,0.021060201969137913,0.02100325403734177,0.021287407402147338,0.020696770098127266
spambase,0.009332660661153515,0.009449900899671917,0.009399778143650395,0.009713121896320042,0.00987013228780415,0.009876910073935343,0.00979270046377871,0.009854560760796304,0.01020546827138444,0.010064068689070334,0.009887761204164543,0.010213260998822587,0.010325933686296203,0.010264809549598075,0.010182197085853361,0.010074674973003569,0.010134979061969784
spect,0.05731339373176203,0.05673113299423654,0.05718663137713426,0.06099796457010604,0.06049457987425879,0.06060174379565233,0.05973238241825731,0.061316117441281494,0.0654639194365363,0.06595571211206577,0.07262999456916075,0.06670145147498188,0.06635154762946241,0.06546231737124282,0.0672544373529198,0.06684017858597778,0.06511013535341383
spectf,0.06718761106616346,0.06485464575473907,0.0650358300537742,0.06606141631233119,0.06598703224666536,0.06445992799266823,0.06683712516431989,0.06682725944519248,0.06759374560209269,0.06821711401477196,0.0658920927288919,0.07125037835757195,0.07369280233280896,0.07679958755161659,0.07464558771249466,0.07564895673407337,0.08045072299560185
statlog-australian-credit,0.021691594823203358,0.020895158386908412,0.019836232945198828,0.01889430340929378,0.019382165516737306,0.02047500352893109,0.020777340398075852,0.021778755980479233,0.02497990424959313,0.02155972901464081,0.009832671654375876,0.022227322498726866,0.022145905333340172,0.022316928019896175,0.02264814670052742,0.022881864678589544,0.02441649701763041
statlog-german-credit,0.02735103908474592,0.02824792220815742,0.028897699204495017,0.028245177073060637,0.028456730183581476,0.027858576677998816,0.027222819827449566,0.026889371285178446,0.02746413437536373,0.02682351343776935,0.032068053402107895,0.027063419030506238,0.02695347755490485,0.02753940255611506,0.027150317299342926,0.02681045078073624,0.026242566499959714
statlog-heart,0.05046087087183808,0.05056652232531548,0.049754056676928206,0.050667952191798184,0.05018576602096568,0.05023571513725283,0.050924561690771475,0.050215022964148,0.05219966701302562,0.052604575649940824,0.04634677580021454,0.05325557070376206,0.05474905015592268,0.05565584816984171,0.054844520746731844,0.05627302991020286,0.056851288160579466
statlog-image,0.008314269142035995,0.008186441272763299,0.008082798182569788,0.008053964898150284,0.008301149378275197,0.008335538255436438,0.008188282938587992,0.008033880900970103,0.007785017110903487,0.007556775741855543,0.01124032043407974,0.0075161324077834485,0.00744304024270111,0.007298851045382118,0.007170945720656217,0.007155790227838105,0.00696269788082566
statlog-landsat,0.010492210933088999,0.01056077295883144,0.010438546253463351,0.010377976774298149,0.010357636352936055,0.010258541052685023,0.010460358690301494,0.010577504349816432,0.010567448513003938,0.010585258761940193,0.009110718632104987,0.01036391215878247,0.010500646603845604,0.010326298629564556,0.010379054766164337,0.010437211099475891,0.010341200194153272
statlog-shuttle,0.0663361901759841,0.06657717868322606,0.06798153234201963,0.06978160252041686,0.07091914336392799,0.07123444194588728,0.07118018329594865,0.0698009810762524,0.06812604028105781,0.06978673202602903,0.04490457192238147,0.07066663583523146,0.0674720134030853,0.06583763901930727,0.068369597013905,0.0677363231691252,0.06428644260154387
statlog-vehicle,0.02167965161358164,0.022048344093487954,0.02180090714895904,0.022622952175590478,0.023084523482353264,0.02230044798184387,0.022896362258176976,0.02203960192687885,0.022416835801707814,0.022211197556415093,0.028452352615882092,0.023889387460253944,0.022915959073424995,0.021890480811311643,0.02265101821027718,0.0248052009050066,0.024659499659367815
steel-plates,0.026832999061786246,0.026209455147821022,0.026936749731492033,0.026798389675027342,0.027445026962045097,0.02704257384540239,0.02799795214174918,0.02785393096375125,0.028195956296340117,0.027852600079427445,0.030980067271917728,0.027837447564651244,0.028347356360715788,0.028383487543608178,0.028242862846449314,0.02819329710045505,0.02832587950730143
synthetic-control,0.010223554802363786,0.010223554802363786,0.010234167599874701,0.010428862592251958,0.010258473119987828,0.010063019815944542,0.010024873280555145,0.009602575218666125,0.009760870090814524,0.009784393442860943,0.013598888092176874,0.009672148003350815,0.010370530011542643,0.009999361410006093,0.010335372435072127,0.010666786397795459,0.010654806624925645
teaching,0.08272077614218211,0.08520245934130313,0.08188461957991246,0.08113062430663322,0.0813054550165037,0.0817201184735769,0.08433021262266285,0.08454193564070815,0.08079417439220977,0.07972393170697827,0.09570276296133291,0.07862496226628551,0.07344631338388886,0.08141773796722923,0.0813858234404307,0.08243816524733459,0.07735023967369746
thyroid,0.029773814804209233,0.029705957076144356,0.030414996306598146,0.03125307347038158,0.0320394743921849,0.03273630772007105,0.03416309820147805,0.03414291414707225,0.034664699509058886,0.035496844807721646,0.02952247780967007,0.036097731187313964,0.03544552817236027,0.03526521720431626,0.03520439989405932,0.03545827604634157,0.03642590853821204
tic-tac-toe,0.01161679187309607,0.0115357183585243,0.0115357183585243,0.011668293930397625,0.011668293930397625,0.011798496186983882,0.011798496186983882,0.011821012842844876,0.011821012842844876,0.011821012842844876,0.011066500583962807,0.011877776208108549,0.011877776208108549,0.011877776208108549,0.011877776208108549,0.011638316094822332,0.01158443055452344
titanic,0.021548981473948875,0.021542970457606135,0.021570461884255116,0.021570461884255116,0.021570461884255116,0.021531006945968954,0.0219115387774102,0.02150141870570618,0.021483053857461284,0.02141629259849715,0.020558035416919595,0.021500623346149085,0.021414523504683956,0.02130314182722092,0.02130314182722092,0.02130314182722092,0.02130314182722092
trains,0.3302660601667757,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.33724950497801803,0.39871280759140426,0.32876418237355126,0.34179863818875633,0.34179863818875633,0.3403945573324552,0.3393729662437974,0.37783623054660254
twonorm,0.003307384967391529,0.003337534716134107,0.0033750988562707,0.003329078906945893,0.0033677715879961143,0.0033536415169245094,0.0034208845601013064,0.0033316056673617983,0.0034254146539574332,0.003335211365593385,0.0029586425093937304,0.0033415772350007533,0.003353055298289881,0.0035098058139189626,0.00341391373275678,0.0035567694506567597,0.0036441930013411277
vertebral-column-2clases,0.059967463224275,0.06177122559929496,0.06153660048592251,0.06218173900576029,0.06279520426125747,0.06316657676620802,0.0634585352086546,0.06321591767921786,0.06423240506920377,0.0657545726598807,0.06478010143918728,0.06565182891411747,0.06500711008868182,0.06743256971437811,0.06978929000648337,0.0703460109998136,0.07106912111106889
vertebral-column-3clases,0.048281610880315934,0.04755793073645049,0.04962158490679076,0.0500922378960207,0.0486500610239395,0.04871960707480598,0.04907135345117654,0.04851031878689917,0.049383541925831366,0.048951312753513804,0.04480194658139997,0.051846067913131774,0.04930192411932279,0.04918660078899644,0.05087881020284536,0.05071840919588137,0.05180680400400793
wall-following,0.004074559428501901,0.004074559428501901,0.004102293924982138,0.004113748318482766,0.004113748318482766,0.004090180135458496,0.004247760167533416,0.004396031381198228,0.004512398693617607,0.005744832822612323,0.018942103540421203,0.0072632033565636885,0.009428723410004943,0.011608336792537931,0.012025905875361783,0.013322390839869133,0.014562675837218625
waveform,0.00900365399906355,0.009262586102629002,0.009356641699803185,0.009418384049277204,0.009529798066875523,0.009447367844583589,0.00953679990033342,0.009788278505354424,0.009781526543252895,0.009857234413785986,0.009538344271753787,0.010083520753772062,0.010348141084839868,0.011041909855242723,0.011279985623540439,0.010841310796169961,0.010860184194609941
waveform-noise,0.009482470757724343,0.009532584549083237,0.009525313649503124,0.009481858765861977,0.009512718058457418,0.009525383292897,0.009430006001001643,0.009427798531189904,0.009598786418027003,0.009659873253768231,0.009665789996890946,0.009868601426058476,0.010195951633466552,0.009641616976472773,0.009547543960469038,0.008836711775644716,0.009395041755968767
wine,0.024497000461861762,0.024925170202588293,0.02512736994257548,0.025755261441188757,0.025755261441188757,0.025984905434516554,0.026540183931029287,0.02606900768159509,0.025834754080005202,0.026511013058092288,0.0242934203240388,0.026632201751968298,0.026632201751968298,0.025237656972318633,0.025882258696186412,0.02616807863988623,0.026766319875282135
wine-quality-red,0.0299414778840139,0.03054932435466339,0.030565533732345527,0.028117735606037964,0.026952940846385703,0.025270560146751875,0.02479914926189159,0.02530488787899153,0.02493850270399308,0.024934578351917015,0.02792618629483022,0.024894242058227184,0.02408075967498683,0.024068851902300598,0.023891112862727774,0.023732536441446295,0.022528740866262206
wine-quality-white,0.017040758996865323,0.016736431475527103,0.01650517003089686,0.015985004355994516,0.016204508613155824,0.016240588882570677,0.017522878135384275,0.017844119850418404,0.017956343629801697,0.017582110688773293,0.030594460643894227,0.017525558960671376,0.01701167772659171,0.015900014943990803,0.017220039836539854,0.017886391684113098,0.017987952668182785
yeast,0.06183267958361972,0.06107388158085884,0.060963452714473405,0.06090188841950995,0.06067732968029707,0.060264540970294295,0.06037742405445132,0.06008344135399458,0.06104340833190206,0.06160127745942504,0.04618637858568587,0.06115071565571556,0.06314893479121306,0.06347495281946881,0.06192733649414053,0.06763522436980429,0.06595249618357056
zoo,0.10920696178593736,0.10920696178593736,0.10452229153330153,0.1031460951731173,0.10340918975590534,0.10340918975590534,0.10310628869684815,0.10305499150585652,0.10305499150585652,0.10305499150585652,0.12533594442639587,0.10305499150585652,0.10305499150585652,0.1027548511706445,0.10085437921614403,0.10175897167070551,0.10025279512893792
