CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
-0.0015971954946682983,-0.00154410132230746,-0.0014758037224902913,-0.0013830925288336256,-0.0017721051935349304,-0.0018398791457030679,-0.002058493644819659,-0.0020990299761718843,-0.0021971011095210085,-0.0019753302463645967,-0.00536367563324089,-0.0022046794275962195,-0.0028873420066888645,-0.003188226995796935,-0.0031310327428520097,-0.003469376479774296,-0.0036917693728021894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0
0.00480163082372369,0.004823779305515056,0.004860511800554334,0.004803105422877681,0.0047342830463538415,0.0047027960592582446,0.00476644532109887,0.0046847436105777645,0.004725968096570861,0.004728547383354849,-0.0013680263401780893,0.004797167564902327,0.004977341894413974,0.005080984812056518,0.00506490775896884,0.00496634749666605,0.005052403764240384
-0.03210727234008968,-0.03147954450254319,-0.03192400320042956,-0.031390700033336,-0.039631135388764734,-0.041949799292391045,-0.04354767752927859,-0.04119777339963096,-0.04163853569072497,-0.039925794453879365,-0.0238952433285914,-0.03973387321967596,-0.039948594642535376,-0.04224901328952632,-0.04127968707951015,-0.04204020742800045,-0.04215420113819054
0.012469427519684355,0.010802883913162881,0.007110442191455955,0.004563356890395313,0.005864283481344348,0.005624098279436148,0.001896472644665679,-0.0024871312624057543,-0.003788898005011539,-0.004170450376506394,-0.036298862705146324,-0.007689711193402005,-0.00987238738904225,-0.013643731644700452,-0.013604721221905099,-0.01866423423031547,-0.022201338843374333
-0.20217564127588286,-0.20621986775972284,-0.20639663543649048,-0.20720097512971908,-0.20821121846484167,-0.2108196294669725,-0.2167344947055092,-0.22284428422713448,-0.22770553766326712,-0.23146216594284227,-0.19901980757657084,-0.23862414401665613,-0.24287388783161734,-0.24523819108964037,-0.2472374103352364,-0.24718574635241303,-0.24738768522584947
-0.03916666666666669,-0.038719135802469155,-0.03576234567901236,-0.03324691358024693,-0.033432098765432135,-0.033154320987654334,-0.030077160493827183,-0.029256172839506187,-0.02592283950617285,-0.016645061728395066,-0.03254629629629628,-0.011283950617283978,-0.004064814814814807,-0.005753086419753102,-0.0019351851851851954,-0.0036203703703703662,-8.950617283950412E-5
0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06166666666666664,0.05333333333333331,0.05333333333333331,0.05333333333333331,0.046388888888888875,0.046388888888888875,0.0408333333333333,0.0422222222222222,0.03388888888888886,0.03277777777777775,0.019722222222222204,0.014444444444444404,0.013333333333333298
0.004228092150505946,0.0042345981923568084,0.004067290500049111,0.003915067786619509,0.0036517978190391933,0.0035384320660182675,0.0031000122801847054,0.0033301945181255623,0.003194884075056507,0.0037233888397681567,0.0025815969152176137,0.0036910379212103423,0.0031072551331172,0.003443452205521173,0.0032268813242951094,0.003132500736811076,0.003060064839375191
0.0032413430580195894,0.003990406728431572,0.0031243839936921,0.00274985215848611,0.002808331690649853,0.002796504369538085,0.0026210657730468562,0.0031710362047440784,0.0025507589197713417,0.002866811222813592,0.005338064261778052,0.0033234772324068646,0.0032649977002431256,0.0031480386359156363,0.0036513568565608836,0.0025980682042184176,0.0021650568368486813
0.0250985603543743,0.025602838356925384,0.026653801592783865,0.025734144344667028,0.023934565383448646,0.02302521115898967,0.02301045652738033,0.020558293038606193,0.02212976546824118,0.018943165246757248,0.0187471409931691,0.016548565653907603,0.017053918182515945,0.01519512516035657,0.014625608075757739,0.010533529598807056,0.010749509336315695
