PB-A,CAWPE-A
21.0 ,151.0
21.0 ,90.0
24.0 ,71.0
21.0 ,72.0
24.0 ,58.0
27.0 ,54.0
22.0 ,56.0
22.0 ,52.0
24.0 ,58.0
22.0 ,52.0
23.0 ,52.0
39.0 ,50.0
23.0 ,50.0
23.0 ,68.0
23.0 ,70.0
25.0 ,52.0
25.0 ,65.0
22.0 ,51.0
21.0 ,54.0
21.0 ,55.0
22.0 ,50.0
21.0 ,54.0
24.0 ,52.0
22.0 ,51.0
21.0 ,52.0
21.0 ,52.0
22.0 ,53.0
21.0 ,54.0
21.0 ,53.0
25.0 ,82.0
3.0 ,30.0
4.0 ,26.0
3.0 ,25.0
3.0 ,25.0
3.0 ,27.0
3.0 ,31.0
2.0 ,27.0
3.0 ,27.0
2.0 ,29.0
3.0 ,25.0
3.0 ,25.0
2.0 ,24.0
3.0 ,24.0
3.0 ,26.0
2.0 ,24.0
3.0 ,25.0
3.0 ,24.0
3.0 ,25.0
3.0 ,24.0
3.0 ,25.0
2.0 ,25.0
2.0 ,25.0
3.0 ,26.0
3.0 ,24.0
3.0 ,24.0
3.0 ,24.0
3.0 ,25.0
3.0 ,24.0
4.0 ,31.0
3.0 ,27.0
2.0 ,27.0
3.0 ,27.0
3.0 ,26.0
3.0 ,25.0
2.0 ,26.0
3.0 ,26.0
2.0 ,26.0
3.0 ,24.0
3.0 ,28.0
3.0 ,28.0
3.0 ,24.0
3.0 ,40.0
3.0 ,26.0
3.0 ,24.0
4.0 ,33.0
3.0 ,25.0
3.0 ,42.0
3.0 ,24.0
3.0 ,24.0
3.0 ,26.0
3.0 ,27.0
3.0 ,25.0
2.0 ,25.0
3.0 ,24.0
3.0 ,24.0
3.0 ,26.0
3.0 ,23.0
2.0 ,26.0
3.0 ,25.0
2.0 ,26.0
180.0 ,210.0
175.0 ,274.0
173.0 ,207.0
171.0 ,232.0
171.0 ,194.0
175.0 ,210.0
170.0 ,277.0
179.0 ,220.0
166.0 ,310.0
173.0 ,214.0
173.0 ,214.0
171.0 ,253.0
174.0 ,203.0
170.0 ,223.0
163.0 ,239.0
171.0 ,371.0
181.0 ,515.0
181.0 ,284.0
168.0 ,229.0
185.0 ,302.0
187.0 ,214.0
174.0 ,241.0
171.0 ,219.0
185.0 ,354.0
181.0 ,423.0
176.0 ,416.0
182.0 ,403.0
173.0 ,330.0
185.0 ,304.0
176.0 ,317.0
8.0 ,74.0
7.0 ,77.0
10.0 ,78.0
8.0 ,82.0
10.0 ,75.0
8.0 ,77.0
9.0 ,98.0
8.0 ,111.0
9.0 ,70.0
8.0 ,63.0
8.0 ,54.0
8.0 ,60.0
8.0 ,52.0
9.0 ,72.0
8.0 ,63.0
10.0 ,62.0
7.0 ,57.0
8.0 ,66.0
8.0 ,54.0
9.0 ,57.0
8.0 ,60.0
8.0 ,66.0
8.0 ,60.0
8.0 ,79.0
8.0 ,96.0
9.0 ,64.0
9.0 ,61.0
9.0 ,75.0
8.0 ,58.0
10.0 ,57.0
12.0 ,88.0
9.0 ,58.0
10.0 ,80.0
9.0 ,63.0
9.0 ,63.0
11.0 ,76.0
9.0 ,99.0
10.0 ,61.0
9.0 ,61.0
8.0 ,58.0
12.0 ,80.0
10.0 ,68.0
13.0 ,57.0
13.0 ,62.0
13.0 ,93.0
11.0 ,62.0
9.0 ,60.0
16.0 ,278.0
8.0 ,71.0
10.0 ,81.0
9.0 ,80.0
9.0 ,55.0
10.0 ,65.0
11.0 ,67.0
9.0 ,61.0
9.0 ,62.0
8.0 ,56.0
8.0 ,87.0
10.0 ,57.0
12.0 ,64.0
7.0 ,63.0
6.0 ,49.0
10.0 ,56.0
11.0 ,51.0
7.0 ,53.0
8.0 ,59.0
8.0 ,59.0
8.0 ,81.0
8.0 ,72.0
8.0 ,67.0
9.0 ,66.0
7.0 ,59.0
7.0 ,57.0
5.0 ,53.0
6.0 ,88.0
7.0 ,75.0
7.0 ,86.0
9.0 ,49.0
6.0 ,67.0
8.0 ,65.0
9.0 ,79.0
6.0 ,68.0
6.0 ,60.0
6.0 ,60.0
6.0 ,69.0
9.0 ,64.0
8.0 ,66.0
7.0 ,100.0
7.0 ,60.0
6.0 ,67.0
5.0 ,37.0
6.0 ,51.0
5.0 ,47.0
