CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(85):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(30):,BeetleFly,BirdChicken,Car,ChlorineConcentration,CinCECGtorso,Computers,CricketX,CricketY,CricketZ,DistalPhalanxTW,Earthquakes,ElectricDevices,FaceFour,FordB,Haptics,Herring,Mallat,MiddlePhalanxTW,OliveOil,PhalangesOutlinesCorrect,Phoneme,RefrigerationDevices,ScreenType,ShapeletSim,SmallKitchenAppliances,SonyAIBORobotSurface1,ToeSegmentation1,ToeSegmentation2,Trace,WormsTwoClass
Draws(55):,Adiac,ArrowHead,Beef,CBF,Coffee,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ECG200,ECG5000,ECGFiveDays,FaceAll,FacesUCR,FiftyWords,Fish,FordA,GunPoint,Ham,HandOutlines,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OSULeaf,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,ShapesAll,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(48):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Computers,CricketX,CricketY,CricketZ,DistalPhalanxTW,Earthquakes,ElectricDevices,FaceFour,FordB,Ham,Haptics,Herring,InlineSkate,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxTW,NonInvasiveFetalECGThorax1,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SwedishLeaf,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,UWaveGestureLibraryZ,Worms,WormsTwoClass
Draws(37):,Coffee,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ECG200,ECG5000,ECGFiveDays,FaceAll,FacesUCR,FiftyWords,Fish,FordA,GunPoint,HandOutlines,InsectWingbeatSound,ItalyPowerDemand,Meat,MedicalImages,MiddlePhalanxOutlineCorrect,MoteStrain,NonInvasiveFetalECGThorax2,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,SonyAIBORobotSurface2,StarlightCurves,Strawberry,Symbols,SyntheticControl,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,Wafer,Wine,WordSynonyms,Yoga
Losses(0):

