ACC:TESTACC,NN,MLP,NN_cvFold2,NN_cvFold7,NN_cvFold5,NN_cvFold9,NN_cvFold0,NN_cvFold6,MLP_cvFold3,NN_cvFold4,MLP_cvFold5,NN_cvFold1,MLP_cvFold4,NN_cvFold3,NN_cvFold8,MLP_cvFold7,MLP_cvFold0,MLP_cvFold9,MLP_cvFold6,SVML,MLP_cvFold2,MLP_cvFold1,MLP_cvFold8,Logistic,C4.5,SVML_cvFold0,SVML_cvFold9,Logistic_cvFold0,SVML_cvFold7,Logistic_cvFold6,SVML_cvFold4,Logistic_cvFold3,SVML_cvFold1,Logistic_cvFold9,Logistic_cvFold7,SVML_cvFold5,Logistic_cvFold8,SVML_cvFold3,Logistic_cvFold1,Logistic_cvFold5,SVML_cvFold8,C4.5_cvFold0,SVML_cvFold2,C4.5_cvFold4,Logistic_cvFold4,Logistic_cvFold2,SVML_cvFold6,C4.5_cvFold6,C4.5_cvFold5,C4.5_cvFold8,C4.5_cvFold2,C4.5_cvFold3,C4.5_cvFold7,C4.5_cvFold9,C4.5_cvFold1
AvgTESTACCOverDsets:,0.830257893381962,0.8287183932742559,0.8266732769462152,0.8269192214146462,0.8266737234992158,0.8264169385637229,0.8263170201157106,0.8265155141714473,0.8252238703821547,0.8264183839862755,0.8245486695432523,0.8260090071660421,0.8252023273759201,0.8264644699756614,0.8258710292081852,0.8250817923597891,0.8244876171023077,0.8253672912036921,0.8252758202274486,0.8095164900254032,0.8243456205505487,0.8245698429637861,0.8252097456033812,0.8042476666726134,0.8079936653771193,0.8073622005270558,0.8074943799242643,0.8013311916912456,0.8072956591243212,0.8010979615250339,0.8075007827129204,0.8011957564954765,0.8072892044431234,0.800987195657983,0.8013630560297024,0.8072922759070933,0.8009025361442961,0.8071300701947371,0.8003804924933317,0.8008966054444453,0.807432140690085,0.8037616938749408,0.807332016078085,0.8037702343483429,0.7996055567092458,0.8004575163485894,0.8066379451495164,0.8037639419017237,0.8033382631857818,0.8037141019305835,0.8031369956533462,0.8034185512194906,0.8032496057753818,0.8030859927052006,0.8028979939551133
AvgTESTACCRankOverDsets:,18.692307692307693,20.884615384615383,23.397435897435898,23.58974358974359,23.67948717948718,23.756410256410255,23.846153846153847,24.08974358974359,24.205128205128204,24.435897435897434,24.474358974358974,24.602564102564102,24.692307692307693,24.833333333333332,24.923076923076923,25.076923076923077,25.076923076923077,25.21794871794872,25.256410256410255,25.564102564102566,25.71794871794872,26.012820512820515,26.153846153846153,26.55128205128205,26.576923076923077,28.794871794871796,28.96153846153846,29.615384615384617,29.846153846153847,29.858974358974358,30.153846153846153,30.17948717948718,30.17948717948718,30.205128205128204,30.32051282051282,30.384615384615383,30.58974358974359,30.705128205128204,30.756410256410255,30.807692307692307,30.846153846153847,30.871794871794872,30.94871794871795,31.53846153846154,31.58974358974359,31.58974358974359,31.602564102564102,31.923076923076923,32.05128205128205,32.05128205128205,32.07692307692308,32.15384615384615,32.53846153846154,32.56410256410256,32.98717948717949
StddevOfTESTACCOverDsets:,0.13160721828983224,0.13725028601660877,0.13308010206242482,0.133012303960921,0.13346209673599896,0.1334830320308702,0.1331547641395167,0.13358507057294486,0.1367016875321372,0.13373046300527575,0.13857927070564205,0.13333361733331575,0.137404633274374,0.13299337806894673,0.13394497120131993,0.13837063254793894,0.13774335845604607,0.13734211831157533,0.1365285451427472,0.1285434744798988,0.13823592978719584,0.1378796038025371,0.1372661754659322,0.12594963289606625,0.13266869425055366,0.13215451585248453,0.13119731318936673,0.12761977058973678,0.13162617834765727,0.12720394808667265,0.13130849681123655,0.12698470712136334,0.13184766484469407,0.12803354489887686,0.12750853716180371,0.1311241800953788,0.12706784419986564,0.13185642015464072,0.12873851692766297,0.12712067184930173,0.13090556868980344,0.13512463593331048,0.13069125359931222,0.13513035969712403,0.1282940428310899,0.1276027678729905,0.1315509934290585,0.13557259489939044,0.13524559983929227,0.1355296204610687,0.135649878935505,0.13507316765213967,0.13543331461167188,0.13521556600235912,0.13569977772757408
AvgOfStddevsOfTESTACCOverDsetFolds:,0.014942014183365004,0.017896491101935422,0.01569061227158843,0.015130389060802968,0.015221021423330233,0.015765538534486763,0.016411401771874414,0.015380050959983125,0.018061027651097405,0.015572607796585558,0.01918712151030623,0.016432163773820656,0.0185445758578588,0.015480962854978193,0.015450284240707704,0.01901553446634481,0.019223248668083122,0.01871699888443696,0.017988666881967735,0.019638713734482446,0.01828263462156545,0.018477148561341646,0.01882120716230021,0.018513440137791267,0.017378355096991954,0.016966005404757727,0.016394136434528212,0.01955782046759688,0.016435256551645107,0.018785937187780582,0.01674108158764625,0.019133174797108347,0.017783660329185432,0.018834523290749312,0.019102820933171727,0.017441286237781895,0.01900674091285306,0.016465076787123136,0.019522374109576492,0.01902099319586011,0.01679093997856696,0.019082182560179475,0.017465656456518444,0.019459295774525247,0.0189907015246694,0.0190293727598813,0.016816217754443995,0.017717480848696714,0.01987962915825836,0.017997122494653246,0.019182941076312854,0.017775139577047183,0.019197022709838644,0.018010558363349565,0.01886292566217401
StddevsOfTESTACCRanksOverDsets:,15.5274016638055,14.698487900416984,15.107152143403487,16.92898161005488,16.252322578750974,14.487686148330368,15.967958808251739,16.17416385005151,13.314869976200704,16.125404722452338,14.1467630284647,15.53357123644221,14.023765254126083,15.779872812063862,16.281462845477485,15.458577273993633,14.06214518220837,13.662662755709382,13.844945778757465,15.636571288917988,13.982505456441139,14.345587612245822,15.15930921481732,15.267265839299034,18.68701296198233,14.600251416687978,14.015210071929848,15.73943318817486,15.483078133950768,14.749196551689787,15.35164736837962,15.412950458473475,14.596992831747723,15.54607665378105,14.989683811966346,15.308434868975072,15.704454528501994,15.140446852856872,15.166129070568903,14.256399940772392,14.348644648149401,17.05128408064684,14.207482680002258,18.303502905823294,16.468019963294648,14.504478344214478,14.698361655559603,19.099648130383276,18.490322814563694,17.77705309476638,18.28053986215456,17.450740387759247,17.085845409587545,17.449996036487068,17.371894716635946

BALACC:TESTBALACC,NN,MLP,MLP_cvFold3,C4.5,MLP_cvFold4,NN_cvFold7,MLP_cvFold7,MLP_cvFold5,MLP_cvFold9,NN_cvFold9,NN_cvFold5,MLP_cvFold6,Logistic,NN_cvFold6,NN_cvFold2,NN_cvFold0,MLP_cvFold8,MLP_cvFold1,NN_cvFold4,MLP_cvFold2,Logistic_cvFold0,NN_cvFold3,NN_cvFold8,NN_cvFold1,MLP_cvFold0,SVML,C4.5_cvFold4,Logistic_cvFold3,Logistic_cvFold1,Logistic_cvFold8,Logistic_cvFold7,C4.5_cvFold6,C4.5_cvFold0,Logistic_cvFold9,C4.5_cvFold2,C4.5_cvFold7,Logistic_cvFold6,C4.5_cvFold5,C4.5_cvFold9,Logistic_cvFold4,Logistic_cvFold5,C4.5_cvFold8,SVML_cvFold0,C4.5_cvFold3,C4.5_cvFold1,SVML_cvFold9,Logistic_cvFold2,SVML_cvFold4,SVML_cvFold1,SVML_cvFold2,SVML_cvFold7,SVML_cvFold3,SVML_cvFold8,SVML_cvFold5,SVML_cvFold6
AvgTESTBALACCOverDsets:,0.7513536139737997,0.7490751744806091,0.7454638287613164,0.738738679366229,0.7473095522112956,0.746517199993375,0.7463528492678517,0.7460157679730627,0.7459827956753937,0.7467046226534485,0.7461925196546242,0.7459770530566167,0.730775145313707,0.746077820594131,0.7450213099045869,0.7461831399558977,0.7459155245523161,0.7453068241149714,0.7454388842556956,0.7436707616068005,0.7296894208513779,0.7449378658847006,0.7450943928529171,0.7451157961663465,0.7432773421205398,0.7236375512685453,0.7352993987175047,0.7289221921190016,0.728317070350852,0.7274995924942521,0.7274728269982265,0.7343735291763595,0.734112898170673,0.7285775050497154,0.7338261560158872,0.7334137647604343,0.7276819475036507,0.7344906554572933,0.7337886982733293,0.7270641533033263,0.7277844908926996,0.7336438669806419,0.722011606965272,0.7324037045523747,0.7330938840650701,0.7220289659427133,0.7258271447417901,0.7223329167067194,0.7220066761008186,0.7215666335081103,0.7213709135026659,0.7214310753644442,0.7212297624975182,0.7211819952018967,0.7204514489419614
AvgTESTBALACCRankOverDsets:,20.82051282051282,22.26923076923077,24.333333333333332,24.397435897435898,24.53846153846154,25.025641025641026,25.08974358974359,25.256410256410255,25.55128205128205,25.641025641025642,25.73076923076923,25.794871794871796,25.897435897435898,25.96153846153846,25.974358974358974,26.05128205128205,26.128205128205128,26.153846153846153,26.371794871794872,26.55128205128205,26.858974358974358,27.025641025641026,27.17948717948718,27.21794871794872,27.5,27.846153846153847,28.28205128205128,28.358974358974358,28.358974358974358,28.487179487179485,28.615384615384617,28.615384615384617,28.76923076923077,28.78205128205128,28.884615384615383,29.153846153846153,29.23076923076923,29.256410256410255,29.384615384615383,29.602564102564102,29.858974358974358,29.91025641025641,29.974358974358974,30.076923076923077,30.243589743589745,30.564102564102566,30.846153846153847,31.064102564102566,31.615384615384617,31.67948717948718,31.78205128205128,32.30769230769231,32.88461538461539,33.03846153846154,33.205128205128204
