SMLRE-A_VS_SMLRE-A
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

SMLRE-A_VS_SMM5-A
Wins(19):,acute-nephritis,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,led-display,letter,molec-biol-splice,optical,page-blocks,primary-tumor,semeion,statlog-landsat,statlog-vehicle,steel-plates,thyroid,wall-following,wine-quality-red,wine-quality-white,yeast
Draws(64):,acute-inflammation,adult,annealing,balance-scale,balloons,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,car,chess-krvkp,conn-bench-sonar-mines-rocks,connect-4,credit-approval,cylinder-bands,echocardiogram,energy-y1,energy-y2,fertility,haberman-survival,heart-cleveland,heart-hungarian,hepatitis,horse-colic,image-segmentation,ionosphere,iris,magic,mammographic,miniboone,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,ozone,parkinsons,pendigits,pima,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,ringnorm,seeds,spambase,spect,spectf,statlog-german-credit,statlog-heart,statlog-image,statlog-shuttle,teaching,tic-tac-toe,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,waveform,waveform-noise
Losses(38):,abalone,arrhythmia,audiology-std,bank,blood,breast-cancer-wisc-prog,breast-tissue,congressional-voting,conn-bench-vowel-deterding,contrac,dermatology,ecoli,flags,glass,hayes-roth,heart-switzerland,heart-va,hill-valley,ilpd-indian-liver,lenses,libras,low-res-spect,lung-cancer,lymphography,molec-biol-promoter,pittsburg-bridges-MATERIAL,pittsburg-bridges-T-OR-D,planning,plant-margin,plant-shape,plant-texture,post-operative,soybean,statlog-australian-credit,synthetic-control,titanic,wine,zoo

SMLRE-A_VS_SMLR-A
Wins(1):,trains
Draws(47):,acute-inflammation,acute-nephritis,adult,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-tissue,chess-krvkp,conn-bench-sonar-mines-rocks,connect-4,credit-approval,cylinder-bands,echocardiogram,heart-hungarian,horse-colic,ionosphere,iris,magic,miniboone,molec-biol-splice,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_trisopterus_nucleus_2f,ozone,parkinsons,pendigits,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,post-operative,ringnorm,spambase,spect,spectf,statlog-heart,statlog-shuttle,thyroid,tic-tac-toe,twonorm,vertebral-column-2clases,wall-following,waveform-noise,zoo
