CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_pb,CAWPE_alpha=1,CAWPE_eq
0.5933543596819764,0.5940567711413365,0.5962573099415206,0.5973342532360866,0.5976857875024639,0.5989618240357448,0.6000039424403707,0.5998403311649911,0.6005663972665747,0.6006485314409621,0.6003449635324265,0.6008016295420198,0.6022767593140153,0.6024410276627898,0.596736316446547,0.6035068007096391,0.6043616531966619
0.6324365079365079,0.6322698412698412,0.6305793650793651,0.6299126984126983,0.6279920634920635,0.6274285714285713,0.6284523809523808,0.6263650793650793,0.6258650793650792,0.6241349206349206,0.6219047619047617,0.6209444444444442,0.6189206349206346,0.6159999999999999,0.5890317460317461,0.6147698412698414,0.616984126984127
0.9676334303736049,0.9676334303736049,0.9674945414847159,0.9673556525958271,0.9673556525958271,0.9674284327996117,0.9675012130033963,0.9675012130033963,0.9675012130033963,0.9675012130033963,0.9673623241145075,0.9672234352256186,0.9672962154294032,0.9672234352256184,0.959200024260068,0.9672234352256184,0.9672234352256184
0.973570772383577,0.9734135396791745,0.9734135396791745,0.9729418415659671,0.9728482086071656,0.9725337431983605,0.972440110239559,0.972440110239559,0.972440110239559,0.972189244576355,0.972189244576355,0.972189244576355,0.972189244576355,0.971751112995548,0.9600611264221609,0.971751112995548,0.9715938802911454
0.6325217391304346,0.6320772946859904,0.6306280193236713,0.6309082125603864,0.6299613526570046,0.630463768115942,0.6307439613526571,0.6324734299516909,0.6329758454106281,0.633536231884058,0.6324251207729469,0.6325410628019323,0.6316521739130435,0.6323768115942029,0.5910531400966185,0.6338840579710145,0.6329951690821256
0.6599314574314573,0.6607251082251082,0.6597019801186467,0.6559561888728553,0.6553894099727432,0.6534383517716851,0.6530591630591631,0.6530591630591631,0.652519039602373,0.6497322430655765,0.6470997675164342,0.6441015311848645,0.6429661696328363,0.6432681978515311,0.631367243867244,0.6409463684463683,0.6391670675004008
0.9406458468373573,0.9403732005887755,0.9399269432290823,0.9403027855425918,0.9397681781045754,0.9402037504051209,0.9398882373197213,0.9397601094501161,0.9392863038810568,0.9384335669529521,0.93777029570437,0.9375553622792093,0.9371800559066602,0.9374113798411927,0.9210738062442606,0.938120670272241,0.9387967070436989
0.8712459819343563,0.8707263929841231,0.8699024989424884,0.8688798214191199,0.8685371719315405,0.8672524575767793,0.866768148088324,0.8662188673913497,0.865698419511686,0.8648134781253627,0.8641169497124757,0.8635363134175535,0.8637020234424795,0.8630024300951924,0.8829297195897643,0.8623028367479049,0.8613266681240425
0.7989989714932441,0.7985743782887023,0.7983489382710561,0.7972270360391946,0.7963470146455957,0.7952482411502179,0.7943966173295036,0.7936993582549238,0.7935546080725998,0.792898575501831,0.7926044493125243,0.791823343441292,0.7897085600929944,0.7892033511328488,0.8037771785961507,0.7877585175426582,0.7851953900106959
0.7762969037169791,0.7763959692990267,0.7765312087160088,0.7770462333760713,0.7773070446986239,0.7774976687619798,0.7774664649793628,0.7773930725156329,0.777234544286305,0.7768416238583861,0.7762604219282732,0.775369562197106,0.7733023039608561,0.769782243742633,0.7225904130500628,0.7629443101499704,0.7479099665326708
0.9922730491884343,0.9922730491884343,0.9922730491884343,0.9922530651756445,0.9922530651756445,0.9922530651756445,0.9922730491884343,0.9922312215758193,0.9922948927882597,0.9923148768010492,0.9922749087754696,0.9922549247626801,0.9922767683625052,0.9922767683625052,0.9896248924844395,0.9922130971500651,0.9922130971500651
0.5218462823725981,0.5214703425229741,0.5206453634085213,0.5201441102756893,0.5199143692564746,0.5194653299916457,0.5197159565580618,0.5207080200501253,0.5202798663324979,0.5197263993316624,0.5187030075187969,0.5182017543859648,0.5180764411027569,0.5179720133667501,0.5171365914786966,0.5178675856307434,0.5179406850459481
0.8330618686868687,0.8306755050505051,0.8310669191919191,0.8304166666666667,0.8305050505050506,0.8292487373737375,0.8284280303030304,0.8273863636363638,0.8261300505050504,0.8233585858585859,0.8237500000000001,0.8230555555555557,0.8221906565656566,0.8219318181818183,0.8020643939393938,0.820763888888889,0.81989898989899
0.9620202020202022,0.9618181818181818,0.9617508417508418,0.9614814814814814,0.9612794612794612,0.9611447811447811,0.9608080808080808,0.9605387205387206,0.9602693602693603,0.9598653198653199,0.9591919191919193,0.9587205387205388,0.9585858585858588,0.9582491582491584,0.9202693602693605,0.9581144781144781,0.9576430976430979
0.7835743537086035,0.7834532781773977,0.7832780564583934,0.7832150145505489,0.7831403226928213,0.7829704581609939,0.7828820599289338,0.7827242591032408,0.782664984211126,0.7825206365632916,0.7823247209713867,0.7822110868349448,0.782026901472812,0.7818914649713556,0.79516189007073,0.7817709112594275,0.7816625540302742
0.5218754473369938,0.5215324141576922,0.5202453743202275,0.5198859665797781,0.5185433294729227,0.5166233578416743,0.5156912015908437,0.5134625559395904,0.5118237823698106,0.5111997868665452,0.5107096601718475,0.5106388887634964,0.5097847683143378,0.5085587025676496,0.48760015040387183,0.5071718053262966,0.5066196077762612
0.8659012877984236,0.8659229602253932,0.8655089028048683,0.8653127103080908,0.8650948453843436,0.8648113928526618,0.8649203253145353,0.8648330652796314,0.8645496127479496,0.8645496127479496,0.864353420251172,0.864353420251172,0.8640482952925208,0.8641355553274248,0.8549036717653903,0.8639393628306471,0.8638304303687734
0.7425982905982905,0.7430982905982905,0.7423974358974359,0.7417905982905985,0.7412094017094017,0.7413760683760684,0.7418162393162393,0.740888888888889,0.7400427350427352,0.738628205128205,0.7371538461538462,0.7374871794871795,0.7368461538461537,0.7348846153846154,0.7311581196581197,0.7348632478632477,0.7345811965811967
0.9710956790123457,0.9703703703703704,0.9700308641975309,0.9698456790123458,0.9694753086419753,0.9694753086419753,0.9694753086419753,0.969320987654321,0.969320987654321,0.9689351851851851,0.9689351851851851,0.9689351851851851,0.9687808641975308,0.9687808641975308,0.9592614638447973,0.9683950617283952,0.9678395061728395
0.7936688311688312,0.7917388167388169,0.790945165945166,0.7901875901875902,0.7898088023088022,0.7882215007215005,0.7858766233766232,0.7843614718614719,0.784018759018759,0.7817099567099566,0.7813672438672438,0.7813672438672438,0.7798520923520922,0.7794733044733043,0.7167027417027418,0.7787157287157286,0.7775793650793651
0.591757907930236,0.5936696726361183,0.5935090598365137,0.5930188637580824,0.5926641165960597,0.5921739205176283,0.5920642713948213,0.5919546222720143,0.5919546222720143,0.5915379556053476,0.5915560336297375,0.5914711920007782,0.5912260939615626,0.5908713467995399,0.5237317598533969,0.5922929154269908,0.5939708943108519
0.9340026627935126,0.9335923505204552,0.9335923505204552,0.9337775357056404,0.9340232389251998,0.9342689421447592,0.934248366013072,0.9337569595739531,0.9337569595739532,0.93361413701283,0.933531832486081,0.9329593318809005,0.9319583635923506,0.9311413701282983,0.9284265311062697,0.9303243766642459,0.9298717017671266
0.8961221509137611,0.8960039476040685,0.8958809196694903,0.896170675020593,0.8962210557239121,0.8955263097404124,0.895055353098129,0.8949323251635508,0.8942831352584847,0.8943364839902019,0.894041904014214,0.8938151466445995,0.8934557120906362,0.8934508874657509,0.8912997615220758,0.8935594415256728,0.8935042361974682
0.5131313131313131,0.5135101010101011,0.5131313131313131,0.5131313131313131,0.5127525252525252,0.5127525252525252,0.5131313131313131,0.5210858585858585,0.5207070707070707,0.5262626262626262,0.5275252525252525,0.5267676767676768,0.5276515151515151,0.5277777777777778,0.5358585858585858,0.5279040404040404,0.5244949494949496
0.41436584249084235,0.4142732498982498,0.41385963573463563,0.4126661070411069,0.41115511803011795,0.412004477004477,0.40978607041107035,0.40814916564916565,0.4072730972730973,0.40637642450142447,0.4064458689458689,0.4041117216117216,0.39757834757834754,0.3921339540089539,0.3985785510785511,0.3832740638990638,0.3706087199837199
0.6343866610971873,0.6302736006683375,0.6287378167641325,0.6276531606794765,0.6277022417153995,0.6239118629908104,0.6216148008911166,0.6170756752993595,0.6156860902255639,0.613901768309663,0.6143340991367306,0.6150045252018935,0.611000417710944,0.6086372180451128,0.6119092871066554,0.6022713032581456,0.6067975494291283
0.5911607142857143,0.5903273809523809,0.5897321428571428,0.5877380952380953,0.5885714285714287,0.5901785714285716,0.5903869047619048,0.5893154761904763,0.5871726190476192,0.5871428571428571,0.5870833333333334,0.5858630952380952,0.5851785714285715,0.584404761904762,0.5757142857142858,0.5835119047619047,0.5815178571428573
0.7766435185185185,0.7766435185185185,0.7755555555555553,0.7741666666666664,0.7745138888888886,0.7759490740740739,0.7756018518518516,0.7745138888888888,0.7741666666666667,0.7727777777777779,0.7738194444444446,0.7728240740740743,0.7718287037037037,0.7664814814814813,0.7476388888888892,0.7578240740740741,0.7465046296296298
0.3305946118284713,0.32857431319411234,0.32789609791522756,0.32573640115486135,0.3224175921497778,0.3187487822590644,0.31805480277024994,0.3166246878155057,0.3156791894716333,0.31271640363462455,0.3111304178401262,0.3083709725986149,0.3069346582354713,0.3082694794268205,0.31185309173353176,0.3077786634075491,0.30632215668561924
0.7949384450689146,0.7941322092867655,0.7936404389134215,0.7931888130603505,0.7927371872072795,0.7909875551987151,0.7902214639368391,0.789375083634417,0.788746152816807,0.787408002141041,0.786916231767697,0.785795530576743,0.7840057540479058,0.7839656095276328,0.7697176502074135,0.7834336946340159,0.7830790847049378
0.31225,0.30983333333333335,0.3096944444444444,0.3075833333333334,0.3081388888888889,0.30724999999999997,0.30416666666666664,0.29805555555555563,0.2930555555555555,0.2933055555555556,0.2934722222222222,0.2916666666666667,0.28458333333333335,0.2813333333333334,0.2542222222222222,0.27405555555555555,0.26586111111111105
0.3262380952380953,0.3234761904761905,0.32323174603174604,0.3240571428571428,0.32342539682539684,0.32133650793650786,0.32049841269841267,0.3229714285714287,0.31963174603174604,0.31851111111111113,0.3157301587301587,0.31124126984126993,0.3102539682539683,0.3062380952380952,0.2652984126984127,0.3001682539682539,0.2933142857142857
0.6994193989071039,0.6994193989071039,0.6981045081967214,0.6962431693989072,0.6956967213114756,0.6918032786885248,0.6925717213114756,0.6883538251366123,0.6904371584699456,0.6878073770491805,0.6890710382513663,0.6877561475409838,0.6871584699453553,0.6845286885245904,0.6661372950819673,0.6832137978142078,0.6821721311475412
0.6475247524752478,0.6463696369636963,0.644059405940594,0.6420792079207919,0.638888888888889,0.6356435643564357,0.6316831683168317,0.6278877887788781,0.6223872387238724,0.6154565456545655,0.6095709570957095,0.6037953795379539,0.5973047304730473,0.5897139713971398,0.5484048404840484,0.5838833883388338,0.5777777777777777
0.8254141311697093,0.8255155510480052,0.824391480730223,0.825025354969574,0.8241463826910074,0.8240027045300878,0.8243492224475997,0.8230223123732251,0.8225321162947938,0.822819472616633,0.822185598377282,0.8218390804597703,0.8218390804597699,0.8215939824205544,0.8057133198106828,0.8211037863421231,0.8205713319810684
0.5721076614148903,0.5717881139944392,0.5719503012048192,0.5724330012357121,0.572113453815261,0.5717929409947483,0.5716732313870867,0.570952077540933,0.5703506333024406,0.5707136237256718,0.5707541705282668,0.5719203738029038,0.5714396045721346,0.5712407321594067,0.6015697405004634,0.5712426629595304,0.5712832097621253
0.9654834054834055,0.9654834054834055,0.9652813852813852,0.9651370851370852,0.965108225108225,0.9649350649350649,0.9648773448773448,0.964761904761905,0.9645021645021645,0.9640981240981239,0.964011544011544,0.9638383838383839,0.9634632034632037,0.9631168831168831,0.9628571428571426,0.9627994227994228,0.9623376623376624
0.9074900793650793,0.9074900793650792,0.9074900793650793,0.9064318783068782,0.9061342592592592,0.9061342592592593,0.9056051587301588,0.9058697089947091,0.9056051587301589,0.9061342592592594,0.9061342592592594,0.903753306878307,0.9020171957671959,0.900925925925926,0.8976521164021164,0.9003968253968254,0.8995701058201058
0.9604444444444444,0.9604444444444444,0.9604444444444444,0.9604444444444444,0.9599999999999999,0.9599999999999999,0.9599999999999999,0.9599999999999999,0.9595555555555555,0.9595555555555555,0.9604444444444444,0.9591111111111112,0.9591111111111112,0.9586666666666667,0.9493333333333333,0.9586666666666667,0.9586666666666667
0.7182411385895429,0.7181660288293267,0.7179635787970894,0.7177860159344202,0.7173110705210515,0.7172444038543849,0.7169870806220616,0.7169156605388769,0.7169197455061973,0.7167044942541813,0.7166391347770572,0.7168470797732373,0.7168630610142185,0.7167836959348535,0.7068702028329062,0.7167170292681868,0.7167230898742474
0.6126984126984126,0.6,0.5968253968253968,0.5801587301587303,0.5714285714285715,0.5714285714285715,0.5682539682539682,0.5515873015873016,0.5515873015873016,0.5444444444444443,0.5333333333333332,0.5333333333333332,0.4944444444444444,0.4857142857142857,0.32063492063492066,0.47460317460317464,0.4603174603174603
0.9551561444293263,0.955118121833367,0.9550540533933133,0.955015990614603,0.9548994527380923,0.9547459964001551,0.9545359942994275,0.9541904043760105,0.9540242751715631,0.9535384480259573,0.95310387341229,0.9525270722676412,0.9518354906410378,0.951048823370447,0.9481350175101204,0.950086251980536,0.9489393704387242
0.794814814814815,0.795925925925926,0.7951851851851853,0.7957407407407409,0.7948148148148152,0.7940740740740745,0.7942592592592594,0.7933333333333334,0.7918518518518521,0.7911111111111114,0.7911111111111111,0.788888888888889,0.7874074074074076,0.7851851851851853,0.6527777777777778,0.7824074074074077,0.77962962962963
0.5002078219767155,0.5001255174499666,0.5000528958087175,0.5012874637099521,0.4998579640348384,0.4999305856760875,0.4998579640348384,0.4996665165487049,0.4983764825533569,0.4970138269167599,0.4958060974481608,0.49571453103093366,0.4932453952284646,0.4917832795179829,0.4670439391396302,0.4917048802740013,0.4914408111466187
0.6816666666666665,0.6861111111111111,0.6861111111111111,0.6829629629629629,0.6742592592592592,0.6779629629629631,0.6692592592592593,0.6564814814814816,0.6412962962962964,0.6050000000000002,0.5572222222222223,0.5175925925925926,0.4924074074074075,0.4535185185185187,0.4109259259259259,0.4311111111111112,0.3901851851851853
0.46784722222222236,0.4666666666666668,0.47062500000000007,0.47034722222222225,0.4696527777777778,0.4642361111111111,0.468125,0.4708333333333334,0.4695833333333334,0.46791666666666665,0.4672916666666667,0.46493055555555557,0.4598611111111111,0.4543749999999999,0.4419444444444445,0.45368055555555553,0.4573611111111111
0.8464361917310602,0.8462366583274747,0.8460499673829992,0.8458381848212221,0.8456116214684529,0.8453761052533288,0.84516575987007,0.845005848298096,0.8448517646547591,0.844617936194835,0.8444202619085682,0.8442204779283007,0.8440182415297969,0.8438741259885331,0.8543614989283724,0.8437422596054609,0.8434694026148437
0.8223828479642435,0.8221576227390183,0.8217281234723096,0.8213841748725471,0.8212654514980097,0.8210611774565263,0.8209756267895802,0.8205234304071514,0.8201253579160556,0.8201026608003351,0.819994413017669,0.8194252391926812,0.8193606397094771,0.8188874921433061,0.7822648229624974,0.8185435435435436,0.8181891193519102
0.925119868791242,0.9248428362244044,0.9245383537085311,0.9242527649293153,0.9239492016207501,0.9236915174453223,0.9233513515887213,0.9230248398407038,0.9226744270042329,0.9222906888470811,0.9218897989082235,0.9214249391687404,0.920946982350346,0.920475101670888,0.9324559559607362,0.9199779598041344,0.9194909546943677
0.8666666666666669,0.8641025641025643,0.8634615384615387,0.8634615384615387,0.8647435897435899,0.8634615384615387,0.8596153846153848,0.8589743589743591,0.8551282051282051,0.8544871794871794,0.8512820512820513,0.8474358974358973,0.8448717948717948,0.8435897435897435,0.8346153846153846,0.8384615384615384,0.8352564102564102
0.9582884107642804,0.9581858788198783,0.95791600421252,0.9574319099708115,0.9571658617678868,0.9567667354283034,0.955936954422658,0.9549211415190315,0.9539012000158266,0.9520043819282713,0.949415291766453,0.9458290779360332,0.9411232104456594,0.9357835536807326,0.9587691213886985,0.9288471974327197,0.9191041257552176
0.9823741007194245,0.9823741007194245,0.9826139088729017,0.9826139088729017,0.9827338129496404,0.9827338129496404,0.9827338129496401,0.982494004796163,0.9826139088729017,0.9821342925659472,0.9812949640287767,0.9810551558752995,0.9805755395683452,0.9800959232613908,0.9744604316546763,0.978537170263789,0.9772182254196641
0.6393565291672828,0.6398419660604867,0.6389959423718233,0.6394189542161549,0.6372710397056166,0.6370870500878879,0.6364398008969494,0.6352151200039426,0.6334351847288618,0.631155027680581,0.6284666436679645,0.6260690289619373,0.6244435135445929,0.6212549077587765,0.6306490562318268,0.6191365630082301,0.615223498102607
0.9707497911445279,0.9704217140072404,0.9700744917850183,0.9696115288220554,0.9692738791423005,0.9690615427457536,0.96895537454748,0.9690806878306882,0.9687334656084661,0.9676917989417994,0.9672575536062381,0.9672862712336397,0.9673054163185745,0.9674403021442497,0.9698856516290725,0.9673341339459761,0.9672279657477026
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8798302178428248,0.8793822151379028,0.8795814616239195,0.8796563300004832,0.8791588175626721,0.8780889243104866,0.8788110418779888,0.878226585519007,0.8774803168622907,0.8778039414577599,0.8773812973965126,0.8778667342897165,0.8765106506303433,0.8760505723808143,0.8326993672414627,0.8755035502101145,0.8744710911462107
0.956818290858804,0.9567795087442027,0.9564782594380004,0.9563529995578509,0.9561949312787514,0.956042836715303,0.9558787947205524,0.9557535348404028,0.9555238760477519,0.9553270256540511,0.9552226267415498,0.9550854194300981,0.9549541858342976,0.9548080649865003,0.9444909641671135,0.9545127893959492,0.954223487521049
0.7951382055912402,0.7948660021797438,0.7948404835411211,0.7945899869708734,0.7945267718368502,0.7945516232243127,0.7944508831721431,0.7943004594029046,0.7940689063979124,0.7938340563273083,0.7936770384268469,0.793381927133323,0.793221783744504,0.7929832934537804,0.7979795812435998,0.792741506097445,0.792574940154657
0.7888836675020886,0.7886835143414092,0.7883371623503201,0.7877436647173489,0.787540030632136,0.7874895572263992,0.7872911445279865,0.7874878167641325,0.7865479671400725,0.7870405179615706,0.7860989278752437,0.785602896129212,0.7855524227234754,0.7846125730994152,0.7528630604288502,0.7847605123920913,0.7841148008911165
0.9052463614479118,0.9052463614479118,0.9048759910775416,0.9047898584332693,0.9050799119532972,0.9050799119532972,0.9050799119532972,0.9049076466647529,0.9048215140204807,0.9047353813762086,0.9046720702017864,0.9048215140204808,0.9048215140204808,0.9048215140204808,0.8984369501682163,0.9047353813762087,0.9043650110058382
0.8195850496408955,0.8198385350654835,0.8196883581537809,0.8196649239543724,0.8200286491339246,0.8198550380228137,0.8198081696239966,0.8196276272708068,0.8196510614702153,0.8193437764047317,0.8193906448035487,0.8194939533164342,0.8195173875158427,0.8192639020912547,0.7932700940008449,0.8190104166666666,0.819310770490072
0.9073471490979492,0.9073298207624726,0.9056230448621483,0.9055883881911951,0.9023964566811155,0.9038392034698361,0.9036773203357787,0.9052646219230804,0.9052992785940334,0.9052144609519639,0.9052144609519639,0.905137395459976,0.9050179211469532,0.9051373954599761,0.8642261074174397,0.9050776583034648,0.9033111452466291
0.983943861248524,0.9839556887862627,0.9838726072496403,0.9838370561474373,0.9838136210702086,0.9838255697294547,0.9837900639955156,0.9837780312120366,0.9837544777177687,0.9837308343800336,0.9837188869487313,0.9837188031155427,0.9837069840060091,0.9836949142252559,0.9756924885199364,0.9837304653274593,0.9837782172366516
0.5299218491440263,0.530357733850829,0.5303441947227487,0.5308071576857117,0.5312701206486746,0.5321689683184403,0.5321554291903602,0.5321554291903602,0.532604853025243,0.532604853025243,0.5335307789511688,0.5344567048770947,0.5344567048770947,0.5344567048770947,0.5468265788127689,0.5344567048770947,0.5349061287119776
0.8094274673215562,0.8080083522759971,0.8070274917409496,0.8064018351164031,0.8048711898881666,0.8044796622886802,0.8043685688324687,0.803030525888717,0.8025044352203329,0.80119889936061,0.8002509826360562,0.7997133687667048,0.7992850073656713,0.7983635034058297,0.8307162562931256,0.7976588236826349,0.7971914241517908
0.838670091324201,0.8379756468797566,0.8384417808219179,0.8372907153729071,0.8354452054794521,0.8333618721461188,0.8317446727549468,0.8312880517503806,0.8319824961948249,0.8312975646879756,0.8303748097412481,0.8289859208523591,0.8285292998477929,0.8276065449010654,0.8290715372907153,0.8257610350076103,0.8257610350076103
0.9924986422475163,0.9924928045358992,0.9925044799591333,0.9924923273426163,0.9924684890970757,0.9924563262747693,0.9924684788912862,0.9924446508515351,0.9924383257408457,0.9924441634524627,0.9924499909582901,0.9924499909582901,0.99243784011536,0.9924383479260114,0.9892354891260137,0.9924257096840089,0.99241305946263
0.7249432835820897,0.724703482587065,0.7243124378109455,0.7239124378109454,0.7235124378109455,0.7231303482587067,0.7227303482587064,0.7221661691542288,0.7221970149253731,0.7224457711442785,0.7223124378109453,0.721481592039801,0.7202686567164179,0.7203263681592039,0.7021592039800993,0.719868656716418,0.7200238805970149
0.6301495726495727,0.6301495726495727,0.6270868945868945,0.6254131054131054,0.6312464387464387,0.6284686609686608,0.6240170940170938,0.6212393162393162,0.6212393162393162,0.6215099715099713,0.6212250712250711,0.6209401709401708,0.6186965811965811,0.6164672364672366,0.6018660968660969,0.6128561253561254,0.6128561253561254
0.5762658909717733,0.5802951950010773,0.5798929828341594,0.5819327731092437,0.5806507218271924,0.5793938088055736,0.5796990591108238,0.5811642605760252,0.5803095597213245,0.5773181067298714,0.5715111685699921,0.5672125260360554,0.5660346189757953,0.5626158155569918,0.5131904043668749,0.5588917618329383,0.5568591539179774
0.6326178451178451,0.6291245791245791,0.628661616161616,0.6302188552188551,0.6324074074074073,0.6294612794612794,0.6266835016835016,0.6243686868686867,0.622053872053872,0.61523569023569,0.6124579124579125,0.6057239057239058,0.6017676767676767,0.5987373737373737,0.5627525252525253,0.5969696969696969,0.592550505050505
0.6621753246753246,0.6617965367965367,0.6594155844155843,0.6582792207792207,0.6582792207792207,0.6558982683982684,0.6531385281385281,0.6523809523809523,0.6520021645021644,0.6492424242424242,0.6516233766233765,0.6496212121212122,0.6492424242424243,0.6492424242424242,0.6522186147186148,0.6492424242424242,0.6496212121212122
0.43726010101010093,0.4358964646464646,0.4358964646464646,0.4299915824915824,0.4343392255892255,0.43230218855218855,0.430770202020202,0.4298190235690235,0.42794612794612785,0.4210732323232323,0.42063552188552183,0.42115319865319856,0.41791666666666666,0.41528619528619526,0.38845959595959606,0.4101557239057239,0.4073569023569023
0.5156410256410257,0.5151282051282051,0.5160256410256411,0.5148717948717949,0.5128205128205129,0.5135897435897436,0.5142307692307693,0.5143589743589744,0.5146153846153847,0.5117948717948718,0.5119230769230769,0.5111538461538462,0.5093589743589744,0.5105128205128205,0.4833333333333334,0.5093589743589744,0.5046153846153847
0.8139583333333335,0.8122083333333333,0.810375,0.8093333333333333,0.8074166666666667,0.8056249999999999,0.804083333333333,0.8026666666666666,0.8009999999999998,0.8002083333333334,0.7992916666666665,0.7976249999999998,0.7962916666666667,0.7964166666666667,0.673125,0.7955000000000001,0.7949166666666667
0.6337916666666666,0.6337916666666669,0.6339583333333333,0.6339999999999999,0.6340416666666667,0.6339583333333334,0.6344166666666669,0.6340833333333332,0.6342083333333333,0.6340833333333333,0.6333749999999999,0.6330000000000002,0.6315416666666668,0.6321666666666668,0.47091666666666665,0.6315833333333334,0.6308333333333334
0.7965535714285715,0.7956726190476192,0.7948809523809527,0.7939642857142857,0.793595238095238,0.7922619047619046,0.7909702380952381,0.7906369047619051,0.789839285714286,0.7893809523809523,0.788880952380952,0.7884226190476191,0.7883392857142859,0.7878809523809523,0.6896904761904762,0.7875059523809526,0.7868333333333335
0.3325231481481482,0.33113425925925927,0.3310185185185185,0.3299768518518518,0.32743055555555556,0.3253472222222223,0.32384259259259257,0.32106481481481475,0.31770833333333326,0.3121527777777777,0.3100694444444444,0.3056712962962963,0.30416666666666664,0.30127314814814815,0.30289351851851853,0.30208333333333337,0.29988425925925927
0.30765831244778613,0.30714243943191316,0.30540476190476185,0.30446505151768305,0.3050549986076302,0.3061687552213868,0.30550905040378723,0.30535658590921744,0.3036844890002784,0.3020595934280144,0.3013611807296017,0.2990558340295182,0.296434140907825,0.29455792258423835,0.28042495126705663,0.29498719019771646,0.29207184628237254
0.9783863054773728,0.9783051290562885,0.9783144019088049,0.9783056550374188,0.9782697909166568,0.978251771192754,0.9782162577260785,0.9781623738814138,0.9781354319590814,0.9781447048115977,0.9781174122351783,0.9780544308650403,0.9780551321732138,0.9780463853018275,0.9765690796343224,0.9780553075002572,0.9779925014571625
0.9285714285714287,0.9282539682539684,0.9279365079365081,0.9273015873015874,0.9269841269841271,0.9273015873015874,0.9266666666666669,0.9266666666666669,0.9263492063492065,0.9260317460317462,0.9260317460317462,0.9253968253968256,0.9257142857142858,0.9260317460317462,0.9161904761904763,0.9260317460317462,0.9257142857142858
