CAWPE-A,TunedSVM,TunedRandF,TunedXGBoost,TunedMLP
0.8431372549019608,0.8235294117647058,0.823529411764706,0.8313725490196079,0.8313725490196079
0.5407407407407407,0.5148148148148148,0.5444444444444445,0.4925925925925926,0.5185185185185185
0.6879120879120879,0.6879120879120879,0.7142857142857143,0.5912087912087912,0.7142857142857143
0.8320000000000001,0.80175,0.83025,0.6765,0.3345
0.6625000000000001,0.6175,0.58675,0.4875,0.26549999999999996
0.8145,0.8155000000000001,0.7897500000000001,0.7202500000000001,0.32075
0.6488888888888888,0.6666666666666666,0.7111111111111111,0.7111111111111111,0.6622222222222223
0.42634730538922155,0.4538922155688622,0.481437125748503,0.4311377245508982,0.37365269461077844
0.9802702702702701,0.9861081081081082,0.9555135135135135,0.974054054054054,0.8687567567567568
0.9447619047619048,0.9542857142857143,0.9085714285714286,0.9390476190476191,0.9314285714285713
0.94025,0.9455,0.8875,0.9037499999999999,0.9177500000000001
0.9259475218658892,0.9043731778425655,0.9090379008746355,0.8997084548104957,0.9043731778425658
0.9531508039982615,0.9318557149065624,0.946110386788353,0.9495002172968274,0.908561495002173
0.6661654135338345,0.6977443609022556,0.6932330827067668,0.6872180451127818,0.6962406015037594
0.8776119402985074,0.8671641791044777,0.8716417910447761,0.864179104477612,0.835820895522388
0.6672463768115942,0.671304347826087,0.6678260869565218,0.6405797101449275,0.6788405797101449
0.7664,0.7636000000000001,0.758,0.7464,0.7360000000000001
0.8192592592592594,0.8237037037037037,0.8118518518518518,0.8088888888888889,0.7481481481481481
0.9773160173160174,0.9638095238095239,0.9717748917748917,0.9761038961038961,0.9664069264069264
0.9148803976390184,0.9056849953401678,0.9084187635911773,0.9130785958372165,0.8884125504815161
0.999655196193366,0.9989931728846286,0.9996414040411008,0.9996620922694988,0.9972001930901317
0.7924528301886793,0.8174528301886792,0.7268867924528302,0.7608490566037736,0.7891509433962265
0.7818930041152263,0.7430041152263375,0.7753086419753086,0.7771604938271605,0.7164609053497942
0.986,0.9879999999999999,0.9693333333333334,0.9546666666666667,0.9886666666666667
0.5605263157894737,0.4842105263157895,0.5105263157894736,0.5210526315789473,0.47105263157894733
0.9939444444444444,0.9744444444444443,0.9932777777777778,0.9943888888888889,0.9644444444444444
0.9899791231732777,0.9945720250521921,0.9774530271398747,0.9816283924843423,0.9874739039665972
0.7820163487738421,0.7840145322434151,0.7836512261580382,0.7840145322434151,0.7758401453224342
0.6666666666666666,0.7333333333333334,0.5999999999999999,0.5,0.5666666666666667
0.9768170764658202,0.9777897865441773,0.9656309105647123,0.9696298297757362,0.7873547689813563
0.8387096774193548,0.8425806451612903,0.8245161290322581,0.8296774193548387,0.8400000000000001
0.8348387096774195,0.8567741935483871,0.8258064516129032,0.8283870967741935,0.8348387096774192
0.988054232319531,0.9138145840967388,0.9932576035177721,0.994869915720044,0.8063759618908024
0.8606957217113154,0.8670131947221111,0.8441423430627749,0.8399840063974411,0.8300679728108757
0.8611755297880848,0.8619752099160337,0.8416633346661335,0.8491803278688523,0.8626949220311875
0.9822222222222223,0.9800000000000001,0.9711111111111113,0.968888888888889,0.9688888888888888
0.6519350811485642,0.5870162297128589,0.6479400749063671,0.6294631710362047,0.5820224719101124
0.645124439004488,0.5874337005303957,0.6350877192982456,0.6202366381068952,0.5450020399836801
0.611006711409396,0.5965100671140939,0.6040268456375839,0.5675167785234899,0.5906040268456376
0.9461538461538461,0.9653846153846153,0.9384615384615385,0.9384615384615385,0.9346153846153846
