CAWPE-A,TunedSVM,TunedRandF,TunedXGBoost,TunedMLP
0.6617224880382775,0.6622966507177034,0.6521531100478469,0.6449760765550239,0.6541626794258373
1.0,1.0,0.9967213114754099,0.9967213114754099,1.0
1.0,1.0,1.0,1.0,0.8333333333333334
0.9493333333333333,0.8720000000000001,0.9453333333333334,0.9466666666666667,0.8751111111111112
0.722608695652174,0.6782608695652174,0.7060869565217391,0.7130434782608696,0.6434782608695652
0.8140000000000001,0.7200000000000001,0.774,0.734,0.688
0.9437699680511182,0.9808306709265177,0.8466453674121406,0.8798722044728434,0.94185303514377
0.6444444444444445,0.6,0.6222222222222223,0.6444444444444445,0.5111111111111111
0.9003980539584255,0.8934099955771784,0.8951791242812914,0.8943830163644405,0.8926138876603271
0.7850267379679144,0.776470588235294,0.7737967914438503,0.7433155080213903,0.7802139037433156
0.7027777777777778,0.7222222222222223,0.7180555555555557,0.6597222222222221,0.7138888888888888
0.9662857142857142,0.9662857142857142,0.9657142857142859,0.9622857142857143,0.8948571428571428
0.9705263157894738,0.9719298245614034,0.9614035087719298,0.9543859649122807,0.896140350877193
0.7979999999999999,0.756,0.79,0.7860000000000001,0.744
0.7074074074074074,0.6777777777777778,0.6962962962962962,0.7,0.6407407407407406
0.981271676300578,0.976878612716763,0.9671676300578035,0.9766473988439307,0.9734104046242773
0.9422932330827068,0.9131578947368422,0.9351503759398497,0.9389097744360904,0.9199248120300751
0.8664165103189493,0.8133208255159474,0.8557223264540337,0.8673545966228893,0.8082551594746716
0.9923702313946217,0.9889931207004377,0.9901188242651656,0.9901188242651658,0.9887429643527206
0.6119266055045871,0.6073394495412844,0.6128440366972476,0.6110091743119266,0.6128440366972477
0.8285714285714286,0.8285714285714285,0.7657142857142857,0.8209523809523811,0.7352380952380952
0.9656565656565658,0.9903030303030305,0.9515151515151515,0.9272727272727274,0.9393939393939394
0.8763669735634567,0.8744427010864738,0.8653186891263804,0.9023653749370911,0.8544657923561976
0.5460704607046071,0.5379403794037939,0.5558265582655826,0.5395663956639566,0.5490514905149052
0.8595375722543352,0.8583815028901733,0.8445086705202313,0.8630057803468208,0.8445086705202313
0.759375,0.73046875,0.7640625,0.771875,0.6921875
0.9663043478260869,0.9652173913043478,0.9597826086956521,0.9597826086956524,0.9597826086956521
0.8121212121212121,0.7848484848484849,0.8515151515151516,0.7909090909090908,0.8121212121212121
0.8576470588235294,0.8541176470588236,0.8423529411764706,0.8329411764705881,0.7917647058823529
0.9470129870129871,0.923116883116883,0.9501298701298702,0.9412987012987013,0.909090909090909
0.9142857142857143,0.9038961038961038,0.9106493506493505,0.9116883116883117,0.9018181818181817
0.876,0.868,0.868,0.876,0.8800000000000001
0.6489795918367347,0.46530612244897956,0.636734693877551,0.6346938775510205,0.463265306122449
0.7339449541284403,0.6605504587155963,0.7394495412844038,0.726605504587156,0.6458715596330274
0.7116883116883118,0.7129870129870131,0.7155844155844155,0.6857142857142857,0.7272727272727273
0.7777777777777777,0.7209876543209877,0.7530864197530864,0.762962962962963,0.6567901234567902
0.5594771241830065,0.5490196078431373,0.5725490196078431,0.5437908496732027,0.5437908496732027
0.8326530612244898,0.8299319727891156,0.8231292517006802,0.8217687074829932,0.7551020408163266
0.3709677419354839,0.3516129032258064,0.3806451612903226,0.4,0.3838709677419354
0.3247524752475247,0.3168316831683168,0.30099009900990104,0.31485148514851485,0.31683168316831684
0.8307692307692307,0.8102564102564103,0.8333333333333333,0.8307692307692307,0.8051282051282052
0.5805280528052805,0.6306930693069307,0.5138613861386139,0.5306930693069306,0.5135313531353136
0.8413043478260869,0.808695652173913,0.8521739130434783,0.851086956521739,0.775
0.6938356164383561,0.7068493150684931,0.7013698630136986,0.6897260273972602,0.673972602739726
0.9691774891774892,0.9478787878787879,0.961038961038961,0.9691774891774891,0.9302164502164502
0.9318181818181819,0.9284090909090909,0.9409090909090908,0.925,0.8954545454545453
0.9626666666666667,0.9626666666666667,0.952,0.952,0.8400000000000001
0.7119047619047618,0.7277777777777777,0.711111111111111,0.7218253968253968,0.648809523809524
0.7538461538461538,0.7538461538461538,0.6153846153846154,0.6153846153846154,0.6153846153846154
0.9585090436694313,0.9690216848206255,0.951414010192865,0.9509743179774157,0.8548216248625963
0.8055555555555556,0.7955555555555556,0.7244444444444446,0.6888888888888889,0.7633333333333333
0.9086142322097379,0.900374531835206,0.8853932584269664,0.8756554307116104,0.9026217228464419
0.49411764705882355,0.4705882352941176,0.48235294117647065,0.48235294117647054,0.4470588235294118
0.8266666666666668,0.808,0.7813333333333333,0.7706666666666667,0.6906666666666667
0.829106029106029,0.824948024948025,0.8390852390852391,0.8004158004158004,0.8216216216216216
0.837037037037037,0.8074074074074072,0.8592592592592592,0.8555555555555555,0.6814814814814815
0.9449874686716792,0.8471177944862156,0.9471177944862156,0.956015037593985,0.8298245614035087
0.9935251798561151,0.8733812949640288,0.9496402877697843,0.9949640287769783,0.985611510791367
0.7289036544850498,0.7435215946843854,0.6870431893687707,0.7574750830564785,0.6943521594684385
0.9747292418772563,0.9162454873646209,0.968231046931408,0.972563176895307,0.9472924187725631
1.0,0.9999015263417036,1.0,0.9999015263417036,0.9943870014771049
0.8920502092050209,0.890376569037657,0.8460251046025105,0.8292887029288704,0.8870292887029289
0.9875151515151515,0.989030303030303,0.9703636363636363,0.9790909090909091,0.989030303030303
0.9976543209876543,0.9920679012345678,0.9949074074074075,0.9994753086419752,0.9887654320987653
0.8484375,0.83671875,0.8,0.796875,0.76328125
0.9265625,0.91796875,0.91875,0.918359375,0.909765625
0.839387308533917,0.8481400437636761,0.798249452954048,0.8052516411378555,0.8196936542669585
0.9343544857768051,0.9142231947483588,0.9164113785557987,0.9216630196936542,0.9212253829321663
0.9847741017431518,0.9879758093205264,0.9729633582355033,0.9711134827463536,0.9804340092493774
0.9698975571315998,0.9686367218282111,0.9700551615445232,0.9695823483057525,0.9667454688731285
0.9737034331628927,0.9661066471877284,0.9710737764791819,0.9715120525931337,0.9607742878013148
0.8959183673469386,0.9,0.8734693877551021,0.8857142857142858,0.889795918367347
0.9927623204218948,0.994035279141662,0.9869430805601018,0.9868703400618294,0.9597745044553555
0.7614583333333333,0.7708333333333333,0.7552083333333333,0.7296875,0.7411458333333333
0.8222222222222222,0.8148148148148149,0.8111111111111111,0.8148148148148149,0.7925925925925925
0.6641509433962264,0.6377358490566036,0.6943396226415094,0.6566037735849056,0.6377358490566037
0.7,0.6304347826086956,0.6608695652173913,0.6217391304347826,0.5956521739130435
