CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
0.7393823510086079,0.7393797227150279,0.7393639529535453,0.7393258426966298,0.7392535646231689,0.7392338524213161,0.7392115119258827,0.7391300348248907,0.739139233852422,0.7391155792101984,0.7390419869899474,0.7390485577238983,0.7389894211183393,0.7388908601090749,0.7388133254484531,0.722115776332217,0.7387226493199297
0.6780238095238098,0.6778968253968256,0.677746031746032,0.6776904761904763,0.6776428571428575,0.6772063492063495,0.676714285714286,0.676071428571429,0.6751428571428573,0.6741111111111113,0.6728650793650797,0.6715714285714288,0.6702222222222223,0.6687619047619051,0.6671904761904764,0.656761904761905,0.6655476190476192
0.9917976710334787,0.9917649199417757,0.9917479378942259,0.9917321688500728,0.9917127607957301,0.9916921397379912,0.9916399805919457,0.9915987384764676,0.9915841824357109,0.9915623483745754,0.991528384279476,0.9915077632217368,0.9914883551673944,0.9914640950994662,0.9914471130519164,0.9942588549247938,0.9914228529839885
0.9917108331566671,0.991687866581867,0.991645466751466,0.9916048335806656,0.9915730337078651,0.9915200339198642,0.9914741007702634,0.9914476008762632,0.9914140343438625,0.9913999010670624,0.9913575012366618,0.9913151014062609,0.99126033495866,0.9912356017242595,0.9911932018938587,0.9914246343014628,0.9911472687442582
0.7357487922705312,0.7354589371980677,0.7352850241545894,0.734473429951691,0.7337004830917875,0.7334106280193234,0.7320579710144925,0.7309565217391303,0.7295458937198069,0.72848309178744,0.7271304347826087,0.7249082125603866,0.7222608695652174,0.7204830917874396,0.7183574879227056,0.737487922705314,0.7156135265700484
0.9076739152320548,0.9078268013052473,0.9076583617586171,0.9074815394370129,0.9073552072126944,0.907181466225,0.9070056138689151,0.9067606450029877,0.9063852143318963,0.9056031105719139,0.9049583911708133,0.9039484129869835,0.9026496126297601,0.9014965483194355,0.9007512580747125,0.8874688575326691,0.8997809728715858
0.9962015845461782,0.9961614868229957,0.9961047546856718,0.9960348802808703,0.9959618485252044,0.9958655540034508,0.9957510656919745,0.9956217398499843,0.9954779886333976,0.9953008215201979,0.9950988051141201,0.9948590561236585,0.9945742136832297,0.9942238298741575,0.9937937465752451,0.9301939492255545,0.9932828614798569
0.9787196341077717,0.9787033785700106,0.9786819418836777,0.9786640641394222,0.9786418689374595,0.9786271487679469,0.9786019216623009,0.9785785280420461,0.978546155386029,0.9785064330606444,0.9784637851338126,0.9784130659200142,0.9783662352832364,0.9783138727219405,0.9782506689871493,0.9597207852555805,0.9781985932580025
0.9818835303499012,0.9819070787317923,0.9819249037103309,0.9819460799723156,0.9819643360897276,0.9819681104733462,0.9819753878697501,0.9819738204465919,0.9819613491075434,0.9819381111531074,0.981903632026767,0.9818640113281764,0.981816954955489,0.9817527325799242,0.9816627229086361,0.9721254979507935,0.9815558864850893
0.9571581801580963,0.9575287768503358,0.9579150510582086,0.9582952332204367,0.9586596331682594,0.9590322768597487,0.9594016144274142,0.9597475778678902,0.9600970871965552,0.960447427295346,0.9608015119869572,0.9611216625354655,0.9613621085573548,0.9613353485113335,0.9601708150931415,0.7461820032042535,0.9559427012934983
0.9988529229041391,0.9988463750624652,0.9988382033560559,0.9988300840323794,0.9988204456094352,0.9988101785936901,0.9988006973189455,0.9987901683895334,0.9987804252011222,0.9987695819753097,0.998757743477563,0.9987452763870146,0.998734276013002,0.9987191897857847,0.9987035797312334,0.9895026049933283,0.998687079170214
0.5753610216016222,0.5749045232127933,0.5743644826351583,0.5740720849743397,0.5737767036639208,0.573890082348728,0.5742898913951536,0.5741705454111461,0.5736991287743158,0.5735201097983044,0.5734693877551014,0.573514142499104,0.5730516768110745,0.5732247284878854,0.5734276166606985,0.5185493495643863,0.5730158730158723
0.9008207070707074,0.9009217171717177,0.90084595959596,0.9009343434343438,0.9006313131313136,0.900606060606061,0.900416666666667,0.8997095959595964,0.8987626262626262,0.8977272727272732,0.8958838383838388,0.8937626262626266,0.8910984848484852,0.8883080808080811,0.8850631313131316,0.8243181818181821,0.8805176767676772
0.9976610549943886,0.9976731762065096,0.9976815563037786,0.9976912832023945,0.9977025065469511,0.9977141788252903,0.9977268986157877,0.9977378226711558,0.9977454545454546,0.9977382716049384,0.9977102880658436,0.9976353161242051,0.9975109614665171,0.9972933782267117,0.9969656565656566,0.9680567153011598,0.9964421997755332
0.8875685189443433,0.8874939088619141,0.887404584105489,0.8872973308035136,0.8871715322175474,0.8870239496050125,0.8868524676695403,0.8866525176983934,0.8864219414218506,0.8861563694101934,0.8858510135189858,0.8855002207847547,0.8851011768464522,0.88464549906697,0.8841264691214835,0.5253568762578003,0.8835375243651906
0.713337183683389,0.7134365623396502,0.71345259421453,0.7134554537724982,0.7133584888944602,0.7132458520669254,0.7130907582841791,0.7129120214540088,0.7126731840786047,0.7123809991986636,0.7120609466548508,0.7116495795992631,0.7111880925532181,0.7105819756047016,0.7099699963798336,0.6750464111123154,0.7092320438974813
0.9117704091526048,0.9116791568285224,0.9115399970342966,0.9114236503210909,0.9113107255700388,0.9111875349325272,0.9110985639165468,0.9109810765492903,0.9108396354469622,0.9107301326580634,0.910556753242306,0.910382233172498,0.9102305261837108,0.910005817335657,0.9098233126874921,0.8501807936670859,0.9096259795366632
0.7818226495726482,0.7817329059829042,0.7818098290598274,0.7818098290598275,0.7817094017093998,0.78170299145299,0.7816837606837592,0.7814551282051266,0.7811538461538448,0.7809017094017077,0.7805876068376053,0.7800619658119643,0.7796538461538447,0.7791217948717932,0.7786645299145284,0.740149572649571,0.778200854700853
0.9986467355096603,0.9986468270237425,0.9986491911375324,0.9986515094942809,0.9986527144296965,0.9986574426572763,0.9986526686726556,0.9986502588018246,0.9986526229156144,0.9986538278510299,0.9986573053861529,0.9986523941304088,0.9986570308439064,0.9986594407147373,0.9986606456501528,0.9961352658164812,0.9986570766009475
0.8251803751803755,0.8247113997114001,0.8240981240981244,0.8233405483405486,0.8231962481962484,0.8231962481962486,0.8226911976911979,0.8221500721500722,0.8214285714285716,0.8209595959595962,0.820779220779221,0.819877344877345,0.8190836940836944,0.8189393939393944,0.8181457431457434,0.814646464646465,0.8176406926406928
0.9606690391849406,0.960622607908393,0.960520649712819,0.960450838650266,0.9603839272000697,0.9603414260043086,0.9602343800521195,0.9601042300797407,0.959989779351482,0.9598879564768268,0.9597735166619666,0.9596649406212585,0.9596173453757351,0.9595246697683745,0.9594092561443776,0.9541917571789374,0.9593446538149667
0.9868658357893489,0.9868414550326782,0.9867986881720733,0.986717941513936,0.9866263065337242,0.9865150577679943,0.9863985263641246,0.9862673717693359,0.9861068137837725,0.9859328680874592,0.9857397216616841,0.985541106545827,0.9853360381205866,0.9851174044227389,0.9848675509170339,0.9267734045851949,0.9846202649895973
0.9789631568268448,0.9789421521453966,0.9789421392012521,0.9789401639478942,0.9789047685641088,0.97889790184397,0.9788826654960404,0.9788549966604108,0.9788081927467139,0.9787553955619649,0.9786827933736224,0.9786054928900452,0.9785467147014626,0.9784570620367149,0.9783620894110713,0.9486829314169801,0.9782705657725796
0.5632575757575758,0.5622474747474748,0.5614898989898992,0.5608585858585861,0.5612373737373739,0.5592171717171718,0.5592171717171718,0.558838383838384,0.5573232323232324,0.5551767676767677,0.5541666666666668,0.5523989898989901,0.551388888888889,0.5506313131313134,0.5507575757575759,0.5021464646464647,0.5492424242424243
0.8019307945532347,0.8023234301947236,0.8027849639856517,0.8032666996591207,0.8039320251300548,0.804558720468783,0.804985886094324,0.8053478926021533,0.8054650412107887,0.8052711687630167,0.8051401963833161,0.8040190875730189,0.8022656542995985,0.7980902202710046,0.7913389375566611,0.7221038249226048,0.7818214816980542
0.8605911173534533,0.8608954681902721,0.8610992478245094,0.8614942066843558,0.8618114845854831,0.861854332955488,0.8619765078508516,0.8620234623999501,0.8619959763227183,0.8621997752355114,0.8620523926938997,0.861709781762183,0.861139248861638,0.8604140222022718,0.859470781280113,0.793985082407705,0.8584889359954029
0.6856473214285719,0.6855729166666671,0.6855952380952384,0.6854389880952385,0.6852455357142859,0.6849553571428574,0.6848511904761907,0.6850297619047624,0.684761904761905,0.6847023809523815,0.684635416666667,0.6844568452380956,0.6843303571428574,0.6840029761904767,0.6835863095238098,0.6970758928571432,0.6832217261904766
0.8617710016608312,0.8614560889666937,0.8610466323278574,0.8606617234491426,0.8601780624382799,0.8595112050004492,0.8586445989316814,0.857897084567735,0.8572153582009155,0.856241443352186,0.8545386704372027,0.8521308858515128,0.8488475177304965,0.8440266181883473,0.8361114384145794,0.5123170841188617,0.8189204315917048
0.8098931675899921,0.80965110818708,0.8094648867545273,0.8092492278615955,0.809030378249812,0.8086728159246912,0.8082702314766237,0.8077210173268533,0.807298008801901,0.806734398873375,0.8060569288492185,0.8053062869507533,0.8044777573386778,0.8034517098456886,0.80249704405022,0.8116512846940622,0.801303500339076
0.8694968553459119,0.8690552656229092,0.8688478522681655,0.8684999330924661,0.8681653954235247,0.8678375485079619,0.8673892680315802,0.86693429680182,0.8665060885855745,0.8660845711227084,0.8657433427003879,0.8652214639368391,0.8645858423658503,0.864090726615817,0.8636023016191623,0.8577144386457917,0.863147330389402
0.5921511638886284,0.5918325120549995,0.5920028304694718,0.5923732164267513,0.5926387899901393,0.5923669219820897,0.5927737696030504,0.5919845287709741,0.5914991771171502,0.590202096049557,0.5895157856623061,0.5878744443916755,0.5854908108240747,0.5826042318006078,0.5795039790461733,0.556174217896442,0.5756016684120981
0.5938704486092867,0.5939784427312704,0.5942258232339145,0.5943761884951262,0.5944567728370104,0.5943685399017447,0.594019510142661,0.5936990499215095,0.5930066785992991,0.5922204537243818,0.5916012724970343,0.5902236668771333,0.5882688038392715,0.5861452450723874,0.5835206398534208,0.5791190513310107,0.5808270971985825
0.8276297814207655,0.8269808743169407,0.8267076502732245,0.8261270491803283,0.8249316939890714,0.8240437158469949,0.8226092896174868,0.8214480874316942,0.8208333333333339,0.819637978142077,0.8183401639344267,0.8175546448087435,0.8162568306010937,0.814890710382514,0.8135587431693991,0.8044740437158475,0.812397540983607
0.770453877070878,0.7686730059144551,0.766747268786287,0.7643411865939095,0.7616028929625658,0.758324347286216,0.7547335591644995,0.7509920959092632,0.7470738162925225,0.7427038743478328,0.7381037443678381,0.7325886714083969,0.7258972431896674,0.7171014461182108,0.7068784106133401,0.5935859592559924,0.6936716443921634
0.8706389452332647,0.8705544286680176,0.8703980730223112,0.8702543948613914,0.8699078769438798,0.8695275524002692,0.8692824543610534,0.8689190331304926,0.8686612576064899,0.8681457065584843,0.8676174780256921,0.8670385395537513,0.8664807302231227,0.8658891142663953,0.8650481744421895,0.8470545977011482,0.8642748478701814
0.7266373185047892,0.726579394501082,0.7264828544949034,0.7263631448872422,0.7262608124806925,0.7261391720729076,0.7260213932653699,0.7258746524559785,0.7256139944392965,0.7255116620327471,0.7253958140253329,0.7252510040160651,0.7250115848007422,0.724638940376893,0.7243763515600873,0.7040836422613539,0.7240365307383388
0.9959525995889636,0.9959475272202549,0.9959406474557996,0.9959307942338251,0.9959199498593441,0.9959092220910406,0.9958983777165602,0.9958856093401555,0.9958705088402062,0.9958521433672957,0.9958341860160047,0.995811068841372,0.9957874269389424,0.9957617444284118,0.9957330593088174,0.9806148935239849,0.9957079598291725
0.9474914965986391,0.9473686696900979,0.9472363945578228,0.9470568783068778,0.9468490173847312,0.9467072940287224,0.9464143990929704,0.9461687452758879,0.9458427815570669,0.9456396447467872,0.9452239229024941,0.9448034769463337,0.9442649281934994,0.9438066893424035,0.9431689342403623,0.892351662887377,0.9425547996976565
0.9961777777777778,0.9961422222222222,0.9961511111111111,0.9961333333333333,0.9961599999999999,0.9961599999999999,0.9961244444444444,0.9961066666666666,0.9960977777777777,0.9960444444444445,0.9960355555555556,0.9960266666666667,0.9960266666666666,0.9959911111111112,0.9959466666666666,0.9882844444444447,0.9959022222222222
0.948631176560016,0.9485921694603786,0.948543626089481,0.9484900498462316,0.9484324815315842,0.948381122239841,0.948323922745029,0.9482458905250398,0.9481729866352228,0.948117403042822,0.9480629152115567,0.9479787404924226,0.9479083981002724,0.9478323865898273,0.9477573171766864,0.9469980347130381,0.947649027694435
0.8295454545454545,0.8281144781144781,0.8281144781144781,0.8277777777777777,0.8281144781144781,0.8281144781144781,0.8281986531986532,0.826010101010101,0.8241582491582492,0.8223905723905724,0.8203703703703705,0.8167508417508418,0.8122895622895623,0.8020202020202019,0.7894781144781143,0.8202020202020202,0.7840067340067339
0.9970671356381124,0.9970666230026357,0.9970657254152611,0.9970645769443476,0.9970627729166908,0.9970604720557683,0.9970586340144652,0.9970584536769407,0.9970575205696502,0.997052461678392,0.9970372264009479,0.9970107103027315,0.9969697320426154,0.9969099534195346,0.9968261180488842,0.987284581085035,0.9967109604859863
0.9651851851851849,0.9652557319223986,0.9654188712522046,0.9655533509700176,0.9656073633156969,0.9656768077601411,0.9657495590828925,0.9658046737213403,0.965846560846561,0.9658763227513225,0.9658366402116403,0.9657506613756613,0.9656150793650793,0.9654089506172835,0.9650297619047622,0.9461155202821872,0.9640939153439152
0.9768411952702727,0.9767882366470579,0.9767359296673638,0.9766500762055844,0.9765936951124533,0.9765184696629859,0.9764171782851787,0.9763153537540126,0.9761893106866331,0.9760578744459696,0.9758795047389103,0.9756792879334975,0.9754489907896952,0.9751926323766325,0.9748835182292752,0.9695088654133822,0.9745333393721687
0.6266240179573513,0.6256610549943884,0.624628507295174,0.6246778900112234,0.6249472502805834,0.625169472502806,0.6236924803591468,0.6230415263748597,0.6234365881032546,0.6255196408529743,0.6239057239057237,0.6214455667789001,0.6148035914702581,0.6096498316498316,0.597425364758698,0.5658765432098766,0.5744758698092032
0.8876266811052491,0.8872442103847662,0.8872400943342281,0.8867370506776393,0.8862246303346234,0.8858472682303609,0.8856241734190214,0.8847392625883579,0.8841393644630636,0.883414964495835,0.8826090128695584,0.8819095382737029,0.8813450414689259,0.8807303319068639,0.8795871081233226,0.8720054516179145,0.8786367617957028
0.9119484710231405,0.9117016206588697,0.9114341260092474,0.9111419956302229,0.9108225814920856,0.910474996068393,0.9101002061001513,0.9096925372379802,0.9092531017190232,0.9087781085605751,0.9082692697671917,0.9077191925184424,0.9071326054388098,0.9065020041608237,0.9058269570459404,0.8337564247861504,0.9051069742571638
0.8879583071443501,0.8878465674977268,0.8877371557604079,0.8876207602951754,0.8875020369206383,0.8873745838862084,0.8872482948064309,0.8871342272505027,0.8869922247829193,0.8868682636124465,0.8867006541425114,0.8865929883371708,0.88643992830039,0.8862775566263904,0.8860971436552799,0.863320297041224,0.8859609609609576
0.9587974180371168,0.958664833183616,0.958521775047789,0.9583681095114626,0.9582033923252687,0.9580275101818011,0.9578402134689832,0.9576412683877967,0.957430947703763,0.9572088775649124,0.9569754253418118,0.956730682633074,0.9564744746360608,0.9562072765625012,0.9559290392942991,0.9029260046947948,0.9556401239158415
0.8898915187376726,0.8898422090729782,0.8891025641025639,0.8889053254437869,0.888412228796844,0.8881656804733727,0.8872287968441814,0.8858974358974357,0.8841222879684416,0.882593688362919,0.881360946745562,0.880128205128205,0.8787475345167651,0.8774161735700196,0.8755917159763311,0.8390532544378696,0.8724852071005915
0.9767896458772177,0.9768392418668548,0.9768715531280139,0.9768832962532692,0.9768750908862239,0.976785461400549,0.9765698929851376,0.9762392427349957,0.9757992366725025,0.9752412970292407,0.974578564360155,0.9738105852778426,0.972943965588214,0.9719931324617898,0.9709544255393561,0.9363911999840446,0.9698647083328171
0.9505598398978646,0.9507892966202564,0.9509186895088231,0.9511326190845872,0.9511653986163572,0.9512516605420688,0.9512447595880115,0.9508686575919107,0.9502993288822165,0.9494556872487611,0.9483342822145147,0.9465314079671499,0.9442765212290583,0.9407328813208413,0.9349792108759019,0.7320100753929225,0.9257164052930302
0.7817143889737647,0.7815878961115762,0.7814416900760596,0.7812790563961033,0.7809850015606258,0.7806350927340525,0.7802671134985953,0.779749642698733,0.7792206725477631,0.7785931365301527,0.7778653918814576,0.7769520148505903,0.7757199415175854,0.7743186634468481,0.7722947776518322,0.5105613326105163,0.7701772542835079
0.9838728766360326,0.9836326928432171,0.9833925090504015,0.983100111389583,0.9828007518796971,0.9823987050960714,0.9819914369256455,0.981500626566414,0.9810150375939828,0.9803258145363388,0.9796035226956259,0.9785401002506245,0.9770189362294605,0.9748990531885245,0.972190893901418,0.8432313422444978,0.9684993734335818
0.9999999595433119,0.9999999433606367,0.9999998543559231,0.9999997572598717,0.9999993446016536,0.999998535467893,0.9999983008191022,0.999998058078974,0.9999970142964225,0.999996634003555,0.9999964398114525,0.9999961242492856,0.9999959381485207,0.9999957115910676,0.9999952908415121,0.9523734725172657,0.999994546438452
0.9426604839878278,0.9424624450562719,0.9423465198280441,0.9421170844805096,0.9417524030333767,0.9414360237646714,0.9409554170893105,0.940460319760421,0.9399555619958454,0.9393348790030427,0.9385572139303483,0.9377288315703036,0.9367531275660532,0.9355310824518183,0.9339733371975072,0.8756291358740275,0.9323189875863399
0.9938066444651399,0.9937225655932785,0.993635264677936,0.993543848013621,0.9934439646657063,0.9933467624342648,0.9932441038956142,0.9931398460945059,0.9930303671718446,0.9929175721314397,0.9927988974496459,0.9926774240585508,0.9925526580682783,0.99242151854674,0.9922862397576637,0.9468427501669799,0.9921469157753126
0.9991199931432654,0.9990958912825191,0.9990660092273207,0.9990300596577596,0.9989875697900473,0.998937671016413,0.9988800381639252,0.9988124680751224,0.9987341969051583,0.9986439714510422,0.9985403966486255,0.9984229446859069,0.998289737376229,0.9981429669345564,0.9979813035932437,0.9815407002514609,0.9978054421236042
0.8858541028497118,0.8854920866982219,0.8850146198830356,0.8844286642532208,0.8837458228905547,0.8829626148705043,0.8820285667873338,0.8810347628330034,0.8799063631300423,0.8786317645966719,0.8771697762925785,0.8755018332869163,0.8737660122528493,0.8717261904761855,0.8694067344286593,0.7799608976144018,0.8669584841733915
0.9773621494975411,0.9773152769402673,0.9772791274778414,0.9772313538730301,0.9771736516310376,0.9771293134406532,0.9770918986356781,0.9770424505240078,0.9769914235511263,0.9769300892425633,0.9768766983373477,0.9768241358148727,0.976773383297256,0.9767104017109041,0.9766449944716455,0.9721064495995951,0.9765740960434385
0.883535989649347,0.8835841782847502,0.8836125633713579,0.8836442490494315,0.8835584336713158,0.8834330111956081,0.883339274397974,0.8830276985635842,0.8826817965779484,0.8821636037177882,0.8815305502746109,0.8807337874947208,0.879785197507395,0.8787111850443617,0.8773222961554726,0.8119712452471498,0.8758218472750333
0.9770605126069065,0.9769621346342343,0.9768695677315693,0.9767682030683258,0.976677076416738,0.9765671760448759,0.976447688017771,0.9763190043345652,0.9761878123236527,0.9760320099620216,0.9758933265824035,0.9757519144568655,0.9755881817138234,0.9753995159254557,0.9752252080785216,0.9543683540911653,0.9750270357101596
0.999395269467096,0.9993910390823797,0.9993870629022609,0.9993828333630883,0.9993781295616017,0.9993735619252788,0.9993680977380889,0.9993623322863442,0.9993558861937413,0.9993491647560755,0.9993418516948154,0.9993337089783682,0.999324414305282,0.9993141020806339,0.9993019162294074,0.9979082346725716,0.9992856812195475
0.8585461985137055,0.8585243854740211,0.8584912898276027,0.8584514246171447,0.8583837289767438,0.8583363420284632,0.8582949724704405,0.8582423203056844,0.8581723681439368,0.8581482985829055,0.8581189638053984,0.8580520203387803,0.8579986160002416,0.8579391942714454,0.8578271203778929,0.8634405933146805,0.8577263290910742
0.9886537592681717,0.9886330940585099,0.9886106997828652,0.988590964266798,0.9885715637399851,0.9885468844180748,0.9885220687512651,0.9885013152154628,0.9884795514927521,0.9884543432927139,0.9884282891153411,0.9884023536591603,0.9883786963311988,0.9883560686322819,0.9883296297327305,0.9580793420031993,0.9883050614372164
0.9504756468797573,0.9502283105022842,0.9498477929984787,0.949429223744293,0.94920091324201,0.9485920852359219,0.948021308980214,0.947298325722984,0.9463660578386613,0.9447298325722994,0.9432648401826492,0.9412290715372914,0.9389649923896509,0.9363013698630146,0.9333333333333338,0.8551560121765608,0.9289003044140037
0.9994243534633237,0.9994236199372656,0.9994227670154486,0.9994222535325754,0.9994214659677764,0.999420479360333,0.9994193275656694,0.9994181564144948,0.9994169239791189,0.9994156331921619,0.9994142584568171,0.9994127084086426,0.999412486159039,0.9994109358064617,0.9994090753551857,0.9984424026749197,0.9994065930853726
0.8292776119402998,0.8290328358208969,0.8288955223880609,0.8286786069651754,0.8284656716417921,0.8281681592039815,0.8279432835820907,0.8276029850746282,0.8273472636815932,0.8270049751243795,0.8265930348258718,0.8262000000000014,0.8257572139303494,0.8253064676616929,0.8248885572139314,0.825226865671643,0.8244069651741306
0.8994008446545272,0.8996756244301255,0.8997314673869504,0.8995050911990358,0.8989221260190983,0.8986279132760314,0.8986009932511575,0.8989666907015519,0.8986371886433262,0.8980837186545045,0.8973810320884792,0.8969609223291712,0.8964093360267664,0.8960398473594057,0.8954283169094952,0.8785514165321863,0.8946942037776736
0.7521384778012686,0.7518127789523138,0.7514923655156215,0.751022081277895,0.7510863284002819,0.7509986492835329,0.7508579398637537,0.7504109701667843,0.7503568827813013,0.7492530537937514,0.7482623913554147,0.7466701315480385,0.7448676297862344,0.7432508809020437,0.7413433756166314,0.7354233615221989,0.7402374324641765
0.7552333897986071,0.7541398456615845,0.7538424618859401,0.7529917184265009,0.7526792772444945,0.7514991530208921,0.7505298324863542,0.7493205345379258,0.7484782608695651,0.7473630717108976,0.7461537737624694,0.7447421419160546,0.7430547713156409,0.7408469791078485,0.7386928289102201,0.7404498400150572,0.7367786561264822
0.7696969696969695,0.7694805194805192,0.7692640692640692,0.7686147186147186,0.7672077922077922,0.7664502164502165,0.763852813852814,0.7632034632034634,0.762878787878788,0.7624458874458875,0.7621212121212121,0.7615800865800865,0.761038961038961,0.7603896103896104,0.760064935064935,0.7463203463203463,0.7599567099567099
0.7531147733626729,0.7537568399769311,0.7540971931828078,0.7546167185951532,0.7557777507861564,0.7566680033343007,0.7569430530212932,0.757064705981103,0.7574699639084546,0.7576134547611942,0.7574719568826824,0.7570978431339632,0.7565042811724805,0.7557001739288433,0.7552375367770339,0.7471444834405008,0.7545000727583719
0.4025641025641031,0.40153846153846207,0.4006706114398428,0.3999211045364896,0.40011834319526673,0.4001380670611445,0.39927021696252507,0.3985404339250496,0.3985996055226829,0.39917159763313664,0.399684418145957,0.40061143984220954,0.40171597633136147,0.40284023668639113,0.4039842209072982,0.41684418145956653,0.40504930966469477
0.9944076704545455,0.9944126683501684,0.9944289772727274,0.9944320812289563,0.9944475484006734,0.9944489162457917,0.9944453388047136,0.994439551767677,0.994429555976431,0.9944207702020201,0.9943903619528623,0.9943572180134681,0.9942999789562291,0.9942139625420876,0.994074652777778,0.9920674978956229,0.9938197074915825
0.9780732323232325,0.9782219591750843,0.9783551662457912,0.9784944760101008,0.978619370791246,0.9787326914983165,0.978841487794613,0.9789507575757577,0.9790320917508416,0.9790911721380472,0.9791287352693602,0.9791527251683502,0.9791554608585856,0.9791246317340067,0.9790433501683502,0.9708125000000002,0.9788548505892257
0.9902232967631369,0.9902215042722541,0.9902211884204036,0.9902227182674538,0.9902198183305936,0.9902191332856882,0.9902150202859334,0.9902147048336425,0.9902051065467457,0.9901863317080905,0.9901555315910378,0.9901024221312584,0.9900200943442222,0.98991630048496,0.9897808088314479,0.9847312386837734,0.9895803409983198
0.4226258309591645,0.42182897349564025,0.42137226970560315,0.42152637485970834,0.4227972027972029,0.42289950789950803,0.4222109988776657,0.4221147371147372,0.4237511870845205,0.42379176379176386,0.42543209876543214,0.4263554346887681,0.4267365967365968,0.42696020029353376,0.42806095139428485,0.4604122420789088,0.42758007424674105
0.7881029456028613,0.7885094510428547,0.7891845829430839,0.7896565949155999,0.7901668396343308,0.7905773076037403,0.7911731597980987,0.7916372710772329,0.7918819195473604,0.7921728776904406,0.7923245695500166,0.7922333029136636,0.7920785602649892,0.7917540392752469,0.790981318361881,0.7703749502528258,0.7901798130288149
0.9776282010822003,0.9775066215180087,0.9773627461981341,0.9771950361407515,0.9769928256173886,0.9767454196783992,0.9764482890418298,0.9760986869173334,0.975707649168252,0.9752928156432278,0.9748598649903877,0.9744137063669468,0.9739191867007072,0.9732480250382641,0.9721306365696403,0.818467304623341,0.9703121834372866
0.9921587301587302,0.9920816326530614,0.9920498866213152,0.9920136054421769,0.9919183673469388,0.9918639455782312,0.9918185941043084,0.991750566893424,0.9916507936507934,0.9915963718820859,0.9915646258503401,0.991537414965986,0.9914285714285712,0.9913514739229022,0.9912380952380951,0.9775464852607708,0.991156462585034
