CAWPE-S,SVML,Logistic,MLP1,NN,C4.5
-3.0775966802071033,-3.5061034939693254,-4.229245841841137,-5.297227550270163,-3.793866174563957,-3.362255241408888
-0.3674119660989331,-0.7378847659937476,-0.7373077970166194,-0.6954858879243271,-2.827690350509636,-0.5990760494749326
-0.2241116725703439,-0.2994455088667045,-0.4999611191942543,-0.28508989605088103,-0.4057348278732819,-0.5560182964932072
-0.381826729332397,-0.5468182423518082,-1.1556438808602456,-0.4695214937868508,-0.9568712110677495,-1.791223177946507
-0.40968970787446046,-0.4903616009743104,-0.9128417029005311,-0.6277104365416972,-1.3332239771684944,-0.7500566193781775
-0.26960341657104153,-0.40609675907353737,-0.33342214550929944,-0.41447974069163046,-0.9460270003718528,-0.4397996290355682
-0.8849020796580999,-0.9396630436142601,-1.145464654418756,-2.028757112933445,-0.9524029237977208,-1.1978121604109992
-0.5626751945624302,-0.5254729223012878,-1.8902705900441925,-1.0491588010058894,-0.7369837994387264,-1.1130072256112191
-0.9194068355153004,-0.9219970460624441,-0.9379713705185019,-2.084908518245729,-0.9309394199345522,-1.5206238116825903
-0.7219323362932896,-0.719155558047581,-0.7218623379367924,-2.157014379652677,-0.9294354273345703,-1.2804400509620681
-0.5984721861612824,-0.6008141233225907,-0.6726173663824746,-1.4039586380938696,-0.684969136818905,-1.1505023610247713
-0.1513825608294005,-0.32331609628722713,-0.25643648826119353,-0.2719326075237009,-0.45099962095057106,-0.29192370792344785
-0.38711204124321497,-0.5058419743219794,-0.5664629223299805,-0.7920324882328555,-0.6726027360458257,-0.9201427043787073
-0.044051860743515,-0.16134639864328035,-0.15335895324092735,-0.035142269115093105,-0.014627645100468444,-0.00547409384028923
-0.6621303085976347,-0.9783249705144434,-0.8998319242225807,-1.0974901940961928,-1.6676642952893197,-1.4837450514851072
-0.9460644667326428,-1.1266833641473377,-1.2585549013241895,-2.2716901834446657,-2.3544272898674308,-1.6114815489036554
-0.12010179264667833,-0.11831894505592172,-2.0093374590322823,-0.06128117828913967,-0.208261741803181,-0.775560073452707
-1.5100988628484902,-1.4996436019869936,-1.5432543279888327,-1.9124114816765057,-2.306577789450293,-2.128400577593518
-0.09937148521396354,-0.1506890821941769,-0.17285888588418502,-0.22356142821599287,-0.5899350754789499,-0.04067482305569935
-0.06462213035339917,-0.11225336859914985,-0.14386689198404792,-0.1408801476465928,-0.011690813053987002,-0.38040252694620047
-0.7180251980262399,-0.7667808804166417,-0.7560552836475641,-0.7192625655463657,-0.7010399708276401,-0.7227965456880042
-1.098936342199178,-2.654416557147085,-2.1896426165490483,-1.1306958164145757,-1.135048270066376,-2.6560000000000006
-0.11729576150701947,-0.08713268983790695,-0.08806749465605097,-0.22095601460896888,-0.14518265839442798,-0.9623049186107793
-0.47251329205661474,-0.6061003464080531,-0.4569902430593245,-0.5316993707065397,-0.7328831603040818,-0.8006331531303097
-0.528731181873089,-0.7510516657087503,-0.5623293121659007,-0.5905894157332625,-0.9400244902860607,-0.887902654295537
-0.26855348580448557,-1.0438958299136007,-1.0005099146751408,-1.0409462783530958,-1.6406019292530836,-0.05501629442561607
-0.45283319566362745,-0.45253209365067126,-0.45463712011615404,-1.2052346735332868,-0.5260187141807756,-1.3217046197969524
-0.4718198783532273,-0.46140496247663215,-0.45592616668667024,-1.2390389675673532,-0.6348405559688609,-1.483860242880604
-0.1187782945914403,-0.1333704520097079,-0.3054395866120728,-0.10275031083885719,-0.2920377319324074,-0.5555087750504634
-1.3531023426969204,-1.423755206666113,-1.4367029673624183,-1.6728737550225956,-2.1115100753771854,-2.3035865780420695
-1.42058489752823,-1.6222519191584837,-1.6058258614124656,-1.674999118338093,-4.755600591776257,-2.51393366998329
-1.526223886471961,-1.5610280703736386,-1.6141476680937108,-1.9355441402155111,-1.9164101182501863,-2.400660087988372
-0.29580834862404576,-0.3455804550889397,-0.5990533996612711,-0.3651982196302462,-0.4369319711645359,-0.42771475316332846
