CAWPE-S,SMLR-S,WMV-S,SMM5-S,NBC-S,ES-S,MV-S,RC-S,SMLRE-S,PB-S
0.6506858054226474,0.6620893141945774,0.6579425837320577,0.6617543859649122,0.6579585326953747,0.6572567783094099,0.6559170653907496,0.657097288676236,0.6605422647527911,0.63244019138756
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8573376463844077,0.8605301231130402,0.8519026560751235,0.8606788960773071,0.8498826194960826,0.853423143067726,0.8519026560751235,0.849757049654683,0.8611552425408784,0.8428343297027271
0.9227407407407408,0.9287407407407404,0.9134814814814814,0.9291851851851851,0.9191851851851852,0.9199259259259259,0.9134814814814817,0.9068148148148147,0.9243703703703704,0.8522222222222222
0.6884057971014492,0.6666666666666666,0.6817391304347826,0.6753623188405796,0.6936231884057971,0.6707246376811595,0.6695652173913044,0.6597101449275361,0.6275362318840579,0.5742028985507247
0.7746666666666666,0.641,0.77,0.6793333333333335,0.7313333333333333,0.7680000000000001,0.7699999999999999,0.7363333333333333,0.5416666666666666,0.7306666666666666
0.9020234291799785,0.906496272630458,0.9045793397231097,0.9139510117145898,0.9087326943556974,0.9046858359957402,0.9070287539936103,0.8974440894568689,0.914589989350373,0.9045793397231098
0.6333333333333334,0.5296296296296296,0.6185185185185186,0.4851851851851851,0.45555555555555566,0.6074074074074074,0.6148148148148149,0.6111111111111112,0.5444444444444444,0.6037037037037039
0.8934394810555804,0.8951643815420904,0.8930856553147575,0.8937048503611972,0.8943977591036412,0.8934837092731829,0.8930856553147575,0.8891051157305027,0.8934247383163793,0.8929382279227478
0.7798573975044564,0.7799465240641711,0.7819073083778966,0.7781639928698753,0.7849376114081997,0.7819964349376114,0.7819073083778966,0.7674688057040998,0.7803030303030302,0.7676470588235295
0.7118055555555554,0.7064814814814817,0.7180555555555554,0.7092592592592593,0.701851851851852,0.7171296296296297,0.7180555555555554,0.7226851851851851,0.7018518518518518,0.7064814814814814
0.963238095238095,0.964190476190476,0.9635238095238097,0.9651428571428569,0.9635238095238097,0.9635238095238099,0.9635238095238097,0.9635238095238097,0.9653333333333333,0.9644761904761905
0.9704093567251462,0.9701754385964911,0.9719298245614035,0.9667836257309943,0.9719298245614034,0.9726315789473683,0.9719298245614035,0.9719298245614035,0.9673684210526318,0.9736842105263157
0.7826666666666667,0.76,0.7863333333333334,0.7606666666666667,0.7743333333333332,0.7736666666666666,0.7863333333333334,0.7830000000000001,0.7593333333333334,0.7609999999999999
0.6913580246913579,0.6283950617283952,0.6851851851851852,0.6296296296296297,0.6672839506172838,0.6759259259259258,0.6864197530864197,0.6901234567901233,0.6074074074074075,0.654320987654321
0.9616570327552988,0.9609248554913293,0.9409633911368015,0.9621194605009633,0.9559922928709054,0.9488631984585745,0.9340269749518305,0.9364932562620425,0.9618882466281312,0.8415799614643545
0.9254699248120305,0.9284147869674189,0.9175125313283209,0.9259398496240602,0.9197681704260653,0.9159461152882209,0.9166353383458649,0.9170426065162908,0.92640977443609,0.8912593984962407
0.8451532207629768,0.8532207629768606,0.8346466541588492,0.8412132582864289,0.8436210131332083,0.8296122576610383,0.8328642901813633,0.8316135084427765,0.845497185741088,0.788774233896185
0.7441823451159258,0.7874881223869252,0.6974249334853669,0.7790336374002282,0.7282758456860509,0.6722990307867731,0.5503753325731661,0.60000475104523,0.7889609464082099,0.28493681109844166
0.9895768188451114,0.9902230560767146,0.986554096310194,0.9902855951636439,0.9892015843235359,0.9892432770481554,0.986554096310194,0.986554096310194,0.9903272878882635,0.9530956848030018
0.6111620795107033,0.6042813455657491,0.6146788990825688,0.5999999999999998,0.6015290519877676,0.6114678899082567,0.6146788990825688,0.6134556574923546,0.596177370030581,0.5932721712538227
0.8136507936507941,0.8149206349206354,0.7923809523809526,0.8050793650793655,0.8050793650793654,0.8044444444444447,0.7923809523809526,0.7923809523809526,0.7698412698412701,0.7561904761904764
0.9758922558922561,0.9864646464646466,0.9387878787878791,0.9808080808080809,0.9515824915824916,0.955016835016835,0.9245791245791243,0.9383838383838383,0.9745454545454546,0.74996632996633
0.8330738032505403,0.8545506577064643,0.806986589301045,0.8552118179934277,0.8461420803852491,0.8369894510396004,0.806986589301045,0.7543582304587664,0.8550184039393312,0.753752331330116
0.5417795844625114,0.5343721770551039,0.5345980126467932,0.5353206865401988,0.5364950316169829,0.5251580849141825,0.5345076784101174,0.5326558265582657,0.5330623306233062,0.5051490514905148
0.861271676300578,0.8583815028901735,0.8610789980732175,0.8584778420038536,0.8610789980732175,0.8575144508670518,0.8610789980732175,0.8610789980732175,0.8590558766859343,0.8539499036608864
0.7485677083333333,0.7352864583333333,0.739453125,0.7294270833333333,0.7381510416666667,0.7361979166666667,0.739453125,0.7298177083333334,0.725,0.7123697916666667
0.9733695652173915,0.9693840579710142,0.9728260869565221,0.9690217391304348,0.9731884057971018,0.9708333333333335,0.9746376811594205,0.9739130434782611,0.964673913043478,0.9704710144927534
0.8090909090909091,0.8106060606060607,0.8166666666666667,0.8156565656565655,0.8035353535353535,0.8176767676767677,0.8166666666666667,0.8252525252525252,0.8176767676767678,0.82020202020202
0.8560784313725489,0.8150980392156864,0.8568627450980394,0.8368627450980392,0.852549019607843,0.8519607843137255,0.8574509803921568,0.8566666666666668,0.8103921568627452,0.8488235294117648
0.9075324675324676,0.9524675324675322,0.8953246753246753,0.9496103896103895,0.907012987012987,0.9123809523809523,0.8942857142857144,0.9001731601731602,0.9522943722943722,0.8593939393939394
0.9067532467532465,0.9057142857142856,0.903030303030303,0.9054545454545451,0.9015584415584417,0.9033766233766234,0.903030303030303,0.903030303030303,0.9075324675324674,0.8574025974025975
0.8566666666666666,0.8626666666666665,0.8466666666666666,0.8593333333333332,0.8473333333333334,0.8586666666666667,0.8466666666666666,0.8813333333333332,0.8473333333333332,0.8160000000000001
0.552721088435374,0.5074829931972789,0.49897959183673474,0.507142857142857,0.4993197278911564,0.5091836734693878,0.4880952380952381,0.5020408163265305,0.4479591836734695,0.42074829931972785
0.6969418960244648,0.6541284403669726,0.6847094801223242,0.6507645259938839,0.6779816513761469,0.6856269113149848,0.6862385321100918,0.681651376146789,0.5972477064220183,0.596330275229358
0.7402597402597403,0.7313852813852812,0.7391774891774893,0.7274891774891774,0.7329004329004329,0.7376623376623376,0.7391774891774893,0.7346320346320343,0.7257575757575757,0.7402597402597404
0.731687242798354,0.7411522633744856,0.6790123456790124,0.740329218106996,0.7222222222222222,0.6864197530864197,0.6127572016460906,0.6773662551440328,0.7358024691358024,0.37572016460905355
0.5668845315904139,0.5790849673202614,0.5723311546840957,0.5694989106753812,0.5745098039215686,0.5675381263616557,0.5758169934640522,0.5627450980392156,0.5533769063180827,0.5721132897603485
0.8253968253968254,0.8145124716553287,0.8258503401360545,0.8095238095238095,0.822675736961451,0.8183673469387753,0.8258503401360545,0.8258503401360545,0.8068027210884355,0.8219954648526078
0.3381720430107527,0.32419354838709674,0.34731182795698934,0.3349462365591398,0.33870967741935487,0.3397849462365591,0.34946236559139776,0.36666666666666664,0.33010752688172035,0.3150537634408603
