CAWPE-S,SMLR-S,WMV-S,SMM5-S,NBC-S,ES-S,MV-S,RC-S,SMLRE-S,PB-S
0.3297029702970298,0.30000000000000004,0.333993399339934,0.3046204620462047,0.29669966996699676,0.33531353135313535,0.33333333333333337,0.3326732673267327,0.28316831683168325,0.31023102310231027
0.8034188034188035,0.7901709401709403,0.8004273504273505,0.7867521367521367,0.7995726495726496,0.7940170940170942,0.8004273504273505,0.8004273504273505,0.7803418803418803,0.7961538461538462
0.6444444444444444,0.6646314631463146,0.6117711771177119,0.6731573157315733,0.6506600660066006,0.6475797579757976,0.6117711771177119,0.6048954895489549,0.6596259625962595,0.5497249724972498
0.8250000000000001,0.8335144927536232,0.8210144927536234,0.8326086956521742,0.8211956521739131,0.823913043478261,0.8210144927536234,0.8210144927536234,0.8286231884057972,0.819746376811594
0.7077625570776257,0.7139269406392695,0.7136986301369864,0.7098173515981737,0.7135844748858449,0.7119863013698632,0.7136986301369864,0.7103881278538814,0.6982876712328767,0.7073059360730595
0.9559018759018759,0.9555844155844153,0.9514574314574314,0.9491197691197695,0.9509668109668108,0.9500144300144299,0.9487734487734485,0.94987012987013,0.954025974025974,0.8588167388167388
0.8967803030303031,0.8988636363636364,0.8975378787878784,0.9051136363636364,0.9136363636363638,0.8965909090909091,0.8975378787878784,0.8977272727272724,0.8977272727272728,0.8731060606060607
0.9528888888888891,0.942666666666667,0.9546666666666668,0.949777777777778,0.9546666666666668,0.9515555555555557,0.9546666666666668,0.9546666666666668,0.9368888888888891,0.9528888888888889
0.7187830687830686,0.7117724867724867,0.7185185185185184,0.7087301587301589,0.7173941798941799,0.7208994708994709,0.7178571428571429,0.7176587301587302,0.7001984126984127,0.718584656084656
0.7743589743589746,0.6076923076923076,0.7743589743589745,0.6846153846153847,0.6666666666666667,0.7743589743589746,0.776923076923077,0.7333333333333336,0.6461538461538461,0.7717948717948722
0.943019886079744,0.9442490256820225,0.9079744179074647,0.937253922254422,0.9100096599047333,0.9006062422970588,0.8894007528063691,0.9031477965424204,0.9445088438093333,0.8137470437360516
0.8055555555555558,0.7690740740740742,0.7927777777777778,0.7103703703703703,0.7853703703703706,0.7840740740740741,0.7872222222222223,0.7818518518518519,0.5381481481481482,0.6888888888888888
0.8951310861423222,0.8764044943820225,0.8905118601747815,0.8872659176029962,0.8832709113607989,0.894007490636704,0.8858926342072407,0.8820224719101121,0.8742821473158551,0.8868913857677903
0.48235294117647054,0.4156862745098041,0.47058823529411764,0.47058823529411775,0.5019607843137254,0.47843137254901963,0.4607843137254902,0.4627450980392157,0.41764705882352954,0.4823529411764706
0.8151111111111112,0.7666666666666664,0.8177777777777775,0.784,0.8124444444444444,0.8155555555555554,0.8168888888888886,0.8062222222222221,0.7573333333333335,0.8115555555555556
0.8560532772520156,0.863796004206099,0.8419803715387311,0.8625131440588855,0.8573396424815983,0.855986680686996,0.8419803715387311,0.843329828250964,0.8628110760602874,0.791104100946372
0.8290367290367289,0.8322938322938322,0.8227304227304229,0.8300762300762301,0.8227304227304229,0.8287595287595286,0.8227304227304229,0.8227304227304229,0.8297297297297297,0.8099792099792098
0.8985146002798581,0.9094418731003234,0.8883356654826524,0.909572575974249,0.8927324076494497,0.8940942803397249,0.8883356654826524,0.8883356654826524,0.9092194219345051,0.8491442805960052
0.7820987654320988,0.7728395061728396,0.7814814814814814,0.7691358024691356,0.7833333333333332,0.7839506172839508,0.7814814814814814,0.7808641975308641,0.7623456790123455,0.7543209876543211
0.8915413533834585,0.914640768588137,0.8598788638262321,0.918859649122807,0.8637426900584796,0.8605680868838763,0.8583333333333332,0.8593776106934004,0.9155179615705932,0.8311821219715957
0.938968824940048,0.9514388489208634,0.7768585131894483,0.9474820143884892,0.8743405275779376,0.8598321342925658,0.7768585131894483,0.786450839328537,0.9501199040767386,0.6574340527577935
0.7335548172757476,0.7394241417497232,0.6723145071982282,0.7397563676633445,0.7321151716500552,0.7078626799557031,0.6723145071982282,0.6580287929125137,0.7344407530454042,0.6570321151716498
0.9643802647412751,0.9711191335740069,0.903850782190132,0.9679903730445244,0.9604091456077012,0.9541516245487361,0.903850782190132,0.903850782190132,0.9703971119133572,0.7683513838748497
0.9997209913014935,0.9999671754472346,0.9997209913014935,0.9999261447562777,0.9999589693090432,0.9999671754472346,0.9997209913014935,0.9997209913014935,0.9999753815854259,0.9554570818972595
0.8868898186889821,0.8949790794979083,0.8799163179916322,0.8874476987447704,0.8806136680613671,0.8843793584379362,0.8799163179916322,0.8799163179916322,0.8761506276150631,0.812133891213389
0.9771515151515152,0.989969696969697,0.9708080808080807,0.9895959595959596,0.9814343434343434,0.9830202020202023,0.9708080808080807,0.9708080808080807,0.9897979797979798,0.9453030303030303
0.9762808641975307,0.9882561728395062,0.9552109053497944,0.9905915637860082,0.9772839506172838,0.9690277777777779,0.955164609053498,0.9538991769547327,0.9889506172839507,0.906394032921811
0.8220052083333333,0.8281901041666667,0.8107421875,0.8245442708333334,0.8131510416666666,0.8162109375,0.8107421875,0.8141927083333333,0.82421875,0.7545572916666666
0.9214192708333333,0.9167317708333333,0.9194010416666667,0.9146484375,0.9180338541666667,0.9169270833333333,0.9188802083333333,0.91953125,0.911328125,0.91171875
0.8189642596644788,0.8206418672501824,0.809700948212983,0.8202042304886945,0.810138584974471,0.8073668854850473,0.809700948212983,0.809700948212983,0.8177972283005105,0.7516411378555801
0.9293216630196937,0.9265499635302697,0.9250911743253097,0.9228300510576222,0.9251641137855579,0.9255288110867979,0.9248723559445661,0.9248723559445656,0.923778264040846,0.8986870897155362
0.9844895055140517,0.9865646863512392,0.9840863275228269,0.9834104114787148,0.9839203130558523,0.9840507529941894,0.9832918297165896,0.9838965967034267,0.9827226372583897,0.9784774101743154
0.9681901759915944,0.9697136853165221,0.9688205936432888,0.9689256632519041,0.9629366955608087,0.9689519306540583,0.9688205936432888,0.9706067769897555,0.9688205936432885,0.9637509850275804
0.9674093011930851,0.9708181154127098,0.9665570976381787,0.9694424153883614,0.9675432188945703,0.9670684197711226,0.966033601168736,0.9640613586559533,0.9698685171658146,0.9491843194545897
0.9037414965986393,0.9153061224489796,0.8884353741496597,0.9112244897959183,0.898639455782313,0.9047619047619047,0.8884353741496597,0.8962585034013606,0.9037414965986394,0.8340136054421767
0.9894405043341212,0.9918409407771108,0.9881311753652182,0.9905013032672607,0.9879614475359157,0.9873734618415472,0.9869612656846698,0.9871431169303508,0.8341759107716555,0.9749227132205857
0.7671874999999998,0.7655381944444444,0.7690972222222221,0.7652777777777777,0.7659722222222222,0.7659722222222222,0.7690972222222221,0.7652777777777777,0.76015625,0.7661458333333333
0.8265432098765431,0.8154320987654319,0.8320987654320986,0.829012345679012,0.8253086419753084,0.8296296296296295,0.829012345679012,0.8469135802469132,0.7938271604938271,0.824074074074074
0.6490566037735847,0.6213836477987421,0.6534591194968553,0.6371069182389937,0.649685534591195,0.6509433962264151,0.6534591194968553,0.6635220125786163,0.6081761006289308,0.6452830188679246
0.6804347826086955,0.6608695652173913,0.6869565217391302,0.6644927536231882,0.6724637681159418,0.6760869565217392,0.6847826086956519,0.6797101449275363,0.6260869565217391,0.6869565217391306
0.8633986928104579,0.8450980392156867,0.8614379084967324,0.8437908496732031,0.8496732026143794,0.8581699346405232,0.8614379084967324,0.8575163398692814,0.8379084967320265,0.8575163398692813
0.5438271604938272,0.4703703703703705,0.548148148148148,0.5012345679012346,0.5339506172839505,0.5339506172839505,0.541358024691358,0.5549382716049381,0.46604938271604934,0.5271604938271605
0.7080586080586081,0.7062271062271062,0.7124542124542124,0.7076923076923076,0.7095238095238094,0.7087912087912087,0.7124542124542124,0.7142857142857142,0.6912087912087913,0.7069597069597069
0.8121666666666666,0.7457916666666667,0.8104166666666668,0.73875,0.8000000000000002,0.8011666666666666,0.8029583333333332,0.8027916666666665,0.6537083333333332,0.7226666666666667
0.6276666666666666,0.5697499999999999,0.6392499999999999,0.5054583333333332,0.6184999999999998,0.6057083333333335,0.627625,0.6109166666666668,0.13933333333333336,0.5115833333333332
0.8125833333333335,0.7410000000000001,0.8115833333333334,0.7109166666666665,0.8065833333333331,0.8001666666666666,0.8099583333333336,0.80475,0.455625,0.7232916666666668
0.6822222222222223,0.6844444444444445,0.6874074074074075,0.6874074074074074,0.6881481481481482,0.6881481481481482,0.6881481481481482,0.711111111111111,0.6370370370370371,0.6540740740740741
0.43293413173652706,0.38762475049900197,0.4361277445109782,0.382634730538922,0.4291417165668664,0.43353293413173666,0.4373253493013973,0.44091816367265474,0.3586826347305388,0.398003992015968
0.9155765765765764,0.9215585585585586,0.8692072072072071,0.9338198198198199,0.9218558558558557,0.9066216216216215,0.8692072072072071,0.8692072072072071,0.928972972972973,0.7628558558558559
0.9492063492063493,0.9342857142857144,0.9422222222222223,0.9384126984126985,0.942857142857143,0.9409523809523811,0.9425396825396827,0.9422222222222223,0.9171428571428574,0.9279365079365081
0.9285416666666664,0.9288750000000001,0.9279166666666667,0.9221666666666668,0.9277916666666661,0.9245416666666668,0.9233749999999997,0.9253750000000002,0.9263333333333335,0.9246666666666669
0.9199222546161321,0.8915451895043734,0.9184645286686102,0.9030126336248786,0.9185617103984448,0.9131195335276965,0.9183673469387755,0.9185617103984451,0.8833819241982509,0.9020408163265308
0.9353179776908592,0.9393886715920616,0.9308996088657105,0.9372591626828914,0.9311024192380126,0.9307257714037377,0.9308996088657105,0.9308996088657105,0.9400550485296246,0.9061712299000436
0.6932330827067668,0.6922305764411028,0.7020050125313283,0.6907268170426063,0.6994987468671681,0.6957393483709272,0.7020050125313283,0.700501253132832,0.6802005012531329,0.7060150375939851
0.8499999999999999,0.8497512437810947,0.8490049751243779,0.8512437810945275,0.8472636815920396,0.8485074626865671,0.8490049751243779,0.8534825870646766,0.8457711442786071,0.8440298507462688
0.6678260869565218,0.6752657004830919,0.6734299516908213,0.6743961352657005,0.6690821256038648,0.6732367149758456,0.6734299516908213,0.6783574879227056,0.6632850241545895,0.675072463768116
0.7525333333333334,0.7551333333333333,0.7620000000000002,0.7558000000000001,0.7627333333333333,0.7617999999999999,0.7620000000000002,0.7453333333333333,0.7514000000000001,0.7617333333333333
0.8185185185185184,0.8251851851851851,0.8219753086419754,0.8244444444444444,0.8217283950617286,0.8187654320987653,0.8219753086419754,0.8219753086419754,0.8182716049382714,0.8266666666666667
0.9693217893217891,0.9682539682539684,0.9666955266955266,0.9633766233766236,0.9666378066378065,0.9631168831168828,0.9656277056277057,0.9658008658008657,0.9673015873015874,0.9189033189033189
0.9027027027027027,0.9076421248835042,0.8956197576887232,0.9041006523765146,0.8960028994511755,0.9001035518276898,0.8940975458216837,0.893921507714611,0.9077663870767317,0.8595526561043803
0.9982219617037905,0.9994724501758501,0.998175987862906,0.9994287750270097,0.9991885617083882,0.9990782244902651,0.9979702549249476,0.9977794634852767,0.9991736202101004,0.966283934441303
0.803694968553459,0.802672955974843,0.7870283018867924,0.7994496855345913,0.7976415094339622,0.7926100628930818,0.7842767295597484,0.7812106918238992,0.8013364779874211,0.7104559748427672
0.7446159122085049,0.7474965706447191,0.7372770919067215,0.7388888888888888,0.7387860082304528,0.7282578875171468,0.7363511659807954,0.734705075445816,0.7248285322359397,0.7032921810699589
0.9896666666666664,0.9902222222222221,0.990111111111111,0.9858888888888891,0.9894444444444443,0.9891111111111112,0.9866666666666666,0.9899999999999999,0.9871111111111109,0.9797777777777777
0.5293859649122807,0.49429824561403524,0.5241228070175439,0.49429824561403496,0.5166666666666668,0.5166666666666666,0.5232456140350877,0.5254385964912281,0.4868421052631579,0.5289473684210527
0.96925,0.9932222222222221,0.9661759259259263,0.9934722222222222,0.9887314814814815,0.9756018518518519,0.9660277777777779,0.963212962962963,0.9931574074074073,0.965111111111111
0.9846207376478772,0.9990257480862911,0.9846207376478772,0.9990953375086988,0.9855254001391786,0.988865692414753,0.9846207376478772,0.9846207376478772,0.9990257480862911,0.9838552540013914
0.7820466242809568,0.7864971238268242,0.7808961550105964,0.7862246442627915,0.7824099303663339,0.7824704813805633,0.7808961550105964,0.7805631244323342,0.7849833484710869,0.7758401453224338
0.6611111111111113,0.40555555555555567,0.6777777777777778,0.45555555555555555,0.5055555555555556,0.6833333333333333,0.7222222222222221,0.6833333333333335,0.39444444444444454,0.7055555555555556
0.9762676754030442,0.9774745564261912,0.9772313789066019,0.9773574709537962,0.9772313789066019,0.9775015761505901,0.9772313789066019,0.9772313789066019,0.9772403854814016,0.9775376024497883
0.8511827956989249,0.852688172043011,0.8483870967741933,0.849462365591398,0.8468817204301076,0.8475268817204299,0.8483870967741933,0.8486021505376342,0.8378494623655912,0.8105376344086022
0.8490322580645161,0.8436559139784946,0.8498924731182796,0.8425806451612903,0.84752688172043,0.8464516129032258,0.849247311827957,0.8464516129032258,0.8359139784946236,0.7959139784946235
0.960705997312813,0.9918651520703555,0.9040429949920605,0.9845608892146084,0.9583608159276901,0.9529497984609746,0.8919872969341641,0.9075607670697446,0.75821424209112,0.7052888726029072
0.8605357856857258,0.8670798347327736,0.865373850459816,0.8665467146474742,0.865373850459816,0.8664667466346796,0.8653605224576835,0.8653338664534185,0.866293482606957,0.8661068905771024
0.8588164734106357,0.8638278022124484,0.8621218179394907,0.8639610822337731,0.8621618019458881,0.8629748100759698,0.8621351459416232,0.862121817939491,0.8626549380247902,0.8615753698520591
0.98,0.9740740740740738,0.9811111111111109,0.9685185185185181,0.9825925925925925,0.9796296296296294,0.9814814814814813,0.9811111111111109,0.9703703703703702,0.9825925925925921
0.6102372034956304,0.5995422388680817,0.5987931751976696,0.595838535164378,0.5873907615480648,0.5926342072409487,0.5992093216812319,0.5957969205160214,0.595672076570953,0.5821473158551811
0.6124167006663946,0.610077519379845,0.5830953352373183,0.6060791513667889,0.5861417108663131,0.5651978784169726,0.5768801849585203,0.5659866721066232,0.6059431524547804,0.5271589827281381
0.597986577181208,0.5916778523489934,0.5945861297539151,0.5732438478747203,0.5924832214765101,0.592930648769575,0.5939149888143176,0.5917225950782998,0.5730648769574944,0.5882774049217004
0.944230769230769,0.8923076923076925,0.9461538461538459,0.8929487179487181,0.9173076923076925,0.9416666666666665,0.944230769230769,0.9378205128205128,0.898076923076923,0.930128205128205
