RC-S,ES-S,SMLRE-S,SMLR-S,WMV-S,MV-S,SMM5-S,PB-S,CAWPE-S,NBC-S
0.005821865583734986 ,0.009043228260371627,0.023827622740433263,0.024406495254740035,0.010736337729565948,0.011698629016198892,0.024406495254740035,0.007885602165290884,0.0145431051239856,0.010218391959217255
-0.001875865954432454 ,0.0011367379749821493,0.027444723944058946,0.017537489756149327,-3.8393561899308093E-4,0.003929004863130858,0.02089346994763286,0.014014375266446888,6.720168088014677E-5,0.008900805164439585
-0.0012797340848371697 ,-0.006759602752721472,0.0018632263186151299,-0.0019607536966228523,-0.011919382404224965,-0.0063852580589932595,-0.0019607536966228523,-0.018930632037079342,-0.02585214568529204,-0.008075852977649234
-0.011042054135069201 ,-0.005420571037501265,0.007560610329054307,0.004550157271532296,-0.011104057572709936,-0.012115104190959847,0.0061737476145961034,-0.019915433798778137,-0.009464941450676778,-0.008689224319820776
0.005039282803316114 ,0.020941158617380884,0.015026121175304552,0.007446109206749485,0.002955220342513276,0.005745142909139633,0.00836941700736038,0.007552888756407139,0.0058981296702727,0.004274602141034145
-0.02184077072441748 ,-0.013198586859061612,-0.002956795882712804,-0.025534529270322515,-0.027511390131508384,-0.03066596286515222,-0.025534529270322515,-0.026467725135225106,-0.02497436770221062,-0.02878104878439991
0.005916999998841321 ,0.014171119376737318,0.024100284275112682,0.009413519779860935,0.013300083184896616,0.01126299173040557,0.009413519779860935,0.01431647842942474,2.7375688217579075E-4,0.012657064539060237
-0.0111908666902375 ,-9.805097522626038E-4,0.0023068773168402057,-0.005694105091517909,-0.012264196060059906,-0.015134724959744772,-0.007943228912440814,-0.011316823291391387,-0.008533970905875599,-0.01469579156185663
-0.003908579749591801 ,0.017368290459087943,0.030794676412062794,0.016197860571352418,-0.007282177727689798,-0.009624173288483084,0.016197860571352418,-0.018719351808736517,0.0022399118798370754,-0.006822625070789234
-0.015596328310111707 ,-0.007212527269988778,0.013867124132743491,-4.2568316957969365E-4,-0.023687472637809237,-0.022221693400597653,0.006200687807995986,-0.010714789598273766,-0.004621383993139494,-0.02103208741168283
0.0018537933449763733 ,0.02318655302282424,4.877747864346915E-4,0.006575628879652351,0.00925879022161702,0.005414760167514965,0.006575628879652351,0.0057231943516604655,0.003042578463571255,0.008131131418872228
-0.013230853499206163 ,-0.0037205384401394204,-0.002373930805536273,-0.0012622137293895053,-0.0024532476650904744,-0.002374051139663602,-0.0012622137293895053,0.005350866877002369,1.4755694187384982E-4,-0.0031070773280915676
-0.02271418542947712 ,-0.021706765853722332,-0.014583169243616245,-0.02114820716490906,-0.02437107261158622,-0.025784355132766,-0.019021767483407004,-0.02558899391777547,-0.007235195034901887,-0.02518040615510364
-0.014408281773551135 ,-0.007354914493031717,0.021275478017918292,-0.012934823486528968,-0.0014594725484693427,-1.977668780525077E-4,-0.011748296957752258,-0.007275801781836844,-0.0015820359037809206,-8.111277182821786E-4
-0.0019358926459137615 ,0.016205780585397567,0.01990880801901085,0.013288220190703415,0.0031562144190562247,0.00163219394906855,0.00973248117080383,-0.003366093011725968,-0.0025562365324802716,0.0026958528458320696
0.008871752532951471 ,0.016931249036220897,0.019898070694183256,0.004432179430468364,0.003562591852489194,0.004365073153136723,0.004432179430468364,0.016503840559511374,0.018512367116598094,0.0047528650299081265
-0.01754534532454377 ,0.0034972414207773417,-0.011525486550913677,-0.009847783606726113,-0.01455811818456798,-0.011419108117126764,-0.009847783606726113,-0.008974941794181568,-0.008233930930538369,-0.012481313572774821
0.014621178016604675 ,0.017783777953670032,0.028698504106963174,0.02785540710774037,0.014814091255545336,0.014191937937411803,0.02785540710774037,0.00665286851475988,0.02641761026856626,0.01705319158193508
-0.0036581127070913766 ,-0.008575262711073561,0.007062835688634195,-0.00438802161041052,-0.005456957018206032,-0.006283646032123835,-8.884975996480415E-4,-0.009526088566860214,0.005377335903719915,-0.005907407080303795
-0.017371364102287457 ,-0.014103269849964573,-0.00561238582946888,-0.014288907251888028,-4.2814828513093595E-5,-0.0036379620216248076,-0.014328918833528936,-0.009933446762460107,-0.027451119275684333,-3.205631332652281E-4
-0.02365517005981166 ,0.005245271947876051,0.0019916319420073547,-0.00798237249278999,-0.018809685262083153,-0.021270626173861773,-0.00931217811611873,-0.01688697170998643,-0.013027702236568572,-0.014856939903736821
0.013496602156059079 ,0.008532204677052735,0.0030531844685566245,1.7855757739593248E-4,0.0063466514874760405,0.006717917452248479,0.003340917684730549,0.006061701603455427,0.0036182157525916914,0.005250180136581406
-0.013934842879931075 ,0.004569627791214059,0.0039762209214815325,0.0016754834548974307,0.0014704789767292503,1.341646058744539E-4,0.0016754834548974307,-0.013713843126654801,-0.002975100287749055,0.009533936729601677
0.00600644080210011 ,-7.374285448713547E-4,7.562010262209817E-4,-0.009398445739708938,-0.006486463197254988,-0.009491629646049327,-0.009398445739708938,-0.0034389883731394955,-0.011659160984334838,-0.010299597566091778
0.008042258098302058 ,0.002022422897246412,0.016181706935890827,0.0089294012895339,0.007133198372720306,0.00419741077432112,0.023300261706814318,0.006874277091911241,0.020055383564873797,0.009753704978200939
-0.02015178931260042 ,-0.013542618031858855,0.002776462734278118,-0.01762406673647743,-0.014814519868895593,-0.015718273676914807,-0.0013520961611209747,-0.014307986134347805,-0.0038190268661271176,-0.021054725119819317
-0.02599437145107142 ,-0.023529351526805575,-0.0053800537187914665,-0.018549053983030417,-0.03192765770017947,-0.028980297671397315,-0.005708567274549825,-0.028309033625556035,-0.030831998880612277,-0.01469607220098057
-0.020186550857754892 ,-0.010833769364150925,0.005175644598787388,0.0019750156882460956,-0.014233018613253878,-0.01583413038341208,-8.470034613687893E-4,-0.020995757408501348,-0.018479443693682374,-0.013429071367143108
-0.022475696041542537 ,0.0030532008601689142,0.03015912799948972,0.009232152815103922,-0.015400236739343542,-0.014967600918387114,0.018970610770041252,-0.0076693436000879744,-1.6806970618232775E-4,-0.010391502773668848
0.0069067202448077625 ,0.008635696426349204,0.012595979744922103,0.003882760214014458,0.01674633438965012,0.013966277928939785,0.003882760214014458,0.0242056828695012,0.014652416620224762,0.010825611704005755
0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
