ACC:TESTACC,CAWPE,MLP,NN,SVML,C4.5,Logistic
avgOverDsets:,0.8155853589421519,0.7865900524987154,0.7837254951335009,0.7710732204759012,0.7696732639163796,0.7615400465328815
stddevOverDsets:,0.14694440028974648,0.15987646919019785,0.15454620644536385,0.15965665773876495,0.16073711720233,0.16335652601809875
avgStddevsOverFolds:,0.02155686320614482,0.025607258737799284,0.021706801649249104,0.023919450221457313,0.025482918717280544,0.025409808404924093
avgRankOverDsets:,1.7314049586776858,3.6322314049586777,3.652892561983471,3.7107438016528924,4.095041322314049,4.177685950413223
stddevsRankOverDsets:,0.8063325469733555,1.4256118497001595,1.5835653012619586,1.5622527352561835,1.8555255877005767,1.505350878439187

