CAWPE_pb,CAWPE_eq,CAWPE_alpha=1,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10,CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_alpha=14,CAWPE_alpha=15
1.1281828998166918,1.0747577453560075,1.0734200945079517,1.0721735923352862,1.0710136250536613,1.0699356505735074,1.0689352231471996,1.0680080142252304,1.0671498296171493,1.066356623131556,1.0656245069298944,1.064949758871855,1.064328827157352,1.0637583325831832,1.0632350687338041,1.062756000417441,1.062318260643228
1.4602788882570286E-6,0.00948593054218019,0.009435164246654923,0.009385990280430157,0.009338367767833557,0.00929225595693815,0.00924761430793881,0.00920440257426792,0.00916258087660782,0.009122109769998221,0.009082950304271059,0.009045064078073097,0.009008413286758847,0.008972960764453138,0.008938670020594638,0.00890550527127907,0.008873431465724474
0.0043272090853742375,0.01071752298049804,0.01065807905873556,0.010600197730414061,0.01054384558233703,0.01048898943975505,0.010435596394357365,0.010383633830427206,0.010333069449192944,0.010283871291411392,0.01023600775822423,0.010189447630331949,0.01014416008553301,0.010100114714678655,0.010057281536095987,0.01001563100853398,0.009975134042688356
0.5040949649921609,0.459288976265266,0.4591396874691574,0.45899137730004747,0.4588440903369727,0.45869787178711896,0.4585527674641149,0.45840882376531084,0.45826608764803795,0.45812460660487775,0.4579844286379544,0.4578456022322659,0.4577081763280715,0.4575722002923655,0.4574377238894593,0.4573047972506824,0.457173470843264
0.7214719277822647,0.371361347761602,0.36800129127092684,0.36467605622242855,0.36139493515846455,0.35816762547744996,0.35500415044561656,0.35191476575708464,0.34890985311850947,0.34599980309084116,0.3431948901139596,0.34050514320964814,0.33794021625069987,0.33550926185840474,0.33322081292582084,0.33108267546100617,0.32910183592649356
3.934516921927184,1.8263510280703195,1.8115648983871184,1.8001738395359659,1.7921474201306125,1.7873939722620114,1.785766776287422,1.7870731289222985,1.791085731599621,1.7975552801181283,1.806222851598831,1.8168308095103007,1.829131382924219,1.8428926167411057,1.8579018545651218,1.873967207503678,1.8909175694045
7.249805695429647,1.8173840469334668,1.8137654328969208,1.8118551037577235,1.8115575160882313,1.8127657272215145,1.8153654360662754,1.8192386864789718,1.824267150168973,1.8303349061799588,1.837330650933078,1.8451493139520967,1.853693106868675,1.8628720773950478,1.8726042640242635,1.882815552393218,1.8934393280491004
0.395450490670125,0.43737496954373856,0.4318614450533623,0.4270057327255035,0.4227319627711154,0.41896903940760627,0.41565161440532367,0.41272059674850575,0.4101232911566605,0.40781325862356876,0.4057499834866695,0.40389841829146383,0.4022284630908877,0.40071442184323924,0.3993344663151616,0.3980701277748687,0.39690582879494396
9.30158326884527,1.3707868735493451,1.2922034792819383,1.234552908697196,1.1916481836724826,1.1614706399332206,1.1419874086039572,1.1309050206608535,1.1261712597714544,1.12615705347882,1.1296275889583671,1.1356675760092225,1.1436078055007135,1.152962716018224,1.1633806683573593,1.1746061825789262,1.186452260707035
0.3956253850856205,0.3817531678451941,0.3815411827397229,0.38133454963070956,0.38113317114352996,0.3809369507831305,0.3807457930068381,0.38055960329093236,0.38037828819110336,0.380201755396955,0.3800299137807187,0.37986267344036945,0.37969994573734606,0.3795416433290922,0.37938768019663927,0.3792379716674709,0.37909243443390256
